account_id,customer_id,product_id,branch_id,opening_year,account_status,closing_year,opening_channel
A0000106,C0000050,P005,020,2018,ACTIVE,,BRANCH
A0000107,C0000050,P005,023,2026,ACTIVE,,DIGITAL
A0000108,C0000051,P001,005,2025,ACTIVE,,DIGITAL
A0000109,C0000052,P002,011,2005,CLOSED,2023,BRANCH
A0000110,C0000052,P001,011,2001,ACTIVE,,BRANCH
A0000111,C0000052,P005,011,2022,ACTIVE,,REMOTE_ASSISTED
A0000112,C0000052,P002,011,2023,ACTIVE,,REMOTE_ASSISTED
A0000113,C0000052,P005,037,2025,ACTIVE,,BRANCH
A0000114,C0000053,P005,026,2026,ACTIVE,,DIGITAL
A0000115,C0000054,P005,017,2007,CLOSED,2024,BRANCH
A0000116,C0000054,P005,017,2011,CLOSED,2024,REMOTE_ASSISTED
A0000117,C0000054,P007,017,2008,CLOSED,2024,BRANCH
A0000118,C0000054,P002,017,2017,CLOSED,2024,BRANCH
A0000119,C0000055,P003,017,2005,CLOSED,2022,BRANCH
A0000120,C0000055,P001,004,2007,CLOSED,2015,BRANCH
A0000121,C0000055,P002,004,2012,CLOSED,2017,BRANCH
A0000122,C0000055,P002,004,2001,CLOSED,2011,BRANCH
A0000123,C0000055,P004,004,2002,CLOSED,2022,BRANCH
A0000124,C0000055,P003,004,2010,ACTIVE,,BRANCH
A0000125,C0000055,P001,004,2010,ACTIVE,,BRANCH
A0000126,C0000055,P002,004,2023,ACTIVE,,BRANCH
A0000127,C0000056,P001,002,2002,CLOSED,2006,BRANCH
A0000128,C0000056,P001,003,2025,ACTIVE,,DIGITAL
A0000129,C0000056,P005,014,2026,ACTIVE,,REMOTE_ASSISTED
A0000130,C0000057,P002,008,1993,CLOSED,1997,BRANCH
A0000131,C0000057,P001,008,1994,CLOSED,2004,BRANCH
A0000132,C0000058,P004,001,2004,ACTIVE,,BRANCH
A0000133,C0000058,P002,011,1995,CLOSED,2010,BRANCH
A0000134,C0000058,P005,034,2023,ACTIVE,,REMOTE_ASSISTED
A0000135,C0000059,P001,009,2021,ACTIVE,,BRANCH
A0000136,C0000059,P004,009,2021,ACTIVE,,DIGITAL
A0000137,C0000059,P003,020,2023,ACTIVE,,BRANCH
A0000138,C0000060,P005,024,2015,ACTIVE,,BRANCH
A0000139,C0000060,P002,024,2015,ACTIVE,,BRANCH
A0000140,C0000060,P005,024,2017,CLOSED,2018,BRANCH
A0000141,C0000060,P006,024,2015,ACTIVE,,BRANCH
A0000142,C0000060,P008,024,2021,ACTIVE,,DIGITAL
A0000143,C0000061,P001,001,1979,CLOSED,1988,BRANCH
A0000144,C0000061,P002,001,2004,ACTIVE,,BRANCH
A0000145,C0000061,P001,001,1988,CLOSED,2007,BRANCH
A0000146,C0000062,P002,034,2019,CLOSED,2021,BRANCH
A0000147,C0000062,P005,034,2019,CLOSED,2021,BRANCH
A0000148,C0000063,P007,031,2025,ACTIVE,,DIGITAL
A0000149,C0000064,P003,001,2007,CLOSED,2011,BRANCH
A0000150,C0000065,P001,017,2020,CLOSED,2022,BRANCH
A0000151,C0000065,P001,020,2020,CLOSED,2022,BRANCH
A0000152,C0000065,P002,023,2020,CLOSED,2022,BRANCH
A0000153,C0000066,P005,022,2012,ACTIVE,,BRANCH
A0000154,C0000066,P001,022,2018,CLOSED,2020,BRANCH
A0000155,C0000066,P005,022,2011,CLOSED,2016,BRANCH
A0000156,C0000066,P004,022,2017,ACTIVE,,BRANCH
A0000157,C0000066,P001,022,2014,ACTIVE,,BRANCH
A0000158,C0000066,P004,022,2025,ACTIVE,,REMOTE_ASSISTED
A0000159,C0000067,P001,027,2022,ACTIVE,,DIGITAL
A0000160,C0000067,P005,027,2026,ACTIVE,,BRANCH
A0000161,C0000068,P003,014,2024,ACTIVE,,DIGITAL
A0000162,C0000069,P003,019,2021,CLOSED,2024,BRANCH
A0000163,C0000069,P003,017,2023,ACTIVE,,BRANCH
A0000164,C0000069,P004,019,2026,ACTIVE,,BRANCH
A0000165,C0000070,P005,020,2025,ACTIVE,,DIGITAL
A0000166,C0000070,P001,028,2026,ACTIVE,,DIGITAL
A0000167,C0000072,P001,022,2018,ACTIVE,,BRANCH
A0000168,C0000072,P001,034,2020,CLOSED,2020,BRANCH
A0000169,C0000073,P001,015,2011,CLOSED,2013,BRANCH
A0000170,C0000073,P005,015,2010,CLOSED,2012,BRANCH
A0000171,C0000073,P002,015,2011,CLOSED,2013,BRANCH
A0000172,C0000074,P004,026,2015,CLOSED,2017,BRANCH
A0000173,C0000074,P001,026,2016,CLOSED,2017,REMOTE_ASSISTED
A0000174,C0000074,P001,019,2017,CLOSED,2019,BRANCH
A0000175,C0000074,P003,025,2016,CLOSED,2018,BRANCH
A0000176,C0000075,P006,017,2026,ACTIVE,,DIGITAL
A0000177,C0000076,P005,034,2023,ACTIVE,,REMOTE_ASSISTED
A0000178,C0000077,P003,019,2015,CLOSED,2021,BRANCH
A0000179,C0000078,P004,019,2012,ACTIVE,,BRANCH
A0000180,C0000078,P003,019,2013,CLOSED,2018,BRANCH
A0000181,C0000078,P007,019,2022,ACTIVE,,REMOTE_ASSISTED
A0000182,C0000080,P001,023,2013,ACTIVE,,BRANCH
A0000183,C0000080,P003,023,2017,CLOSED,2025,BRANCH
A0000184,C0000080,P005,023,2014,ACTIVE,,BRANCH
A0000185,C0000080,P002,023,2025,ACTIVE,,BRANCH
A0000186,C0000081,P005,021,2018,CLOSED,2019,BRANCH
A0000187,C0000081,P005,021,2018,CLOSED,2018,BRANCH
A0000188,C0000081,P003,021,2018,CLOSED,2019,BRANCH
A0000189,C0000082,P001,036,2021,ACTIVE,,REMOTE_ASSISTED
A0000190,C0000083,P007,019,2012,ACTIVE,,BRANCH
A0000191,C0000083,P002,032,2021,ACTIVE,,DIGITAL
A0000192,C0000084,P004,032,2020,CLOSED,2020,REMOTE_ASSISTED
A0000193,C0000084,P007,032,2020,CLOSED,2020,BRANCH
A0000194,C0000084,P002,032,2021,ACTIVE,,DIGITAL
A0000195,C0000085,P001,004,1998,CLOSED,2002,BRANCH
A0000196,C0000085,P005,001,2008,ACTIVE,,BRANCH
A0000197,C0000085,P004,032,2021,ACTIVE,,BRANCH
A0000198,C0000085,P004,001,2021,ACTIVE,,BRANCH
A0000199,C0000085,P007,001,2022,ACTIVE,,REMOTE_ASSISTED
A0000200,C0000085,P005,001,2022,ACTIVE,,BRANCH
A0000201,C0000086,P008,021,2017,CLOSED,2018,BRANCH
A0000202,C0000086,P003,021,2021,CLOSED,2024,BRANCH
A0000203,C0000087,P003,019,2021,ACTIVE,,BRANCH
A0000204,C0000087,P005,037,2024,ACTIVE,,REMOTE_ASSISTED
A0000205,C0000088,P005,018,2013,ACTIVE,,BRANCH
A0000206,C0000088,P002,018,2023,ACTIVE,,DIGITAL
A0000207,C0000089,P008,017,2020,CLOSED,2020,BRANCH
A0000208,C0000089,P004,026,2021,ACTIVE,,BRANCH
A0000209,C0000090,P001,019,2024,ACTIVE,,DIGITAL
A0000210,C0000090,P002,004,2024,ACTIVE,,REMOTE_ASSISTED
A0000211,C0000090,P003,017,2026,ACTIVE,,DIGITAL
A0000212,C0000092,P001,035,2026,ACTIVE,,REMOTE_ASSISTED
A0000213,C0000093,P007,019,2026,ACTIVE,,DIGITAL
A0000214,C0000094,P001,027,2020,ACTIVE,,BRANCH
A0000215,C0000094,P002,027,2021,ACTIVE,,BRANCH
A0000216,C0000095,P005,037,2025,ACTIVE,,DIGITAL
A0000217,C0000096,P003,036,2020,ACTIVE,,BRANCH
A0000218,C0000097,P001,020,2021,ACTIVE,,REMOTE_ASSISTED
A0000219,C0000097,P005,031,2022,ACTIVE,,DIGITAL
A0000220,C0000098,P001,012,2013,CLOSED,2017,BRANCH
A0000221,C0000098,P002,012,2017,ACTIVE,,BRANCH
A0000222,C0000098,P005,012,2014,ACTIVE,,BRANCH
A0000223,C0000098,P007,012,2019,ACTIVE,,BRANCH
A0000224,C0000099,P002,002,2017,ACTIVE,,BRANCH
A0000225,C0000100,P003,013,2018,ACTIVE,,BRANCH
A0000226,C0000100,P001,013,2022,ACTIVE,,BRANCH
A0000227,C0000101,P003,013,2014,CLOSED,2021,BRANCH
A0000228,C0000102,P005,013,2011,CLOSED,2018,BRANCH
A0000229,C0000102,P001,013,2009,CLOSED,2019,BRANCH
A0000230,C0000103,P001,022,2017,ACTIVE,,BRANCH
A0000231,C0000103,P003,022,2018,ACTIVE,,REMOTE_ASSISTED
A0000232,C0000103,P001,022,2017,CLOSED,2023,BRANCH
A0000233,C0000103,P005,022,2018,CLOSED,2018,BRANCH
A0000234,C0000103,P001,022,2021,ACTIVE,,BRANCH
A0000235,C0000104,P002,027,2016,CLOSED,2018,BRANCH
A0000236,C0000104,P004,032,2018,ACTIVE,,BRANCH
A0000237,C0000104,P003,027,2018,ACTIVE,,BRANCH
A0000238,C0000104,P002,027,2019,CLOSED,2020,BRANCH
A0000239,C0000105,P002,025,2023,CLOSED,2023,BRANCH
A0000240,C0000106,P001,017,2017,CLOSED,2019,BRANCH
A0000241,C0000106,P005,017,2021,ACTIVE,,BRANCH
A0000242,C0000107,P005,031,2016,CLOSED,2017,BRANCH
A0000243,C0000108,P001,016,2010,ACTIVE,,BRANCH
A0000244,C0000108,P005,016,2023,ACTIVE,,BRANCH
A0000245,C0000108,P005,027,2023,ACTIVE,,REMOTE_ASSISTED
A0000246,C0000109,P005,035,2020,ACTIVE,,REMOTE_ASSISTED
A0000247,C0000109,P001,035,2020,ACTIVE,,BRANCH
A0000248,C0000109,P006,035,2021,ACTIVE,,REMOTE_ASSISTED
A0000249,C0000110,P003,023,2019,ACTIVE,,BRANCH
A0000250,C0000110,P001,023,2020,CLOSED,2024,BRANCH
A0000251,C0000111,P005,018,2012,CLOSED,2024,BRANCH
A0000252,C0000111,P002,018,2022,CLOSED,2025,BRANCH
A0000253,C0000112,P001,001,2022,CLOSED,2024,REMOTE_ASSISTED
A0000254,C0000112,P002,004,2024,CLOSED,2024,DIGITAL
A0000255,C0000113,P001,001,1979,CLOSED,1996,BRANCH
A0000256,C0000113,P003,001,2002,CLOSED,2014,BRANCH
A0000257,C0000113,P002,008,2022,CLOSED,2025,BRANCH
A0000258,C0000113,P001,001,2022,CLOSED,2025,REMOTE_ASSISTED
A0000259,C0000114,P005,032,2024,ACTIVE,,BRANCH
A0000260,C0000114,P001,032,2025,ACTIVE,,DIGITAL
A0000261,C0000115,P004,030,2022,ACTIVE,,REMOTE_ASSISTED
A0000262,C0000116,P003,017,2018,CLOSED,2021,BRANCH
A0000263,C0000116,P003,025,2021,CLOSED,2021,DIGITAL
A0000264,C0000117,P007,013,2016,CLOSED,2016,BRANCH
A0000265,C0000117,P008,013,2018,CLOSED,2023,BRANCH
A0000266,C0000117,P001,013,2019,ACTIVE,,REMOTE_ASSISTED
A0000267,C0000117,P003,013,2019,ACTIVE,,BRANCH
A0000268,C0000117,P003,013,2021,CLOSED,2022,BRANCH
A0000269,C0000117,P002,013,2022,ACTIVE,,DIGITAL
A0000270,C0000118,P003,016,2026,ACTIVE,,BRANCH
A0000271,C0000119,P001,018,2011,CLOSED,2024,BRANCH
A0000272,C0000119,P002,015,2012,CLOSED,2018,BRANCH
A0000273,C0000119,P008,020,2012,CLOSED,2024,BRANCH
A0000274,C0000119,P007,015,2013,CLOSED,2021,BRANCH
A0000275,C0000119,P001,020,2021,CLOSED,2024,BRANCH
A0000276,C0000120,P003,036,2021,ACTIVE,,DIGITAL
A0000277,C0000121,P005,019,2010,CLOSED,2012,BRANCH
A0000278,C0000121,P005,017,2010,CLOSED,2012,BRANCH
A0000279,C0000121,P001,025,2012,CLOSED,2014,BRANCH
A0000280,C0000121,P004,019,2012,CLOSED,2014,BRANCH
A0000281,C0000122,P001,017,2016,CLOSED,2024,BRANCH
A0000282,C0000122,P002,028,2021,CLOSED,2024,BRANCH
A0000283,C0000123,P003,018,2009,CLOSED,2013,BRANCH
A0000284,C0000123,P003,013,2014,ACTIVE,,BRANCH
A0000285,C0000123,P001,018,2008,CLOSED,2015,BRANCH
A0000286,C0000123,P003,013,2016,ACTIVE,,BRANCH
A0000287,C0000123,P003,013,2009,ACTIVE,,BRANCH
A0000288,C0000123,P003,013,2005,CLOSED,2017,BRANCH
A0000289,C0000124,P008,013,2015,CLOSED,2018,BRANCH
A0000290,C0000124,P008,013,2017,CLOSED,2019,BRANCH
A0000291,C0000124,P005,011,2014,CLOSED,2023,BRANCH
A0000292,C0000124,P007,013,2022,CLOSED,2023,REMOTE_ASSISTED
A0000293,C0000125,P001,013,2005,ACTIVE,,BRANCH
A0000294,C0000125,P004,013,2011,ACTIVE,,BRANCH
A0000295,C0000125,P001,017,2014,ACTIVE,,BRANCH
A0000296,C0000125,P003,013,2017,ACTIVE,,REMOTE_ASSISTED
A0000297,C0000125,P005,009,2021,ACTIVE,,REMOTE_ASSISTED
A0000298,C0000125,P002,031,2024,ACTIVE,,DIGITAL
A0000299,C0000125,P003,031,2024,ACTIVE,,BRANCH
A0000300,C0000126,P006,037,2023,ACTIVE,,BRANCH
A0000301,C0000126,P005,019,2023,ACTIVE,,BRANCH
A0000302,C0000126,P002,019,2026,CLOSED,2026,DIGITAL
A0000303,C0000127,P002,026,2026,CLOSED,2026,DIGITAL
A0000304,C0000129,P005,028,2023,CLOSED,2023,REMOTE_ASSISTED
A0000305,C0000130,P001,022,2014,ACTIVE,,BRANCH
A0000306,C0000130,P005,022,2016,ACTIVE,,BRANCH
A0000307,C0000130,P002,022,2021,ACTIVE,,BRANCH
A0000308,C0000131,P004,003,2006,ACTIVE,,BRANCH
A0000309,C0000131,P008,014,2021,ACTIVE,,BRANCH
A0000310,C0000132,P001,032,2024,ACTIVE,,BRANCH
A0000311,C0000133,P002,013,2020,CLOSED,2020,BRANCH
A0000312,C0000133,P005,013,2021,CLOSED,2021,REMOTE_ASSISTED
A0000313,C0000133,P002,013,2023,ACTIVE,,REMOTE_ASSISTED
A0000314,C0000133,P001,015,2024,ACTIVE,,BRANCH
A0000315,C0000133,P002,014,2025,ACTIVE,,BRANCH
A0000316,C0000133,P001,015,2026,ACTIVE,,BRANCH
A0000317,C0000134,P002,008,2009,CLOSED,2011,BRANCH
A0000318,C0000134,P003,008,2013,CLOSED,2013,BRANCH
A0000319,C0000134,P001,008,2011,CLOSED,2015,BRANCH
A0000320,C0000134,P004,008,2012,CLOSED,2015,BRANCH
A0000321,C0000135,P001,020,2026,ACTIVE,,DIGITAL
A0000322,C0000136,P001,032,2026,ACTIVE,,BRANCH
A0000323,C0000137,P001,017,2022,CLOSED,2025,REMOTE_ASSISTED
A0000324,C0000138,P001,004,1987,CLOSED,2023,BRANCH
A0000325,C0000138,P004,002,2000,ACTIVE,,BRANCH
A0000326,C0000138,P002,004,2021,ACTIVE,,BRANCH
A0000327,C0000139,P003,017,2019,CLOSED,2021,REMOTE_ASSISTED
A0000328,C0000140,P002,009,2025,ACTIVE,,REMOTE_ASSISTED
A0000329,C0000141,P006,007,2026,ACTIVE,,BRANCH
A0000330,C0000142,P003,008,1988,CLOSED,1989,BRANCH
A0000331,C0000143,P005,005,2019,CLOSED,2020,BRANCH
A0000332,C0000143,P001,005,2026,ACTIVE,,REMOTE_ASSISTED
A0000333,C0000144,P005,025,2026,ACTIVE,,DIGITAL
A0000334,C0000145,P005,025,2015,ACTIVE,,BRANCH
A0000335,C0000146,P007,017,2009,CLOSED,2011,BRANCH
A0000336,C0000147,P005,035,2026,ACTIVE,,DIGITAL
A0000337,C0000148,P003,026,2018,CLOSED,2022,BRANCH
A0000338,C0000148,P003,019,2022,ACTIVE,,DIGITAL
A0000339,C0000149,P004,007,2010,CLOSED,2025,BRANCH
A0000340,C0000149,P003,007,2024,ACTIVE,,DIGITAL
A0000341,C0000150,P003,020,2011,ACTIVE,,BRANCH
A0000342,C0000150,P001,023,2014,ACTIVE,,BRANCH
A0000343,C0000151,P001,037,2026,ACTIVE,,BRANCH
A0000344,C0000152,P003,014,2019,CLOSED,2026,BRANCH
A0000345,C0000152,P004,014,2020,CLOSED,2021,BRANCH
A0000346,C0000153,P003,026,2022,ACTIVE,,DIGITAL
A0000347,C0000153,P005,026,2023,ACTIVE,,BRANCH
A0000348,C0000153,P001,037,2023,ACTIVE,,BRANCH
A0000349,C0000154,P001,019,2019,ACTIVE,,BRANCH
A0000350,C0000154,P008,019,2019,CLOSED,2020,BRANCH
A0000351,C0000154,P001,019,2021,ACTIVE,,BRANCH
A0000352,C0000155,P002,020,2013,CLOSED,2018,BRANCH
A0000353,C0000155,P008,020,2010,CLOSED,2016,BRANCH
A0000354,C0000156,P002,009,2007,ACTIVE,,BRANCH
A0000355,C0000156,P005,019,2015,CLOSED,2025,BRANCH
A0000356,C0000156,P004,009,2006,ACTIVE,,BRANCH
A0000357,C0000156,P002,009,2004,CLOSED,2023,BRANCH
A0000358,C0000156,P002,009,2005,ACTIVE,,BRANCH
A0000359,C0000156,P001,009,2001,CLOSED,2007,BRANCH
A0000360,C0000156,P005,009,2011,CLOSED,2012,BRANCH
A0000361,C0000156,P004,009,2026,ACTIVE,,BRANCH
A0000362,C0000157,P005,021,2023,ACTIVE,,BRANCH
A0000363,C0000158,P002,001,2019,ACTIVE,,BRANCH
A0000364,C0000158,P004,001,2024,ACTIVE,,DIGITAL
A0000365,C0000158,P001,001,2024,CLOSED,2024,REMOTE_ASSISTED
A0000366,C0000159,P001,006,1996,CLOSED,2014,BRANCH
A0000367,C0000159,P001,006,2023,ACTIVE,,BRANCH
A0000368,C0000160,P001,007,2004,ACTIVE,,BRANCH
A0000369,C0000160,P001,011,2006,CLOSED,2015,BRANCH
A0000370,C0000161,P001,025,2018,ACTIVE,,BRANCH
A0000371,C0000162,P001,017,2005,CLOSED,2013,BRANCH
A0000372,C0000162,P001,026,2017,CLOSED,2018,BRANCH
A0000373,C0000162,P003,025,2022,CLOSED,2023,BRANCH
A0000374,C0000162,P007,001,2023,CLOSED,2023,BRANCH
A0000375,C0000163,P001,021,2023,ACTIVE,,REMOTE_ASSISTED
A0000376,C0000165,P003,024,2020,ACTIVE,,BRANCH
A0000377,C0000165,P004,025,2020,CLOSED,2021,REMOTE_ASSISTED
A0000378,C0000165,P003,019,2020,CLOSED,2021,BRANCH
A0000379,C0000165,P004,019,2020,ACTIVE,,REMOTE_ASSISTED
A0000380,C0000167,P004,008,2026,ACTIVE,,DIGITAL
A0000381,C0000168,P003,017,2019,CLOSED,2021,DIGITAL
A0000382,C0000169,P003,021,2019,CLOSED,2026,REMOTE_ASSISTED
A0000383,C0000169,P001,021,2019,CLOSED,2019,BRANCH
A0000384,C0000169,P003,021,2019,CLOSED,2019,BRANCH
A0000385,C0000169,P005,021,2021,CLOSED,2024,REMOTE_ASSISTED
A0000386,C0000170,P006,034,2026,ACTIVE,,BRANCH
A0000387,C0000171,P002,005,2018,CLOSED,2019,REMOTE_ASSISTED
A0000388,C0000171,P008,005,2019,CLOSED,2020,BRANCH
A0000389,C0000171,P005,034,2022,CLOSED,2024,BRANCH
A0000390,C0000172,P005,009,2025,ACTIVE,,DIGITAL
A0000391,C0000173,P008,019,2025,ACTIVE,,BRANCH
A0000392,C0000174,P008,005,2004,CLOSED,2021,BRANCH
A0000393,C0000174,P001,005,2007,ACTIVE,,BRANCH
A0000394,C0000174,P001,025,2017,CLOSED,2018,BRANCH
A0000395,C0000174,P001,005,2021,ACTIVE,,BRANCH
A0000396,C0000174,P002,005,2023,ACTIVE,,BRANCH
A0000397,C0000175,P001,027,2018,CLOSED,2022,REMOTE_ASSISTED
A0000398,C0000175,P003,027,2017,CLOSED,2022,BRANCH
A0000399,C0000176,P001,030,2018,ACTIVE,,BRANCH
A0000400,C0000176,P001,030,2018,ACTIVE,,BRANCH
A0000401,C0000177,P005,034,2024,ACTIVE,,REMOTE_ASSISTED
A0000402,C0000178,P003,030,2026,ACTIVE,,DIGITAL
A0000403,C0000179,P003,030,2021,ACTIVE,,BRANCH
A0000404,C0000180,P005,015,2015,ACTIVE,,BRANCH
A0000405,C0000181,P005,013,2021,ACTIVE,,REMOTE_ASSISTED
A0000406,C0000183,P001,016,2024,ACTIVE,,BRANCH
A0000407,C0000183,P005,009,2024,ACTIVE,,REMOTE_ASSISTED
A0000408,C0000184,P001,021,2015,CLOSED,2017,BRANCH
A0000409,C0000185,P008,017,2025,ACTIVE,,REMOTE_ASSISTED
A0000410,C0000186,P005,008,2025,ACTIVE,,BRANCH
A0000411,C0000186,P001,029,2026,ACTIVE,,DIGITAL
A0000412,C0000187,P002,008,2024,ACTIVE,,BRANCH
A0000413,C0000188,P001,019,2026,ACTIVE,,BRANCH
A0000414,C0000189,P003,022,2012,ACTIVE,,BRANCH
A0000415,C0000189,P004,022,2016,ACTIVE,,BRANCH
