loan_id,customer_id,product_id,branch_id,origination_year,currency,original_amount,term_months,rate_type,initial_interest_rate,loan_status,closing_year
L0000027,C0000014,P012,037,2026,USD,4000.0,24,FIXED,16.2,ACTIVE,
L0000028,C0000015,P012,018,2023,UYU,640000.0,36,FIXED,23.95,PAID_OFF,2026.0
L0000029,C0000015,P012,002,2025,UYU,610000.0,36,FIXED,21.06,ACTIVE,
L0000030,C0000015,P012,028,2026,UYU,415000.0,24,FIXED,22.82,ACTIVE,
L0000031,C0000016,P012,013,1999,UYU,245000.0,36,FIXED,36.59,WRITTEN_OFF,2024.0
L0000032,C0000016,P014,003,2000,USD,55000.0,120,MIXED,13.23,PAID_OFF,2010.0
L0000033,C0000016,P012,004,2001,UYU,27000.0,6,FIXED,39.82,RESTRUCTURED,2026.0
L0000034,C0000016,P013,005,2004,USD,27000.0,24,FIXED,14.63,PAID_OFF,2004.0
L0000035,C0000016,P012,013,2007,USD,6000.0,12,FIXED,16.68,DEFAULTED,
L0000036,C0000016,P012,001,2017,UYU,485000.0,24,FIXED,22.51,DEFAULTED,2026.0
L0000037,C0000016,P014,029,2018,UYU,1270000.0,120,VARIABLE,16.68,ACTIVE,
L0000038,C0000016,P013,013,2019,UYU,1520000.0,60,FIXED,18.53,PAID_OFF,2023.0
L0000039,C0000016,P012,021,2022,UYU,140000.0,12,FIXED,21.69,PAID_OFF,2023.0
L0000040,C0000017,P012,032,2025,UYU,680000.0,60,FIXED,21.88,ACTIVE,
L0000041,C0000018,P014,019,2018,UYU,29350000.0,300,MIXED,15.77,ACTIVE,
L0000042,C0000018,P014,018,2023,UYU,3410000.0,300,VARIABLE,18.14,ACTIVE,
L0000043,C0000018,P013,018,2026,UYU,2970000.0,48,MIXED,16.9,ACTIVE,
L0000044,C0000019,P012,028,2022,UYU,1430000.0,60,VARIABLE,20.6,PAID_OFF,2026.0
L0000045,C0000019,P013,026,2022,UYU,4940000.0,36,FIXED,16.29,PAID_OFF,2025.0
L0000046,C0000019,P012,002,2023,UYU,520000.0,60,FIXED,23.8,ACTIVE,
L0000047,C0000019,P014,025,2023,USD,580000.0,60,FIXED,10.04,ACTIVE,
L0000048,C0000019,P013,001,2026,UYU,1970000.0,48,VARIABLE,17.23,ACTIVE,
L0000049,C0000021,P016,013,2020,USD,30000.0,12,VARIABLE,10.48,PAID_OFF,2021.0
L0000050,C0000021,P017,018,2025,USD,595000.0,12,FIXED,9.44,PAID_OFF,2026.0
L0000051,C0000022,P012,012,2017,UYU,220000.0,36,FIXED,25.09,PAID_OFF,2020.0
L0000052,C0000022,P013,026,2020,USD,46000.0,36,FIXED,11.53,PAID_OFF,2023.0
L0000053,C0000022,P012,005,2026,UYU,170000.0,12,FIXED,19.87,PAID_OFF,2026.0
L0000054,C0000023,P012,027,2022,UYU,160000.0,6,FIXED,20.52,PAID_OFF,2023.0
L0000055,C0000023,P013,013,2022,UYU,1210000.0,24,FIXED,16.52,PAID_OFF,2024.0
L0000056,C0000023,P014,033,2024,UYU,17950000.0,60,MIXED,16.4,ACTIVE,
L0000057,C0000023,P012,027,2025,UYU,705000.0,60,VARIABLE,19.9,ACTIVE,
L0000058,C0000025,P014,031,2017,USD,165000.0,60,FIXED,10.13,PAID_OFF,2022.0
L0000059,C0000025,P014,029,2020,UYU,3180000.0,60,VARIABLE,10.84,PAID_OFF,2025.0
L0000060,C0000025,P012,010,2026,UYU,490000.0,18,FIXED,20.63,ACTIVE,
L0000061,C0000026,P014,002,2003,USD,285000.0,120,FIXED,15.45,PAID_OFF,2011.0
L0000062,C0000026,P014,016,2004,UYU,10100000.0,300,MIXED,27.84,PAID_OFF,2010.0
L0000063,C0000026,P012,017,2006,UYU,4750000.0,48,FIXED,23.91,PAID_OFF,2008.0
L0000064,C0000027,P013,017,2005,UYU,650000.0,72,FIXED,25.1,PAID_OFF,2011.0
L0000065,C0000027,P014,025,2015,USD,125000.0,60,VARIABLE,11.17,PAID_OFF,2020.0
L0000066,C0000027,P014,019,2016,UYU,3330000.0,120,VARIABLE,18.49,PAID_OFF,2026.0
L0000067,C0000027,P014,005,2020,UYU,5660000.0,240,VARIABLE,16.41,ACTIVE,
L0000068,C0000029,P012,015,2019,UYU,405000.0,36,FIXED,22.92,PAID_OFF,2020.0
L0000069,C0000030,P012,015,2022,UYU,695000.0,60,FIXED,19.21,PAID_OFF,2024.0
L0000070,C0000030,P014,035,2023,UYU,10200000.0,300,FIXED,19.79,ACTIVE,
L0000071,C0000030,P012,015,2024,UYU,1800000.0,36,MIXED,20.85,PAID_OFF,2026.0
L0000072,C0000030,P014,020,2025,UYU,10300000.0,60,VARIABLE,13.93,ACTIVE,
L0000073,C0000032,P014,034,2025,UYU,7820000.0,180,VARIABLE,14.53,ACTIVE,
L0000074,C0000034,P012,025,2020,UYU,230000.0,12,FIXED,17.92,PAID_OFF,2021.0
L0000075,C0000036,P013,012,2016,USD,42000.0,24,FIXED,11.45,PAID_OFF,2018.0
L0000076,C0000036,P013,016,2017,UYU,1210000.0,36,FIXED,18.45,PAID_OFF,2020.0
L0000077,C0000036,P012,030,2026,UYU,255000.0,6,FIXED,20.54,DEFAULTED,2026.0
L0000078,C0000036,P014,019,2026,UYU,15350000.0,60,FIXED,13.96,ACTIVE,
L0000079,C0000037,P012,014,2004,UYU,475000.0,24,FIXED,35.61,PAID_OFF,2006.0
L0000080,C0000037,P013,021,2010,UYU,1230000.0,48,FIXED,18.55,PAID_OFF,2014.0
L0000081,C0000037,P012,014,2014,UYU,200000.0,60,FIXED,23.64,PAID_OFF,2019.0
L0000082,C0000037,P012,027,2018,UYU,165000.0,12,VARIABLE,21.06,PAID_OFF,2019.0
L0000083,C0000037,P012,018,2020,UYU,120000.0,12,FIXED,20.18,PAID_OFF,2021.0
L0000084,C0000037,P013,012,2023,UYU,445000.0,72,VARIABLE,18.47,ACTIVE,
L0000085,C0000037,P014,027,2024,UYU,4800000.0,300,VARIABLE,17.31,PAID_OFF,2026.0
L0000086,C0000038,P012,017,2025,UYU,1240000.0,48,FIXED,22.78,ACTIVE,
L0000087,C0000039,P013,025,2022,UYU,3170000.0,60,FIXED,19.27,PAID_OFF,2026.0
L0000088,C0000039,P014,031,2023,USD,460000.0,60,VARIABLE,10.22,ACTIVE,
L0000089,C0000041,P014,035,2022,UYU,3870000.0,60,VARIABLE,17.39,PAID_OFF,2026.0
L0000090,C0000042,P014,022,2023,UYU,15050000.0,240,VARIABLE,17.69,DEFAULTED,
L0000091,C0000043,P012,002,2012,UYU,170000.0,6,FIXED,20.69,PAID_OFF,2013.0
L0000092,C0000043,P012,001,2013,UYU,38000.0,6,FIXED,21.12,PAID_OFF,2014.0
L0000093,C0000044,P012,033,2025,UYU,835000.0,24,FIXED,17.93,PAID_OFF,2025.0
L0000094,C0000045,P013,013,2024,UYU,730000.0,60,FIXED,19.98,ACTIVE,
L0000095,C0000045,P013,017,2025,UYU,1090000.0,72,FIXED,16.55,ACTIVE,
L0000096,C0000046,P016,018,2021,USD,140000.0,12,MIXED,11.48,PAID_OFF,2022.0
L0000097,C0000046,P017,013,2021,UYU,1720000.0,48,FIXED,14.99,PAID_OFF,2025.0
L0000098,C0000046,P015,004,2022,USD,20000.0,24,FIXED,11.97,PAID_OFF,2024.0
L0000099,C0000046,P018,033,2022,UYU,1370000.0,84,VARIABLE,17.16,ACTIVE,
L0000100,C0000046,P016,028,2025,UYU,4150000.0,24,VARIABLE,16.06,ACTIVE,
L0000101,C0000047,P012,010,2000,UYU,200000.0,12,FIXED,36.49,DEFAULTED,
L0000102,C0000047,P012,005,2004,UYU,380000.0,60,FIXED,32.01,PAID_OFF,2009.0
L0000103,C0000047,P012,007,2006,UYU,435000.0,12,FIXED,23.63,DEFAULTED,
L0000104,C0000049,P013,017,2021,UYU,1500000.0,60,VARIABLE,17.63,PAID_OFF,2025.0
L0000105,C0000049,P013,009,2023,UYU,1320000.0,60,FIXED,19.12,ACTIVE,
L0000106,C0000050,P012,014,2019,UYU,540000.0,12,FIXED,20.38,DEFAULTED,
L0000107,C0000050,P012,021,2022,UYU,160000.0,36,FIXED,20.97,PAID_OFF,2025.0
L0000108,C0000051,P013,015,2026,UYU,460000.0,72,MIXED,18.11,ACTIVE,
L0000109,C0000052,P014,001,2001,UYU,1750000.0,60,VARIABLE,34.53,WRITTEN_OFF,2024.0
L0000110,C0000052,P012,011,2005,UYU,100000.0,60,VARIABLE,28.1,PAID_OFF,2010.0
L0000111,C0000052,P012,007,2009,UYU,74000.0,48,FIXED,23.73,DEFAULTED,2026.0
L0000112,C0000052,P013,008,2010,UYU,990000.0,60,FIXED,16.76,WRITTEN_OFF,2022.0
L0000113,C0000052,P012,027,2014,UYU,145000.0,12,FIXED,22.31,WRITTEN_OFF,2026.0
L0000114,C0000052,P013,014,2019,UYU,560000.0,72,VARIABLE,18.69,PAID_OFF,2025.0
L0000115,C0000054,P014,013,2008,UYU,17950000.0,60,MIXED,18.57,PAID_OFF,2013.0
L0000116,C0000054,P012,013,2009,UYU,215000.0,48,FIXED,21.8,PAID_OFF,2013.0
L0000117,C0000054,P012,024,2010,UYU,1400000.0,60,VARIABLE,20.67,PAID_OFF,2014.0
L0000118,C0000054,P012,010,2011,UYU,290000.0,6,FIXED,21.83,PAID_OFF,2012.0
L0000119,C0000054,P012,005,2015,UYU,1990000.0,36,FIXED,22.26,PAID_OFF,2018.0
L0000120,C0000054,P012,002,2016,UYU,120000.0,12,FIXED,25.39,PAID_OFF,2016.0
L0000121,C0000054,P013,027,2019,USD,50000.0,36,FIXED,10.76,PAID_OFF,2020.0
L0000122,C0000055,P014,014,2002,UYU,6040000.0,240,FIXED,48.06,WRITTEN_OFF,2022.0
L0000123,C0000055,P014,008,2004,UYU,7820000.0,120,MIXED,28.67,PAID_OFF,2014.0
L0000124,C0000055,P013,007,2005,USD,66000.0,24,VARIABLE,11.84,PAID_OFF,2005.0
L0000125,C0000055,P012,010,2006,UYU,225000.0,12,MIXED,24.49,PAID_OFF,2007.0
L0000126,C0000055,P012,004,2007,UYU,455000.0,6,FIXED,22.57,PAID_OFF,2008.0
L0000127,C0000055,P012,016,2009,UYU,915000.0,24,FIXED,22.78,PAID_OFF,2011.0
L0000128,C0000055,P014,007,2011,UYU,4480000.0,240,VARIABLE,15.2,PAID_OFF,2018.0
L0000129,C0000055,P013,036,2021,USD,26000.0,36,FIXED,10.98,PAID_OFF,2024.0
L0000130,C0000056,P012,008,2000,UYU,370000.0,12,FIXED,34.56,PAID_OFF,2001.0
L0000131,C0000056,P014,014,2007,UYU,6360000.0,240,VARIABLE,18.77,PAID_OFF,2024.0
L0000132,C0000056,P013,023,2011,UYU,1770000.0,72,MIXED,15.16,PAID_OFF,2017.0
L0000133,C0000056,P012,016,2021,UYU,280000.0,6,FIXED,20.27,PAID_OFF,2022.0
L0000134,C0000056,P013,023,2021,UYU,475000.0,48,VARIABLE,15.68,PAID_OFF,2024.0
L0000135,C0000056,P013,019,2022,UYU,575000.0,24,FIXED,18.45,PAID_OFF,2024.0
L0000136,C0000057,P012,014,1998,UYU,280000.0,48,FIXED,40.22,PAID_OFF,2002.0
L0000137,C0000057,P012,010,2001,UYU,495000.0,24,FIXED,38.6,DEFAULTED,2026.0
L0000138,C0000057,P014,007,2002,UYU,9890000.0,180,FIXED,47.6,DEFAULTED,2026.0
L0000139,C0000058,P012,005,2000,UYU,135000.0,48,VARIABLE,36.88,PAID_OFF,2003.0
L0000140,C0000058,P012,006,2010,UYU,165000.0,18,FIXED,19.45,PAID_OFF,2012.0
L0000141,C0000058,P012,008,2020,UYU,910000.0,60,FIXED,18.46,PAID_OFF,2023.0
L0000142,C0000058,P014,024,2025,UYU,4670000.0,120,VARIABLE,15.17,ACTIVE,
L0000143,C0000058,P013,015,2026,USD,38000.0,60,FIXED,11.14,PAID_OFF,2026.0
L0000144,C0000059,P017,027,2021,UYU,2320000.0,84,MIXED,14.61,PAID_OFF,2023.0
L0000145,C0000059,P015,029,2025,USD,57000.0,12,MIXED,13.68,PAID_OFF,2025.0
L0000146,C0000060,P013,029,2021,USD,37000.0,24,FIXED,11.34,PAID_OFF,2023.0
L0000147,C0000060,P014,024,2022,UYU,7070000.0,300,VARIABLE,16.87,DEFAULTED,2026.0
L0000148,C0000060,P012,031,2023,UYU,235000.0,36,VARIABLE,21.87,PAID_OFF,2026.0
L0000149,C0000061,P012,006,1998,UYU,705000.0,60,FIXED,39.74,PAID_OFF,2003.0
L0000150,C0000061,P014,010,2000,UYU,7670000.0,300,MIXED,30.25,PAID_OFF,2025.0
L0000151,C0000061,P013,013,2003,USD,14000.0,24,VARIABLE,15.34,PAID_OFF,2003.0
L0000152,C0000061,P014,011,2013,UYU,8080000.0,180,MIXED,15.43,PAID_OFF,2023.0
L0000153,C0000061,P014,011,2020,USD,41000.0,120,VARIABLE,7.71,PAID_OFF,2023.0
L0000154,C0000061,P014,014,2021,UYU,5030000.0,240,VARIABLE,13.9,ACTIVE,
L0000155,C0000061,P012,009,2024,UYU,865000.0,60,FIXED,23.32,ACTIVE,
L0000156,C0000062,P013,001,2019,USD,11000.0,36,VARIABLE,12.09,PAID_OFF,2022.0
L0000157,C0000062,P013,034,2020,UYU,1230000.0,48,FIXED,19.13,WRITTEN_OFF,2023.0
L0000158,C0000063,P014,004,2025,UYU,7410000.0,300,VARIABLE,15.51,ACTIVE,
L0000159,C0000064,P013,010,2014,UYU,1030000.0,60,FIXED,16.88,PAID_OFF,2019.0
L0000160,C0000065,P015,024,2021,USD,34000.0,12,VARIABLE,9.66,PAID_OFF,2022.0
L0000161,C0000066,P012,009,2010,UYU,555000.0,60,FIXED,21.85,DEFAULTED,
L0000162,C0000066,P013,028,2015,USD,38000.0,24,FIXED,12.27,PAID_OFF,2017.0
L0000163,C0000066,P014,025,2018,USD,285000.0,60,VARIABLE,9.94,PAID_OFF,2023.0
L0000164,C0000066,P012,034,2019,UYU,140000.0,12,FIXED,21.18,PAID_OFF,2020.0
L0000165,C0000066,P012,016,2020,USD,27000.0,24,FIXED,14.71,PAID_OFF,2022.0
L0000166,C0000067,P012,028,2023,UYU,1520000.0,6,FIXED,22.3,DEFAULTED,2026.0
L0000167,C0000068,P012,022,2025,UYU,215000.0,60,FIXED,23.14,ACTIVE,
L0000168,C0000068,P013,002,2026,UYU,1310000.0,48,FIXED,16.87,ACTIVE,
L0000169,C0000069,P018,031,2021,UYU,5340000.0,60,FIXED,15.28,PAID_OFF,2026.0
L0000170,C0000069,P015,017,2025,USD,68000.0,12,MIXED,12.1,DEFAULTED,
L0000171,C0000070,P013,004,2024,USD,64000.0,24,FIXED,13.29,PAID_OFF,2026.0
L0000172,C0000070,P014,028,2024,UYU,7860000.0,120,VARIABLE,18.0,ACTIVE,
L0000173,C0000071,P013,031,2026,USD,42000.0,36,VARIABLE,10.33,PAID_OFF,2026.0
L0000174,C0000071,P014,009,2026,USD,175000.0,60,MIXED,9.51,ACTIVE,
L0000175,C0000072,P013,022,2022,UYU,970000.0,72,FIXED,18.78,ACTIVE,
L0000176,C0000072,P012,008,2025,UYU,195000.0,48,FIXED,21.57,ACTIVE,
L0000177,C0000073,P012,015,2011,UYU,370000.0,24,FIXED,21.71,PAID_OFF,2013.0
L0000178,C0000074,P012,026,2016,UYU,1090000.0,6,FIXED,25.37,WRITTEN_OFF,2024.0
L0000179,C0000074,P012,026,2018,UYU,75000.0,18,FIXED,19.26,PAID_OFF,2020.0
L0000180,C0000075,P014,019,2026,USD,40000.0,180,MIXED,10.54,ACTIVE,
L0000181,C0000077,P012,019,2015,UYU,225000.0,36,FIXED,24.27,PAID_OFF,2018.0
L0000182,C0000077,P012,029,2021,UYU,110000.0,24,FIXED,23.52,PAID_OFF,2021.0
L0000183,C0000078,P012,027,2020,UYU,2090000.0,18,FIXED,21.08,PAID_OFF,2020.0
L0000184,C0000078,P014,025,2026,UYU,5860000.0,180,FIXED,16.14,ACTIVE,
L0000185,C0000079,P012,013,2009,UYU,380000.0,24,FIXED,23.94,RESTRUCTURED,2026.0
L0000186,C0000079,P012,001,2013,UYU,180000.0,48,VARIABLE,21.54,PAID_OFF,2017.0
L0000187,C0000079,P014,009,2016,UYU,2310000.0,300,MIXED,19.73,RESTRUCTURED,
L0000188,C0000080,P012,022,2012,UYU,100000.0,18,FIXED,22.18,PAID_OFF,2014.0
L0000189,C0000080,P013,023,2014,UYU,555000.0,72,VARIABLE,19.37,PAID_OFF,2020.0
L0000190,C0000080,P014,009,2017,USD,27000.0,180,MIXED,11.6,ACTIVE,
L0000191,C0000080,P013,013,2018,UYU,1310000.0,36,VARIABLE,19.13,PAID_OFF,2021.0
L0000192,C0000081,P012,021,2019,UYU,670000.0,60,VARIABLE,22.06,PAID_OFF,2024.0
L0000193,C0000082,P013,017,2026,UYU,3740000.0,36,FIXED,15.81,ACTIVE,
L0000194,C0000083,P012,015,2018,UYU,305000.0,6,FIXED,22.63,PAID_OFF,2019.0
L0000195,C0000083,P012,036,2020,UYU,170000.0,60,FIXED,19.93,PAID_OFF,2025.0
L0000196,C0000084,P015,015,2022,USD,26000.0,36,FIXED,12.96,PAID_OFF,2025.0
L0000197,C0000085,P012,001,2005,UYU,765000.0,6,FIXED,27.18,PAID_OFF,2006.0
L0000198,C0000085,P012,004,2012,USD,14000.0,18,VARIABLE,12.75,PAID_OFF,2012.0
L0000199,C0000085,P012,024,2013,UYU,505000.0,60,VARIABLE,21.83,DEFAULTED,2026.0
L0000200,C0000085,P012,009,2019,UYU,145000.0,6,FIXED,20.59,DEFAULTED,
L0000201,C0000085,P014,001,2022,UYU,9260000.0,180,FIXED,18.0,ACTIVE,
L0000202,C0000086,P016,004,2017,USD,32000.0,12,VARIABLE,11.45,PAID_OFF,2017.0
L0000203,C0000086,P017,021,2022,USD,33000.0,60,VARIABLE,10.13,PAID_OFF,2026.0
L0000204,C0000086,P016,004,2024,UYU,6060000.0,12,VARIABLE,18.23,PAID_OFF,2025.0
L0000205,C0000086,P016,021,2025,USD,10000.0,12,VARIABLE,13.14,ACTIVE,
L0000206,C0000086,P017,022,2025,USD,91000.0,12,MIXED,10.88,PAID_OFF,2026.0
L0000207,C0000087,P012,013,2026,UYU,130000.0,18,FIXED,20.75,ACTIVE,
L0000208,C0000088,P013,020,2012,USD,25000.0,24,MIXED,11.79,RESTRUCTURED,
L0000209,C0000088,P014,003,2016,UYU,4460000.0,180,MIXED,20.19,PAID_OFF,2024.0
L0000210,C0000088,P012,034,2025,USD,28000.0,18,MIXED,15.24,PAID_OFF,2026.0
L0000211,C0000089,P015,030,2021,USD,67000.0,36,VARIABLE,9.95,DEFAULTED,
L0000212,C0000089,P016,011,2023,UYU,4070000.0,12,MIXED,17.08,DEFAULTED,2026.0
L0000213,C0000089,P018,027,2024,UYU,5470000.0,84,VARIABLE,18.9,ACTIVE,
L0000214,C0000090,P012,003,2025,USD,11000.0,18,FIXED,15.14,PAID_OFF,2026.0
L0000215,C0000090,P013,015,2025,UYU,970000.0,24,FIXED,18.63,PAID_OFF,2026.0
L0000216,C0000094,P012,028,2021,UYU,290000.0,24,FIXED,20.25,PAID_OFF,2022.0
L0000217,C0000096,P014,019,2020,UYU,3090000.0,60,VARIABLE,13.8,WRITTEN_OFF,2024.0
L0000218,C0000096,P014,035,2024,UYU,2870000.0,60,MIXED,14.08,RESTRUCTURED,2026.0
L0000219,C0000098,P012,014,2015,UYU,860000.0,48,VARIABLE,20.2,RESTRUCTURED,
L0000220,C0000098,P014,012,2022,UYU,27800000.0,180,VARIABLE,15.67,ACTIVE,
L0000221,C0000098,P012,001,2026,UYU,1150000.0,48,FIXED,19.4,ACTIVE,
L0000222,C0000099,P014,001,2023,UYU,5070000.0,120,VARIABLE,17.1,ACTIVE,
L0000223,C0000100,P012,010,2023,UYU,265000.0,36,FIXED,23.09,PAID_OFF,2026.0
L0000224,C0000100,P013,013,2026,UYU,625000.0,72,VARIABLE,16.13,ACTIVE,
L0000225,C0000102,P012,015,1999,UYU,275000.0,24,FIXED,36.83,PAID_OFF,2001.0
L0000226,C0000102,P012,013,2002,UYU,125000.0,36,FIXED,52.47,RESTRUCTURED,2026.0
L0000227,C0000102,P012,003,2004,UYU,410000.0,6,FIXED,34.58,WRITTEN_OFF,2023.0
L0000228,C0000102,P012,012,2005,UYU,355000.0,18,FIXED,28.45,RESTRUCTURED,
L0000229,C0000102,P013,013,2013,USD,17000.0,24,MIXED,11.41,DEFAULTED,2026.0
L0000230,C0000102,P014,023,2015,UYU,17950000.0,240,FIXED,20.87,PAID_OFF,2020.0
L0000231,C0000102,P012,002,2016,UYU,63000.0,48,VARIABLE,23.12,PAID_OFF,2020.0
L0000232,C0000102,P013,021,2020,USD,33000.0,48,VARIABLE,9.65,PAID_OFF,2024.0
L0000233,C0000103,P013,022,2018,UYU,2780000.0,48,FIXED,17.1,PAID_OFF,2021.0
L0000234,C0000103,P012,026,2021,UYU,390000.0,24,FIXED,19.9,PAID_OFF,2023.0
L0000235,C0000103,P013,008,2021,UYU,1180000.0,72,FIXED,14.16,PAID_OFF,2026.0
L0000236,C0000103,P013,012,2026,USD,21000.0,24,FIXED,12.55,ACTIVE,
L0000237,C0000104,P018,015,2016,USD,66000.0,36,MIXED,11.62,PAID_OFF,2019.0
L0000238,C0000104,P015,034,2022,UYU,1170000.0,60,MIXED,19.77,PAID_OFF,2026.0
L0000239,C0000104,P016,031,2024,UYU,3910000.0,36,FIXED,17.93,ACTIVE,
L0000240,C0000106,P012,020,2025,UYU,590000.0,12,FIXED,21.53,PAID_OFF,2026.0
L0000241,C0000106,P013,017,2026,UYU,960000.0,60,FIXED,14.85,ACTIVE,
L0000242,C0000108,P012,004,2014,UYU,270000.0,60,FIXED,22.92,PAID_OFF,2019.0
L0000243,C0000108,P014,015,2019,UYU,7490000.0,300,VARIABLE,16.95,PAID_OFF,2021.0
L0000244,C0000109,P012,029,2022,UYU,110000.0,24,VARIABLE,21.56,PAID_OFF,2024.0
L0000245,C0000109,P012,009,2024,UYU,325000.0,48,FIXED,23.7,ACTIVE,
L0000246,C0000110,P017,011,2022,USD,31000.0,12,VARIABLE,9.75,PAID_OFF,2023.0
L0000247,C0000110,P015,019,2023,UYU,1900000.0,48,FIXED,18.47,PAID_OFF,2026.0
L0000248,C0000110,P016,020,2025,USD,84000.0,12,VARIABLE,12.7,PAID_OFF,2026.0
L0000249,C0000111,P012,021,2015,UYU,195000.0,18,MIXED,22.02,PAID_OFF,2015.0
L0000250,C0000111,P013,018,2019,UYU,930000.0,60,VARIABLE,19.26,PAID_OFF,2024.0
L0000251,C0000111,P012,011,2021,UYU,240000.0,24,VARIABLE,16.91,PAID_OFF,2023.0
L0000252,C0000111,P012,009,2024,UYU,695000.0,24,FIXED,21.94,PAID_OFF,2026.0
L0000253,C0000111,P014,009,2024,UYU,6320000.0,240,VARIABLE,15.88,ACTIVE,
L0000254,C0000111,P014,016,2026,UYU,17650000.0,180,FIXED,14.28,ACTIVE,
L0000255,C0000112,P012,011,2024,UYU,49000.0,24,FIXED,25.27,RESTRUCTURED,2026.0
L0000256,C0000113,P012,011,1999,UYU,130000.0,48,FIXED,36.7,PAID_OFF,2003.0
L0000257,C0000113,P012,005,2001,UYU,340000.0,48,FIXED,39.26,PAID_OFF,2005.0
L0000258,C0000113,P012,017,2012,UYU,555000.0,12,FIXED,21.99,PAID_OFF,2013.0
L0000259,C0000113,P012,025,2017,UYU,120000.0,48,FIXED,21.74,PAID_OFF,2021.0
L0000260,C0000113,P012,005,2018,UYU,110000.0,6,FIXED,22.9,PAID_OFF,2019.0
L0000261,C0000113,P013,006,2022,UYU,2470000.0,48,VARIABLE,18.34,PAID_OFF,2026.0
L0000262,C0000115,P013,008,2021,USD,29000.0,48,VARIABLE,10.27,PAID_OFF,2025.0
L0000263,C0000115,P014,031,2021,USD,140000.0,60,VARIABLE,9.42,PAID_OFF,2026.0
L0000264,C0000115,P012,028,2023,UYU,185000.0,24,FIXED,23.96,DEFAULTED,2026.0
L0000265,C0000115,P012,004,2025,UYU,175000.0,60,FIXED,21.67,ACTIVE,
L0000266,C0000117,P016,033,2019,USD,365000.0,24,VARIABLE,11.49,PAID_OFF,2021.0
L0000267,C0000117,P015,010,2022,UYU,5070000.0,84,FIXED,19.54,WRITTEN_OFF,2026.0
L0000268,C0000117,P015,033,2023,USD,125000.0,24,FIXED,13.68,PAID_OFF,2025.0
L0000269,C0000117,P018,023,2026,UYU,4800000.0,84,FIXED,17.63,ACTIVE,
L0000270,C0000119,P013,011,2008,UYU,1300000.0,60,FIXED,21.96,PAID_OFF,2013.0
L0000271,C0000119,P012,034,2021,UYU,1320000.0,18,FIXED,18.57,PAID_OFF,2023.0
L0000272,C0000119,P014,006,2023,UYU,7290000.0,300,VARIABLE,18.42,PAID_OFF,2024.0
L0000273,C0000119,P014,009,2024,UYU,9850000.0,120,FIXED,14.8,DEFAULTED,
L0000274,C0000120,P012,008,2025,UYU,365000.0,24,FIXED,21.46,PAID_OFF,2026.0
