bank_id,bank_name,year,revenue,operating_costs,net_income,total_assets,total_deposits,total_loans,equity,reporting_currency
B005,Banco Nación,2024,178286967.73,131836943.4,25930777.36,2546956681.92,1496199575.68,1578432658.17,336665015.31,USD
B005,Banco Nación,2025,150950147.99,114722112.47,23364060.42,2411730550.44,1579819065.17,1350595268.82,321729741.88,USD
B005,Banco Nación,2026,170901979.64,129885504.53,10607804.0,2566799917.69,1537064998.37,1478424318.87,292783102.51,USD
B006,Itaú Uruguay,2021,198482404.09,107842289.95,43819152.11,3896211763.03,2833356121.58,1879310124.19,565679927.57,USD
B006,Itaú Uruguay,2022,186010110.93,108015999.52,32727116.9,4002648930.33,3122066165.66,1909536618.47,523755734.06,USD
B006,Itaú Uruguay,2023,211105445.46,111531425.04,79829780.3,3974186286.66,3040200061.99,1840228010.83,468062913.26,USD
B006,Itaú Uruguay,2024,208940733.0,114043097.68,82986571.01,4381436475.55,3186116281.0,1981040993.9,504015851.4,USD
B006,Itaú Uruguay,2025,218472486.68,124510316.26,45002921.67,4395382512.52,3238248347.93,1970637270.98,530814063.71,USD
B006,Itaú Uruguay,2026,222395584.73,116146890.8,98181113.13,4487071559.67,3237777698.89,2187163212.53,570298043.36,USD
B007,Santander Uruguay,2021,198668024.59,116634167.71,42792114.39,4253837019.31,2936040685.63,2635486700.82,575301300.39,USD
B007,Santander Uruguay,2022,172525565.32,105800599.06,42671577.94,4313139133.07,3011547954.57,2609547999.1,544673004.38,USD
B007,Santander Uruguay,2023,178531412.01,103909380.92,49983116.19,4463285300.18,3261769228.09,2965324023.36,620945122.96,USD
B007,Santander Uruguay,2024,215536473.72,124606146.81,70945605.37,4847734947.58,3366283143.81,2984939420.88,716899570.41,USD
B007,Santander Uruguay,2025,230614114.99,143543909.69,30944910.24,4930695176.5,3331377641.9,3253353459.19,641674517.68,USD
B007,Santander Uruguay,2026,206196207.77,123327752.56,48106680.81,4944025013.26,3573934411.93,3374142261.72,701468225.54,USD
B008,Banque Heritage Uruguay,2021,69038924.9,35600653.81,24915010.73,859251018.93,542633293.75,294622775.25,171284680.18,USD
B008,Banque Heritage Uruguay,2022,68236205.67,33738494.08,24936733.44,854573333.42,559469515.59,275570555.06,170914666.68,USD
B008,Banque Heritage Uruguay,2023,68275632.85,34023370.94,17171090.31,915195260.06,596490905.38,314901855.82,183039052.01,USD
B008,Banque Heritage Uruguay,2024,77879377.46,36298836.11,27228425.51,964499980.47,613890132.03,309528134.05,190678792.51,USD
B008,Banque Heritage Uruguay,2025,69153831.49,36989088.31,21010716.79,917816530.16,597187175.96,320221039.51,168289566.78,USD
B008,Banque Heritage Uruguay,2026,68940401.4,35674898.06,25886199.91,885014200.64,577722585.3,278056780.95,161820418.06,USD
B009,Citibank Uruguay,2021,314125083.61,183731182.94,67884785.73,4366730149.43,1849908343.08,2335846675.57,560508272.0,USD
B009,Citibank Uruguay,2022,286707315.4,171597299.17,74305932.62,4452534134.97,1870064336.69,2433301209.05,544156016.87,USD
B009,Citibank Uruguay,2023,288859135.64,175880130.68,61187806.92,4254491987.74,1786886634.85,2288209834.2,522616771.46,USD
B009,Citibank Uruguay,2024,295352184.75,164493383.67,81741186.23,4496907502.5,1902192982.08,2518268201.4,604122416.52,USD
B009,Citibank Uruguay,2025,280154178.22,159443732.44,48383693.19,4553428941.87,1912440155.59,2364224815.33,658062087.43,USD
B009,Citibank Uruguay,2026,243462618.72,137955510.4,56699190.92,3952246245.16,1765870571.25,2213257897.29,466812329.09,USD
B010,HSBC Uruguay,2021,65466697.28,30284091.01,16294024.23,1046535469.11,536678490.36,449620063.15,165978949.8,USD
B010,HSBC Uruguay,2022,58996131.78,32215057.86,17997917.94,1039166490.96,537212723.11,483151067.54,174622399.87,USD
B010,HSBC Uruguay,2023,66410569.98,36217266.39,18762627.38,1066078233.3,531265410.57,473757835.66,143806113.03,USD
B010,HSBC Uruguay,2024,67173474.09,36488143.42,19479269.37,1161876809.95,600460671.96,555402840.63,205710485.04,USD
B010,HSBC Uruguay,2025,60444656.21,30665248.75,17099429.08,1092303556.4,568309034.96,494757582.9,181896980.66,USD
B010,BTG Pactual Uruguay,2026,59196215.23,32657805.3,-11201344.93,1079762680.54,600536227.24,512200246.05,163342580.63,USD
B011,Scotiabank Uruguay,2021,402429661.27,273093244.58,60582211.4,6719376189.3,5178001777.65,3648168381.42,907124204.24,USD
B011,Scotiabank Uruguay,2022,471039000.44,282910971.73,100232232.64,7178993093.7,5743194474.96,4453864800.72,1076848964.06,USD
B011,Scotiabank Uruguay,2023,451276272.77,291904286.18,49847845.91,7668984817.13,6135187853.7,4436035060.85,951323209.38,USD
B011,Scotiabank Uruguay,2024,452962437.04,274604875.96,112639035.34,7982298703.91,6329540794.78,4587448780.49,1168531113.15,USD
B011,Scotiabank Uruguay,2025,569339311.75,331372111.0,108240535.8,8903235489.12,6890020797.14,5738213520.2,1168017913.1,USD
B011,Scotiabank Uruguay,2026,598067905.37,376507470.95,114750042.48,10183533445.11,7569892139.41,5923175156.06,1527530016.77,USD
B101,JPMorgan Chase,2021,6768775474.2,3616993075.93,1902913001.85,179136310893.07,98699256660.49,69991295776.95,20897343774.1,USD
B101,JPMorgan Chase,2022,7183869499.01,3689088683.46,1732351605.71,189796889233.39,114529871091.23,76459962940.15,21861282733.69,USD
B101,JPMorgan Chase,2023,7701951413.82,4095329234.14,2204430255.39,189453416796.28,114162106477.31,74787489996.09,24510675039.1,USD
B101,JPMorgan Chase,2024,6860923004.04,3938713708.87,1674757171.67,179401977394.05,108734373088.4,71693510041.44,20809558830.11,USD
B101,JPMorgan Chase,2025,7982149948.38,4311212030.72,2805241445.04,186848030058.14,113103992917.18,81406468603.37,20479201695.99,USD
B101,JPMorgan Chase,2026,9685343239.63,5520758019.07,2320380933.9,193597902398.56,120718747360.63,76747644876.88,17693177638.06,USD
B102,Citibank International,2021,14931786252.32,6037357334.29,6014752044.33,355291837213.42,199447217627.86,156035185140.62,47067289601.92,USD
B102,Citibank International,2022,13093151373.55,5401963962.24,6038018090.05,358688350364.86,190846024793.4,152599453701.91,38524266051.4,USD
B102,Citibank International,2023,15148919118.83,7116540509.62,6229303250.21,388183295395.91,205328971738.91,165185307484.8,46258457466.54,USD
B102,Citibank International,2024,17063254462.76,7354552975.67,6364013523.82,386099346409.68,209143812314.84,155544122585.45,50669324947.2,USD
B102,Citibank International,2025,18063649635.55,6892858205.23,7720366900.82,403500151715.91,215611880896.77,166329626578.55,52522404361.37,USD
B102,Citibank International,2026,19483444773.06,7829205428.59,6819779059.47,442669547931.89,249795531326.3,175500048065.48,50421852810.23,USD
B103,Bank of America,2021,76580937.77,34156079.99,30379354.69,2012423012.89,1195400557.24,891213523.27,181118071.16,USD
B103,Bank of America,2022,74470769.08,37527759.89,29447591.55,1941938601.55,1120862941.64,831904868.15,185005253.9,USD
B103,Bank of America,2023,96069360.46,49365449.89,25249065.08,2012539067.33,1137960158.56,888011286.48,181128516.06,USD
B103,Bank of America,2024,96691360.51,52177598.05,26273407.78,2169517677.36,1251247007.3,933289255.46,195256590.96,USD
B103,Bank of America,2025,88531641.22,44388083.94,36672033.41,2322671475.35,1292354520.04,956220590.7,237778691.55,USD
B103,Bank of America,2026,83555905.22,44038497.65,23170731.63,2198839611.1,1398315424.22,945772181.93,226824953.15,USD
B104,Deutsche Bank,2021,1947073583.8,1174850484.99,339919322.07,56606521324.2,31252772078.95,27933819598.28,7719952048.85,USD
B104,Deutsche Bank,2022,2317982118.22,1416734590.04,478385787.7,59247200030.76,32823386803.58,26803954352.4,8808758225.9,USD
B104,Deutsche Bank,2023,3078752304.99,2031976521.29,438153297.4,64969005734.65,33527450972.07,32449880874.02,8517568956.26,USD
B104,Deutsche Bank,2024,3133177558.62,1918557784.33,696023546.11,68578989367.52,37615647990.32,29950832994.85,9226917279.41,USD
B104,Deutsche Bank,2025,3191659717.35,2100332515.57,698871958.28,68950462045.92,37761212450.14,32725213431.15,9373569880.83,USD
B104,Deutsche Bank,2026,3325805224.9,1995565336.07,640115600.79,73195374916.67,42927977887.7,32471483940.36,10979306237.5,USD
B105,BNP Paribas,2021,9291079451.91,4014497571.37,4237215637.62,340458433644.18,196430608276.39,164010375507.28,51068765046.63,USD
B105,BNP Paribas,2022,8555520588.94,3750664239.52,2807650161.13,342220823557.57,189270761742.6,170464903171.77,51333123533.64,USD
B105,BNP Paribas,2023,10231146704.18,4911309939.68,2960745137.72,351208533895.86,206641009534.25,165584003184.01,52681280084.38,USD
B105,BNP Paribas,2024,9427928092.51,4148277864.91,3834541265.32,377117123700.49,226270274220.29,186127001941.29,51365401258.63,USD
B105,BNP Paribas,2025,10261111415.9,4712437188.17,4331785512.2,403837065424.42,230810994219.82,198491984367.37,60575559813.66,USD
B105,BNP Paribas,2026,15059228132.34,6185193865.32,7619039174.52,441161072072.67,246000776733.5,205205779625.38,66174160810.9,USD
B106,UBS,2021,4347229149.08,2397390400.46,441258087.44,71860409279.07,35181207599.2,25070807285.96,8094874814.88,USD
B106,UBS,2022,4132730331.2,2392361014.18,650688640.32,73335461592.67,32960363940.76,25763116813.97,8120757401.88,USD
B106,UBS,2023,4493422164.22,2740987520.17,850089638.54,75247629580.64,36763449956.29,26376332785.22,8892108680.14,USD
B106,UBS,2024,4815898734.66,2653886581.45,1179435736.45,77141310682.39,35254081485.78,26861751988.16,8517726205.81,USD
B106,UBS,2025,4812049008.79,2779285470.3,1217596475.37,77219763035.63,36191970855.64,27929869152.11,9367876266.9,USD
B106,UBS,2026,4502552555.49,2417163104.23,1819435076.95,73977542633.36,36168767407.76,24926786304.07,8689805325.15,USD
B107,HSBC International,2021,14245751041.62,8436960303.1,3138677406.21,245616397269.23,140255527270.97,91747368277.3,20498786797.71,USD
B107,HSBC International,2022,13063974168.15,7967527759.53,3071424834.63,238246065360.19,132142419243.94,82505876162.41,22055593909.47,USD
B107,HSBC International,2023,14785348266.84,8626070135.7,4417503017.88,254919797704.1,145432923724.08,91763477625.76,25507652877.44,USD
B107,HSBC International,2024,15507038514.43,9457994971.48,4755520789.97,267362733007.37,165022292221.44,105904113049.44,20227365429.2,USD
B107,HSBC International,2025,15495262683.81,8835933649.26,2062871642.97,280212385970.92,159828730409.48,109852607466.63,23588028414.24,USD
B107,HSBC International,2026,16567494076.89,10544964970.98,2397861872.02,285646449601.54,170131201453.36,101092960701.36,23760695475.07,USD
