bank_id,bank_name,year,market_weight,latent_competitive_state,long_run_anchor,persistence,macro_effect,systemic_shock_effect,bank_shock_effect,persistent_strategic_effect,idiosyncratic_innovation,is_bank_shock,is_systemic_shock,world_seed
B008,Banque Heritage Uruguay,2025,0.02246622690259276,-3.8479767852841826,0.020202020202020204,0.9366521641943418,0.003837246657105058,-0.02698374477220082,0.0,0.0,-0.01798448907276129,False,True,1146763347
B003,Bandes,2025,0.019207432134813573,-4.004692645785722,0.015151515151515152,0.8687591562250176,0.009114609165105305,-0.04240302749917272,0.0,0.0,0.020655896996014323,False,True,1146763347
B001,BROU,2026,0.3436927120322497,-1.1378941725685117,0.30303030303030304,0.9527358260511835,-0.007131085654668622,-0.0,0.0,0.0,-0.0192303025341084,False,False,1146763347
B007,Santander Uruguay,2026,0.16485292911614863,-1.8725884140224387,0.15151515151515152,0.9570156430481631,-8.945099979827198e-05,-0.0,0.0,0.0,0.027217553173023577,False,False,1146763347
B006,Itaú Uruguay,2026,0.10005587981436166,-2.371913323692308,0.14141414141414144,0.952643666418938,-0.0033551587462398143,-0.0,0.0,-0.07295375997663599,-0.025378585625548164,False,False,1146763347
B004,BBVA Uruguay,2026,0.09590771566915225,-2.4142557177401005,0.10101010101010102,0.8969765125513274,-0.0001559455025987506,-0.0,0.0,0.0,0.020991767369656945,False,False,1146763347
B011,Scotiabank Uruguay,2026,0.09489525622169187,-2.4248684345145217,0.09090909090909091,0.925408523457412,-0.0007298883279507639,-0.0,0.0,0.0,-0.004723763727773787,False,False,1146763347
B000,BTYT,2026,0.053496023940066605,-2.9980348194915547,0.05050505050505051,0.890096038669726,0.004362716829832062,-0.0,0.0,0.0,0.028943444931553382,False,False,1146763347
B009,Citibank Uruguay,2026,0.03714973897988504,-3.3626854067288443,0.04040404040404041,0.8841163793235419,-0.017230572194297186,-0.0,-0.10606156277168577,-0.10606156277168577,-0.007578286272252283,True,False,1146763347
B002,BHU,2026,0.029087341543831777,-3.607339070710069,0.030303030303030304,0.9512882137706473,0.0011005480586307906,-0.0,0.0,0.0,-0.009166363239496546,False,False,1146763347
B010,BTG Pactual Uruguay,2026,0.016137319811540516,-4.19650756146648,0.030303030303030304,0.851305461215002,-0.01800816007773405,-0.0,0.0,-0.11564904774776055,-0.03643407142885249,False,False,1146763347
B005,Banco Nación,2026,0.02407963363981019,-3.7962757457231864,0.025252525252525256,0.8910081255973504,-0.01642348036973929,-0.0,0.0,-0.04617824532271327,0.04351207102399386,False,False,1146763347
B008,Banque Heritage Uruguay,2026,0.023735128879517436,-3.810685969830502,0.020202020202020204,0.9366521641943418,-0.01992525570452964,-0.0,0.0,0.0,0.06063659357042391,False,False,1146763347
B003,Bandes,2026,0.016910320351744314,-4.149718044508684,0.015151515151515152,0.8687591562250176,0.001990404715723897,-0.0,-0.11807516232747486,-0.11807516232747486,-0.0046660595341908116,True,False,1146763347
