account_id,year_month,opening_balance,total_inflows,total_outflows,closing_balance
A0000126,2022-11,6093.0,0.0,147.48,5945.52
A0000126,2022-12,5945.52,293.91,0.0,6239.43
A0000126,2023-01,6239.43,0.0,434.75,5804.68
A0000126,2023-02,5804.68,0.0,4750.66,1054.02
A0000126,2023-03,1054.02,475.93,120.97,1408.98
A0000126,2023-04,1408.98,0.0,138.37,1270.61
A0000126,2023-05,1270.61,0.0,687.66,582.95
A0000126,2023-06,582.95,0.0,69.96,512.99
A0000126,2023-07,512.99,0.0,213.69,299.3
A0000126,2023-08,299.3,0.0,94.74,204.56
A0000126,2023-09,204.56,0.0,0.0,204.56
A0000126,2023-10,204.56,0.0,0.0,204.56
A0000126,2023-11,204.56,0.0,0.0,204.56
A0000126,2023-12,204.56,48.81,148.74,104.63
A0000126,2024-01,104.63,323.92,119.83,308.72
A0000126,2024-02,308.72,106.27,0.0,414.99
A0000126,2024-03,414.99,0.0,62.09,352.9
A0000126,2024-04,352.9,0.0,0.0,352.9
A0000126,2024-05,352.9,669.32,546.91,475.31
A0000126,2024-06,475.31,0.0,79.56,395.75
A0000126,2024-07,395.75,0.0,0.0,395.75
A0000126,2024-08,395.75,1235.82,741.67,889.9
A0000126,2024-09,889.9,0.0,0.0,889.9
A0000126,2024-10,889.9,0.0,0.0,889.9
A0000126,2024-11,889.9,0.0,581.08,308.82
A0000126,2024-12,308.82,92.89,308.55,93.16
A0000126,2025-01,93.16,0.0,0.0,93.16
A0000126,2025-02,93.16,0.0,0.0,93.16
A0000126,2025-03,93.16,0.0,0.0,93.16
A0000126,2025-04,93.16,56.05,0.0,149.21
A0000126,2025-05,149.21,0.0,0.0,149.21
A0000126,2025-06,149.21,463.71,0.0,612.92
A0000126,2025-07,612.92,0.0,0.0,612.92
A0000126,2025-08,612.92,89.98,264.52,438.38
A0000126,2025-09,438.38,0.0,48.15,390.23
A0000126,2025-10,390.23,0.0,0.0,390.23
A0000126,2025-11,390.23,38.73,0.0,428.96
A0000126,2025-12,428.96,391.32,389.02,431.26
A0000126,2026-01,431.26,0.0,0.0,431.26
A0000126,2026-02,431.26,0.0,0.0,431.26
A0000126,2026-03,431.26,18.2,0.0,449.46
A0000126,2026-04,449.46,0.0,19.35,430.11
A0000126,2026-05,430.11,0.0,0.0,430.11
A0000126,2026-06,430.11,551.97,15.93,966.15
A0000126,2026-07,966.15,0.0,0.0,966.15
A0000126,2026-08,966.15,0.0,897.03,69.12
A0000126,2026-09,69.12,0.0,0.0,69.12
A0000126,2026-10,69.12,1103.08,129.61,1042.59
A0000126,2026-11,1042.59,0.0,0.0,1042.59
A0000126,2026-12,1042.59,502.2,70.13,1474.66
A0000303,2021-01,61327.37,43470.33,26012.9,78784.8
A0000303,2021-02,78784.8,47357.25,44037.15,82104.9
A0000303,2021-03,82104.9,66426.66,26376.68,122154.88
A0000303,2021-04,122154.88,59679.71,41205.21,140629.38
A0000303,2021-05,140629.38,31490.18,16920.23,155199.33
A0000303,2021-06,155199.33,25301.6,16325.23,164175.7
A0000303,2021-07,164175.7,30363.82,68544.35,125995.17
A0000303,2021-08,125995.17,42472.1,75662.2,92805.07
A0000303,2021-09,92805.07,52289.87,77088.74,68006.2
A0000303,2021-10,68006.2,42266.53,59109.88,51162.85
A0000303,2021-11,51162.85,29881.78,30768.44,50276.19
A0000303,2021-12,50276.19,47708.87,73557.3,24427.76
A0000303,2022-01,24427.76,65242.34,67072.29,22597.81
A0000303,2022-02,22597.81,30222.52,4062.9,48757.43
A0000303,2022-03,48757.43,53195.92,65410.89,36542.46
A0000303,2022-04,36542.46,45813.04,4920.87,77434.63
A0000303,2022-05,77434.63,44966.56,33413.64,88987.55
A0000303,2022-06,88987.55,60506.84,100684.48,48809.91
A0000303,2022-07,48809.91,30325.99,6169.53,72966.37
A0000303,2022-08,72966.37,41870.26,30582.2,84254.43
A0000303,2022-09,84254.43,129429.39,21273.89,192409.93
A0000303,2022-10,192409.93,53158.66,32391.2,213177.39
A0000303,2022-11,213177.39,12296.67,42817.43,182656.63
A0000303,2022-12,182656.63,61843.85,4826.7,239673.78
A0000303,2023-01,239673.78,37607.23,34175.44,243105.57
A0000303,2023-02,243105.57,75537.86,29674.92,288968.51
A0000303,2023-03,288968.51,380894.49,20327.37,649535.63
A0000303,2023-04,649535.63,48186.32,58633.09,639088.86
A0000303,2023-05,639088.86,39127.4,42508.78,635707.48
A0000303,2023-06,635707.48,61180.66,15168.2,681719.94
A0000303,2023-07,681719.94,54490.96,119341.57,616869.33
A0000303,2023-08,616869.33,39776.67,64340.27,592305.73
A0000303,2023-09,592305.73,90082.46,44083.23,638304.96
A0000303,2023-10,638304.96,104840.62,66408.5,676737.08
A0000303,2023-11,676737.08,72518.47,10100.44,739155.11
A0000303,2023-12,739155.11,47379.58,28379.67,758155.02
A0000303,2024-01,758155.02,76920.3,69766.68,765308.64
A0000303,2024-02,765308.64,92522.28,31511.02,826319.9
A0000303,2024-03,826319.9,44366.36,29923.32,840762.94
A0000303,2024-04,840762.94,45817.79,100323.07,786257.66
A0000303,2024-05,786257.66,57233.64,51320.44,792170.86
A0000303,2024-06,792170.86,114763.93,117149.17,789785.62
A0000303,2024-07,789785.62,69681.76,61320.52,798146.86
A0000303,2024-08,798146.86,131259.81,93694.17,835712.5
A0000303,2024-09,835712.5,72639.77,60594.69,847757.58
A0000303,2024-10,847757.58,56450.47,85945.24,818262.81
A0000303,2024-11,818262.81,78288.71,53228.11,843323.41
A0000303,2024-12,843323.41,53299.88,60919.08,835704.21
A0000303,2025-01,835704.21,80122.66,51375.69,864451.18
A0000303,2025-02,864451.18,83067.35,310700.41,636818.12
A0000303,2025-03,636818.12,58439.0,56339.39,638917.73
A0000303,2025-04,638917.73,86881.85,51734.88,674064.7
A0000303,2025-05,674064.7,57047.8,60920.83,670191.67
A0000303,2025-06,670191.67,91781.37,21247.66,740725.38
A0000303,2025-07,740725.38,49153.45,24223.03,765655.8
A0000303,2025-08,765655.8,71936.28,43249.17,794342.91
A0000303,2025-09,794342.91,52449.12,106009.71,740782.32
A0000303,2025-10,740782.32,50981.0,35816.47,755946.85
A0000303,2025-11,755946.85,57611.52,10817.67,802740.7
A0000303,2025-12,802740.7,133903.46,44151.39,892492.77
A0000303,2026-01,892492.77,17387.66,70809.33,839071.1
A0000303,2026-02,839071.1,57607.29,22968.2,873710.19
A0000303,2026-03,873710.19,46301.8,239346.47,680665.52
A0000303,2026-04,680665.52,49269.64,22851.0,707084.16
A0000303,2026-05,707084.16,41829.6,39861.93,709051.83
A0000303,2026-06,709051.83,62300.25,148557.43,622794.65
A0000303,2026-07,622794.65,184617.37,235738.14,571673.88
A0000303,2026-08,571673.88,44350.73,20883.33,595141.28
A0000303,2026-09,595141.28,58220.21,31566.44,621795.05
A0000303,2026-10,621795.05,50775.51,26508.14,646062.42
A0000303,2026-11,646062.42,41743.14,108476.36,579329.2
A0000303,2026-12,579329.2,63165.15,624735.14,17759.21
A0000304,2021-01,12362.09,4102.99,0.0,16465.08
A0000304,2021-02,16465.08,24438.41,16502.85,24400.64
A0000304,2021-03,24400.64,0.0,4824.73,19575.91
A0000304,2021-04,19575.91,10105.52,4033.09,25648.34
A0000304,2021-05,25648.34,0.0,1051.68,24596.66
A0000304,2021-06,24596.66,2943.88,8954.84,18585.7
A0000304,2021-07,18585.7,3004.59,3161.51,18428.78
A0000304,2021-08,18428.78,51846.97,6708.55,63567.2
A0000304,2021-09,63567.2,3845.09,9538.11,57874.18
A0000304,2021-10,57874.18,0.0,0.0,57874.18
A0000304,2021-11,57874.18,52788.81,20088.97,90574.02
A0000304,2021-12,90574.02,21045.64,9250.15,102369.51
A0000304,2022-01,102369.51,9594.93,2771.1,109193.34
A0000304,2022-02,109193.34,36982.66,3217.9,142958.1
A0000304,2022-03,142958.1,0.0,17941.19,125016.91
A0000304,2022-04,125016.91,1626.7,0.0,126643.61
A0000304,2022-05,126643.61,136305.23,4270.04,258678.8
A0000304,2022-06,258678.8,1130.17,956.2,258852.77
A0000304,2022-07,258852.77,19572.0,9339.01,269085.76
A0000304,2022-08,269085.76,0.0,1877.93,267207.83
A0000304,2022-09,267207.83,1862.27,13081.44,255988.66
A0000304,2022-10,255988.66,5944.65,0.0,261933.31
A0000304,2022-11,261933.31,32050.82,9151.46,284832.67
A0000304,2022-12,284832.67,3561.02,57724.35,230669.34
A0000304,2023-01,230669.34,0.0,3558.29,227111.05
A0000304,2023-02,227111.05,19895.13,24681.46,222324.72
A0000304,2023-03,222324.72,16419.54,2442.77,236301.49
A0000304,2023-04,236301.49,0.0,28260.98,208040.51
A0000304,2023-05,208040.51,13284.75,7210.95,214114.31
A0000304,2023-06,214114.31,11264.71,2822.21,222556.81
A0000304,2023-07,222556.81,0.0,7527.17,215029.64
A0000304,2023-08,215029.64,0.0,11417.38,203612.26
A0000304,2023-09,203612.26,22310.86,15898.73,210024.39
A0000304,2023-10,210024.39,21550.02,0.0,231574.41
A0000304,2023-11,231574.41,8074.17,4411.27,235237.31
A0000304,2023-12,235237.31,26788.71,9129.52,252896.5
A0000304,2024-01,252896.5,0.0,36639.66,216256.84
A0000304,2024-02,216256.84,26366.34,13895.01,228728.17
A0000304,2024-03,228728.17,16497.73,2079.46,243146.44
A0000304,2024-04,243146.44,62287.18,1978.38,303455.24
A0000304,2024-05,303455.24,3434.19,17118.1,289771.33
A0000304,2024-06,289771.33,15392.82,1379.99,303784.16
A0000304,2024-07,303784.16,20209.78,1963.1,322030.84
A0000304,2024-08,322030.84,2325.28,4687.76,319668.36
A0000304,2024-09,319668.36,3316.55,83626.38,239358.53
A0000304,2024-10,239358.53,4808.31,0.0,244166.84
A0000304,2024-11,244166.84,9738.94,5465.47,248440.31
A0000304,2024-12,248440.31,6839.98,2443.45,252836.84
A0000304,2025-01,252836.84,38286.6,31107.71,260015.73
A0000304,2025-02,260015.73,20976.85,0.0,280992.58
A0000304,2025-03,280992.58,6534.77,30262.65,257264.7
A0000304,2025-04,257264.7,22500.7,30114.85,249650.55
A0000304,2025-05,249650.55,0.0,22625.4,227025.15
A0000304,2025-06,227025.15,23725.93,37921.75,212829.33
A0000304,2025-07,212829.33,7524.6,1379.03,218974.9
A0000304,2025-08,218974.9,8318.62,37229.33,190064.19
A0000304,2025-09,190064.19,7828.44,19214.76,178677.87
A0000304,2025-10,178677.87,10045.09,41502.73,147220.23
A0000304,2025-11,147220.23,11048.12,26698.55,131569.8
A0000304,2025-12,131569.8,14859.61,0.0,146429.41
A0000304,2026-01,146429.41,68341.46,0.0,214770.87
A0000304,2026-02,214770.87,33643.47,0.0,248414.34
A0000304,2026-03,248414.34,1176.95,0.0,249591.29
A0000304,2026-04,249591.29,37879.58,3101.91,284368.96
A0000304,2026-05,284368.96,20201.03,66026.33,238543.66
A0000304,2026-06,238543.66,20407.98,30204.17,228747.47
A0000304,2026-07,228747.47,0.0,3920.95,224826.52
A0000304,2026-08,224826.52,2852.9,17718.75,209960.67
A0000304,2026-09,209960.67,0.0,12949.76,197010.91
A0000304,2026-10,197010.91,0.0,10128.44,186882.47
A0000304,2026-11,186882.47,27106.84,12487.85,201501.46
A0000304,2026-12,201501.46,0.0,20630.28,180871.18
A0000309,2021-01,36443.36,40163.75,26379.7,50227.41
A0000309,2021-02,50227.41,41476.41,34766.75,56937.07
A0000309,2021-03,56937.07,13146.97,59007.56,11076.48
A0000309,2021-04,11076.48,47850.76,9958.47,48968.77
A0000309,2021-05,48968.77,82140.5,19353.8,111755.47
A0000309,2021-06,111755.47,41579.14,44748.26,108586.35
A0000309,2021-07,108586.35,31509.09,81601.47,58493.97
A0000309,2021-08,58493.97,53949.78,18870.66,93573.09
A0000309,2021-09,93573.09,52951.61,23176.17,123348.53
A0000309,2021-10,123348.53,29784.81,25355.96,127777.38
A0000309,2021-11,127777.38,94185.15,67319.73,154642.8
A0000309,2021-12,154642.8,45215.46,77762.28,122095.98
A0000309,2022-01,122095.98,34535.02,24457.02,132173.98
A0000309,2022-02,132173.98,46455.92,9981.07,168648.83
A0000309,2022-03,168648.83,117457.03,30426.89,255678.97
A0000309,2022-04,255678.97,33795.02,2050.91,287423.08
A0000309,2022-05,287423.08,51664.49,44695.46,294392.11
A0000309,2022-06,294392.11,124785.74,13521.42,405656.43
A0000309,2022-07,405656.43,46693.21,74001.66,378347.98
A0000309,2022-08,378347.98,46428.59,51305.1,373471.47
A0000309,2022-09,373471.47,76746.23,47799.61,402418.09
A0000309,2022-10,402418.09,74159.74,18456.85,458120.98
A0000309,2022-11,458120.98,64874.29,15718.74,507276.53
A0000309,2022-12,507276.53,38277.33,64049.05,481504.81
A0000309,2023-01,481504.81,41978.15,2770.46,520712.5
A0000309,2023-02,520712.5,23233.6,28922.79,515023.31
A0000309,2023-03,515023.31,38292.35,36934.18,516381.48
A0000309,2023-04,516381.48,201861.55,17743.52,700499.51
A0000309,2023-05,700499.51,106772.23,64845.0,742426.74
A0000309,2023-06,742426.74,98260.15,41253.83,799433.06
A0000309,2023-07,799433.06,75450.45,249857.69,625025.82
A0000309,2023-08,625025.82,76777.5,77280.79,624522.53
A0000309,2023-09,624522.53,50106.02,4973.4,669655.15
A0000309,2023-10,669655.15,52401.28,360857.07,361199.36
A0000309,2023-11,361199.36,41375.19,87392.12,315182.43
A0000309,2023-12,315182.43,115675.51,104146.15,326711.79
A0000309,2024-01,326711.79,50763.28,17049.44,360425.63
A0000309,2024-02,360425.63,49902.63,33076.01,377252.25
A0000309,2024-03,377252.25,69931.97,44089.74,403094.48
A0000309,2024-04,403094.48,59173.36,73158.48,389109.36
A0000309,2024-05,389109.36,69871.05,39922.67,419057.74
A0000309,2024-06,419057.74,23684.12,111243.53,331498.33
A0000309,2024-07,331498.33,46604.78,65053.31,313049.8
A0000309,2024-08,313049.8,65641.08,23894.17,354796.71
A0000309,2024-09,354796.71,46113.03,31663.79,369245.95
A0000309,2024-10,369245.95,71375.16,31996.4,408624.71
A0000309,2024-11,408624.71,19938.56,116431.0,312132.27
A0000309,2024-12,312132.27,59698.36,67918.38,303912.25
A0000309,2025-01,303912.25,54114.12,196557.35,161469.02
A0000309,2025-02,161469.02,139009.07,28319.1,272158.99
A0000309,2025-03,272158.99,101245.28,110239.4,263164.87
A0000309,2025-04,263164.87,50600.96,130729.81,183036.02
A0000309,2025-05,183036.02,59999.08,39352.12,203682.98
A0000309,2025-06,203682.98,56706.32,40655.37,219733.93
A0000309,2025-07,219733.93,91117.95,107558.24,203293.64
A0000309,2025-08,203293.64,57281.43,118767.41,141807.66
A0000309,2025-09,141807.66,96119.25,160191.42,77735.49
A0000309,2025-10,77735.49,68259.52,54660.55,91334.46
A0000309,2025-11,91334.46,14071.76,7950.39,97455.83
A0000309,2025-12,97455.83,66940.78,20242.94,144153.67
A0000309,2026-01,144153.67,166688.87,93158.39,217684.15
A0000309,2026-02,217684.15,50768.2,6803.26,261649.09
A0000309,2026-03,261649.09,49999.59,88473.86,223174.82
A0000309,2026-04,223174.82,66963.6,7227.76,282910.66
A0000309,2026-05,282910.66,111963.84,77720.15,317154.35
A0000309,2026-06,317154.35,8900.5,62985.24,263069.61
A0000309,2026-07,263069.61,76675.43,51109.02,288636.02
A0000309,2026-08,288636.02,50615.76,73213.62,266038.16
A0000309,2026-09,266038.16,114134.14,87463.78,292708.52
A0000309,2026-10,292708.52,82724.57,33651.43,341781.66
A0000309,2026-11,341781.66,92050.36,92447.71,341384.31
A0000309,2026-12,341384.31,72072.0,65108.46,348347.85
A0000336,2021-01,16317.82,69864.35,16941.78,69240.39
A0000336,2021-02,69240.39,50701.84,21679.2,98263.03
A0000336,2021-03,98263.03,46426.99,41315.38,103374.64
A0000336,2021-04,103374.64,68337.33,39693.17,132018.8
A0000336,2021-05,132018.8,54062.36,83738.78,102342.38
A0000336,2021-06,102342.38,124959.61,120044.33,107257.66
A0000336,2021-07,107257.66,39310.07,105930.55,40637.18
A0000336,2021-08,40637.18,73899.71,58269.0,56267.89
A0000336,2021-09,56267.89,42063.89,98145.66,186.12
A0000336,2021-10,186.12,66580.71,13263.33,53503.5
A0000336,2021-11,53503.5,63827.37,75754.46,41576.41
A0000336,2021-12,41576.41,46263.52,22293.06,65546.87
A0000336,2022-01,65546.87,52308.57,45367.58,72487.86
A0000336,2022-02,72487.86,60780.68,93573.44,39695.1
A0000336,2022-03,39695.1,344768.07,35592.3,348870.87
A0000336,2022-04,348870.87,64005.27,32952.41,379923.73
A0000336,2022-05,379923.73,92640.59,52591.34,419972.98
A0000336,2022-06,419972.98,92823.79,187667.3,325129.47
A0000336,2022-07,325129.47,2012.01,107584.11,219557.37
A0000336,2022-08,219557.37,54100.97,80396.15,193262.19
A0000336,2022-09,193262.19,107172.38,25512.78,274921.79
A0000336,2022-10,274921.79,66628.6,72370.58,269179.81
A0000336,2022-11,269179.81,796167.27,299569.75,765777.33
A0000336,2022-12,765777.33,70907.92,197706.74,638978.51
A0000336,2023-01,638978.51,3912641.04,81736.76,4469882.79
A0000336,2023-02,4469882.79,306451.6,218465.68,4557868.71
A0000336,2023-03,4557868.71,60446.51,88679.93,4529635.29
A0000336,2023-04,4529635.29,137282.57,221599.31,4445318.55
A0000336,2023-05,4445318.55,76928.13,348118.97,4174127.71
A0000336,2023-06,4174127.71,182454.63,434778.11,3921804.23
A0000336,2023-07,3921804.23,72996.26,195477.38,3799323.11
A0000336,2023-08,3799323.11,93653.38,143281.03,3749695.46
A0000336,2023-09,3749695.46,184612.07,156283.01,3778024.52
A0000336,2023-10,3778024.52,8712.25,292477.94,3494258.83
A0000336,2023-11,3494258.83,216279.47,148477.05,3562061.25
A0000336,2023-12,3562061.25,129291.44,112686.24,3578666.45
A0000336,2024-01,3578666.45,80902.1,135778.52,3523790.03
A0000336,2024-02,3523790.03,107797.92,136670.52,3494917.43
A0000336,2024-03,3494917.43,118641.19,79937.74,3533620.88
A0000336,2024-04,3533620.88,1868558.72,29838.22,5372341.38
A0000336,2024-05,5372341.38,71304.39,88597.29,5355048.48
A0000336,2024-06,5355048.48,76895.97,311178.34,5120766.11
A0000336,2024-07,5120766.11,2691849.07,82607.59,7730007.59
A0000336,2024-08,7730007.59,4026.77,52443.9,7681590.46
A0000336,2024-09,7681590.46,139372.33,146619.7,7674343.09
A0000336,2024-10,7674343.09,106596.58,304219.66,7476720.01
A0000336,2024-11,7476720.01,89984.68,221775.27,7344929.42
A0000336,2024-12,7344929.42,141088.83,98155.36,7387862.89
A0000336,2025-01,7387862.89,131465.19,205990.43,7313337.65
A0000336,2025-02,7313337.65,29432.14,266623.53,7076146.26
A0000336,2025-03,7076146.26,114712.81,170216.57,7020642.5
A0000336,2025-04,7020642.5,8157.0,140721.0,6888078.5
A0000336,2025-05,6888078.5,139485.67,141786.28,6885777.89
A0000336,2025-06,6885777.89,121680.64,130394.75,6877063.78
A0000336,2025-07,6877063.78,107805.82,119540.73,6865328.87
A0000336,2025-08,6865328.87,73255.11,170029.73,6768554.25
A0000336,2025-09,6768554.25,118936.41,316787.99,6570702.67
A0000336,2025-10,6570702.67,121726.68,185054.94,6507374.41
A0000336,2025-11,6507374.41,89183.53,359393.36,6237164.58
A0000336,2025-12,6237164.58,71163.0,194399.96,6113927.62
A0000336,2026-01,6113927.62,92632.03,311607.24,5894952.41
A0000336,2026-02,5894952.41,161217.13,228202.29,5827967.25
A0000336,2026-03,5827967.25,72112.19,276058.45,5624020.99
A0000336,2026-04,5624020.99,91246.91,165755.85,5549512.05
A0000336,2026-05,5549512.05,168150.55,335814.74,5381847.86
A0000336,2026-06,5381847.86,99805.59,274379.83,5207273.62
A0000336,2026-07,5207273.62,290678.8,409108.98,5088843.44
A0000336,2026-08,5088843.44,89943.35,198308.95,4980477.84
A0000336,2026-09,4980477.84,120355.37,83601.76,5017231.45
A0000336,2026-10,5017231.45,145807.84,138498.61,5024540.68
A0000336,2026-11,5024540.68,210319.96,89783.81,5145076.83
A0000336,2026-12,5145076.83,200882.08,364174.27,4981784.64
A0000337,2021-01,7349.21,0.0,401.2,6948.01
A0000337,2021-02,6948.01,543.93,0.0,7491.94
A0000337,2021-03,7491.94,0.0,85.14,7406.8
A0000337,2021-04,7406.8,238.14,992.21,6652.73
A0000337,2021-05,6652.73,0.0,16.33,6636.4
A0000337,2021-06,6636.4,0.0,426.42,6209.98
A0000337,2021-07,6209.98,198.91,1324.08,5084.81
A0000337,2021-08,5084.81,0.0,0.0,5084.81
A0000337,2021-09,5084.81,0.0,692.55,4392.26
A0000337,2021-10,4392.26,333.36,0.0,4725.62
A0000337,2021-11,4725.62,1286.47,0.0,6012.09
A0000337,2021-12,6012.09,0.0,172.47,5839.62
A0000337,2022-01,5839.62,810.83,0.0,6650.45
A0000337,2022-02,6650.45,457.24,0.0,7107.69
A0000337,2022-03,7107.69,0.0,71.26,7036.43
A0000337,2022-04,7036.43,0.0,0.0,7036.43
A0000337,2022-05,7036.43,654.39,155.19,7535.63
A0000337,2022-06,7535.63,0.0,90.37,7445.26
A0000337,2022-07,7445.26,0.0,0.0,7445.26
A0000337,2022-08,7445.26,0.0,160.52,7284.74
A0000337,2022-09,7284.74,0.0,21.77,7262.97
A0000337,2022-10,7262.97,0.0,0.0,7262.97
A0000337,2022-11,7262.97,597.96,470.09,7390.84
A0000337,2022-12,7390.84,0.0,167.23,7223.61
A0000337,2023-01,7223.61,324.36,0.0,7547.97
A0000337,2023-02,7547.97,0.0,0.0,7547.97
A0000337,2023-03,7547.97,0.0,1017.35,6530.62
A0000337,2023-04,6530.62,0.0,1020.09,5510.53
A0000337,2023-05,5510.53,0.0,0.0,5510.53
A0000337,2023-06,5510.53,0.0,0.0,5510.53
A0000337,2023-07,5510.53,0.0,0.0,5510.53
A0000337,2023-08,5510.53,268.36,107.73,5671.16
A0000337,2023-09,5671.16,0.0,478.91,5192.25
A0000337,2023-10,5192.25,0.0,24.71,5167.54
A0000337,2023-11,5167.54,87.47,0.0,5255.01
A0000337,2023-12,5255.01,0.0,0.0,5255.01
A0000337,2024-01,5255.01,731.12,63.25,5922.88
A0000337,2024-02,5922.88,171.65,0.0,6094.53
A0000337,2024-03,6094.53,0.0,51.28,6043.25
A0000337,2024-04,6043.25,1054.76,596.89,6501.12
A0000337,2024-05,6501.12,0.0,1436.23,5064.89
A0000337,2024-06,5064.89,0.0,210.26,4854.63
A0000337,2024-07,4854.63,0.0,0.0,4854.63
A0000337,2024-08,4854.63,933.24,554.55,5233.32
A0000337,2024-09,5233.32,11.58,126.63,5118.27
A0000337,2024-10,5118.27,499.89,0.0,5618.16
