account_id,customer_id,product_id,branch_id,opening_year,account_status,closing_year,opening_channel
A0000164,C0000291,P004,007,2004,CLOSED,2010,BRANCH
A0000165,C0000295,P002,020,2018,CLOSED,2025,BRANCH
A0000166,C0000296,P003,033,2017,ACTIVE,,BRANCH
A0000167,C0000297,P005,015,2017,ACTIVE,,REMOTE_ASSISTED
A0000168,C0000299,P008,017,2014,CLOSED,2019,BRANCH
A0000169,C0000300,P001,011,1997,CLOSED,2005,BRANCH
A0000170,C0000300,P008,003,2012,ACTIVE,,DIGITAL
A0000171,C0000305,P001,023,2020,ACTIVE,,BRANCH
A0000172,C0000307,P003,027,2018,ACTIVE,,BRANCH
A0000173,C0000307,P005,027,2019,ACTIVE,,BRANCH
A0000174,C0000310,P002,015,2005,CLOSED,2021,BRANCH
A0000175,C0000315,P002,001,1999,CLOSED,2024,BRANCH
A0000176,C0000317,P001,005,1987,CLOSED,1988,BRANCH
A0000177,C0000321,P005,008,2007,ACTIVE,,BRANCH
A0000178,C0000326,P001,023,2014,ACTIVE,,BRANCH
A0000179,C0000326,P001,023,2014,CLOSED,2018,BRANCH
A0000180,C0000326,P008,023,2016,CLOSED,2017,BRANCH
A0000181,C0000326,P005,023,2019,ACTIVE,,BRANCH
A0000182,C0000339,P002,026,2018,CLOSED,2024,BRANCH
A0000183,C0000340,P001,021,2017,ACTIVE,,BRANCH
A0000184,C0000340,P004,022,2016,ACTIVE,,BRANCH
A0000185,C0000341,P002,003,1987,CLOSED,1994,BRANCH
A0000186,C0000344,P003,002,1983,CLOSED,1985,BRANCH
A0000187,C0000344,P003,002,1983,CLOSED,1984,BRANCH
A0000188,C0000344,P001,007,1985,CLOSED,1987,BRANCH
A0000189,C0000345,P005,032,2017,ACTIVE,,BRANCH
A0000190,C0000345,P001,032,2019,ACTIVE,,BRANCH
A0000191,C0000350,P004,027,2018,CLOSED,2023,BRANCH
A0000192,C0000350,P003,027,2019,ACTIVE,,BRANCH
A0000193,C0000350,P001,027,2019,CLOSED,2019,BRANCH
A0000194,C0000350,P003,027,2020,ACTIVE,,BRANCH
A0000195,C0000350,P002,027,2018,ACTIVE,,BRANCH
A0000196,C0000350,P001,027,2019,ACTIVE,,BRANCH
A0000197,C0000353,P005,024,2020,ACTIVE,,REMOTE_ASSISTED
A0000198,C0000356,P002,001,1979,ACTIVE,,BRANCH
A0000199,C0000356,P004,008,1996,CLOSED,2015,BRANCH
A0000200,C0000356,P003,001,1983,CLOSED,2014,BRANCH
A0000201,C0000356,P001,001,2001,CLOSED,2022,BRANCH
A0000202,C0000356,P001,006,1994,CLOSED,2016,BRANCH
A0000203,C0000358,P005,019,2017,ACTIVE,,BRANCH
A0000204,C0000358,P006,019,2020,ACTIVE,,BRANCH
A0000205,C0000360,P005,024,2020,CLOSED,2021,REMOTE_ASSISTED
A0000206,C0000367,P005,011,2017,CLOSED,2025,BRANCH
A0000207,C0000367,P001,011,2018,ACTIVE,,BRANCH
A0000208,C0000370,P005,032,2018,CLOSED,2020,BRANCH
A0000209,C0000371,P001,017,2017,ACTIVE,,BRANCH
A0000210,C0000371,P008,017,2018,CLOSED,2019,BRANCH
A0000211,C0000373,P001,020,2012,CLOSED,2017,BRANCH
A0000212,C0000378,P002,005,2008,CLOSED,2013,BRANCH
A0000213,C0000389,P005,016,2011,ACTIVE,,BRANCH
A0000214,C0000392,P003,012,2001,CLOSED,2012,BRANCH
A0000215,C0000392,P001,012,2003,CLOSED,2008,BRANCH
A0000216,C0000397,P001,005,2012,CLOSED,2022,BRANCH
A0000217,C0000397,P002,011,2016,ACTIVE,,REMOTE_ASSISTED
A0000218,C0000399,P002,020,2018,ACTIVE,,BRANCH
A0000219,C0000402,P002,014,2014,CLOSED,2017,BRANCH
A0000220,C0000409,P004,026,2017,CLOSED,2021,BRANCH
A0000221,C0000410,P002,001,1998,CLOSED,2005,BRANCH
A0000222,C0000413,P001,001,1987,CLOSED,2014,BRANCH
A0000223,C0000413,P003,001,2010,CLOSED,2024,BRANCH
A0000224,C0000413,P001,003,1975,CLOSED,1993,BRANCH
A0000225,C0000413,P007,001,1990,CLOSED,2005,BRANCH
A0000226,C0000413,P003,001,1993,CLOSED,2005,BRANCH
A0000227,C0000416,P002,028,2019,ACTIVE,,BRANCH
A0000228,C0000416,P004,020,2019,ACTIVE,,REMOTE_ASSISTED
A0000229,C0000420,P004,026,2019,ACTIVE,,REMOTE_ASSISTED
A0000230,C0000422,P007,005,1993,CLOSED,1995,BRANCH
A0000231,C0000422,P001,005,1988,CLOSED,1996,BRANCH
A0000232,C0000429,P001,005,1988,ACTIVE,,BRANCH
A0000233,C0000429,P001,005,1991,CLOSED,2006,BRANCH
A0000234,C0000430,P001,006,1993,CLOSED,1998,BRANCH
A0000235,C0000430,P001,006,1996,CLOSED,2000,BRANCH
A0000236,C0000430,P001,006,2003,CLOSED,2004,BRANCH
A0000237,C0000430,P008,006,1991,CLOSED,2003,BRANCH
A0000238,C0000430,P007,006,1995,CLOSED,1999,BRANCH
A0000239,C0000430,P008,006,1995,CLOSED,1998,BRANCH
A0000240,C0000430,P001,016,2000,CLOSED,2002,BRANCH
A0000241,C0000430,P003,006,1999,CLOSED,2000,BRANCH
A0000242,C0000430,P001,006,1993,CLOSED,1999,BRANCH
A0000243,C0000432,P005,019,2008,CLOSED,2008,BRANCH
A0000244,C0000432,P003,019,2009,CLOSED,2009,BRANCH
A0000245,C0000432,P001,019,2008,CLOSED,2008,BRANCH
A0000246,C0000432,P004,019,2008,CLOSED,2009,BRANCH
A0000247,C0000432,P005,019,2009,CLOSED,2009,BRANCH
A0000248,C0000432,P007,019,2008,CLOSED,2009,BRANCH
A0000249,C0000434,P005,005,2007,CLOSED,2021,BRANCH
A0000250,C0000434,P001,005,2011,CLOSED,2017,BRANCH
A0000251,C0000434,P005,005,2005,CLOSED,2021,BRANCH
A0000252,C0000435,P002,023,2018,ACTIVE,,BRANCH
A0000253,C0000440,P001,025,2019,CLOSED,2023,BRANCH
A0000254,C0000441,P003,019,2015,CLOSED,2022,BRANCH
A0000255,C0000441,P008,019,2016,CLOSED,2017,REMOTE_ASSISTED
A0000256,C0000441,P002,026,2017,CLOSED,2022,BRANCH
A0000257,C0000441,P004,019,2017,CLOSED,2022,BRANCH
A0000258,C0000441,P007,019,2018,CLOSED,2022,BRANCH
A0000259,C0000441,P007,017,2015,CLOSED,2021,BRANCH
A0000260,C0000442,P001,009,2016,CLOSED,2026,BRANCH
A0000261,C0000447,P005,025,2016,CLOSED,2026,BRANCH
A0000262,C0000447,P001,025,2018,CLOSED,2026,BRANCH
A0000263,C0000450,P001,004,2000,CLOSED,2005,BRANCH
A0000264,C0000450,P001,004,2009,CLOSED,2023,BRANCH
A0000265,C0000450,P001,004,2002,ACTIVE,,BRANCH
A0000266,C0000451,P003,020,2012,CLOSED,2025,BRANCH
A0000267,C0000451,P003,020,2014,ACTIVE,,BRANCH
A0000268,C0000454,P004,032,2019,CLOSED,2020,BRANCH
A0000269,C0000454,P003,032,2019,CLOSED,2021,BRANCH
A0000270,C0000454,P002,032,2019,ACTIVE,,BRANCH
A0000271,C0000454,P001,032,2019,ACTIVE,,BRANCH
A0000272,C0000457,P003,030,2017,ACTIVE,,BRANCH
A0000273,C0000457,P003,030,2018,ACTIVE,,BRANCH
A0000274,C0000457,P007,030,2019,ACTIVE,,BRANCH
A0000275,C0000457,P003,030,2020,CLOSED,2020,BRANCH
A0000276,C0000464,P005,030,2017,ACTIVE,,BRANCH
A0000277,C0000464,P003,007,2015,CLOSED,2016,BRANCH
A0000278,C0000464,P005,007,2015,ACTIVE,,BRANCH
A0000279,C0000467,P001,012,2001,CLOSED,2001,BRANCH
A0000280,C0000467,P003,012,2000,CLOSED,2001,BRANCH
A0000281,C0000467,P001,012,2000,CLOSED,2001,BRANCH
A0000282,C0000467,P002,012,2001,CLOSED,2001,BRANCH
A0000283,C0000468,P004,005,2002,CLOSED,2021,BRANCH
A0000284,C0000471,P007,017,2011,CLOSED,2017,BRANCH
A0000285,C0000471,P003,019,2013,ACTIVE,,BRANCH
A0000286,C0000471,P005,019,2018,ACTIVE,,BRANCH
A0000287,C0000474,P001,007,1996,CLOSED,2005,BRANCH
A0000288,C0000475,P003,021,2020,CLOSED,2024,BRANCH
A0000289,C0000475,P003,015,2020,ACTIVE,,DIGITAL
A0000290,C0000476,P003,009,1998,CLOSED,2006,BRANCH
A0000291,C0000476,P007,009,2003,CLOSED,2004,BRANCH
A0000292,C0000476,P003,009,1999,CLOSED,2002,BRANCH
A0000293,C0000478,P001,019,2018,ACTIVE,,REMOTE_ASSISTED
A0000294,C0000485,P004,007,1990,CLOSED,1999,BRANCH
A0000295,C0000485,P008,008,1997,CLOSED,2006,BRANCH
A0000296,C0000493,P003,002,2000,ACTIVE,,BRANCH
A0000297,C0000502,P002,013,2019,ACTIVE,,BRANCH
A0000298,C0000502,P001,013,2020,ACTIVE,,BRANCH
A0000299,C0000502,P004,013,2019,ACTIVE,,BRANCH
A0000300,C0000505,P005,017,2011,ACTIVE,,BRANCH
A0000301,C0000505,P007,017,2017,CLOSED,2018,BRANCH
A0000302,C0000505,P005,017,2012,ACTIVE,,BRANCH
A0000303,C0000510,P001,022,2019,ACTIVE,,BRANCH
A0000304,C0000511,P005,020,2019,ACTIVE,,DIGITAL
A0000305,C0000518,P001,019,2019,CLOSED,2022,BRANCH
A0000306,C0000518,P003,025,2020,ACTIVE,,BRANCH
A0000307,C0000521,P005,033,2020,CLOSED,2020,BRANCH
A0000308,C0000521,P004,013,2020,CLOSED,2020,BRANCH
A0000309,C0000522,P004,006,2017,ACTIVE,,BRANCH
A0000310,C0000522,P003,023,2018,ACTIVE,,REMOTE_ASSISTED
A0000311,C0000522,P007,022,2019,CLOSED,2021,REMOTE_ASSISTED
A0000312,C0000522,P001,023,2016,ACTIVE,,BRANCH
A0000313,C0000524,P001,015,2003,CLOSED,2010,BRANCH
A0000314,C0000524,P002,017,2007,ACTIVE,,BRANCH
A0000315,C0000524,P005,015,2004,ACTIVE,,BRANCH
A0000316,C0000524,P008,017,2007,ACTIVE,,BRANCH
A0000317,C0000524,P008,015,2005,ACTIVE,,BRANCH
A0000318,C0000527,P001,019,2018,CLOSED,2021,BRANCH
A0000319,C0000527,P001,019,2018,CLOSED,2021,BRANCH
A0000320,C0000531,P001,020,2020,CLOSED,2024,BRANCH
A0000321,C0000531,P005,020,2020,CLOSED,2024,REMOTE_ASSISTED
A0000322,C0000531,P005,020,2020,CLOSED,2024,BRANCH
A0000323,C0000533,P004,003,2007,CLOSED,2022,BRANCH
A0000324,C0000533,P005,014,2004,ACTIVE,,BRANCH
A0000325,C0000533,P005,003,2010,ACTIVE,,BRANCH
A0000326,C0000533,P002,003,2004,ACTIVE,,BRANCH
A0000327,C0000534,P001,025,2018,CLOSED,2019,BRANCH
A0000328,C0000534,P006,026,2019,CLOSED,2019,BRANCH
A0000329,C0000540,P003,024,2014,CLOSED,2026,BRANCH
A0000330,C0000542,P003,002,1998,CLOSED,2023,BRANCH
A0000331,C0000549,P005,020,2017,CLOSED,2021,BRANCH
A0000332,C0000549,P005,020,2018,CLOSED,2021,BRANCH
A0000333,C0000551,P003,009,2017,CLOSED,2018,BRANCH
A0000334,C0000551,P004,025,2019,CLOSED,2019,DIGITAL
A0000335,C0000551,P004,025,2017,CLOSED,2019,REMOTE_ASSISTED
A0000336,C0000555,P001,029,2020,CLOSED,2020,BRANCH
A0000337,C0000556,P001,018,2017,CLOSED,2025,BRANCH
A0000338,C0000556,P006,025,2020,CLOSED,2020,BRANCH
A0000339,C0000557,P001,034,2018,CLOSED,2022,BRANCH
A0000340,C0000568,P001,029,2020,CLOSED,2020,BRANCH
A0000341,C0000571,P005,011,2016,CLOSED,2018,BRANCH
A0000342,C0000571,P003,019,2009,CLOSED,2015,BRANCH
A0000343,C0000572,P003,019,2010,ACTIVE,,BRANCH
A0000344,C0000580,P005,001,2008,CLOSED,2014,BRANCH
A0000345,C0000583,P003,016,2012,ACTIVE,,BRANCH
A0000346,C0000586,P001,024,2019,CLOSED,2021,BRANCH
A0000347,C0000590,P001,032,2020,CLOSED,2025,BRANCH
A0000348,C0000594,P004,013,2019,CLOSED,2026,REMOTE_ASSISTED
A0000349,C0000594,P003,001,2020,ACTIVE,,BRANCH
A0000350,C0000596,P005,026,2018,CLOSED,2019,BRANCH
A0000351,C0000599,P003,036,2019,CLOSED,2021,BRANCH
A0000352,C0000599,P001,036,2019,CLOSED,2022,REMOTE_ASSISTED
A0000353,C0000602,P003,019,2016,CLOSED,2018,BRANCH
A0000354,C0000602,P004,019,2016,ACTIVE,,BRANCH
A0000355,C0000602,P008,019,2018,CLOSED,2022,BRANCH
A0000356,C0000602,P003,013,2015,ACTIVE,,BRANCH
A0000357,C0000602,P003,019,2018,CLOSED,2026,REMOTE_ASSISTED
A0000358,C0000602,P003,019,2016,ACTIVE,,BRANCH
A0000359,C0000602,P004,019,2016,ACTIVE,,BRANCH
A0000360,C0000604,P005,017,2008,CLOSED,2013,BRANCH
A0000361,C0000605,P002,014,2007,ACTIVE,,BRANCH
A0000362,C0000605,P005,014,2003,ACTIVE,,BRANCH
A0000363,C0000605,P001,014,2013,ACTIVE,,REMOTE_ASSISTED
A0000364,C0000608,P003,024,2012,CLOSED,2017,BRANCH
A0000365,C0000610,P001,017,2018,ACTIVE,,BRANCH
A0000366,C0000610,P003,026,2018,CLOSED,2020,BRANCH
A0000367,C0000613,P005,034,2018,ACTIVE,,BRANCH
A0000368,C0000613,P006,034,2019,ACTIVE,,BRANCH
A0000369,C0000618,P001,034,2019,CLOSED,2023,BRANCH
A0000370,C0000618,P001,017,2020,CLOSED,2023,BRANCH
A0000371,C0000624,P004,019,2012,ACTIVE,,BRANCH
A0000372,C0000624,P003,019,2011,CLOSED,2022,BRANCH
A0000373,C0000626,P002,026,2016,ACTIVE,,BRANCH
A0000374,C0000626,P006,032,2017,ACTIVE,,BRANCH
A0000375,C0000626,P001,026,2019,ACTIVE,,BRANCH
A0000376,C0000627,P003,019,2009,CLOSED,2010,BRANCH
A0000377,C0000627,P001,019,2011,CLOSED,2015,BRANCH
A0000378,C0000627,P005,019,2011,CLOSED,2012,BRANCH
A0000379,C0000627,P004,012,2013,CLOSED,2014,BRANCH
A0000380,C0000627,P005,019,2012,CLOSED,2013,BRANCH
A0000381,C0000628,P008,007,1999,CLOSED,2004,BRANCH
A0000382,C0000628,P005,007,2002,CLOSED,2009,BRANCH
A0000383,C0000628,P001,007,1996,CLOSED,2003,BRANCH
A0000384,C0000628,P004,007,2007,CLOSED,2008,BRANCH
A0000385,C0000641,P002,011,1997,ACTIVE,,BRANCH
A0000386,C0000642,P002,004,1993,CLOSED,2024,BRANCH
A0000387,C0000645,P007,020,2013,CLOSED,2024,BRANCH
A0000388,C0000647,P002,018,2019,CLOSED,2025,BRANCH
A0000389,C0000647,P007,020,2020,CLOSED,2025,BRANCH
A0000390,C0000649,P008,025,2012,CLOSED,2021,BRANCH
A0000391,C0000651,P005,027,2020,ACTIVE,,BRANCH
A0000392,C0000651,P007,011,2020,ACTIVE,,BRANCH
A0000393,C0000653,P001,008,1999,ACTIVE,,BRANCH
A0000394,C0000653,P004,008,1991,CLOSED,2022,BRANCH
A0000395,C0000653,P001,008,2007,ACTIVE,,BRANCH
A0000396,C0000655,P005,025,2019,CLOSED,2026,BRANCH
A0000397,C0000657,P003,037,2020,CLOSED,2025,REMOTE_ASSISTED
A0000398,C0000660,P005,032,2018,CLOSED,2026,REMOTE_ASSISTED
A0000399,C0000660,P001,032,2019,CLOSED,2020,BRANCH
A0000400,C0000661,P001,003,2009,ACTIVE,,BRANCH
A0000401,C0000669,P001,006,2002,CLOSED,2012,BRANCH
A0000402,C0000669,P003,022,2010,CLOSED,2024,BRANCH
A0000403,C0000677,P005,008,2020,ACTIVE,,DIGITAL
A0000404,C0000687,P007,010,2003,CLOSED,2023,BRANCH
A0000405,C0000687,P005,010,2006,CLOSED,2016,BRANCH
A0000406,C0000689,P007,018,2016,CLOSED,2025,BRANCH
A0000407,C0000689,P005,024,2019,CLOSED,2026,BRANCH
A0000408,C0000690,P005,017,2012,ACTIVE,,BRANCH
A0000409,C0000690,P005,017,2008,CLOSED,2009,BRANCH
A0000410,C0000690,P005,017,2015,ACTIVE,,BRANCH
A0000411,C0000692,P004,008,2005,CLOSED,2005,BRANCH
A0000412,C0000693,P004,026,2019,ACTIVE,,BRANCH
A0000413,C0000693,P007,026,2019,ACTIVE,,BRANCH
A0000414,C0000698,P001,034,2018,ACTIVE,,BRANCH
A0000415,C0000698,P002,034,2019,ACTIVE,,REMOTE_ASSISTED
A0000416,C0000701,P003,013,2000,CLOSED,2008,BRANCH
A0000417,C0000703,P003,023,2017,ACTIVE,,BRANCH
A0000418,C0000703,P001,023,2018,ACTIVE,,BRANCH
