loan_id,customer_id,product_id,branch_id,origination_year,currency,original_amount,term_months,rate_type,initial_interest_rate,loan_status,closing_year
L0000023,C0000039,P017,013,2024,USD,75000.0,60,VARIABLE,10.44,ACTIVE,
L0000024,C0000039,P016,001,2026,UYU,4180000.0,12,VARIABLE,13.58,ACTIVE,
L0000025,C0000040,P013,029,2015,USD,11000.0,36,VARIABLE,11.61,PAID_OFF,2018.0
L0000026,C0000040,P014,035,2024,UYU,2580000.0,180,VARIABLE,16.45,ACTIVE,
L0000027,C0000040,P014,005,2026,UYU,3120000.0,300,FIXED,15.77,ACTIVE,
L0000028,C0000046,P014,007,1999,UYU,455000.0,240,FIXED,33.61,PAID_OFF,2019.0
L0000029,C0000046,P012,001,1987,UYU,38000.0,18,FIXED,55.62,PAID_OFF,1989.0
L0000030,C0000046,P012,007,1983,UYU,12000.0,36,FIXED,53.7,PAID_OFF,1986.0
L0000031,C0000048,P013,008,2022,UYU,480000.0,24,FIXED,18.08,PAID_OFF,2024.0
L0000032,C0000048,P012,029,2024,UYU,420000.0,48,FIXED,24.02,ACTIVE,
L0000033,C0000048,P014,009,2026,USD,165000.0,180,VARIABLE,11.41,ACTIVE,
L0000034,C0000050,P012,025,2020,UYU,110000.0,12,FIXED,20.75,PAID_OFF,2021.0
L0000035,C0000050,P013,002,2025,USD,30000.0,72,VARIABLE,12.3,ACTIVE,
L0000036,C0000051,P014,003,1995,UYU,630000.0,120,VARIABLE,39.86,PAID_OFF,2005.0
L0000037,C0000051,P012,013,2000,UYU,140000.0,18,MIXED,37.77,PAID_OFF,2001.0
L0000038,C0000051,P014,009,2017,UYU,3840000.0,60,MIXED,17.28,PAID_OFF,2022.0
L0000039,C0000051,P013,013,2024,UYU,1240000.0,48,VARIABLE,16.64,ACTIVE,
L0000040,C0000055,P012,026,2013,UYU,97000.0,36,FIXED,21.28,PAID_OFF,2016.0
L0000041,C0000055,P012,009,2020,UYU,370000.0,6,FIXED,17.63,PAID_OFF,2021.0
L0000042,C0000055,P012,006,2024,UYU,240000.0,12,FIXED,21.71,PAID_OFF,2025.0
L0000043,C0000056,P012,001,2008,UYU,305000.0,60,FIXED,24.63,PAID_OFF,2013.0
L0000044,C0000056,P012,014,2012,UYU,295000.0,36,FIXED,22.73,PAID_OFF,2013.0
L0000045,C0000056,P014,013,2010,USD,60000.0,240,VARIABLE,9.39,ACTIVE,
L0000046,C0000056,P014,012,2017,USD,195000.0,240,MIXED,10.47,ACTIVE,
L0000047,C0000056,P013,007,2023,UYU,1270000.0,36,VARIABLE,18.26,PAID_OFF,2026.0
L0000048,C0000056,P012,013,2024,UYU,1860000.0,12,FIXED,21.05,PAID_OFF,2025.0
L0000049,C0000056,P014,022,2026,UYU,4030000.0,60,FIXED,13.27,ACTIVE,
L0000050,C0000057,P012,019,2023,UYU,120000.0,24,FIXED,24.47,PAID_OFF,2025.0
L0000051,C0000058,P016,018,2026,UYU,3180000.0,12,MIXED,15.02,ACTIVE,
L0000052,C0000061,P012,023,2016,UYU,91000.0,12,FIXED,23.12,PAID_OFF,2017.0
L0000053,C0000061,P012,001,2012,UYU,365000.0,18,FIXED,24.51,PAID_OFF,2014.0
L0000054,C0000061,P012,010,2012,UYU,75000.0,18,VARIABLE,19.5,PAID_OFF,2014.0
L0000055,C0000062,P014,025,2021,USD,380000.0,120,MIXED,8.99,ACTIVE,
L0000056,C0000070,P013,016,2024,UYU,1050000.0,60,VARIABLE,16.95,ACTIVE,
L0000057,C0000077,P014,028,2020,UYU,4720000.0,300,MIXED,16.23,ACTIVE,
L0000058,C0000077,P012,024,2019,UYU,315000.0,18,VARIABLE,18.74,PAID_OFF,2020.0
L0000059,C0000077,P014,010,2023,UYU,4220000.0,300,MIXED,18.35,ACTIVE,
L0000060,C0000082,P014,030,2021,UYU,2160000.0,300,VARIABLE,14.92,ACTIVE,
L0000061,C0000092,P012,017,2026,UYU,300000.0,18,FIXED,20.59,ACTIVE,
L0000062,C0000097,P012,037,2023,UYU,125000.0,12,FIXED,24.47,PAID_OFF,2024.0
L0000063,C0000097,P014,003,2023,UYU,1790000.0,60,FIXED,15.28,ACTIVE,
L0000064,C0000098,P013,025,2020,USD,52000.0,72,FIXED,10.9,PAID_OFF,2024.0
L0000065,C0000115,P012,007,1994,UYU,38000.0,24,FIXED,45.12,PAID_OFF,1995.0
L0000066,C0000115,P012,008,2019,UYU,165000.0,60,FIXED,20.78,PAID_OFF,2024.0
L0000067,C0000115,P012,003,1991,UYU,13000.0,36,FIXED,52.57,PAID_OFF,1994.0
L0000068,C0000115,P012,017,2019,UYU,71000.0,24,VARIABLE,20.16,PAID_OFF,2021.0
L0000069,C0000120,P013,029,2016,USD,23000.0,36,VARIABLE,11.76,PAID_OFF,2018.0
L0000070,C0000120,P012,013,2013,UYU,61000.0,18,FIXED,19.41,PAID_OFF,2014.0
L0000071,C0000122,P013,027,2020,USD,13000.0,48,VARIABLE,11.08,PAID_OFF,2024.0
L0000072,C0000123,P013,035,2021,UYU,835000.0,48,FIXED,15.63,PAID_OFF,2025.0
L0000073,C0000124,P013,007,2023,USD,64000.0,60,FIXED,13.59,ACTIVE,
L0000074,C0000125,P012,017,2016,UYU,195000.0,36,MIXED,25.97,PAID_OFF,2019.0
L0000075,C0000129,P012,004,2024,UYU,460000.0,36,FIXED,19.75,ACTIVE,
L0000076,C0000131,P012,012,2020,UYU,145000.0,6,MIXED,20.18,PAID_OFF,2021.0
L0000077,C0000131,P012,002,2020,UYU,470000.0,12,FIXED,17.74,PAID_OFF,2021.0
L0000078,C0000131,P012,035,2019,UYU,945000.0,18,FIXED,21.39,PAID_OFF,2021.0
L0000079,C0000131,P012,026,2023,UYU,235000.0,24,FIXED,21.16,PAID_OFF,2025.0
L0000080,C0000133,P016,011,2007,USD,245000.0,12,MIXED,12.52,PAID_OFF,2008.0
L0000081,C0000134,P012,024,2020,UYU,255000.0,60,FIXED,18.88,PAID_OFF,2021.0
L0000082,C0000134,P012,017,2020,UYU,135000.0,18,FIXED,17.93,PAID_OFF,2021.0
L0000083,C0000134,P013,019,2022,UYU,910000.0,72,VARIABLE,16.25,ACTIVE,
L0000084,C0000134,P012,026,2025,UYU,130000.0,6,MIXED,20.11,PAID_OFF,2026.0
L0000085,C0000135,P012,033,2024,UYU,160000.0,12,FIXED,22.23,PAID_OFF,2025.0
L0000086,C0000137,P012,016,2025,UYU,330000.0,48,FIXED,22.61,ACTIVE,
L0000087,C0000137,P014,025,2026,UYU,3310000.0,120,VARIABLE,13.28,ACTIVE,
L0000088,C0000139,P012,016,2015,UYU,70000.0,12,VARIABLE,22.61,PAID_OFF,2016.0
L0000089,C0000139,P013,007,2019,USD,11000.0,48,FIXED,11.7,PAID_OFF,2023.0
L0000090,C0000139,P013,004,2021,UYU,565000.0,48,MIXED,15.95,PAID_OFF,2025.0
L0000091,C0000141,P014,004,2025,UYU,1850000.0,60,FIXED,15.76,ACTIVE,
L0000092,C0000142,P012,013,2019,UYU,245000.0,48,VARIABLE,21.48,PAID_OFF,2023.0
L0000093,C0000142,P013,003,2021,UYU,965000.0,60,VARIABLE,16.55,PAID_OFF,2026.0
L0000094,C0000151,P012,019,2024,UYU,120000.0,24,MIXED,20.41,PAID_OFF,2026.0
L0000095,C0000155,P012,013,2006,UYU,175000.0,48,FIXED,25.91,PAID_OFF,2009.0
L0000096,C0000156,P012,012,1996,UYU,44000.0,48,FIXED,40.05,PAID_OFF,2000.0
L0000097,C0000160,P013,023,2015,UYU,575000.0,72,FIXED,19.16,PAID_OFF,2021.0
L0000098,C0000160,P014,002,2021,UYU,5350000.0,240,MIXED,13.11,ACTIVE,
L0000099,C0000160,P013,028,2024,UYU,1820000.0,60,FIXED,16.33,ACTIVE,
L0000100,C0000163,P014,014,2016,USD,155000.0,300,MIXED,10.78,ACTIVE,
L0000101,C0000163,P012,017,2026,UYU,1060000.0,36,FIXED,20.78,ACTIVE,
L0000102,C0000168,P012,027,2022,UYU,4080000.0,48,FIXED,21.38,PAID_OFF,2026.0
L0000103,C0000170,P014,023,2020,USD,105000.0,300,VARIABLE,8.75,ACTIVE,
L0000104,C0000174,P013,007,2016,UYU,740000.0,48,FIXED,19.8,PAID_OFF,2020.0
L0000105,C0000174,P012,012,2021,UYU,345000.0,60,FIXED,19.26,PAID_OFF,2026.0
L0000106,C0000174,P013,016,2023,UYU,4710000.0,72,FIXED,18.6,ACTIVE,
L0000107,C0000176,P012,010,2020,UYU,180000.0,60,FIXED,18.12,PAID_OFF,2025.0
L0000108,C0000176,P013,030,2022,UYU,800000.0,24,MIXED,15.46,PAID_OFF,2024.0
L0000109,C0000178,P014,019,2022,USD,105000.0,120,VARIABLE,9.22,ACTIVE,
L0000110,C0000179,P013,024,2015,UYU,450000.0,36,FIXED,18.28,PAID_OFF,2016.0
L0000111,C0000179,P012,007,2020,UYU,150000.0,48,FIXED,21.76,PAID_OFF,2024.0
L0000112,C0000179,P013,008,2012,USD,110000.0,48,VARIABLE,11.27,PAID_OFF,2016.0
L0000113,C0000179,P012,009,2025,UYU,120000.0,24,VARIABLE,18.95,ACTIVE,
L0000114,C0000182,P012,026,2023,UYU,375000.0,18,FIXED,24.61,PAID_OFF,2024.0
L0000115,C0000182,P014,034,2023,USD,145000.0,120,MIXED,11.89,ACTIVE,
L0000116,C0000182,P013,025,2025,UYU,485000.0,24,FIXED,18.84,ACTIVE,
L0000117,C0000194,P012,006,2024,UYU,105000.0,36,VARIABLE,22.59,ACTIVE,
L0000118,C0000201,P012,030,2016,UYU,97000.0,48,MIXED,26.51,PAID_OFF,2020.0
L0000119,C0000201,P012,025,2020,UYU,240000.0,36,FIXED,20.52,PAID_OFF,2023.0
L0000120,C0000201,P012,014,2025,UYU,550000.0,6,FIXED,21.77,PAID_OFF,2025.0
L0000121,C0000207,P012,021,2017,UYU,115000.0,36,VARIABLE,21.35,PAID_OFF,2020.0
L0000122,C0000207,P012,014,2024,UYU,265000.0,18,FIXED,23.42,PAID_OFF,2026.0
L0000123,C0000211,P013,004,2024,UYU,1630000.0,24,FIXED,17.35,PAID_OFF,2026.0
L0000124,C0000217,P012,019,2025,UYU,300000.0,48,FIXED,21.0,ACTIVE,
L0000125,C0000220,P016,023,2020,UYU,14550000.0,36,MIXED,14.65,PAID_OFF,2023.0
L0000126,C0000220,P016,012,2017,UYU,870000.0,12,MIXED,17.31,PAID_OFF,2018.0
L0000127,C0000220,P016,032,2017,USD,240000.0,12,FIXED,11.07,PAID_OFF,2018.0
L0000128,C0000220,P016,030,2022,USD,77000.0,24,MIXED,10.27,PAID_OFF,2024.0
L0000129,C0000220,P013,022,2023,USD,31000.0,60,VARIABLE,13.15,ACTIVE,
L0000130,C0000220,P018,019,2023,USD,115000.0,60,MIXED,11.85,ACTIVE,
L0000131,C0000222,P013,010,2026,USD,11000.0,36,FIXED,12.96,ACTIVE,
L0000132,C0000223,P012,018,2018,UYU,370000.0,48,MIXED,22.08,PAID_OFF,2022.0
L0000133,C0000223,P012,020,2018,UYU,2270000.0,60,FIXED,21.11,PAID_OFF,2023.0
L0000134,C0000223,P012,031,2022,UYU,130000.0,6,FIXED,23.61,PAID_OFF,2022.0
L0000135,C0000224,P012,022,2013,UYU,92000.0,48,FIXED,21.28,PAID_OFF,2017.0
L0000136,C0000224,P012,010,2018,UYU,280000.0,12,MIXED,22.66,PAID_OFF,2019.0
L0000137,C0000224,P012,018,2023,UYU,175000.0,18,FIXED,22.22,PAID_OFF,2025.0
L0000138,C0000226,P012,020,2008,UYU,77000.0,48,MIXED,26.48,PAID_OFF,2012.0
L0000139,C0000226,P012,005,2019,UYU,61000.0,48,FIXED,22.88,PAID_OFF,2023.0
L0000140,C0000226,P012,016,2023,UYU,150000.0,60,FIXED,24.04,ACTIVE,
L0000141,C0000227,P012,012,2006,UYU,420000.0,60,FIXED,24.4,PAID_OFF,2011.0
L0000142,C0000229,P013,006,2012,UYU,325000.0,36,VARIABLE,18.2,PAID_OFF,2015.0
L0000143,C0000229,P012,001,2021,UYU,135000.0,60,MIXED,19.46,PAID_OFF,2026.0
L0000144,C0000231,P012,023,2020,UYU,155000.0,48,FIXED,20.78,PAID_OFF,2024.0
L0000145,C0000231,P012,001,2020,UYU,140000.0,60,FIXED,20.05,PAID_OFF,2021.0
L0000146,C0000231,P012,023,2016,UYU,330000.0,48,FIXED,25.09,PAID_OFF,2020.0
L0000147,C0000231,P013,009,2023,USD,31000.0,24,VARIABLE,11.53,PAID_OFF,2025.0
L0000148,C0000231,P012,028,2025,UYU,230000.0,6,FIXED,18.91,PAID_OFF,2026.0
L0000149,C0000236,P013,013,2015,UYU,1150000.0,48,FIXED,20.38,PAID_OFF,2019.0
L0000150,C0000236,P012,037,2023,UYU,160000.0,48,FIXED,23.85,ACTIVE,
L0000151,C0000236,P012,035,2025,UYU,720000.0,60,FIXED,20.12,ACTIVE,
L0000152,C0000237,P012,004,2024,UYU,125000.0,24,FIXED,22.27,PAID_OFF,2026.0
L0000153,C0000242,P012,011,1998,UYU,49000.0,60,FIXED,40.44,PAID_OFF,2003.0
L0000154,C0000243,P013,013,2019,USD,38000.0,24,FIXED,11.99,PAID_OFF,2021.0
L0000155,C0000243,P013,012,2022,UYU,4590000.0,72,VARIABLE,17.03,ACTIVE,
L0000156,C0000243,P013,021,2025,USD,50000.0,60,VARIABLE,12.5,ACTIVE,
L0000157,C0000244,P012,021,2026,UYU,1520000.0,60,FIXED,21.72,ACTIVE,
L0000158,C0000245,P012,019,2025,UYU,125000.0,36,FIXED,19.78,ACTIVE,
L0000159,C0000245,P013,022,2025,UYU,605000.0,48,FIXED,16.96,ACTIVE,
L0000160,C0000245,P012,035,2026,UYU,505000.0,36,FIXED,18.83,ACTIVE,
L0000161,C0000246,P012,021,2020,UYU,200000.0,36,FIXED,20.4,PAID_OFF,2023.0
L0000162,C0000246,P012,037,2020,UYU,64000.0,48,VARIABLE,18.82,PAID_OFF,2024.0
L0000163,C0000246,P012,019,2020,UYU,505000.0,36,FIXED,20.53,PAID_OFF,2023.0
L0000164,C0000247,P013,008,2017,UYU,465000.0,24,VARIABLE,18.29,PAID_OFF,2019.0
L0000165,C0000247,P012,008,2016,UYU,170000.0,18,FIXED,26.5,PAID_OFF,2017.0
L0000166,C0000247,P012,008,2021,UYU,275000.0,24,FIXED,18.56,PAID_OFF,2023.0
L0000167,C0000248,P013,019,2024,UYU,2310000.0,48,FIXED,18.5,ACTIVE,
L0000168,C0000251,P014,002,2017,UYU,3240000.0,60,MIXED,16.78,PAID_OFF,2022.0
L0000169,C0000251,P012,012,2025,UYU,245000.0,60,FIXED,19.81,ACTIVE,
L0000170,C0000251,P014,029,2025,UYU,4790000.0,120,FIXED,15.36,ACTIVE,
L0000171,C0000252,P012,004,2023,UYU,300000.0,36,FIXED,25.51,PAID_OFF,2026.0
L0000172,C0000257,P012,027,2020,UYU,515000.0,48,FIXED,19.9,PAID_OFF,2024.0
L0000173,C0000257,P014,002,2010,UYU,3050000.0,120,VARIABLE,13.99,DEFAULTED,2020.0
L0000174,C0000257,P012,020,2010,UYU,78000.0,60,VARIABLE,20.76,PAID_OFF,2015.0
L0000175,C0000257,P013,019,2022,UYU,705000.0,24,FIXED,18.64,PAID_OFF,2023.0
L0000176,C0000259,P013,010,2008,UYU,1460000.0,60,VARIABLE,19.39,PAID_OFF,2013.0
L0000177,C0000260,P012,035,2019,UYU,820000.0,12,FIXED,20.76,PAID_OFF,2020.0
L0000178,C0000260,P012,016,2017,UYU,54000.0,48,FIXED,20.55,PAID_OFF,2021.0
L0000179,C0000260,P012,012,2019,UYU,105000.0,6,FIXED,21.29,DEFAULTED,2020.0
L0000180,C0000269,P012,025,2018,UYU,335000.0,36,FIXED,22.72,PAID_OFF,2021.0
L0000181,C0000269,P014,034,2018,USD,67000.0,240,FIXED,10.68,ACTIVE,
L0000182,C0000269,P012,026,2017,UYU,120000.0,48,VARIABLE,22.55,PAID_OFF,2021.0
L0000183,C0000269,P012,009,2019,UYU,240000.0,18,FIXED,21.35,PAID_OFF,2021.0
L0000184,C0000269,P012,018,2022,UYU,220000.0,60,FIXED,22.88,RESTRUCTURED,2024.0
L0000185,C0000272,P013,017,2016,USD,35000.0,24,MIXED,11.85,PAID_OFF,2018.0
L0000186,C0000272,P014,017,2022,USD,175000.0,240,VARIABLE,9.3,ACTIVE,
L0000187,C0000274,P014,034,2023,UYU,2100000.0,120,VARIABLE,15.08,PAID_OFF,2026.0
L0000188,C0000274,P012,029,2026,UYU,185000.0,12,FIXED,19.94,ACTIVE,
L0000189,C0000275,P012,025,2023,UYU,590000.0,24,FIXED,22.84,PAID_OFF,2025.0
L0000190,C0000276,P014,022,2017,UYU,6500000.0,60,FIXED,15.4,PAID_OFF,2022.0
L0000191,C0000277,P012,002,2020,UYU,345000.0,6,FIXED,18.09,PAID_OFF,2021.0
L0000192,C0000277,P012,002,2020,UYU,235000.0,18,MIXED,18.06,PAID_OFF,2021.0
L0000193,C0000277,P012,026,2018,UYU,140000.0,24,VARIABLE,24.19,PAID_OFF,2020.0
L0000194,C0000277,P012,007,2005,UYU,60000.0,60,FIXED,28.9,PAID_OFF,2009.0
L0000195,C0000277,P012,001,2023,UYU,425000.0,60,FIXED,24.08,ACTIVE,
L0000196,C0000277,P012,028,2024,UYU,120000.0,24,FIXED,22.7,PAID_OFF,2026.0
L0000197,C0000283,P013,014,2020,UYU,605000.0,24,FIXED,17.8,PAID_OFF,2022.0
L0000198,C0000283,P012,015,2019,UYU,63000.0,6,FIXED,22.34,PAID_OFF,2019.0
L0000199,C0000283,P012,027,2019,UYU,90000.0,18,FIXED,23.61,PAID_OFF,2021.0
L0000200,C0000283,P012,027,2024,UYU,79000.0,6,FIXED,21.06,PAID_OFF,2025.0
L0000201,C0000287,P012,021,2012,UYU,405000.0,48,FIXED,22.33,PAID_OFF,2013.0
L0000202,C0000287,P012,002,2017,UYU,85000.0,48,MIXED,22.45,PAID_OFF,2021.0
L0000203,C0000289,P013,022,2026,USD,17000.0,24,FIXED,12.08,ACTIVE,
L0000204,C0000291,P012,007,1990,UYU,19000.0,24,FIXED,52.02,PAID_OFF,1992.0
L0000205,C0000291,P012,020,2015,UYU,155000.0,60,FIXED,25.07,PAID_OFF,2020.0
L0000206,C0000292,P012,018,2024,UYU,39000.0,48,FIXED,21.3,ACTIVE,
L0000207,C0000295,P012,008,2018,UYU,83000.0,48,FIXED,23.47,PAID_OFF,2021.0
L0000208,C0000295,P013,019,2020,USD,31000.0,60,FIXED,12.16,RESTRUCTURED,2022.0
L0000209,C0000295,P013,011,2023,USD,18000.0,24,FIXED,12.73,PAID_OFF,2025.0
L0000210,C0000296,P012,007,2019,UYU,125000.0,6,FIXED,20.9,PAID_OFF,2019.0
L0000211,C0000296,P012,033,2020,UYU,450000.0,60,FIXED,19.35,PAID_OFF,2025.0
L0000212,C0000296,P013,001,2020,USD,28000.0,24,FIXED,11.07,PAID_OFF,2022.0
L0000213,C0000296,P012,026,2024,UYU,235000.0,24,VARIABLE,22.27,PAID_OFF,2026.0
L0000214,C0000296,P012,033,2025,UYU,260000.0,24,VARIABLE,20.85,ACTIVE,
L0000215,C0000297,P012,015,2016,UYU,230000.0,12,FIXED,24.56,PAID_OFF,2017.0
L0000216,C0000297,P012,001,2023,UYU,850000.0,60,FIXED,23.68,PAID_OFF,2025.0
L0000217,C0000297,P014,008,2025,USD,71000.0,240,MIXED,11.51,ACTIVE,
L0000218,C0000300,P012,011,2017,UYU,680000.0,36,FIXED,23.21,PAID_OFF,2020.0
L0000219,C0000300,P012,001,2006,UYU,48000.0,36,FIXED,25.35,PAID_OFF,2007.0
L0000220,C0000300,P013,007,2017,UYU,720000.0,36,FIXED,19.99,PAID_OFF,2020.0
L0000221,C0000300,P013,003,2005,UYU,345000.0,72,VARIABLE,23.12,PAID_OFF,2009.0
L0000222,C0000300,P013,003,2003,UYU,160000.0,60,FIXED,40.67,PAID_OFF,2008.0
L0000223,C0000300,P012,004,2021,UYU,96000.0,12,FIXED,20.62,PAID_OFF,2022.0
L0000224,C0000300,P012,001,2025,UYU,365000.0,36,FIXED,20.31,ACTIVE,
L0000225,C0000300,P013,032,2026,USD,40000.0,24,FIXED,11.96,ACTIVE,
L0000226,C0000302,P012,017,2024,UYU,255000.0,18,FIXED,23.6,PAID_OFF,2025.0
L0000227,C0000305,P012,020,2020,UYU,1200000.0,60,VARIABLE,20.44,PAID_OFF,2022.0
L0000228,C0000305,P012,036,2020,UYU,330000.0,24,FIXED,20.04,PAID_OFF,2022.0
L0000229,C0000305,P012,013,2020,UYU,215000.0,24,FIXED,19.91,PAID_OFF,2022.0
L0000230,C0000305,P014,019,2022,USD,120000.0,180,MIXED,9.74,ACTIVE,
L0000231,C0000307,P013,015,2020,UYU,360000.0,36,FIXED,15.57,PAID_OFF,2023.0
L0000232,C0000307,P012,014,2022,UYU,94000.0,6,FIXED,20.15,PAID_OFF,2022.0
L0000233,C0000310,P012,003,2023,UYU,95000.0,24,FIXED,21.63,PAID_OFF,2025.0
L0000234,C0000310,P012,015,2025,UYU,99000.0,18,FIXED,20.06,ACTIVE,
L0000235,C0000315,P014,008,1998,UYU,2400000.0,300,VARIABLE,34.05,PAID_OFF,2023.0
L0000236,C0000315,P012,001,2008,UYU,115000.0,36,VARIABLE,24.29,PAID_OFF,2011.0
L0000237,C0000315,P012,036,2019,UYU,235000.0,60,FIXED,20.9,PAID_OFF,2024.0
L0000238,C0000315,P012,001,1998,UYU,10000.0,60,VARIABLE,40.45,PAID_OFF,2003.0
L0000239,C0000315,P012,017,2012,UYU,100000.0,24,MIXED,18.15,PAID_OFF,2014.0
L0000240,C0000316,P012,010,1991,UYU,42000.0,36,VARIABLE,51.68,PAID_OFF,1994.0
L0000241,C0000317,P014,005,1987,UYU,405000.0,180,VARIABLE,49.83,PAID_OFF,2002.0
L0000242,C0000317,P014,003,1988,UYU,325000.0,120,FIXED,51.38,PAID_OFF,1998.0
L0000243,C0000321,P012,006,2001,UYU,225000.0,18,FIXED,37.67,PAID_OFF,2003.0
L0000244,C0000321,P013,011,2014,UYU,320000.0,72,FIXED,17.28,PAID_OFF,2020.0
L0000245,C0000321,P013,006,2009,UYU,480000.0,48,FIXED,18.89,PAID_OFF,2013.0
L0000246,C0000321,P013,003,2021,UYU,1790000.0,72,MIXED,15.14,ACTIVE,
L0000247,C0000326,P013,001,2019,UYU,475000.0,60,VARIABLE,17.65,PAID_OFF,2024.0
L0000248,C0000326,P012,020,2018,UYU,365000.0,60,VARIABLE,21.91,PAID_OFF,2023.0
L0000249,C0000326,P013,026,2026,USD,31000.0,24,FIXED,12.27,ACTIVE,
L0000250,C0000329,P012,035,2025,UYU,155000.0,36,FIXED,20.54,ACTIVE,
L0000251,C0000331,P018,029,2025,UYU,640000.0,24,FIXED,16.83,ACTIVE,
L0000252,C0000339,P013,013,2018,UYU,615000.0,72,VARIABLE,19.33,PAID_OFF,2024.0
L0000253,C0000340,P012,029,2020,UYU,225000.0,48,FIXED,19.33,PAID_OFF,2024.0
L0000254,C0000340,P014,009,2019,UYU,2540000.0,300,MIXED,16.34,ACTIVE,
L0000255,C0000340,P012,021,2022,UYU,415000.0,60,FIXED,20.61,ACTIVE,
L0000256,C0000340,P012,010,2023,UYU,200000.0,6,FIXED,22.79,PAID_OFF,2024.0
L0000257,C0000341,P012,005,2000,UYU,6000.0,12,VARIABLE,35.34,PAID_OFF,2001.0
L0000258,C0000341,P012,008,1988,UYU,49000.0,48,FIXED,54.56,PAID_OFF,1992.0
L0000259,C0000341,P012,004,2002,UYU,88000.0,6,FIXED,50.12,PAID_OFF,2002.0
L0000260,C0000341,P012,018,2006,UYU,58000.0,48,FIXED,23.87,PAID_OFF,2010.0
L0000261,C0000342,P012,032,2026,UYU,200000.0,18,FIXED,20.2,ACTIVE,
L0000262,C0000345,P014,036,2020,USD,250000.0,300,MIXED,10.45,ACTIVE,
L0000263,C0000345,P014,005,2018,UYU,3480000.0,120,MIXED,16.19,ACTIVE,
L0000264,C0000345,P013,019,2022,USD,23000.0,36,FIXED,11.82,PAID_OFF,2025.0
L0000265,C0000345,P013,032,2024,USD,60000.0,60,MIXED,12.49,ACTIVE,
L0000266,C0000350,P012,032,2018,UYU,410000.0,60,MIXED,22.27,PAID_OFF,2023.0
L0000267,C0000350,P013,010,2020,USD,38000.0,72,FIXED,11.37,PAID_OFF,2024.0
L0000268,C0000350,P013,032,2021,UYU,270000.0,72,FIXED,17.2,ACTIVE,
L0000269,C0000350,P014,022,2026,USD,71000.0,240,VARIABLE,10.8,ACTIVE,
L0000270,C0000353,P014,024,2020,UYU,5880000.0,300,MIXED,16.77,ACTIVE,
L0000271,C0000353,P013,027,2020,UYU,570000.0,24,VARIABLE,18.02,PAID_OFF,2022.0
L0000272,C0000353,P013,025,2024,UYU,600000.0,24,FIXED,19.91,PAID_OFF,2026.0
L0000273,C0000356,P013,015,2020,UYU,715000.0,72,VARIABLE,13.53,PAID_OFF,2026.0
L0000274,C0000356,P012,001,1995,UYU,37000.0,24,FIXED,42.18,PAID_OFF,1997.0
L0000275,C0000358,P012,026,2021,UYU,560000.0,48,FIXED,18.91,PAID_OFF,2023.0
L0000276,C0000358,P012,023,2024,UYU,195000.0,24,VARIABLE,20.91,PAID_OFF,2026.0
L0000277,C0000358,P012,014,2025,UYU,385000.0,6,VARIABLE,18.82,PAID_OFF,2025.0
