account_id,year_month,opening_balance,total_inflows,total_outflows,closing_balance
A0000303,2021-12,501170.2,32743.94,33887.79,500026.35
A0000303,2022-01,500026.35,223845.65,18618.65,705253.35
A0000303,2022-02,705253.35,40649.05,708524.98,37377.42
A0000303,2022-03,37377.42,81693.75,16632.55,102438.62
A0000303,2022-04,102438.62,40672.51,50842.78,92268.35
A0000303,2022-05,92268.35,5071.53,6272.51,91067.37
A0000303,2022-06,91067.37,23494.03,42935.47,71625.93
A0000303,2022-07,71625.93,55218.82,37762.14,89082.61
A0000303,2022-08,89082.61,24519.96,51390.49,62212.08
A0000303,2022-09,62212.08,8120.38,26764.31,43568.15
A0000303,2022-10,43568.15,35569.77,39795.35,39342.57
A0000303,2022-11,39342.57,252127.39,114573.03,176896.93
A0000303,2022-12,176896.93,18087.3,51242.78,143741.45
A0000303,2023-01,143741.45,0.0,17204.97,126536.48
A0000303,2023-02,126536.48,74914.89,199201.93,2249.44
A0000303,2023-03,2249.44,52805.11,32943.94,22110.61
A0000303,2023-04,22110.61,13056.14,26996.74,8170.01
A0000303,2023-05,8170.01,18507.51,14056.16,12621.36
A0000303,2023-06,12621.36,28586.59,24205.07,17002.88
A0000303,2023-07,17002.88,81811.15,11769.21,87044.82
A0000303,2023-08,87044.82,13925.19,4203.55,96766.46
A0000303,2023-09,96766.46,53513.72,15706.75,134573.43
A0000303,2023-10,134573.43,46061.61,38507.65,142127.39
A0000303,2023-11,142127.39,20985.37,14571.93,148540.83
A0000303,2023-12,148540.83,0.0,106686.4,41854.43
A0000303,2024-01,41854.43,11461.46,35545.22,17770.67
A0000303,2024-02,17770.67,82013.38,6883.0,92901.05
A0000303,2024-03,92901.05,75463.22,76337.69,92026.58
A0000303,2024-04,92026.58,53298.23,107079.82,38244.99
A0000303,2024-05,38244.99,49878.25,48979.13,39144.11
A0000303,2024-06,39144.11,178591.34,77130.55,140604.9
A0000303,2024-07,140604.9,111746.37,30546.23,221805.04
A0000303,2024-08,221805.04,153782.06,100711.85,274875.25
A0000303,2024-09,274875.25,13609.99,262209.17,26276.07
A0000303,2024-10,26276.07,62526.4,72800.03,16002.44
A0000303,2024-11,16002.44,28027.9,21922.99,22107.35
A0000303,2024-12,22107.35,84690.38,25693.94,81103.79
A0000303,2025-01,81103.79,2793.19,31904.12,51992.86
A0000303,2025-02,51992.86,3596.61,34485.72,21103.75
A0000303,2025-03,21103.75,555043.81,407482.75,168664.81
A0000303,2025-04,168664.81,104843.2,137524.96,135983.05
A0000303,2025-05,135983.05,40546.3,84014.19,92515.16
A0000303,2025-06,92515.16,55423.3,104330.47,43607.99
A0000303,2025-07,43607.99,115263.18,48262.4,110608.77
A0000303,2025-08,110608.77,33377.91,40325.4,103661.28
A0000303,2025-09,103661.28,50853.27,146630.95,7883.6
A0000303,2025-10,7883.6,54643.23,34417.26,28109.57
A0000303,2025-11,28109.57,23271.22,31631.6,19749.19
A0000303,2025-12,19749.19,24553.97,24868.93,19434.23
A0000303,2026-01,19434.23,765602.4,168985.48,616051.15
A0000303,2026-02,616051.15,135674.68,101412.59,650313.24
A0000303,2026-03,650313.24,32379.5,59332.92,623359.82
A0000303,2026-04,623359.82,20102.56,17359.04,626103.34
A0000303,2026-05,626103.34,6734.12,33241.72,599595.74
A0000303,2026-06,599595.74,66577.61,72723.99,593449.36
A0000303,2026-07,593449.36,33081.07,33666.45,592863.98
A0000303,2026-08,592863.98,63952.22,20285.96,636530.24
A0000303,2026-09,636530.24,58241.42,84839.54,609932.12
A0000303,2026-10,609932.12,13708.01,53806.87,569833.26
A0000303,2026-11,569833.26,10839.05,32076.62,548595.69
A0000303,2026-12,548595.69,85868.97,74329.15,560135.51
A0000323,2021-01,527.72,29975.05,395.52,30107.25
A0000323,2021-02,30107.25,382.26,0.0,30489.51
A0000323,2021-03,30489.51,0.0,95.78,30393.73
A0000323,2021-04,30393.73,202.04,524.41,30071.36
A0000323,2021-05,30071.36,464.99,19.13,30517.22
A0000323,2021-06,30517.22,383.98,5402.55,25498.65
A0000323,2021-07,25498.65,0.0,0.0,25498.65
A0000323,2021-08,25498.65,0.0,0.0,25498.65
A0000323,2021-09,25498.65,0.0,0.0,25498.65
A0000323,2021-10,25498.65,0.0,280.89,25217.76
A0000323,2021-11,25217.76,0.0,264.35,24953.41
A0000323,2021-12,24953.41,151.54,89.21,25015.74
A0000323,2022-01,25015.74,727.2,301.95,25440.99
A0000323,2022-02,25440.99,16925.69,0.0,42366.68
A0000323,2022-03,42366.68,254.77,2313.52,40307.93
A0000324,2021-01,13428.03,83579.04,86722.86,10284.21
A0000324,2021-02,10284.21,143418.8,57378.39,96324.62
A0000324,2021-03,96324.62,84572.95,10081.63,170815.94
A0000324,2021-04,170815.94,82707.15,142435.92,111087.17
A0000324,2021-05,111087.17,55617.55,16017.46,150687.26
A0000324,2021-06,150687.26,103406.41,66694.99,187398.68
A0000324,2021-07,187398.68,71395.24,9108.4,249685.52
A0000324,2021-08,249685.52,87254.61,14200.07,322740.06
A0000324,2021-09,322740.06,148756.19,13774.81,457721.44
A0000324,2021-10,457721.44,55135.04,31775.39,481081.09
A0000324,2021-11,481081.09,74919.65,13265.4,542735.34
A0000324,2021-12,542735.34,69108.93,8053.88,603790.39
A0000324,2022-01,603790.39,63302.98,17775.41,649317.96
A0000324,2022-02,649317.96,127925.1,108799.24,668443.82
A0000324,2022-03,668443.82,91223.63,23906.74,735760.71
A0000324,2022-04,735760.71,89304.83,52555.18,772510.36
A0000324,2022-05,772510.36,115268.97,155034.76,732744.57
A0000324,2022-06,732744.57,77455.56,56332.5,753867.63
A0000324,2022-07,753867.63,333473.42,45268.88,1042072.17
A0000324,2022-08,1042072.17,62539.13,76128.66,1028482.64
A0000324,2022-09,1028482.64,61596.86,52484.52,1037594.98
A0000324,2022-10,1037594.98,111943.32,29122.79,1120415.51
A0000324,2022-11,1120415.51,69318.06,74562.92,1115170.65
A0000324,2022-12,1115170.65,81348.4,15496.68,1181022.37
A0000324,2023-01,1181022.37,199113.81,27638.48,1352497.7
A0000324,2023-02,1352497.7,86588.48,24549.01,1414537.17
A0000324,2023-03,1414537.17,100436.38,56441.37,1458532.18
A0000324,2023-04,1458532.18,78630.04,81054.58,1456107.64
A0000324,2023-05,1456107.64,9200.05,103129.55,1362178.14
A0000324,2023-06,1362178.14,73385.39,38671.9,1396891.63
A0000324,2023-07,1396891.63,108929.82,191681.87,1314139.58
A0000324,2023-08,1314139.58,74351.59,39947.74,1348543.43
A0000324,2023-09,1348543.43,73593.93,171443.42,1250693.94
A0000324,2023-10,1250693.94,67857.14,102794.66,1215756.42
A0000324,2023-11,1215756.42,76019.99,81990.34,1209786.07
A0000324,2023-12,1209786.07,92207.64,5420.4,1296573.31
A0000324,2024-01,1296573.31,108099.82,112642.62,1292030.51
A0000324,2024-02,1292030.51,98061.74,19609.81,1370482.44
A0000324,2024-03,1370482.44,97480.65,145423.72,1322539.37
A0000324,2024-04,1322539.37,126395.13,72897.21,1376037.29
A0000324,2024-05,1376037.29,109696.14,28793.23,1456940.2
A0000324,2024-06,1456940.2,111201.51,103516.26,1464625.45
A0000324,2024-07,1464625.45,109112.23,35985.65,1537752.03
A0000324,2024-08,1537752.03,108421.89,16759.73,1629414.19
A0000324,2024-09,1629414.19,82059.87,112936.1,1598537.96
A0000324,2024-10,1598537.96,78532.66,86386.6,1590684.02
A0000324,2024-11,1590684.02,134909.09,29039.45,1696553.66
A0000324,2024-12,1696553.66,160543.22,90890.02,1766206.86
A0000324,2025-01,1766206.86,106863.47,27184.6,1845885.73
A0000324,2025-02,1845885.73,84586.98,305074.25,1625398.46
A0000324,2025-03,1625398.46,157381.65,917747.28,865032.83
A0000324,2025-04,865032.83,119853.05,25812.22,959073.66
A0000324,2025-05,959073.66,114865.44,64667.42,1009271.68
A0000324,2025-06,1009271.68,131736.85,29980.23,1111028.3
A0000324,2025-07,1111028.3,180256.99,215726.67,1075558.62
A0000324,2025-08,1075558.62,141459.59,147717.1,1069301.11
A0000324,2025-09,1069301.11,395398.79,98552.02,1366147.88
A0000324,2025-10,1366147.88,578226.35,513497.41,1430876.82
A0000324,2025-11,1430876.82,112198.95,69119.04,1473956.73
A0000324,2025-12,1473956.73,137718.81,34787.21,1576888.33
A0000324,2026-01,1576888.33,83750.87,21160.72,1639478.48
A0000324,2026-02,1639478.48,105928.23,56871.7,1688535.01
A0000324,2026-03,1688535.01,104064.43,44963.14,1747636.3
A0000324,2026-04,1747636.3,221587.23,105777.83,1863445.7
A0000324,2026-05,1863445.7,97757.92,41498.84,1919704.78
A0000324,2026-06,1919704.78,102897.64,24809.72,1997792.7
A0000324,2026-07,1997792.7,36770.27,195638.84,1838924.13
A0000324,2026-08,1838924.13,94813.89,16138.0,1917600.02
A0000324,2026-09,1917600.02,135857.12,73289.0,1980168.14
A0000324,2026-10,1980168.14,124442.75,85685.4,2018925.49
A0000324,2026-11,2018925.49,99254.09,89120.07,2029059.51
A0000324,2026-12,2029059.51,111538.71,177436.19,1963162.03
A0000325,2021-01,4712.84,106607.9,3462.78,107857.96
A0000325,2021-02,107857.96,69147.3,63638.91,113366.35
A0000325,2021-03,113366.35,219764.04,70387.0,262743.39
A0000325,2021-04,262743.39,51746.14,64701.17,249788.36
A0000325,2021-05,249788.36,112968.63,285944.74,76812.25
A0000325,2021-06,76812.25,58522.83,93462.07,41873.01
A0000325,2021-07,41873.01,77021.23,3989.52,114904.72
A0000325,2021-08,114904.72,98654.12,145884.7,67674.14
A0000325,2021-09,67674.14,60275.09,24893.65,103055.58
A0000325,2021-10,103055.58,58299.21,84166.11,77188.68
A0000325,2021-11,77188.68,57764.8,4891.56,130061.92
A0000325,2021-12,130061.92,178046.18,48621.28,259486.82
A0000325,2022-01,259486.82,97227.61,209877.65,146836.78
A0000325,2022-02,146836.78,69630.31,75874.66,140592.43
A0000325,2022-03,140592.43,115339.54,78171.68,177760.29
A0000325,2022-04,177760.29,81103.36,27403.1,231460.55
A0000325,2022-05,231460.55,344674.07,33612.55,542522.07
A0000325,2022-06,542522.07,82998.43,44057.33,581463.17
A0000325,2022-07,581463.17,75914.09,19353.82,638023.44
A0000325,2022-08,638023.44,79134.85,54632.43,662525.86
A0000325,2022-09,662525.86,0.0,47906.08,614619.78
A0000325,2022-10,614619.78,85356.19,73274.94,626701.03
A0000325,2022-11,626701.03,149730.19,358684.69,417746.53
A0000325,2022-12,417746.53,67768.1,43841.98,441672.65
A0000325,2023-01,441672.65,93976.43,15682.12,519966.96
A0000325,2023-02,519966.96,92329.2,10802.57,601493.59
A0000325,2023-03,601493.59,77940.62,45974.36,633459.85
A0000325,2023-04,633459.85,76247.14,70190.53,639516.46
A0000325,2023-05,639516.46,75581.06,89038.73,626058.79
A0000325,2023-06,626058.79,73451.06,129946.99,569562.86
A0000325,2023-07,569562.86,93809.39,67713.59,595658.66
A0000325,2023-08,595658.66,6382.38,162655.97,439385.07
A0000325,2023-09,439385.07,96579.76,17626.31,518338.52
A0000325,2023-10,518338.52,76473.21,49914.15,544897.58
A0000325,2023-11,544897.58,115506.93,108416.09,551988.42
A0000325,2023-12,551988.42,140582.17,65989.75,626580.84
A0000325,2024-01,626580.84,177815.74,77562.14,726834.44
A0000325,2024-02,726834.44,114626.03,16296.23,825164.24
A0000325,2024-03,825164.24,66214.11,72617.88,818760.47
A0000325,2024-04,818760.47,116843.24,19084.09,916519.62
A0000325,2024-05,916519.62,130885.15,79098.4,968306.37
A0000325,2024-06,968306.37,642498.27,86084.81,1524719.83
A0000325,2024-07,1524719.83,170629.45,70413.09,1624936.19
A0000325,2024-08,1624936.19,279817.76,17222.93,1887531.02
A0000325,2024-09,1887531.02,83259.3,86414.53,1884375.79
A0000325,2024-10,1884375.79,129043.19,24175.23,1989243.75
A0000325,2024-11,1989243.75,86630.91,41633.54,2034241.12
A0000325,2024-12,2034241.12,164365.09,72015.16,2126591.05
A0000325,2025-01,2126591.05,100416.99,71034.61,2155973.43
A0000325,2025-02,2155973.43,198865.31,89500.49,2265338.25
A0000325,2025-03,2265338.25,80049.0,30869.06,2314518.19
A0000325,2025-04,2314518.19,117632.04,29565.45,2402584.78
A0000325,2025-05,2402584.78,453937.45,68076.0,2788446.23
A0000325,2025-06,2788446.23,108961.09,68853.31,2828554.01
A0000325,2025-07,2828554.01,127481.24,217770.55,2738264.7
A0000325,2025-08,2738264.7,195281.23,31059.45,2902486.48
A0000325,2025-09,2902486.48,120600.09,58761.85,2964324.72
A0000325,2025-10,2964324.72,145633.45,345917.62,2764040.55
A0000325,2025-11,2764040.55,115212.49,1143738.82,1735514.22
A0000325,2025-12,1735514.22,53804.03,41093.82,1748224.43
A0000325,2026-01,1748224.43,162712.83,115891.21,1795046.05
A0000325,2026-02,1795046.05,94910.52,64825.61,1825130.96
A0000325,2026-03,1825130.96,864582.29,68747.77,2620965.48
A0000325,2026-04,2620965.48,104176.9,15420.62,2709721.76
A0000325,2026-05,2709721.76,0.0,141558.39,2568163.37
A0000325,2026-06,2568163.37,109141.66,95978.51,2581326.52
A0000325,2026-07,2581326.52,99638.58,128553.54,2552411.56
A0000325,2026-08,2552411.56,200299.72,113209.23,2639502.05
A0000325,2026-09,2639502.05,106030.69,892673.41,1852859.33
A0000325,2026-10,1852859.33,111900.97,55655.11,1909105.19
A0000325,2026-11,1909105.19,92575.8,134712.17,1866968.82
A0000325,2026-12,1866968.82,234932.43,148436.21,1953465.04
A0000326,2021-01,287.55,24.35,0.0,311.9
A0000326,2021-02,311.9,0.0,50.03,261.87
A0000326,2021-03,261.87,111.86,0.0,373.73
A0000326,2021-04,373.73,223.35,0.0,597.08
A0000326,2021-05,597.08,0.0,0.0,597.08
A0000326,2021-06,597.08,0.0,0.0,597.08
A0000326,2021-07,597.08,0.0,229.23,367.85
A0000326,2021-08,367.85,30979.69,0.0,31347.54
A0000326,2021-09,31347.54,0.0,7344.43,24003.11
A0000326,2021-10,24003.11,11313.05,188.5,35127.66
A0000326,2021-11,35127.66,0.0,0.0,35127.66
A0000326,2021-12,35127.66,969.62,593.97,35503.31
A0000326,2022-01,35503.31,0.0,620.33,34882.98
A0000326,2022-02,34882.98,0.0,0.0,34882.98
A0000326,2022-03,34882.98,0.0,0.0,34882.98
A0000326,2022-04,34882.98,0.0,209.44,34673.54
A0000326,2022-05,34673.54,43697.27,0.0,78370.81
A0000326,2022-06,78370.81,0.0,26.74,78344.07
A0000326,2022-07,78344.07,0.0,10009.98,68334.09
A0000326,2022-08,68334.09,0.0,34834.53,33499.56
A0000326,2022-09,33499.56,0.0,107.62,33391.94
A0000326,2022-10,33391.94,0.0,0.0,33391.94
A0000326,2022-11,33391.94,0.0,0.0,33391.94
A0000326,2022-12,33391.94,0.0,0.0,33391.94
A0000326,2023-01,33391.94,1398.29,0.0,34790.23
A0000326,2023-02,34790.23,0.0,0.0,34790.23
A0000326,2023-03,34790.23,0.0,0.0,34790.23
A0000326,2023-04,34790.23,354.72,330.12,34814.83
A0000326,2023-05,34814.83,375.05,0.0,35189.88
A0000326,2023-06,35189.88,147.23,279.53,35057.58
A0000326,2023-07,35057.58,0.0,0.0,35057.58
A0000326,2023-08,35057.58,2867.9,0.0,37925.48
A0000326,2023-09,37925.48,0.0,0.0,37925.48
A0000326,2023-10,37925.48,0.0,0.0,37925.48
A0000326,2023-11,37925.48,0.0,0.0,37925.48
A0000326,2023-12,37925.48,0.0,0.0,37925.48
A0000326,2024-01,37925.48,189.27,593.77,37520.98
A0000326,2024-02,37520.98,30268.99,9954.13,57835.84
A0000326,2024-03,57835.84,4340.25,0.0,62176.09
A0000326,2024-04,62176.09,14939.24,27108.83,50006.5
A0000326,2024-05,50006.5,0.0,0.0,50006.5
A0000326,2024-06,50006.5,0.0,525.52,49480.98
A0000326,2024-07,49480.98,0.0,83.9,49397.08
A0000326,2024-08,49397.08,0.0,0.0,49397.08
A0000326,2024-09,49397.08,0.0,0.0,49397.08
A0000326,2024-10,49397.08,0.0,1458.99,47938.09
A0000326,2024-11,47938.09,0.0,0.0,47938.09
A0000326,2024-12,47938.09,189.85,0.0,48127.94
A0000326,2025-01,48127.94,0.0,0.0,48127.94
A0000326,2025-02,48127.94,0.0,0.0,48127.94
A0000326,2025-03,48127.94,0.0,0.0,48127.94
A0000326,2025-04,48127.94,0.0,131.39,47996.55
A0000326,2025-05,47996.55,0.0,0.0,47996.55
A0000326,2025-06,47996.55,173.02,0.0,48169.57
A0000326,2025-07,48169.57,0.0,3369.21,44800.36
A0000326,2025-08,44800.36,0.0,0.0,44800.36
A0000326,2025-09,44800.36,258.54,0.0,45058.9
A0000326,2025-10,45058.9,215.25,0.0,45274.15
A0000326,2025-11,45274.15,150.95,0.0,45425.1
A0000326,2025-12,45425.1,0.0,188.91,45236.19
A0000326,2026-01,45236.19,0.0,17661.27,27574.92
A0000326,2026-02,27574.92,150.21,221.89,27503.24
A0000326,2026-03,27503.24,584.72,248.63,27839.33
A0000326,2026-04,27839.33,163.19,0.0,28002.52
A0000326,2026-05,28002.52,0.0,58.94,27943.58
A0000326,2026-06,27943.58,0.0,0.0,27943.58
A0000326,2026-07,27943.58,0.0,626.74,27316.84
A0000326,2026-08,27316.84,0.0,0.0,27316.84
A0000326,2026-09,27316.84,0.0,0.0,27316.84
A0000326,2026-10,27316.84,2530.95,0.0,29847.79
A0000326,2026-11,29847.79,0.0,55.27,29792.52
A0000326,2026-12,29792.52,0.0,0.0,29792.52
A0000509,2021-01,71782.16,0.0,34695.83,37086.33
A0000509,2021-02,37086.33,111766.24,99394.26,49458.31
A0000509,2021-03,49458.31,111816.58,91129.92,70144.97
A0000509,2021-04,70144.97,162404.9,51881.29,180668.58
A0000509,2021-05,180668.58,125877.69,163163.83,143382.44
A0000509,2021-06,143382.44,43192.47,98704.09,87870.82
A0000509,2021-07,87870.82,97948.82,74426.18,111393.46
A0000509,2021-08,111393.46,61267.74,61380.2,111281.0
A0000509,2021-09,111281.0,49055.26,33842.21,126494.05
A0000509,2021-10,126494.05,53691.86,58788.67,121397.24
A0000509,2021-11,121397.24,44317.72,41302.69,124412.27
A0000509,2021-12,124412.27,103738.09,106551.29,121599.07
A0000509,2022-01,121599.07,157606.77,237707.85,41497.99
A0000509,2022-02,41497.99,129857.65,164623.05,6732.59
A0000509,2022-03,6732.59,248344.5,133808.55,121268.54
A0000509,2022-04,121268.54,86291.14,124069.08,83490.6
A0000509,2022-05,83490.6,6054.3,47069.25,42475.65
A0000509,2022-06,42475.65,0.0,8329.5,34146.15
A0000509,2022-07,34146.15,45141.57,30906.76,48380.96
A0000509,2022-08,48380.96,108834.34,87058.35,70156.95
A0000509,2022-09,70156.95,207552.88,145573.2,132136.63
A0000509,2022-10,132136.63,16438.61,10969.58,137605.66
A0000509,2022-11,137605.66,184226.35,165809.31,156022.7
A0000509,2022-12,156022.7,10528.19,158860.65,7690.24
A0000509,2023-01,7690.24,33420.01,17934.26,23175.99
A0000509,2023-02,23175.99,118472.68,62490.58,79158.09
A0000509,2023-03,79158.09,108178.26,175497.17,11839.18
A0000509,2023-04,11839.18,134550.82,73849.17,72540.83
A0000509,2023-05,72540.83,0.0,71815.08,725.75
A0000509,2023-06,725.75,210610.88,158034.32,53302.31
A0000509,2023-07,53302.31,49159.2,73575.8,28885.71
A0000509,2023-08,28885.71,154236.28,40097.01,143024.98
A0000509,2023-09,143024.98,0.0,23324.44,119700.54
A0000509,2023-10,119700.54,0.0,98950.14,20750.4
A0000509,2023-11,20750.4,289170.89,221434.35,88486.94
A0000509,2023-12,88486.94,19039.65,101592.31,5934.28
A0000509,2024-01,5934.28,54075.15,28161.85,31847.58
A0000509,2024-02,31847.58,183189.92,95871.56,119165.94
A0000509,2024-03,119165.94,429402.47,107367.33,441201.08
A0000509,2024-04,441201.08,64214.74,118704.16,386711.66
A0000509,2024-05,386711.66,315585.32,224142.39,478154.59
A0000509,2024-06,478154.59,52701.5,46724.15,484131.94
A0000509,2024-07,484131.94,169357.44,44565.83,608923.55
A0000509,2024-08,608923.55,146233.06,270611.14,484545.47
A0000509,2024-09,484545.47,213413.03,174189.22,523769.28
A0000509,2024-10,523769.28,116241.21,148902.05,491108.44
A0000509,2024-11,491108.44,106898.48,60924.56,537082.36
A0000509,2024-12,537082.36,37362.93,142115.85,432329.44
A0000509,2025-01,432329.44,11421.83,144746.01,299005.26
A0000509,2025-02,299005.26,882093.69,115405.47,1065693.48
A0000509,2025-03,1065693.48,8354.61,141945.83,932102.26
A0000509,2025-04,932102.26,21385.18,129362.93,824124.51
A0000509,2025-05,824124.51,0.0,37646.32,786478.19
A0000509,2025-06,786478.19,110584.27,356450.54,540611.92
A0000509,2025-07,540611.92,93849.76,157501.68,476960.0
A0000509,2025-08,476960.0,282669.65,466077.93,293551.72
A0000509,2025-09,293551.72,153217.08,183775.33,262993.47
A0000509,2025-10,262993.47,105244.13,50635.31,317602.29
A0000509,2025-11,317602.29,90018.18,238901.89,168718.58
A0000509,2025-12,168718.58,22122.51,133471.99,57369.1
A0000509,2026-01,57369.1,173888.97,48804.46,182453.61
A0000509,2026-02,182453.61,60634.74,65512.42,177575.93
A0000509,2026-03,177575.93,154510.14,52430.19,279655.88
A0000509,2026-04,279655.88,95238.28,199921.42,174972.74
A0000509,2026-05,174972.74,231626.08,129406.04,277192.78
A0000509,2026-06,277192.78,121732.61,116350.25,282575.14
A0000509,2026-07,282575.14,66318.31,221118.55,127774.9
A0000509,2026-08,127774.9,156123.58,127618.17,156280.31
A0000509,2026-09,156280.31,167199.57,106334.25,217145.63
A0000509,2026-10,217145.63,49334.53,65909.79,200570.37
A0000509,2026-11,200570.37,385570.58,47997.88,538143.07
A0000509,2026-12,538143.07,60142.83,509616.33,88669.57
A0000807,2021-01,34233.84,26250.04,47364.1,13119.78
A0000807,2021-02,13119.78,31728.57,41401.61,3446.74
A0000807,2021-03,3446.74,45094.81,26360.91,22180.64
A0000807,2021-04,22180.64,46523.19,45721.61,22982.22
A0000807,2021-05,22982.22,26447.09,19415.76,30013.55
A0000807,2021-06,30013.55,0.0,17935.4,12078.15
A0000807,2021-07,12078.15,82129.39,43711.01,50496.53
A0000807,2021-08,50496.53,23803.3,7171.22,67128.61
A0000807,2021-09,67128.61,4139.82,67806.67,3461.76
A0000807,2021-10,3461.76,17861.11,9456.96,11865.91
A0000807,2021-11,11865.91,0.0,9657.54,2208.37
A0000807,2021-12,2208.37,57527.39,9562.56,50173.2
