bank_id,bank_name,year,revenue,operating_costs,net_income,total_assets,total_deposits,total_loans,equity,reporting_currency
B005,Banco Nación,2021,91794299.51,47820701.53,31132556.39,1724462188.55,1178436453.15,693406998.73,164539488.51,USD
B005,Banco Nación,2022,105816824.77,57740485.63,-19406233.71,1874226941.36,1196184479.76,837563587.96,193344948.99,USD
B005,Banco Nación,2023,97790352.27,53583968.27,28594700.92,1953611031.74,1279674723.66,828912844.25,214282452.78,USD
B005,Banco Nación,2024,111062705.66,61337097.92,29497202.13,2136204149.73,1340933678.31,960103141.39,213638491.71,USD
B005,Banco Nación,2025,128735504.41,70510642.26,54362797.02,2289737997.29,1515274450.96,916093952.02,218660205.99,USD
B005,Banco Nación,2026,154270621.66,81747187.06,42051622.5,2536199514.95,1724024022.98,963755815.68,228257956.35,USD
B006,Itaú Uruguay,2021,351557731.82,226300572.04,41150467.9,5351831895.31,3218211609.43,2638040325.07,570780314.04,USD
B006,Itaú Uruguay,2022,398900923.29,237902715.27,80705329.6,5733413178.15,3343192082.82,2527319528.37,797781427.59,USD
B006,Itaú Uruguay,2023,377790439.08,225515578.84,121107715.48,6275302401.34,3845523944.41,2978388127.68,769155526.9,USD
B006,Itaú Uruguay,2024,430015126.33,238205897.87,144941732.49,6606703111.54,3887661078.07,3331204108.74,1027823723.99,USD
B006,Itaú Uruguay,2025,462678523.86,287327241.04,88511035.7,6998168041.86,4158096110.03,3223820049.56,897712137.39,USD
B006,Itaú Uruguay,2026,406243434.02,226061830.26,152101683.5,7365527705.93,4354542761.2,3607595424.12,987292224.65,USD
B007,Santander Uruguay,2021,201532657.13,118679352.25,65896044.81,3747900241.05,2488708267.05,1649076106.06,299832019.28,USD
B007,Santander Uruguay,2022,172754378.46,99559810.07,33582312.53,3935145723.49,2604385881.22,1731464118.34,314811657.88,USD
B007,Santander Uruguay,2023,179921159.6,101166825.42,14422783.5,4013794996.86,2660447681.01,1766069798.62,338182969.58,USD
B007,Santander Uruguay,2024,169429379.98,98296342.99,26409047.25,4053743829.7,2708623463.53,1816411948.76,324299506.38,USD
B007,Santander Uruguay,2025,179355920.0,101518546.13,42802607.67,4483898000.11,3233919412.55,2038403514.59,439298681.87,USD
B007,Santander Uruguay,2026,227436068.9,119229615.74,78032456.66,4865574495.63,3307858424.96,2263845106.7,456521051.84,USD
B008,Banque Heritage Uruguay,2021,70773298.81,38414887.68,20433673.23,1548778314.65,794185699.37,491639781.56,273441307.09,USD
B008,Banque Heritage Uruguay,2022,88069803.75,46404363.42,28073471.11,1569443867.41,839350883.7,449247732.69,247619930.37,USD
B008,Banque Heritage Uruguay,2023,84295350.95,44078403.27,26189467.41,1702329320.9,887005689.43,551697987.6,325288237.18,USD
B008,Banque Heritage Uruguay,2024,85182465.72,47577611.4,28805896.63,1681746797.89,846055249.42,573666793.32,313188376.84,USD
B008,Banque Heritage Uruguay,2025,100190260.78,51086277.44,32874725.24,1630218596.64,809627554.92,515048094.09,251783896.37,USD
B008,Banque Heritage Uruguay,2026,102340975.82,53203090.29,30087346.06,1692393317.07,875969169.71,538946665.65,278177259.1,USD
B009,Citibank Uruguay,2021,74195665.44,48227182.53,14209279.1,1771383355.08,1139471121.69,730191558.3,194720967.98,USD
B009,Citibank Uruguay,2022,76017493.47,47394710.67,18699028.91,1844011712.76,1167434278.41,788048156.35,206149145.3,USD
B009,Citibank Uruguay,2023,92254068.19,57703592.89,23372482.24,1969590709.44,1234065124.81,909222072.11,241584999.1,USD
B009,Citibank Uruguay,2024,81338279.52,52694076.81,14479809.79,1982047468.8,1308125988.02,893159046.76,232679825.45,USD
B009,Citibank Uruguay,2025,82992917.91,50160599.57,17156452.95,1983648812.9,1270524622.99,815912043.59,235722754.53,USD
B009,Citibank Uruguay,2026,86377389.43,54159572.43,18550133.81,2048827049.53,1374525255.08,876023365.81,258968909.64,USD
B010,HSBC Uruguay,2021,204510834.47,114227329.34,67007268.77,3556369809.31,2114829802.02,1208387109.74,355636980.93,USD
B010,HSBC Uruguay,2022,224090108.24,115698969.33,53765612.06,3825129056.82,2426530417.13,1335194334.99,510765198.55,USD
B010,HSBC Uruguay,2023,213333872.39,119583110.3,53412878.72,3774564719.96,2403786537.28,1293327791.8,377456472.0,USD
B010,HSBC Uruguay,2024,203436789.03,110178279.13,-26919930.16,3891961589.37,2560497372.15,1297652896.27,464269017.11,USD
B010,HSBC Uruguay,2025,177497334.7,99981245.66,31832536.77,3725890985.07,2424215799.07,1268792189.14,401946777.53,USD
B010,BTG Pactual Uruguay,2026,220128106.55,117165848.45,64446884.64,3546076997.54,2290242976.84,1108793528.69,354607699.75,USD
B011,Scotiabank Uruguay,2021,438900140.02,258263410.35,128710455.89,7510380084.09,5971433675.1,4457593416.15,694695844.54,USD
B011,Scotiabank Uruguay,2022,498638129.96,312244618.08,107018585.87,7778734117.88,5993293920.84,4538668864.4,749235070.51,USD
B011,Scotiabank Uruguay,2023,533202584.71,333335274.9,120077055.62,7942821587.74,5975827836.77,4450397799.04,962529539.21,USD
B011,Scotiabank Uruguay,2024,562253864.81,342706008.02,136890450.23,8601293351.85,6296000148.44,4836748360.47,894726734.3,USD
B011,Scotiabank Uruguay,2025,541822119.7,340372722.28,112594014.84,8756838066.2,6614627390.06,4914909050.21,842667072.33,USD
B011,Scotiabank Uruguay,2026,521715606.24,299012468.31,163865126.45,8995539463.28,6759933799.79,5398194525.97,865137522.56,USD
B101,JPMorgan Chase,2021,16051100912.05,9951682565.47,3639020711.9,345527130865.02,176273672583.93,89619083924.73,37329444288.47,USD
B101,JPMorgan Chase,2022,15108541598.75,9367295791.23,4204520922.09,359407983040.09,201691627612.15,106135802750.15,38211919654.34,USD
B101,JPMorgan Chase,2023,14262989036.96,8566992347.46,2511298771.14,366379012481.5,178410514249.96,98479717254.52,35627527598.73,USD
B101,JPMorgan Chase,2024,14136519912.69,8764642345.87,2887128438.55,363949375148.93,192542510004.03,104242997225.18,37791818882.68,USD
B101,JPMorgan Chase,2025,17127008361.22,10586866638.97,2812926463.89,361434860750.43,189661674389.72,105908119605.57,40150867283.89,USD
B101,JPMorgan Chase,2026,16822390159.84,10388913109.35,4629063112.71,374233948691.25,187455646335.66,117815803313.81,39743622148.1,USD
B102,Citibank International,2021,6815047146.4,3314693454.77,2150407370.38,178438709063.35,108328675512.11,81457293308.86,14856341259.55,USD
B102,Citibank International,2022,6245759297.49,3104347047.26,1782120454.74,193873303457.18,119847267325.86,89270101818.92,13719974654.8,USD
B102,Citibank International,2023,6812824705.8,3536367221.54,2666791910.63,192516090942.17,119767415245.92,92407723652.24,14485620843.66,USD
B102,Citibank International,2024,6647010591.29,3679589372.85,1625724601.79,201662329956.28,122908680945.81,93110963723.89,17159989685.06,USD
B102,Citibank International,2025,7868014008.63,4101601755.76,3110871545.29,219597473975.22,131532521143.09,105406787508.11,19863039750.56,USD
B102,Citibank International,2026,7886082828.36,3973436528.85,2713842165.64,246484000409.79,155155250070.33,114911442285.0,23120352799.83,USD
B103,Bank of America,2021,123961610.41,62345576.0,38944151.65,2473929379.28,1211860877.76,798486720.34,358977855.57,USD
B103,Bank of America,2022,119022552.76,58100930.32,39307262.64,2876051475.87,1582244249.57,872598890.22,350222568.3,USD
B103,Bank of America,2023,124743712.0,64051321.0,45119853.9,3058111275.68,1611104129.14,1046823623.98,519878916.87,USD
B103,Bank of America,2024,134261088.16,74952755.54,30941430.43,3284725621.15,1766106534.49,1121105886.17,496601123.06,USD
B103,Bank of America,2025,124346371.16,70081500.51,20642714.72,3272272925.26,1648799500.24,1014394671.45,421663125.01,USD
B103,Bank of America,2026,117403443.42,61679148.59,40199037.35,3089564300.51,1734157775.43,919462581.2,428913414.33,USD
B104,Deutsche Bank,2021,1946957480.75,882839918.96,820997247.03,55186134820.33,22823055520.83,23970632510.86,3863029437.42,USD
B104,Deutsche Bank,2022,2061571781.68,824628712.67,891994950.16,54916844530.02,23558335191.42,22645213994.82,3844179117.1,USD
B104,Deutsche Bank,2023,1937850524.38,801039539.58,788304220.62,51347018044.75,20781208789.44,23525624137.3,3594291263.13,USD
B104,Deutsche Bank,2024,1464986061.24,585994424.49,424230038.85,54939877311.06,23775172035.89,25107953982.59,4187695792.46,USD
B104,Deutsche Bank,2025,1970461533.27,788184613.31,739507980.94,58589774934.92,24187781079.53,25196823956.6,4863635782.75,USD
B104,Deutsche Bank,2026,2305890580.99,990082950.79,1123289845.22,61182497435.51,23797842118.38,27880768167.65,4466768672.27,USD
B105,BNP Paribas,2021,9957698456.39,5166993881.22,2438668139.96,183754460661.73,102711956079.23,78964166329.44,21811941166.44,USD
B105,BNP Paribas,2022,11238187591.47,6030719215.69,2446485964.99,204330683481.19,113181285940.99,90861231288.89,19028559692.81,USD
B105,BNP Paribas,2023,10165282113.91,5259495990.96,3445992050.26,210341225864.97,124751332351.16,88332040846.0,22052949005.7,USD
B105,BNP Paribas,2024,12241095257.15,7027350550.46,3234772623.07,222565368311.87,133539220987.12,92252540248.92,22126298142.18,USD
B105,BNP Paribas,2025,11225375223.94,6248627333.15,3020636450.15,208202072994.38,113091656782.93,79328564700.31,21289165579.03,USD
B105,BNP Paribas,2026,9519194346.76,5132349563.98,1857182505.84,201689622760.54,117760890182.64,82599809726.84,19327837123.08,USD
B106,UBS,2021,13096417593.77,6082156972.42,4414505993.74,225626835208.39,126527743074.37,59493701259.94,19811004523.11,USD
B106,UBS,2022,13879492459.32,6133742960.19,6854889561.95,230241572940.46,116651826594.11,64804696787.87,18665425077.57,USD
B106,UBS,2023,14346037264.7,7168092212.8,4196426502.9,234653057654.13,130265083520.45,63560441322.54,18772244612.33,USD
B106,UBS,2024,15037049945.65,7354485785.26,5437338267.47,250327281351.94,128120405646.69,66438575144.71,20026182508.16,USD
B106,UBS,2025,15207203898.51,7814350009.6,4897560364.79,270266586411.83,146647395850.12,73544666636.47,22000590982.66,USD
B106,UBS,2026,13995839612.12,6362315454.49,4804028893.23,265370643355.53,144084888651.35,81371613509.97,21229651468.44,USD
B107,HSBC International,2021,2330766930.98,1089722461.36,749525176.0,57716258119.94,33970500064.71,13274739367.59,4040138068.4,USD
B107,HSBC International,2022,2234921890.86,1037126886.8,888372133.12,59518219945.46,33653759893.72,13689190587.46,4933719753.44,USD
B107,HSBC International,2023,2757269962.95,1281985646.17,829209070.89,62866431332.14,37177808656.41,14459279206.39,5791016905.7,USD
B107,HSBC International,2024,2587899707.35,1290015897.55,1087091181.37,64587736358.23,35718325655.75,16506709823.55,6952943623.12,USD
B107,HSBC International,2025,2667582090.33,1264943158.06,927935080.66,68082652503.62,38565638805.86,17321531800.59,7265305115.53,USD
B107,HSBC International,2026,2763143953.03,1330003922.6,979577588.15,75209115252.82,40297256205.57,17298096508.15,7008740842.58,USD
