bank_id,bank_name,year,market_weight,latent_competitive_state,long_run_anchor,persistence,macro_effect,systemic_shock_effect,bank_shock_effect,persistent_strategic_effect,idiosyncratic_innovation,is_bank_shock,is_systemic_shock,world_seed
B004,BBVA Uruguay,2022,0.09877665078550742,-2.3084977020966186,0.10101010101010102,0.8846789852146891,0.014619977350080927,-0.0,0.0,0.0,0.021549354934698627,False,False,3165889979
B011,Scotiabank Uruguay,2022,0.09304791164437086,-2.368244411372791,0.09090909090909091,0.8944977622747151,0.01439629437122352,-0.0,0.0,0.0,-0.005106560586379004,False,False,3165889979
B000,BTYT,2022,0.061165707816594445,-2.7877722481579843,0.05050505050505051,0.9251517948881038,0.016032509840784845,-0.0,0.0,0.0,-0.012073952451232396,False,False,3165889979
B009,Citibank Uruguay,2022,0.04615698591097897,-3.069310627326634,0.04040404040404041,0.9359677252744311,0.027144973649816787,-0.0,0.0,0.0,0.049209688518109765,False,False,3165889979
B002,BHU,2022,0.0336876540567237,-3.3842275290674992,0.030303030303030304,0.9118183528126623,-0.00039532414164988633,-0.0,0.0,0.0,0.02546956769089688,False,False,3165889979
B010,HSBC Uruguay,2022,0.03375026257689208,-3.3823707534943144,0.030303030303030304,0.8954900829326596,0.028150446651301963,-0.0,0.0,0.0,0.01170556415565677,False,False,3165889979
B005,Banco Nación,2022,0.027226049280208973,-3.5971847417078058,0.025252525252525256,0.8956278251120824,0.028394136509131387,-0.0,0.0,0.0,0.03068655448710463,False,False,3165889979
B008,Banque Heritage Uruguay,2022,0.01024661153567187,-4.574411881794141,0.020202020202020204,0.9339316506385813,0.025857334624411275,-0.0,0.0,0.0,0.01606273879226128,False,False,3165889979
B003,Bandes,2022,0.017703567925457693,-4.027592753863449,0.015151515151515152,0.8580889692296597,0.008656757644242001,-0.0,0.0,0.0,-0.06264221157275965,False,False,3165889979
B001,BROU,2023,0.3169683312986572,-1.1566927430253973,0.30303030303030304,0.9467351014366642,0.025194786696688287,-0.0,0.0,0.0,0.003253170741953876,False,False,3165889979
B007,Santander Uruguay,2023,0.1263226777439248,-2.0766550428239703,0.15151515151515152,0.9169223950520465,0.0060874626634938415,-0.0,0.0,-0.041016328950053624,-0.05281639411949254,False,False,3165889979
B006,Itaú Uruguay,2023,0.1395905111802747,-1.9767813941160461,0.14141414141414144,0.917159804955262,-0.0021116752150740293,-0.0,0.0,0.0,-0.01270594120406915,False,False,3165889979
B004,BBVA Uruguay,2023,0.09467086560114295,-2.3650883071950526,0.10101010101010102,0.8846789852146891,0.0037024219603706172,-0.0,0.0,0.0,-0.06213389007010137,False,False,3165889979
B011,Scotiabank Uruguay,2023,0.09319006850804108,-2.380853455705158,0.09090909090909091,0.8944977622747151,0.004504812446453035,-0.0,0.0,0.0,-0.013985624547939019,False,False,3165889979
B000,BTYT,2023,0.060590126569609,-2.811362658739312,0.05050505050505051,0.9251517948881038,0.0020459833217073994,-0.0,0.0,0.0,-0.0108232088665263,False,False,3165889979
B009,Citibank Uruguay,2023,0.044315507446053656,-3.1241599396344326,0.04040404040404041,0.9359677252744311,-0.007867798627261691,-0.0,0.0,0.0,-0.03804805972862665,False,False,3165889979
B002,BHU,2023,0.03396552134184956,-3.390148678736036,0.030303030303030304,0.9118183528126623,0.03946356400945832,-0.0,0.0,0.0,-0.0354836754748056,False,False,3165889979
B010,HSBC Uruguay,2023,0.036975064014552105,-3.3052508707579613,0.030303030303030304,0.8954900829326596,-0.01154943981899791,-0.0,0.1012798981868792,0.1012798981868792,-0.0006821472960263868,True,False,3165889979
B005,Banco Nación,2023,0.025981149535039584,-3.6581233534603292,0.025252525252525256,0.8956278251120824,-0.0068609024063266775,-0.0,0.0,0.0,-0.045556308198030845,False,False,3165889979
B008,Banque Heritage Uruguay,2023,0.01128184360783227,-4.492299937520502,0.020202020202020204,0.9339316506385813,-0.012014783586593606,-0.0,0.0,0.0,0.04969977906299759,False,False,3165889979
B003,Bandes,2023,0.016148333153023067,-4.133677776643165,0.015151515151515152,0.8580889692296597,0.011680144578352753,-0.0,0.0,0.0,-0.0947667835691703,False,False,3165889979
B001,BROU,2024,0.32286655090199,-1.1807244239088106,0.30303030303030304,0.9467351014366642,0.004521195408459707,-0.026842793053150557,0.0,0.0,0.0002729543107549152,False,True,3165889979
B007,Santander Uruguay,2024,0.11996222585569329,-2.1707865979660794,0.15151515151515152,0.9169223950520465,-0.009984804353969551,-0.034512162496907854,0.0,-0.024209540886614082,-0.0411753478539374,False,True,3165889979
B006,Itaú Uruguay,2024,0.13463882946235436,-2.0553676506452065,0.14141414141414144,0.917159804955262,-0.017810493014236657,-0.03221135166378067,0.0,0.0,-0.030280767381002372,False,True,3165889979
B004,BBVA Uruguay,2024,0.09223724119165992,-2.4335995401672994,0.10101010101010102,0.8846789852146891,-0.011322364316841414,-0.034512162496907854,0.0,0.0,-0.031043655177060616,False,True,3165889979
B011,Scotiabank Uruguay,2024,0.10072611550745224,-2.345558400858748,0.09090909090909091,0.8944977622747151,-0.008543161263711192,-0.03527909944128359,0.0,0.0,0.08091526538964432,False,True,3165889979
B000,BTYT,2024,0.05883388453550712,-2.883245550120355,0.05050505050505051,0.9251517948881038,-0.015434886112312316,-0.039880721107537966,0.0,0.0,-0.003519799014549109,False,True,3165889979
B009,Citibank Uruguay,2024,0.04370433085984823,-3.180516305121798,0.04040404040404041,0.9359677252744311,-0.01930087431681183,-0.030677477775029206,0.0,0.0,-0.000956685677816009,False,True,3165889979
B002,BHU,2024,0.03584692912827675,-3.3787056021849025,0.030303030303030304,0.9118183528126623,0.02773444519819059,-0.030677477775029206,0.0,0.0,0.02376501060014799,False,True,3165889979
B010,HSBC Uruguay,2024,0.037517835332901366,-3.3331470778695027,0.030303030303030304,0.8954900829326596,-0.02708747001022837,-0.030677477775029206,0.0,0.06733433037837223,-0.017477368820135016,False,True,3165889979
B005,Banco Nación,2024,0.026179640327491906,-3.692981484715491,0.025252525252525256,0.8956278251120824,-0.029043085003410615,-0.03221135166378067,0.0,0.0,0.028557411116934404,False,True,3165889979
B008,Banque Heritage Uruguay,2024,0.01054857560520798,-4.601972669574645,0.020202020202020204,0.9339316506385813,-0.022718621746384945,-0.026842793053150557,0.0,0.0,-0.11817741988289283,False,True,3165889979
B003,Bandes,2024,0.016937841291616625,-4.1284132581617285,0.015151515151515152,0.8580889692296597,0.0016531738406106334,-0.04218153194066516,0.09748251356153205,0.09748251356153205,-0.04374588812310686,True,True,3165889979
B001,BROU,2025,0.3248599121238498,-1.1626701821723955,0.30303030303030304,0.9467351014366642,-0.005701633856003269,-0.0,0.0,0.0,0.024458868097334014,False,False,3165889979
B007,Santander Uruguay,2025,0.12317973593452063,-2.13241967543897,0.15151515151515152,0.9169223950520465,-0.004605544834703996,-0.0,0.0,-0.014289476531513743,0.03369141929277463,False,False,3165889979
B006,Itaú Uruguay,2025,0.13285981540416789,-2.056769679123914,0.14141414141414144,0.917159804955262,-0.005956760256472292,-0.0,0.0,0.0,-0.0036717245708058916,False,False,3165889979
B004,BBVA Uruguay,2025,0.09770729203340185,-2.3640880387107273,0.10101010101010102,0.8846789852146891,-0.004221743480233068,-0.0,0.0,0.0,0.05746551100769016,False,False,3165889979
B011,Scotiabank Uruguay,2025,0.09943513104108305,-2.346558749741612,0.09090909090909091,0.8944977622747151,-0.002827375669075943,-0.0,0.0,0.0,0.007348683891383913,False,False,3165889979
B000,BTYT,2025,0.05791556020277825,-2.8870781407770907,0.05050505050505051,0.9251517948881038,-0.004778161548950338,-0.0,0.0,0.0,0.0086127506407341,False,False,3165889979
B009,Citibank Uruguay,2025,0.04049515703963684,-3.2448818442648326,0.04040404040404041,0.9359677252744311,-0.008552904222503235,-0.0,0.0,0.0,-0.053999933480244136,False,False,3165889979
B002,BHU,2025,0.0338034064785455,-3.4255026511593405,0.030303030303030304,0.9118183528126623,0.005156917054580467,-0.0,0.0,0.0,-0.04156599521767352,False,False,3165889979
B010,HSBC Uruguay,2025,0.03654633375702395,-3.34748335839965,0.030303030303030304,0.8954900829326596,-0.012445443156595671,-0.0,0.0,0.04476615921491072,-0.029584205995661698,False,False,3165889979
B005,Banco Nación,2025,0.024491322163660286,-3.7477453745525846,0.025252525252525256,0.8956278251120824,-0.019628143280252554,-0.0,0.0,0.0,-0.036612859823566,False,False,3165889979
B008,Banque Heritage Uruguay,2025,0.010885650423161784,-4.558618784977532,0.020202020202020204,0.9339316506385813,-0.010020992754752645,-0.0,0.0,0.0,0.007127032798872861,False,False,3165889979
B003,Bandes,2025,0.01782068339817025,-4.06570446058594,0.015151515151515152,0.8580889692296597,0.0007142367649925123,-0.0,0.0,0.05712463800952563,0.013560764902413076,False,False,3165889979
B001,BROU,2026,0.32482822468545036,-1.1888249050703115,0.30303030303030304,0.9467351014366642,-0.022811123483830083,-0.0,0.0,0.0,-0.0016789495544417582,False,False,3165889979
B007,Santander Uruguay,2026,0.1210138784906648,-2.1762161709551107,0.15151515151515152,0.9169223950520465,-0.01820387104536177,-0.0,0.0,-0.008434242536899249,-0.037541474501656076,False,False,3165889979
B006,Itaú Uruguay,2026,0.13289932306456984,-2.082529536108066,0.14141414141414144,0.917159804955262,-0.017487435123213123,-0.0,0.0,0.0,-0.016615022522143977,False,False,3165889979
B004,BBVA Uruguay,2026,0.09973704739623974,-2.369584211570083,0.10101010101010102,0.8846789852146891,-0.016893872640234005,-0.0,0.0,0.0,0.0031461027389859835,False,False,3165889979
B011,Scotiabank Uruguay,2026,0.09816238585350746,-2.385498302376111,0.09090909090909091,0.8944977622747151,-0.014463148667557608,-0.0,0.0,0.0,-0.019060285907418012,False,False,3165889979
B000,BTYT,2026,0.05678514831903677,-2.9328465899638463,0.05050505050505051,0.9251517948881038,-0.020031935911328423,-0.0,0.0,0.0,-0.018356196058492962,False,False,3165889979
B009,Citibank Uruguay,2026,0.04067423641877832,-3.266526528056119,0.04040404040404041,0.9359677252744311,-0.003142620238471722,-0.0,0.0,0.0,-0.02081083399779393,False,False,3165889979
B002,BHU,2026,0.03273281653899449,-3.4837432696912116,0.030303030303030304,0.9118183528126623,-0.02017796552768631,-0.0,0.0,0.0,-0.031801323054912206,False,False,3165889979
B010,BTG Pactual Uruguay,2026,0.03880861983027874,-3.3134790257150493,0.030303030303030304,0.8954900829326596,-0.006368262135250042,-0.0,0.0,0.029762069357393103,0.02618503256599873,False,False,3165889979
B005,Banco Nación,2026,0.025885244267984366,-3.71844832127357,0.025252525252525256,0.8956278251120824,-0.004460187036414522,-0.0,0.0,0.0,0.026564300761084375,False,False,3165889979
B008,Banque Heritage Uruguay,2026,0.01187181873254521,-4.497953990421078,0.020202020202020204,0.9339316506385813,-0.0012536942121563837,-0.0,0.0,0.0,0.01853496380935381,False,False,3165889979
B003,Bandes,2026,0.016601256401949864,-4.162643028881624,0.015151515151515152,0.8580889692296597,-0.010114025645568129,-0.0,0.0,0.033474970520323694,-0.1027096009669467,False,False,3165889979
