shock_id,scope_type,scope_value,exposure_multiplier
ES004,REGION,METROPOLITAN,0.89790366
ES004,REGION,EAST,1.05514452
ES004,REGION,NORTH,1.03713642
ES004,REGION,CENTER,0.9850796
ES004,REGION,LITORAL,0.79269848
ES004,SECTOR,HOUSEHOLD,1.08945418
ES004,SECTOR,RETAIL_SERVICES,1.03755093
ES004,SECTOR,TOURISM,0.88608724
ES004,SECTOR,AGRICULTURE,0.92033697
ES004,SECTOR,TRADE_IMPORT,1.06920604
ES004,SECTOR,TRADE_EXPORT,0.99449914
ES004,SECTOR,SME_GENERAL,1.12316297
ES004,PRODUCT_GROUP,DEPOSITS,1.10343249
ES004,PRODUCT_GROUP,CARDS,0.90686025
ES004,PRODUCT_GROUP,PERSONAL_CREDIT,0.9576844
ES004,PRODUCT_GROUP,MORTGAGES,1.18244912
ES004,PRODUCT_GROUP,SME_CREDIT,1.05725512
ES004,PRODUCT_GROUP,AGRICULTURAL_CREDIT,0.94308615
ES004,PRODUCT_GROUP,BUSINESS_CREDIT_LINES,1.00039093
ES004,TRANSMISSION,transaction_activity,0.17789258
ES004,TRANSMISSION,transaction_amount,0.10731033
ES004,TRANSMISSION,cash_preference,0.0
ES004,TRANSMISSION,digital_preference,0.02028315
ES004,TRANSMISSION,deposit_growth,0.11681602
ES004,TRANSMISSION,deposit_withdrawal_pressure,-0.05286817
ES004,TRANSMISSION,loan_demand,0.13214487
ES004,TRANSMISSION,payment_stress,-0.08993062
ES004,TRANSMISSION,delinquency_entry,-0.0746133
ES004,TRANSMISSION,cure_probability,0.05991997
ES004,TRANSMISSION,branch_operating_cost,0.03899052
ES004,TRANSMISSION,business_activity,0.24112032
ES004,TRANSMISSION,interest_rate_pressure,0.0
ES004,TRANSMISSION,usd_preference,0.0
ES005,REGION,MONTEVIDEO,0.463851
ES005,REGION,METROPOLITAN,0.33230611
ES005,REGION,EAST,0.3676589
ES005,REGION,NORTH,0.43273229
ES005,REGION,CENTER,0.34785204
ES005,REGION,LITORAL,1.50462345
ES005,SECTOR,HOUSEHOLD,1.1089335
ES005,SECTOR,RETAIL_SERVICES,1.06052749
ES005,SECTOR,TOURISM,0.87711953
ES005,SECTOR,AGRICULTURE,0.9890782
ES005,SECTOR,TRADE_IMPORT,0.98610386
ES005,SECTOR,TRADE_EXPORT,1.01030465
ES005,SECTOR,SME_GENERAL,0.97358891
ES005,PRODUCT_GROUP,DEPOSITS,1.08402886
ES005,PRODUCT_GROUP,CARDS,0.92956497
ES005,PRODUCT_GROUP,PERSONAL_CREDIT,1.02402217
ES005,PRODUCT_GROUP,MORTGAGES,1.00778978
ES005,PRODUCT_GROUP,SME_CREDIT,0.96640966
ES005,PRODUCT_GROUP,AGRICULTURAL_CREDIT,1.05623158
ES005,PRODUCT_GROUP,BUSINESS_CREDIT_LINES,0.91513672
ES005,TRANSMISSION,transaction_activity,-0.11601993
ES005,TRANSMISSION,transaction_amount,-0.05337515
ES005,TRANSMISSION,cash_preference,0.0755162
ES005,TRANSMISSION,digital_preference,-0.08816814
ES005,TRANSMISSION,deposit_growth,0.0
ES005,TRANSMISSION,deposit_withdrawal_pressure,0.06800025
ES005,TRANSMISSION,loan_demand,0.0
ES005,TRANSMISSION,payment_stress,0.0
ES005,TRANSMISSION,delinquency_entry,0.0
ES005,TRANSMISSION,cure_probability,0.0
ES005,TRANSMISSION,branch_operating_cost,0.14767595
ES005,TRANSMISSION,business_activity,-0.0992746
ES005,TRANSMISSION,interest_rate_pressure,0.0
ES005,TRANSMISSION,usd_preference,0.0
ES006,REGION,MONTEVIDEO,0.32662501
ES006,REGION,METROPOLITAN,1.3801203
ES006,REGION,EAST,0.36979101
ES006,REGION,NORTH,0.35360794
ES006,REGION,CENTER,0.29851259
ES006,REGION,LITORAL,0.35071635
ES006,SECTOR,HOUSEHOLD,0.95628425
ES006,SECTOR,RETAIL_SERVICES,0.92364688
ES006,SECTOR,TOURISM,0.94588191
ES006,SECTOR,AGRICULTURE,0.96166303
ES006,SECTOR,TRADE_IMPORT,0.9263236
ES006,SECTOR,TRADE_EXPORT,1.05071413
ES006,SECTOR,SME_GENERAL,0.99906296
ES006,PRODUCT_GROUP,DEPOSITS,1.11801827
ES006,PRODUCT_GROUP,CARDS,0.88310488
ES006,PRODUCT_GROUP,PERSONAL_CREDIT,0.99703545
ES006,PRODUCT_GROUP,MORTGAGES,1.09690529
ES006,PRODUCT_GROUP,SME_CREDIT,1.10958363
ES006,PRODUCT_GROUP,AGRICULTURAL_CREDIT,0.97952133
ES006,PRODUCT_GROUP,BUSINESS_CREDIT_LINES,1.04364408
ES006,TRANSMISSION,transaction_activity,-0.11710651
ES006,TRANSMISSION,transaction_amount,-0.04705655
ES006,TRANSMISSION,cash_preference,0.08140728
ES006,TRANSMISSION,digital_preference,-0.08651683
ES006,TRANSMISSION,deposit_growth,0.0
ES006,TRANSMISSION,deposit_withdrawal_pressure,0.05688458
ES006,TRANSMISSION,loan_demand,0.0
ES006,TRANSMISSION,payment_stress,0.0
ES006,TRANSMISSION,delinquency_entry,0.0
ES006,TRANSMISSION,cure_probability,0.0
ES006,TRANSMISSION,branch_operating_cost,0.15171248
ES006,TRANSMISSION,business_activity,-0.12007508
ES006,TRANSMISSION,interest_rate_pressure,0.0
ES006,TRANSMISSION,usd_preference,0.0
ES007,REGION,MONTEVIDEO,0.4240613
ES007,REGION,METROPOLITAN,1.01331554
ES007,REGION,EAST,1.24359849
ES007,REGION,NORTH,1.18234197
ES007,REGION,CENTER,1.47189252
ES007,REGION,LITORAL,1.17527191
ES007,SECTOR,HOUSEHOLD,0.34794068
ES007,SECTOR,RETAIL_SERVICES,0.37897085
ES007,SECTOR,TOURISM,0.09536763
ES007,SECTOR,AGRICULTURE,0.63312326
ES007,SECTOR,TRADE_IMPORT,0.36756051
ES007,SECTOR,TRADE_EXPORT,1.50483706
ES007,SECTOR,SME_GENERAL,0.35999092
ES007,PRODUCT_GROUP,DEPOSITS,1.12029009
ES007,PRODUCT_GROUP,CARDS,0.99979317
ES007,PRODUCT_GROUP,PERSONAL_CREDIT,0.94128095
ES007,PRODUCT_GROUP,MORTGAGES,1.09383148
ES007,PRODUCT_GROUP,SME_CREDIT,1.03461281
ES007,PRODUCT_GROUP,AGRICULTURAL_CREDIT,2.24081398
ES007,PRODUCT_GROUP,BUSINESS_CREDIT_LINES,0.91372403
ES007,TRANSMISSION,transaction_activity,0.08524859
ES007,TRANSMISSION,transaction_amount,0.10699288
ES007,TRANSMISSION,cash_preference,0.0
ES007,TRANSMISSION,digital_preference,0.0
ES007,TRANSMISSION,deposit_growth,0.13374213
ES007,TRANSMISSION,deposit_withdrawal_pressure,-0.0655065
ES007,TRANSMISSION,loan_demand,0.09097451
ES007,TRANSMISSION,payment_stress,-0.1375407
ES007,TRANSMISSION,delinquency_entry,-0.09434502
ES007,TRANSMISSION,cure_probability,0.082003
ES007,TRANSMISSION,branch_operating_cost,0.0
ES007,TRANSMISSION,business_activity,0.19524279
ES007,TRANSMISSION,interest_rate_pressure,0.0
ES007,TRANSMISSION,usd_preference,0.04154318
