idio_event_id,customer_id,agent_type,region,sector,event_type,event_name,direction,start_month,end_month,recovery_end_month,duration_months,recovery_months,raw_magnitude,mediated_share,residual_idiosyncratic_intensity,shared_stress_at_start,shared_positive_at_start,realized_probability
IE0000011,C0004869,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-02,2021-09,2,7,1.01778957,0.17109834,-0.84364746,0.0,0.0,0.0025350486
IE0000012,C0005963,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-03,2021-08,3,5,0.75162228,0.04528617,-0.71758419,0.0,0.0,0.0025350486
IE0000013,C0006415,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-04,2021-08,4,4,0.84063837,0.20468802,-0.66856977,0.0,0.0,0.0025350486
IE0000014,C0006512,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-05,2021-12,5,7,0.79691026,0.20637399,-0.63244872,0.0,0.0,0.0025350486
IE0000015,C0007261,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-08,2021-10,8,2,0.79459087,0.06360063,-0.74405439,0.0,0.0,0.0025350486
IE0000016,C0007965,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-08,2021-10,8,2,0.60909747,0.11878119,-0.53674815,0.0,0.0,0.0025350486
IE0000017,C0007984,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-06,2022-02,6,8,0.86410591,0.18932788,-0.70050657,0.0,0.0,0.0025350486
IE0000018,C0008634,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-05,2021-12,5,7,0.79098866,0.11109879,-0.70311077,0.0,0.0,0.0025350486
IE0000019,C0008953,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-04,2021-12,4,8,0.76956991,0.21973179,-0.60047093,0.0,0.0,0.0025350486
IE0000020,C0009046,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-05,2021-08,5,3,0.7699228,0.24124642,-0.58418168,0.0,0.0,0.0025350486
IE0000021,C0009328,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-08,2021-12,8,4,0.25,0.17669816,-0.20582546,0.0,0.0,0.0025350486
IE0000022,C0009900,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-06,2021-08,6,2,0.93507826,0.14351486,-0.80088063,0.0,0.0,0.0025350486
IE0000023,C0009984,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-04,2021-12,4,8,0.93783101,0.14908037,-0.79801882,0.0,0.0,0.0025350486
IE0000024,C0010200,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-06,2021-08,6,2,0.90075141,0.19699433,-0.72330849,0.0,0.0,0.0025350486
IE0000025,C0010626,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-06,2021-08,6,2,0.71821952,0.11010053,-0.63914317,0.0,0.0,0.0025350486
IE0000026,C0011181,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-08,2022-02,8,6,0.68429418,0.11300078,-0.60696841,0.0,0.0,0.0025350486
IE0000027,C0011721,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-02,2021-05,2,3,0.7702811,0.14590031,-0.65789685,0.0,0.0,0.0025350486
IE0000028,C0011825,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-03,2021-05,3,2,0.82640662,0.24393705,-0.62481543,0.0,0.0,0.0025350486
IE0000029,C0011888,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-03,2021-09,3,6,0.80518606,0.20715138,-0.63839066,0.0,0.0,0.0025350486
IE0000030,C0011948,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-08,2021-12,8,4,0.57515039,0.06072947,-0.54022182,0.0,0.0,0.0025350486
IE0000031,C0012597,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-03,2021-05,3,2,0.6162782,0.10579892,-0.55107663,0.0,0.0,0.0025350486
IE0000032,C0012726,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-03,2021-09,3,6,0.53170974,0.12061741,-0.46757629,0.0,0.0,0.0025350486
IE0000033,C0012970,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-06,2021-08,6,2,0.95683375,0.07380151,-0.88621798,0.0,0.0,0.0025350486
IE0000034,C0013203,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-05,2021-10,5,5,0.81277287,0.17409913,-0.67126982,0.0,0.0,0.0025350486
IE0000035,C0013384,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-05,2021-09,5,4,0.91994353,0.21056155,-0.7262388,0.0,0.0,0.0025350486
IE0000036,C0014449,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-03,2021-11,3,8,0.74600351,0.14964708,-0.63436627,0.0,0.0,0.0025350486
IE0000037,C0014949,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-05,2021-10,5,5,0.66550242,0.21469242,-0.52262409,0.0,0.0,0.0025350486
IE0000038,C0015283,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-02,2021-07,2,5,0.38529353,0.13142022,-0.33465817,0.0,0.0,0.0025350486
IE0000039,C0017522,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-08,2021-11,8,3,0.33645178,0.09726185,-0.30372786,0.0,0.0,0.0025350486
IE0000040,C0017920,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-06,2021-09,6,3,0.44151112,0.22299786,-0.34305508,0.0,0.0,0.0025350486
IE0000041,C0019179,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-05,2021-11,5,6,0.52683966,0.19806994,-0.42248856,0.0,0.0,0.0025350486
IE0000042,C0019720,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-01,2021-06,2022-02,6,8,0.83294682,0.21100955,-0.65718709,0.0,0.0,0.0025350486
IE0000043,C0000248,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2021-11,6,4,0.80177954,0.20093614,-0.64067305,0.0,0.0,0.0025350486
IE0000044,C0000465,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-08,2021-10,7,2,0.37272386,0.17662501,-0.3068915,0.0,0.0,0.0025350486
IE0000045,C0000857,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2021-09,6,2,0.36472386,0.06510453,-0.34097868,0.0,0.0,0.0025350486
IE0000046,C0001961,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2022-01,4,8,0.56688626,0.1793554,-0.46521215,0.0,0.0,0.0025350486
IE0000047,C0002028,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-06,2021-11,5,5,0.47372302,0.06211095,-0.44429963,0.0,0.0,0.0025350486
IE0000048,C0002439,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-04,2021-06,3,2,0.58204223,0.15928323,-0.48933266,0.0,0.0,0.0025350486
IE0000049,C0003604,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2022-04,8,7,0.67282066,0.23801931,-0.51267635,0.0,0.0,0.0025350486
IE0000050,C0003620,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-04,2021-12,3,8,0.98519294,0.2184327,-0.76999459,0.0,0.0,0.0025350486
IE0000051,C0003804,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2021-08,4,3,0.89896354,0.15733982,-0.75752077,0.0,0.0,0.0025350486
IE0000052,C0004886,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2022-02,6,7,0.62239495,0.12802784,-0.54271106,0.0,0.0,0.0025350486
IE0000053,C0005598,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2021-12,8,3,0.54891909,0.23946747,-0.41747083,0.0,0.0,0.0025350486
IE0000054,C0005671,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-08,2022-02,7,6,0.73624599,0.14879771,-0.62669427,0.0,0.0,0.0025350486
IE0000055,C0006028,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-06,2022-02,5,8,1.00682424,0.17369678,-0.83194211,0.0,0.0,0.0025350486
IE0000056,C0006449,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2021-07,4,2,0.5746603,0.17503392,-0.47407525,0.0,0.0,0.0025350486
IE0000057,C0007360,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2022-03,8,6,0.98604114,0.16334111,-0.82498009,0.0,0.0,0.0025350486
IE0000058,C0008420,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2022-01,4,8,0.81543396,0.10450959,-0.73021329,0.0,0.0,0.0025350486
IE0000059,C0008512,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2021-12,8,3,0.75596644,0.19173855,-0.61101853,0.0,0.0,0.0025350486
IE0000060,C0008523,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-06,2021-10,5,4,0.7232089,0.0880128,-0.65955726,0.0,0.0,0.0025350486
IE0000061,C0008782,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-06,2021-08,5,2,0.43365552,0.16227363,-0.36328467,0.0,0.0,0.0025350486
IE0000062,C0008896,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2021-12,6,5,1.02053017,0.05764824,-0.9616984,0.0,0.0,0.0025350486
IE0000063,C0009205,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2022-05,8,8,0.76830145,0.13816141,-0.66215184,0.0,0.0,0.0025350486
IE0000064,C0009542,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2021-10,6,3,1.10338425,0.16851861,-0.91744346,0.0,0.0,0.0025350486
IE0000065,C0009634,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2021-12,4,7,1.04593407,0.09032055,-0.95146473,0.0,0.0,0.0025350486
IE0000066,C0009663,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-06,2021-10,5,4,0.70627735,0.17449087,-0.58303841,0.0,0.0,0.0025350486
IE0000067,C0010363,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2022-01,4,8,0.87496759,0.1340472,-0.75768063,0.0,0.0,0.0025350486
IE0000068,C0010366,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2021-12,4,7,0.65603852,0.13782071,-0.56562283,0.0,0.0,0.0025350486
IE0000069,C0010754,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2022-04,8,7,0.9671222,0.11760196,-0.85338673,0.0,0.0,0.0025350486
IE0000070,C0011485,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-03,2021-09,2,6,0.86987077,0.18101432,-0.71241171,0.0,0.0,0.0025350486
IE0000071,C0011907,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-04,2021-06,3,2,0.92477716,0.14337839,-0.79218411,0.0,0.0,0.0025350486
IE0000072,C0011932,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2022-04,8,7,0.80609875,0.19749005,-0.64690226,0.0,0.0,0.0025350486
IE0000073,C0012144,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2021-10,4,5,0.78285339,0.18118629,-0.64101109,0.0,0.0,0.0025350486
IE0000074,C0013653,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2022-02,6,7,0.69463336,0.17586995,-0.57246823,0.0,0.0,0.0025350486
IE0000075,C0014125,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2021-09,6,2,1.15263533,0.10419925,-1.03253159,0.0,0.0,0.0025350486
IE0000076,C0014146,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-06,2021-09,5,3,0.98470883,0.14835645,-0.83862092,0.0,0.0,0.0025350486
IE0000077,C0015038,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2021-11,4,6,0.82902924,0.19517301,-0.66722511,0.0,0.0,0.0025350486
IE0000078,C0016772,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-09,2022-02,8,5,0.47992792,0.16991919,-0.39837896,0.0,0.0,0.0025350486
IE0000079,C0016893,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2022-02,6,7,0.7025695,0.1243209,-0.61522543,0.0,0.0,0.0025350486
IE0000080,C0017133,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-05,2021-09,4,4,1.1009912,0.17943966,-0.90342972,0.0,0.0,0.0025350486
IE0000081,C0017150,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-04,2021-09,3,5,0.62317963,0.15454453,-0.52687063,0.0,0.0,0.0025350486
IE0000082,C0017658,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-02,2021-07,2021-11,6,4,1.03198499,0.17346107,-0.85297577,0.0,0.0,0.0025350486
IE0000083,C0000269,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-10,2022-03,8,5,0.75152891,0.08429658,-0.68817759,0.0,0.0,0.0025350486
IE0000084,C0000691,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-06,2021-08,4,2,0.94415047,0.171322,-0.78239673,0.0,0.0,0.0025350486
IE0000085,C0001332,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-05,2021-08,3,3,0.7072354,0.04697614,-0.67401221,0.0,0.0,0.0025350486
IE0000086,C0001457,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-07,2021-12,5,5,0.58000085,0.12418136,-0.50797556,0.0,0.0,0.0025350486
IE0000087,C0002683,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-08,2021-10,6,2,1.03966045,0.08574047,-0.95051947,0.0,0.0,0.0025350486
IE0000088,C0003929,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-08,2022-03,6,7,0.64440785,0.21392418,-0.50655343,0.0,0.0,0.0025350486
IE0000089,C0003979,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-10,2022-01,8,3,0.64735314,0.22576696,-0.50120219,0.0,0.0,0.0025350486
IE0000090,C0004259,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-09,2022-05,7,8,0.90229727,0.1565033,-0.76108477,0.0,0.0,0.0025350486
IE0000091,C0004365,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-07,2022-01,5,6,0.81266415,0.26109508,-0.60048154,0.0,0.0,0.0025350486
IE0000092,C0005078,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-07,2021-09,5,2,1.06958993,0.18517926,-0.87152406,0.0,0.0,0.0025350486
IE0000093,C0005192,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-06,2021-12,4,6,0.6779241,0.12206586,-0.59517271,0.0,0.0,0.0025350486
IE0000094,C0006020,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-07,2021-11,5,4,1.00235547,0.15815092,-0.84383203,0.0,0.0,0.0025350486
IE0000095,C0006026,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-04,2021-09,2,5,0.87467973,0.17135758,-0.72479673,0.0,0.0,0.0025350486
IE0000096,C0006204,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-09,2022-01,7,4,0.547657,0.18293733,-0.44747009,0.0,0.0,0.0025350486
IE0000097,C0006275,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-04,2021-10,2,6,0.70538904,0.19488021,-0.56792267,0.0,0.0,0.0025350486
IE0000098,C0007221,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-10,2022-06,8,8,0.61691413,0.11644436,-0.54507796,0.0,0.0,0.0025350486
IE0000099,C0008023,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-04,2021-06,2,2,0.63168069,0.17235263,-0.52280886,0.0,0.0,0.0025350486
IE0000100,C0008075,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-05,2022-01,3,8,0.34624049,0.18207199,-0.28319979,0.0,0.0,0.0025350486
IE0000101,C0009449,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-09,2022-02,7,5,0.44573469,0.17380742,-0.36826269,0.0,0.0,0.0025350486
IE0000102,C0009491,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-06,2022-02,4,8,0.7837668,0.23606127,-0.59874982,0.0,0.0,0.0025350486
IE0000103,C0010380,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-08,2022-04,6,8,0.96034717,0.20890016,-0.7597305,0.0,0.0,0.0025350486
IE0000104,C0010812,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-08,2022-01,6,5,0.50291779,0.12609261,-0.43950357,0.0,0.0,0.0025350486
IE0000105,C0013062,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-04,2021-09,2,5,0.84869158,0.14497745,-0.72565044,0.0,0.0,0.0025350486
IE0000106,C0013206,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-09,2022-03,7,6,0.41202208,0.13247325,-0.35744018,0.0,0.0,0.0025350486
IE0000107,C0013534,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-05,2021-11,3,6,0.92596915,0.19533413,-0.74509577,0.0,0.0,0.0025350486
IE0000108,C0013638,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-06,2022-01,4,7,0.59120135,0.16607464,-0.4930178,0.0,0.0,0.0025350486
IE0000109,C0013718,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-05,2021-11,3,6,0.81108964,0.1547262,-0.68559283,0.0,0.0,0.0025350486
IE0000110,C0014185,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-07,2021-12,5,5,0.35190271,0.20608857,-0.27937959,0.0,0.0,0.0025350486
IE0000111,C0015628,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-07,2022-03,5,8,1.09361549,0.15114165,-0.92832464,0.0,0.0,0.0025350486
IE0000112,C0015908,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-07,2021-11,5,4,0.66368779,0.14496167,-0.5674785,0.0,0.0,0.0025350486
IE0000113,C0015973,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-08,2022-02,6,6,0.77875007,0.08043431,-0.71611185,0.0,0.0,0.0025350486
IE0000114,C0017079,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-04,2021-09,2,5,0.32866735,0.16747293,-0.27362447,0.0,0.0,0.0025350486
IE0000115,C0018497,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-10,2022-06,8,8,0.53168896,0.19104003,-0.43011508,0.0,0.0,0.0025350486
IE0000116,C0018775,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-08,2021-11,6,3,0.7659332,0.07928396,-0.70520698,0.0,0.0,0.0025350486
IE0000117,C0018897,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-08,2022-02,6,6,0.780985,0.15401845,-0.6606989,0.0,0.0,0.0025350486
IE0000118,C0019039,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-03,2021-04,2021-10,2,6,0.87509367,0.09073798,-0.79568944,0.0,0.0,0.0025350486
IE0000119,C0000365,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-04,2021-11,2022-03,8,4,1.07628073,0.15241943,-0.91223464,0.0,0.0,0.0025350486
IE0000120,C0001467,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-04,2021-06,2021-09,3,3,0.48360749,0.11333065,-0.42879993,0.0,0.0,0.0025350486
IE0000121,C0001575,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-04,2021-05,2021-12,2,7,1.2,0.193232,-0.9681216,0.0,0.0,0.0025350486
IE0000122,C0001812,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-04,2021-05,2021-10,2,5,0.9251793,0.12839372,-0.80639209,0.0,0.0,0.0025350486
IE0000123,C0002788,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-04,2021-07,2021-12,4,5,0.90243532,0.22473057,-0.69963052,0.0,0.0,0.0025350486
IE0000124,C0003748,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2021-04,2021-08,2021-12,5,4,0.5391491,0.1531145,-0.45659755,0.0,0.0,0.0025350486
