customer_id,agent_type,region,sector,resilience_score,vulnerability_score,resilience_band
C0000046,BUSINESS,CENTER,SME_GENERAL,0.29459176,0.70540824,VERY_LOW
C0000047,HOUSEHOLD,CENTER,HOUSEHOLD,0.41641122,0.58358878,LOW
C0000048,HOUSEHOLD,CENTER,HOUSEHOLD,0.82885412,0.17114588,VERY_HIGH
C0000049,HOUSEHOLD,CENTER,HOUSEHOLD,0.5000168,0.4999832,MEDIUM
C0000050,HOUSEHOLD,CENTER,HOUSEHOLD,0.49961498,0.50038502,MEDIUM
C0000051,HOUSEHOLD,CENTER,HOUSEHOLD,0.42644731,0.57355269,LOW
C0000052,HOUSEHOLD,CENTER,HOUSEHOLD,0.19566823,0.80433177,VERY_LOW
C0000053,HOUSEHOLD,CENTER,HOUSEHOLD,0.6261892,0.3738108,HIGH
C0000054,HOUSEHOLD,CENTER,HOUSEHOLD,0.43690092,0.56309908,LOW
C0000055,HOUSEHOLD,CENTER,HOUSEHOLD,0.37679579,0.62320421,LOW
C0000056,HOUSEHOLD,CENTER,HOUSEHOLD,0.17524949,0.82475051,VERY_LOW
C0000057,HOUSEHOLD,CENTER,HOUSEHOLD,0.27511385,0.72488615,VERY_LOW
C0000058,HOUSEHOLD,CENTER,HOUSEHOLD,0.3638038,0.6361962,LOW
C0000059,BUSINESS,CENTER,SME_GENERAL,0.40609149,0.59390851,LOW
C0000060,HOUSEHOLD,CENTER,HOUSEHOLD,0.52119823,0.47880177,MEDIUM
C0000061,HOUSEHOLD,CENTER,HOUSEHOLD,0.416127,0.583873,LOW
C0000062,HOUSEHOLD,CENTER,HOUSEHOLD,0.50608049,0.49391951,MEDIUM
C0000063,HOUSEHOLD,CENTER,HOUSEHOLD,0.31314397,0.68685603,LOW
C0000064,HOUSEHOLD,CENTER,HOUSEHOLD,0.4012312,0.5987688,LOW
C0000065,BUSINESS,CENTER,SME_GENERAL,0.39440046,0.60559954,LOW
C0000066,HOUSEHOLD,CENTER,HOUSEHOLD,0.62156643,0.37843357,HIGH
C0000067,HOUSEHOLD,CENTER,HOUSEHOLD,0.56190528,0.43809472,MEDIUM
C0000068,HOUSEHOLD,CENTER,HOUSEHOLD,0.52225303,0.47774697,MEDIUM
C0000069,BUSINESS,CENTER,SME_GENERAL,0.26652309,0.73347691,VERY_LOW
C0000070,HOUSEHOLD,CENTER,HOUSEHOLD,0.70005018,0.29994982,HIGH
C0000071,HOUSEHOLD,CENTER,HOUSEHOLD,0.65900016,0.34099984,HIGH
C0000072,HOUSEHOLD,CENTER,HOUSEHOLD,0.56412223,0.43587777,MEDIUM
C0000073,HOUSEHOLD,CENTER,HOUSEHOLD,0.67492071,0.32507929,HIGH
C0000074,HOUSEHOLD,CENTER,HOUSEHOLD,0.52105265,0.47894735,MEDIUM
C0000075,HOUSEHOLD,CENTER,HOUSEHOLD,0.63251403,0.36748597,HIGH
C0000076,HOUSEHOLD,CENTER,HOUSEHOLD,0.43647338,0.56352662,LOW
C0000077,HOUSEHOLD,CENTER,HOUSEHOLD,0.57429389,0.42570611,MEDIUM
C0000078,HOUSEHOLD,CENTER,HOUSEHOLD,0.60412992,0.39587008,HIGH
C0000079,HOUSEHOLD,CENTER,HOUSEHOLD,0.19385327,0.80614673,VERY_LOW
C0000080,HOUSEHOLD,CENTER,HOUSEHOLD,0.38955351,0.61044649,LOW
C0000081,HOUSEHOLD,CENTER,HOUSEHOLD,0.54768724,0.45231276,MEDIUM
C0000082,HOUSEHOLD,CENTER,HOUSEHOLD,0.68550212,0.31449788,HIGH
C0000083,HOUSEHOLD,CENTER,HOUSEHOLD,0.56798367,0.43201633,MEDIUM
C0000084,BUSINESS,CENTER,SME_GENERAL,0.4569667,0.5430333,MEDIUM
C0000085,HOUSEHOLD,CENTER,HOUSEHOLD,0.50657854,0.49342146,MEDIUM
C0000086,BUSINESS,CENTER,SME_GENERAL,0.22458893,0.77541107,VERY_LOW
C0000087,HOUSEHOLD,CENTER,HOUSEHOLD,0.50672339,0.49327661,MEDIUM
C0000088,HOUSEHOLD,CENTER,HOUSEHOLD,0.21338602,0.78661398,VERY_LOW
C0000089,BUSINESS,CENTER,SME_GENERAL,0.29870886,0.70129114,VERY_LOW
C0000090,HOUSEHOLD,CENTER,HOUSEHOLD,0.51986107,0.48013893,MEDIUM
C0000091,HOUSEHOLD,CENTER,HOUSEHOLD,0.5584973,0.4415027,MEDIUM
C0000092,HOUSEHOLD,CENTER,HOUSEHOLD,0.76174552,0.23825448,VERY_HIGH
C0000093,HOUSEHOLD,CENTER,HOUSEHOLD,0.51814134,0.48185866,MEDIUM
C0000094,HOUSEHOLD,CENTER,HOUSEHOLD,0.55907148,0.44092852,MEDIUM
C0000095,HOUSEHOLD,CENTER,HOUSEHOLD,0.49663858,0.50336142,MEDIUM
C0000096,HOUSEHOLD,CENTER,HOUSEHOLD,0.19274549,0.80725451,VERY_LOW
C0000097,HOUSEHOLD,CENTER,HOUSEHOLD,0.59541453,0.40458547,MEDIUM
C0000098,HOUSEHOLD,CENTER,HOUSEHOLD,0.61778634,0.38221366,HIGH
C0000099,HOUSEHOLD,CENTER,HOUSEHOLD,0.37313532,0.62686468,LOW
C0000100,HOUSEHOLD,CENTER,HOUSEHOLD,0.51292918,0.48707082,MEDIUM
C0000101,HOUSEHOLD,CENTER,HOUSEHOLD,0.730904,0.269096,HIGH
C0000102,HOUSEHOLD,CENTER,HOUSEHOLD,0.31812761,0.68187239,LOW
C0000103,HOUSEHOLD,CENTER,HOUSEHOLD,0.38754162,0.61245838,LOW
C0000104,BUSINESS,CENTER,SME_GENERAL,0.28498748,0.71501252,VERY_LOW
C0000105,HOUSEHOLD,CENTER,HOUSEHOLD,0.42033525,0.57966475,LOW
C0000106,HOUSEHOLD,CENTER,HOUSEHOLD,0.70820719,0.29179281,HIGH
C0000107,HOUSEHOLD,CENTER,HOUSEHOLD,0.64970972,0.35029028,HIGH
C0000108,HOUSEHOLD,CENTER,HOUSEHOLD,0.48475745,0.51524255,MEDIUM
C0000109,HOUSEHOLD,CENTER,HOUSEHOLD,0.58794607,0.41205393,MEDIUM
C0000110,BUSINESS,CENTER,SME_GENERAL,0.20150362,0.79849638,VERY_LOW
C0000111,HOUSEHOLD,CENTER,HOUSEHOLD,0.4477567,0.5522433,LOW
C0000112,HOUSEHOLD,CENTER,HOUSEHOLD,0.59632999,0.40367001,MEDIUM
C0000113,HOUSEHOLD,CENTER,HOUSEHOLD,0.33183136,0.66816864,LOW
C0000114,HOUSEHOLD,CENTER,HOUSEHOLD,0.69324924,0.30675076,HIGH
C0000115,HOUSEHOLD,CENTER,HOUSEHOLD,0.39577325,0.60422675,LOW
C0000116,BUSINESS,CENTER,SME_GENERAL,0.31887711,0.68112289,LOW
C0000117,BUSINESS,CENTER,SME_GENERAL,0.25486651,0.74513349,VERY_LOW
C0000118,BUSINESS,CENTER,SME_GENERAL,0.49391317,0.50608683,MEDIUM
C0000119,HOUSEHOLD,CENTER,HOUSEHOLD,0.45111992,0.54888008,MEDIUM
C0000120,HOUSEHOLD,CENTER,HOUSEHOLD,0.61570045,0.38429955,HIGH
C0000121,HOUSEHOLD,CENTER,HOUSEHOLD,0.54871738,0.45128262,MEDIUM
C0000122,HOUSEHOLD,CENTER,HOUSEHOLD,0.5566672,0.4433328,MEDIUM
C0000123,BUSINESS,CENTER,SME_GENERAL,0.27732406,0.72267594,VERY_LOW
C0000124,HOUSEHOLD,CENTER,HOUSEHOLD,0.46206612,0.53793388,MEDIUM
C0000125,HOUSEHOLD,CENTER,HOUSEHOLD,0.36878016,0.63121984,LOW
C0000126,HOUSEHOLD,CENTER,HOUSEHOLD,0.69695446,0.30304554,HIGH
C0000127,HOUSEHOLD,CENTER,HOUSEHOLD,0.67232503,0.32767497,HIGH
C0000128,HOUSEHOLD,CENTER,HOUSEHOLD,0.53822541,0.46177459,MEDIUM
C0000129,HOUSEHOLD,CENTER,HOUSEHOLD,0.63593443,0.36406557,HIGH
C0000130,HOUSEHOLD,CENTER,HOUSEHOLD,0.16371754,0.83628246,VERY_LOW
C0000131,BUSINESS,CENTER,SME_GENERAL,0.16363143,0.83636857,VERY_LOW
C0000132,HOUSEHOLD,CENTER,HOUSEHOLD,0.33671425,0.66328575,LOW
C0000133,HOUSEHOLD,CENTER,HOUSEHOLD,0.64572866,0.35427134,HIGH
C0000134,HOUSEHOLD,CENTER,HOUSEHOLD,0.6564615,0.3435385,HIGH
C0000135,HOUSEHOLD,CENTER,HOUSEHOLD,0.71379584,0.28620416,HIGH
C0000136,HOUSEHOLD,CENTER,HOUSEHOLD,0.60938667,0.39061333,HIGH
C0000137,HOUSEHOLD,CENTER,HOUSEHOLD,0.65460947,0.34539053,HIGH
C0000138,HOUSEHOLD,CENTER,HOUSEHOLD,0.13792931,0.86207069,VERY_LOW
C0000139,BUSINESS,CENTER,SME_GENERAL,0.3091027,0.6908973,LOW
C0000140,BUSINESS,CENTER,SME_GENERAL,0.24989284,0.75010716,VERY_LOW
C0000141,HOUSEHOLD,CENTER,HOUSEHOLD,0.4508442,0.5491558,MEDIUM
C0000142,HOUSEHOLD,CENTER,HOUSEHOLD,0.4986281,0.5013719,MEDIUM
C0000143,HOUSEHOLD,CENTER,HOUSEHOLD,0.49091425,0.50908575,MEDIUM
C0000144,HOUSEHOLD,CENTER,HOUSEHOLD,0.63711273,0.36288727,HIGH
C0000145,HOUSEHOLD,CENTER,HOUSEHOLD,0.48905919,0.51094081,MEDIUM
C0000146,HOUSEHOLD,CENTER,HOUSEHOLD,0.50118402,0.49881598,MEDIUM
C0000147,HOUSEHOLD,CENTER,HOUSEHOLD,0.52309491,0.47690509,MEDIUM
C0000148,HOUSEHOLD,CENTER,HOUSEHOLD,0.39913699,0.60086301,LOW
C0000149,HOUSEHOLD,CENTER,HOUSEHOLD,0.4744109,0.5255891,MEDIUM
C0000150,HOUSEHOLD,CENTER,HOUSEHOLD,0.18581157,0.81418843,VERY_LOW
C0000151,HOUSEHOLD,CENTER,HOUSEHOLD,0.40812337,0.59187663,LOW
C0000152,HOUSEHOLD,CENTER,HOUSEHOLD,0.61149817,0.38850183,HIGH
C0000153,HOUSEHOLD,CENTER,HOUSEHOLD,0.3655468,0.6344532,LOW
C0000154,HOUSEHOLD,CENTER,HOUSEHOLD,0.46075364,0.53924636,MEDIUM
C0000155,HOUSEHOLD,CENTER,HOUSEHOLD,0.58987142,0.41012858,MEDIUM
C0000156,HOUSEHOLD,CENTER,HOUSEHOLD,0.60944431,0.39055569,HIGH
C0000157,HOUSEHOLD,CENTER,HOUSEHOLD,0.61276053,0.38723947,HIGH
C0000158,HOUSEHOLD,CENTER,HOUSEHOLD,0.39791991,0.60208009,LOW
C0000159,HOUSEHOLD,CENTER,HOUSEHOLD,0.27545583,0.72454417,VERY_LOW
C0000160,HOUSEHOLD,CENTER,HOUSEHOLD,0.28676105,0.71323895,VERY_LOW
C0000161,HOUSEHOLD,CENTER,HOUSEHOLD,0.26575919,0.73424081,VERY_LOW
C0000162,HOUSEHOLD,CENTER,HOUSEHOLD,0.34623487,0.65376513,LOW
C0000163,HOUSEHOLD,CENTER,HOUSEHOLD,0.39663929,0.60336071,LOW
C0000164,HOUSEHOLD,CENTER,HOUSEHOLD,0.47721038,0.52278962,MEDIUM
C0000165,BUSINESS,CENTER,SME_GENERAL,0.25424263,0.74575737,VERY_LOW
C0000166,HOUSEHOLD,CENTER,HOUSEHOLD,0.54670133,0.45329867,MEDIUM
C0000167,BUSINESS,CENTER,SME_GENERAL,0.44799682,0.55200318,LOW
C0000168,BUSINESS,CENTER,SME_GENERAL,0.26108469,0.73891531,VERY_LOW
C0000169,HOUSEHOLD,CENTER,HOUSEHOLD,0.349804,0.650196,LOW
C0000170,HOUSEHOLD,CENTER,HOUSEHOLD,0.57323111,0.42676889,MEDIUM
C0000171,HOUSEHOLD,CENTER,HOUSEHOLD,0.52636636,0.47363364,MEDIUM
C0000172,HOUSEHOLD,CENTER,HOUSEHOLD,0.3241386,0.6758614,LOW
C0000173,HOUSEHOLD,CENTER,HOUSEHOLD,0.37964048,0.62035952,LOW
C0000174,HOUSEHOLD,CENTER,HOUSEHOLD,0.33858688,0.66141312,LOW
C0000175,HOUSEHOLD,CENTER,HOUSEHOLD,0.3089798,0.6910202,LOW
C0000176,HOUSEHOLD,CENTER,HOUSEHOLD,0.62806416,0.37193584,HIGH
C0000177,HOUSEHOLD,CENTER,HOUSEHOLD,0.52330286,0.47669714,MEDIUM
C0000178,BUSINESS,CENTER,SME_GENERAL,0.40857701,0.59142299,LOW
C0000179,BUSINESS,CENTER,SME_GENERAL,0.32371885,0.67628115,LOW
C0000180,HOUSEHOLD,CENTER,HOUSEHOLD,0.25324491,0.74675509,VERY_LOW
C0000181,HOUSEHOLD,CENTER,HOUSEHOLD,0.57366246,0.42633754,MEDIUM
C0000182,HOUSEHOLD,CENTER,HOUSEHOLD,0.35092756,0.64907244,LOW
C0000183,HOUSEHOLD,CENTER,HOUSEHOLD,0.42876856,0.57123144,LOW
C0000184,HOUSEHOLD,CENTER,HOUSEHOLD,0.59130504,0.40869496,MEDIUM
C0000185,HOUSEHOLD,CENTER,HOUSEHOLD,0.62269964,0.37730036,HIGH
C0000186,HOUSEHOLD,CENTER,HOUSEHOLD,0.58156391,0.41843609,MEDIUM
C0000187,HOUSEHOLD,CENTER,HOUSEHOLD,0.19939592,0.80060408,VERY_LOW
C0000188,HOUSEHOLD,CENTER,HOUSEHOLD,0.50076333,0.49923667,MEDIUM
C0000189,BUSINESS,CENTER,SME_GENERAL,0.44443855,0.55556145,LOW
C0000190,HOUSEHOLD,CENTER,HOUSEHOLD,0.41658705,0.58341295,LOW
C0000191,HOUSEHOLD,CENTER,HOUSEHOLD,0.54338149,0.45661851,MEDIUM
C0000192,HOUSEHOLD,CENTER,HOUSEHOLD,0.42827168,0.57172832,LOW
C0000193,HOUSEHOLD,CENTER,HOUSEHOLD,0.35482465,0.64517535,LOW
C0000194,HOUSEHOLD,CENTER,HOUSEHOLD,0.53503938,0.46496062,MEDIUM
C0000195,HOUSEHOLD,CENTER,HOUSEHOLD,0.23786855,0.76213145,VERY_LOW
C0000196,HOUSEHOLD,CENTER,HOUSEHOLD,0.60367362,0.39632638,HIGH
C0000197,HOUSEHOLD,CENTER,HOUSEHOLD,0.60926998,0.39073002,HIGH
C0000198,HOUSEHOLD,CENTER,HOUSEHOLD,0.36618293,0.63381707,LOW
C0000199,HOUSEHOLD,CENTER,HOUSEHOLD,0.39584448,0.60415552,LOW
C0000200,HOUSEHOLD,CENTER,HOUSEHOLD,0.61195524,0.38804476,HIGH
C0000201,HOUSEHOLD,CENTER,HOUSEHOLD,0.38698022,0.61301978,LOW
C0000202,HOUSEHOLD,CENTER,HOUSEHOLD,0.70596793,0.29403207,HIGH
C0000203,HOUSEHOLD,CENTER,HOUSEHOLD,0.2396273,0.7603727,VERY_LOW
C0000204,BUSINESS,CENTER,SME_GENERAL,0.2053783,0.7946217,VERY_LOW
C0000205,HOUSEHOLD,CENTER,HOUSEHOLD,0.41899427,0.58100573,LOW
C0000206,HOUSEHOLD,CENTER,HOUSEHOLD,0.19864435,0.80135565,VERY_LOW
C0000207,HOUSEHOLD,CENTER,HOUSEHOLD,0.59203594,0.40796406,MEDIUM
C0000208,HOUSEHOLD,CENTER,HOUSEHOLD,0.45766806,0.54233194,MEDIUM
C0000209,HOUSEHOLD,CENTER,HOUSEHOLD,0.27044042,0.72955958,VERY_LOW
C0000210,HOUSEHOLD,CENTER,HOUSEHOLD,0.26502157,0.73497843,VERY_LOW
C0000211,HOUSEHOLD,CENTER,HOUSEHOLD,0.4243842,0.5756158,LOW
C0000212,HOUSEHOLD,CENTER,HOUSEHOLD,0.48096414,0.51903586,MEDIUM
C0000213,HOUSEHOLD,CENTER,HOUSEHOLD,0.54614677,0.45385323,MEDIUM
C0000214,HOUSEHOLD,CENTER,HOUSEHOLD,0.22395024,0.77604976,VERY_LOW
C0000215,HOUSEHOLD,CENTER,HOUSEHOLD,0.33015495,0.66984505,LOW
C0000216,HOUSEHOLD,CENTER,HOUSEHOLD,0.66448699,0.33551301,HIGH
C0000217,HOUSEHOLD,CENTER,HOUSEHOLD,0.51074982,0.48925018,MEDIUM
C0000218,HOUSEHOLD,CENTER,HOUSEHOLD,0.49727953,0.50272047,MEDIUM
C0000219,HOUSEHOLD,CENTER,HOUSEHOLD,0.46845987,0.53154013,MEDIUM
C0000220,BUSINESS,CENTER,SME_GENERAL,0.54336711,0.45663289,MEDIUM
C0000221,HOUSEHOLD,CENTER,HOUSEHOLD,0.46085715,0.53914285,MEDIUM
C0000222,HOUSEHOLD,CENTER,HOUSEHOLD,0.3751648,0.6248352,LOW
C0000223,HOUSEHOLD,CENTER,HOUSEHOLD,0.43251608,0.56748392,LOW
C0000224,HOUSEHOLD,CENTER,HOUSEHOLD,0.4360711,0.5639289,LOW
C0000225,BUSINESS,CENTER,SME_GENERAL,0.43754801,0.56245199,LOW
C0000226,HOUSEHOLD,CENTER,HOUSEHOLD,0.52041998,0.47958002,MEDIUM
C0000227,HOUSEHOLD,CENTER,HOUSEHOLD,0.61767302,0.38232698,HIGH
C0000228,HOUSEHOLD,CENTER,HOUSEHOLD,0.4453011,0.5546989,LOW
C0000229,HOUSEHOLD,CENTER,HOUSEHOLD,0.62920789,0.37079211,HIGH
C0000230,HOUSEHOLD,CENTER,HOUSEHOLD,0.67051479,0.32948521,HIGH
C0000231,HOUSEHOLD,CENTER,HOUSEHOLD,0.59216357,0.40783643,MEDIUM
C0000232,HOUSEHOLD,CENTER,HOUSEHOLD,0.61800496,0.38199504,HIGH
C0000233,HOUSEHOLD,CENTER,HOUSEHOLD,0.54356731,0.45643269,MEDIUM
C0000234,HOUSEHOLD,CENTER,HOUSEHOLD,0.18702351,0.81297649,VERY_LOW
C0000235,HOUSEHOLD,CENTER,HOUSEHOLD,0.51689177,0.48310823,MEDIUM
C0000236,HOUSEHOLD,CENTER,HOUSEHOLD,0.55649611,0.44350389,MEDIUM
C0000237,BUSINESS,CENTER,SME_GENERAL,0.31037194,0.68962806,LOW
C0000238,HOUSEHOLD,CENTER,HOUSEHOLD,0.38298149,0.61701851,LOW
C0000239,HOUSEHOLD,CENTER,HOUSEHOLD,0.60052494,0.39947506,HIGH
C0000240,BUSINESS,CENTER,SME_GENERAL,0.48508975,0.51491025,MEDIUM
C0000241,HOUSEHOLD,CENTER,HOUSEHOLD,0.54117377,0.45882623,MEDIUM
C0000242,HOUSEHOLD,CENTER,HOUSEHOLD,0.60936877,0.39063123,HIGH
C0000243,HOUSEHOLD,CENTER,HOUSEHOLD,0.72864314,0.27135686,HIGH
C0000244,BUSINESS,CENTER,SME_GENERAL,0.24534237,0.75465763,VERY_LOW
C0000245,HOUSEHOLD,CENTER,HOUSEHOLD,0.38783752,0.61216248,LOW
C0000246,HOUSEHOLD,CENTER,HOUSEHOLD,0.57044662,0.42955338,MEDIUM
C0000247,HOUSEHOLD,CENTER,HOUSEHOLD,0.81256845,0.18743155,VERY_HIGH
C0000248,HOUSEHOLD,CENTER,HOUSEHOLD,0.76799225,0.23200775,VERY_HIGH
C0000249,HOUSEHOLD,CENTER,HOUSEHOLD,0.50356173,0.49643827,MEDIUM
C0000250,HOUSEHOLD,CENTER,HOUSEHOLD,0.47591226,0.52408774,MEDIUM
C0000251,HOUSEHOLD,CENTER,HOUSEHOLD,0.2090563,0.7909437,VERY_LOW
C0000252,BUSINESS,CENTER,SME_GENERAL,0.23959809,0.76040191,VERY_LOW
C0000253,HOUSEHOLD,CENTER,HOUSEHOLD,0.46240019,0.53759981,MEDIUM
C0000254,HOUSEHOLD,CENTER,HOUSEHOLD,0.17644614,0.82355386,VERY_LOW
C0000255,HOUSEHOLD,CENTER,HOUSEHOLD,0.2544654,0.7455346,VERY_LOW
C0000256,HOUSEHOLD,CENTER,HOUSEHOLD,0.68797785,0.31202215,HIGH
C0000257,HOUSEHOLD,CENTER,HOUSEHOLD,0.5748976,0.4251024,MEDIUM
C0000258,HOUSEHOLD,CENTER,HOUSEHOLD,0.73342804,0.26657196,HIGH
C0000259,HOUSEHOLD,CENTER,HOUSEHOLD,0.4809438,0.5190562,MEDIUM
C0000260,HOUSEHOLD,CENTER,HOUSEHOLD,0.4856304,0.5143696,MEDIUM
C0000261,HOUSEHOLD,CENTER,HOUSEHOLD,0.44018224,0.55981776,LOW
C0000262,HOUSEHOLD,CENTER,HOUSEHOLD,0.59477159,0.40522841,MEDIUM
C0000263,HOUSEHOLD,CENTER,HOUSEHOLD,0.44751248,0.55248752,LOW
C0000264,HOUSEHOLD,CENTER,HOUSEHOLD,0.60611173,0.39388827,HIGH
C0000265,HOUSEHOLD,CENTER,HOUSEHOLD,0.50101447,0.49898553,MEDIUM
C0000266,BUSINESS,CENTER,SME_GENERAL,0.18457019,0.81542981,VERY_LOW
C0000267,HOUSEHOLD,CENTER,HOUSEHOLD,0.52388209,0.47611791,MEDIUM
C0000268,HOUSEHOLD,CENTER,HOUSEHOLD,0.47596463,0.52403537,MEDIUM
C0000269,HOUSEHOLD,CENTER,HOUSEHOLD,0.73965674,0.26034326,HIGH
C0000270,HOUSEHOLD,CENTER,HOUSEHOLD,0.26853764,0.73146236,VERY_LOW
C0000271,BUSINESS,CENTER,SME_GENERAL,0.35941962,0.64058038,LOW
C0000272,HOUSEHOLD,CENTER,HOUSEHOLD,0.23335925,0.76664075,VERY_LOW
C0000273,HOUSEHOLD,CENTER,HOUSEHOLD,0.46008349,0.53991651,MEDIUM
C0000274,BUSINESS,CENTER,SME_GENERAL,0.17240809,0.82759191,VERY_LOW
C0000275,HOUSEHOLD,CENTER,HOUSEHOLD,0.24759625,0.75240375,VERY_LOW
C0000276,HOUSEHOLD,CENTER,HOUSEHOLD,0.44415144,0.55584856,LOW
C0000277,HOUSEHOLD,CENTER,HOUSEHOLD,0.46467638,0.53532362,MEDIUM
C0000278,HOUSEHOLD,CENTER,HOUSEHOLD,0.73527037,0.26472963,HIGH
C0000279,HOUSEHOLD,CENTER,HOUSEHOLD,0.19496656,0.80503344,VERY_LOW
C0000280,HOUSEHOLD,CENTER,HOUSEHOLD,0.2749001,0.7250999,VERY_LOW
C0000281,HOUSEHOLD,CENTER,HOUSEHOLD,0.34115709,0.65884291,LOW
C0000282,BUSINESS,CENTER,SME_GENERAL,0.24944252,0.75055748,VERY_LOW
C0000283,HOUSEHOLD,CENTER,HOUSEHOLD,0.25924538,0.74075462,VERY_LOW
C0000284,HOUSEHOLD,CENTER,HOUSEHOLD,0.4392866,0.5607134,LOW
C0000285,HOUSEHOLD,CENTER,HOUSEHOLD,0.46959605,0.53040395,MEDIUM
C0000286,HOUSEHOLD,CENTER,HOUSEHOLD,0.71668197,0.28331803,HIGH
C0000287,HOUSEHOLD,CENTER,HOUSEHOLD,0.3590315,0.6409685,LOW
C0000288,HOUSEHOLD,CENTER,HOUSEHOLD,0.56563984,0.43436016,MEDIUM
C0000289,HOUSEHOLD,CENTER,HOUSEHOLD,0.23471786,0.76528214,VERY_LOW
C0000290,HOUSEHOLD,CENTER,HOUSEHOLD,0.4255445,0.5744555,LOW
C0000291,HOUSEHOLD,CENTER,HOUSEHOLD,0.66190531,0.33809469,HIGH
C0000292,HOUSEHOLD,CENTER,HOUSEHOLD,0.74622181,0.25377819,HIGH
C0000293,BUSINESS,CENTER,SME_GENERAL,0.17473816,0.82526184,VERY_LOW
