account_id,customer_id,account_role
A0000402,C0000660,PAYROLL
A0014043,C0000660,SAVINGS
A0000403,C0000661,PRIMARY_TRANSACTIONAL
A0000404,C0000661,SAVINGS
A0000406,C0000669,PRIMARY_TRANSACTIONAL
A0000407,C0000669,USD_RESERVE
A0000408,C0000678,PRIMARY_TRANSACTIONAL
A0015302,C0000678,SAVINGS
A0000409,C0000687,PAYROLL
A0000411,C0000687,USD_RESERVE
A0014046,C0000687,SECONDARY
A0000416,C0000689,PAYROLL
A0016544,C0000689,PAYROLL
A0000417,C0000690,FIXED_TERM
A0000418,C0000690,PAYROLL
A0000420,C0000690,PAYROLL
A0000423,C0000693,PRIMARY_TRANSACTIONAL
A0000430,C0000703,PRIMARY_TRANSACTIONAL
A0000431,C0000703,USD_RESERVE
A0014047,C0000703,USD_RESERVE
A0000442,C0000711,PAYROLL
A0000443,C0000711,FIXED_TERM
A0000444,C0000711,FIXED_TERM
A0000445,C0000711,SECONDARY
A0000446,C0000711,FIXED_TERM
A0014048,C0000711,SAVINGS
A0000447,C0000712,SAVINGS
A0000448,C0000712,SAVINGS
A0000449,C0000712,PAYROLL
A0000450,C0000712,SAVINGS
A0000458,C0000720,PAYROLL
A0000459,C0000720,USD_RESERVE
A0000460,C0000728,BUSINESS_OPERATING
A0000461,C0000728,SECONDARY
A0000462,C0000728,SAVINGS
A0000463,C0000728,SECONDARY
A0000464,C0000728,SECONDARY
A0000465,C0000728,SECONDARY
A0000466,C0000728,USD_RESERVE
A0000467,C0000728,USD_RESERVE
A0000470,C0000730,SAVINGS
A0000471,C0000730,PAYROLL
A0000472,C0000731,PAYROLL
A0000473,C0000731,SECONDARY
A0000474,C0000731,SAVINGS
A0012888,C0000731,USD_RESERVE
A0012889,C0000731,FIXED_TERM
A0015306,C0000731,FIXED_TERM
A0000477,C0000739,SAVINGS
A0000478,C0000739,FIXED_TERM
A0014053,C0000739,PRIMARY_TRANSACTIONAL
A0016546,C0000739,USD_RESERVE
A0000480,C0000741,USD_RESERVE
A0000481,C0000741,SAVINGS
A0000482,C0000741,PAYROLL
A0012891,C0000741,FIXED_TERM
A0000485,C0000742,PAYROLL
A0000486,C0000743,SECONDARY
A0000487,C0000743,BUSINESS_OPERATING
A0015308,C0000743,USD_RESERVE
A0000488,C0000744,FIXED_TERM
A0016548,C0000744,PAYROLL
A0000490,C0000745,USD_RESERVE
A0000491,C0000745,SAVINGS
A0000492,C0000745,SAVINGS
A0000493,C0000745,USD_RESERVE
A0014055,C0000745,FIXED_TERM
A0019259,C0000745,PRIMARY_TRANSACTIONAL
A0000497,C0000760,PAYROLL
A0000498,C0000760,SAVINGS
A0019262,C0000760,FIXED_TERM
A0000500,C0000764,USD_RESERVE
A0000501,C0000764,PAYROLL
A0000502,C0000765,PRIMARY_TRANSACTIONAL
A0000503,C0000765,USD_RESERVE
A0000505,C0000766,USD_RESERVE
A0000506,C0000766,PAYROLL
A0019263,C0000766,SAVINGS
A0000507,C0000773,PRIMARY_TRANSACTIONAL
A0016550,C0000773,USD_RESERVE
A0000508,C0000780,PAYROLL
A0000509,C0000783,USD_RESERVE
A0014056,C0000783,PRIMARY_TRANSACTIONAL
A0017868,C0000783,USD_RESERVE
A0000512,C0000787,PRIMARY_TRANSACTIONAL
A0000513,C0000790,PRIMARY_TRANSACTIONAL
A0019266,C0000790,USD_RESERVE
A0000516,C0000802,SECONDARY
A0000517,C0000802,USD_RESERVE
A0000518,C0000802,USD_RESERVE
A0000519,C0000802,SAVINGS
A0000520,C0000802,PRIMARY_TRANSACTIONAL
A0000521,C0000802,SECONDARY
A0012893,C0000802,FIXED_TERM
A0000522,C0000808,PRIMARY_TRANSACTIONAL
A0000523,C0000819,PAYROLL
A0000524,C0000819,SAVINGS
A0000525,C0000819,PAYROLL
A0014058,C0000819,FIXED_TERM
A0000526,C0000821,PRIMARY_TRANSACTIONAL
A0017870,C0000821,USD_RESERVE
A0000527,C0000826,SAVINGS
A0000528,C0000826,PAYROLL
A0000529,C0000826,SAVINGS
A0017871,C0000826,SECONDARY
A0000533,C0000830,PRIMARY_TRANSACTIONAL
A0000534,C0000830,SAVINGS
A0000535,C0000835,USD_RESERVE
A0012895,C0000835,PRIMARY_TRANSACTIONAL
A0000539,C0000846,PRIMARY_TRANSACTIONAL
A0000541,C0000846,SAVINGS
A0000542,C0000846,USD_RESERVE
A0000547,C0000860,USD_RESERVE
A0014060,C0000860,PRIMARY_TRANSACTIONAL
A0019268,C0000860,SAVINGS
A0000550,C0000882,SECONDARY
A0015314,C0000882,PAYROLL
A0000551,C0000884,PRIMARY_TRANSACTIONAL
A0000552,C0000884,SAVINGS
A0000553,C0000884,USD_RESERVE
A0015315,C0000884,USD_RESERVE
A0000556,C0000886,SAVINGS
A0000557,C0000886,PRIMARY_TRANSACTIONAL
A0000558,C0000886,SAVINGS
A0014063,C0000886,SECONDARY
A0000578,C0000907,USD_RESERVE
A0000579,C0000907,PRIMARY_TRANSACTIONAL
A0016560,C0000907,FIXED_TERM
A0000585,C0000912,SAVINGS
A0000586,C0000912,SAVINGS
A0012902,C0000912,PAYROLL
A0000588,C0000925,USD_RESERVE
A0000592,C0000925,FIXED_TERM
A0000594,C0000925,USD_RESERVE
A0000595,C0000925,FIXED_TERM
A0000596,C0000925,USD_RESERVE
A0000597,C0000925,PRIMARY_TRANSACTIONAL
A0000598,C0000928,PAYROLL
A0000599,C0000929,USD_RESERVE
A0000600,C0000929,PRIMARY_TRANSACTIONAL
A0000601,C0000929,USD_RESERVE
A0000602,C0000929,SAVINGS
A0000603,C0000929,USD_RESERVE
A0000604,C0000929,SECONDARY
A0000607,C0000929,SAVINGS
A0000608,C0000930,PRIMARY_TRANSACTIONAL
A0015317,C0000930,USD_RESERVE
A0000610,C0000931,FIXED_TERM
A0015318,C0000931,PRIMARY_TRANSACTIONAL
A0000614,C0000933,USD_RESERVE
A0012903,C0000933,PRIMARY_TRANSACTIONAL
A0000615,C0000943,PAYROLL
A0000616,C0000943,SAVINGS
A0000617,C0000943,PAYROLL
A0000618,C0000943,SAVINGS
A0016562,C0000943,PAYROLL
A0000619,C0000945,USD_RESERVE
A0000620,C0000945,PRIMARY_TRANSACTIONAL
A0015320,C0000945,USD_RESERVE
A0000621,C0000949,USD_RESERVE
A0000622,C0000949,USD_RESERVE
A0000623,C0000949,PRIMARY_TRANSACTIONAL
A0014068,C0000949,USD_RESERVE
A0000626,C0000963,SAVINGS
A0016563,C0000963,PRIMARY_TRANSACTIONAL
A0000627,C0000965,PAYROLL
A0000629,C0000970,USD_RESERVE
A0000630,C0000970,PAYROLL
A0000636,C0000983,BUSINESS_OPERATING
A0000637,C0000983,FIXED_TERM
A0000638,C0000983,USD_RESERVE
A0014072,C0000983,SECONDARY
A0000640,C0000986,PAYROLL
A0000641,C0000986,FIXED_TERM
A0000643,C0000992,SAVINGS
A0014073,C0000992,FIXED_TERM
A0016567,C0000992,PAYROLL
A0000644,C0000993,PRIMARY_TRANSACTIONAL
A0000645,C0000993,SAVINGS
A0019277,C0000993,FIXED_TERM
A0000648,C0000997,PRIMARY_TRANSACTIONAL
A0000650,C0001002,PAYROLL
A0000651,C0001003,FIXED_TERM
A0000653,C0001005,PAYROLL
A0000654,C0001005,USD_RESERVE
A0000655,C0001010,SAVINGS
A0019281,C0001010,PRIMARY_TRANSACTIONAL
A0000657,C0001016,USD_RESERVE
A0012911,C0001016,PAYROLL
A0012912,C0001016,PAYROLL
A0000658,C0001023,PRIMARY_TRANSACTIONAL
A0000659,C0001024,PAYROLL
A0017881,C0001024,SECONDARY
A0000661,C0001031,PRIMARY_TRANSACTIONAL
A0000662,C0001034,SAVINGS
A0000663,C0001034,BUSINESS_OPERATING
A0000664,C0001035,PAYROLL
A0000665,C0001035,SAVINGS
A0016571,C0001035,PAYROLL
A0019283,C0001035,USD_RESERVE
A0000666,C0001040,PRIMARY_TRANSACTIONAL
A0000667,C0001041,SAVINGS
A0012914,C0001041,PAYROLL
A0015321,C0001041,SAVINGS
A0000670,C0001048,PRIMARY_TRANSACTIONAL
A0000677,C0001053,SECONDARY
A0019285,C0001053,PAYROLL
A0000678,C0001057,PRIMARY_TRANSACTIONAL
A0000679,C0001057,SAVINGS
A0019286,C0001057,SAVINGS
A0000681,C0001063,PRIMARY_TRANSACTIONAL
A0000682,C0001063,USD_RESERVE
A0000683,C0001063,SECONDARY
A0014075,C0001063,SAVINGS
A0000685,C0001064,SAVINGS
A0000686,C0001064,USD_RESERVE
A0000687,C0001064,PRIMARY_TRANSACTIONAL
A0000688,C0001064,SAVINGS
A0000689,C0001068,PAYROLL
A0000690,C0001069,PRIMARY_TRANSACTIONAL
A0000691,C0001069,SAVINGS
A0000693,C0001074,BUSINESS_OPERATING
A0000694,C0001080,PRIMARY_TRANSACTIONAL
A0000695,C0001080,SAVINGS
A0000697,C0001086,USD_RESERVE
A0014078,C0001086,PRIMARY_TRANSACTIONAL
A0000700,C0001097,USD_RESERVE
A0000701,C0001097,SAVINGS
A0000702,C0001097,PRIMARY_TRANSACTIONAL
A0000703,C0001097,SAVINGS
A0012919,C0001097,SAVINGS
A0000704,C0001098,FIXED_TERM
A0015323,C0001098,PAYROLL
A0019289,C0001098,FIXED_TERM
A0000705,C0001106,USD_RESERVE
A0000706,C0001106,PRIMARY_TRANSACTIONAL
A0015324,C0001106,FIXED_TERM
A0000710,C0001121,SECONDARY
A0000711,C0001121,SAVINGS
A0000712,C0001121,SAVINGS
A0000713,C0001121,BUSINESS_OPERATING
A0000714,C0001121,USD_RESERVE
A0000715,C0001121,SECONDARY
A0000717,C0001121,FIXED_TERM
A0000718,C0001127,PRIMARY_TRANSACTIONAL
A0000719,C0001127,FIXED_TERM
A0000720,C0001128,SAVINGS
A0014083,C0001128,PAYROLL
A0014084,C0001128,SECONDARY
A0000729,C0001142,SECONDARY
A0000730,C0001142,PAYROLL
A0000731,C0001142,SAVINGS
A0000732,C0001144,FIXED_TERM
A0000741,C0001151,PAYROLL
A0000742,C0001151,SAVINGS
A0016581,C0001151,PAYROLL
A0000746,C0001155,PAYROLL
A0000749,C0001170,PRIMARY_TRANSACTIONAL
A0012924,C0001170,USD_RESERVE
A0000750,C0001171,SAVINGS
A0012925,C0001171,SAVINGS
A0012926,C0001171,PAYROLL
A0015326,C0001171,PAYROLL
A0000751,C0001174,PAYROLL
A0000752,C0001174,PAYROLL
A0000753,C0001174,SAVINGS
A0000754,C0001174,FIXED_TERM
A0000755,C0001175,SAVINGS
A0000756,C0001175,PAYROLL
A0000758,C0001184,PRIMARY_TRANSACTIONAL
A0000760,C0001184,USD_RESERVE
A0012927,C0001184,USD_RESERVE
A0000761,C0001186,SECONDARY
A0000762,C0001186,PAYROLL
A0000773,C0001192,PRIMARY_TRANSACTIONAL
A0000775,C0001196,PAYROLL
A0000776,C0001196,SAVINGS
A0017890,C0001196,SAVINGS
A0000778,C0001198,SECONDARY
A0000779,C0001198,FIXED_TERM
A0000780,C0001198,PAYROLL
A0000781,C0001209,PAYROLL
A0000782,C0001209,PAYROLL
A0000783,C0001209,SAVINGS
A0000784,C0001217,USD_RESERVE
A0000785,C0001217,PAYROLL
A0000786,C0001218,PAYROLL
A0000787,C0001218,PAYROLL
A0000788,C0001222,PAYROLL
A0000789,C0001222,PAYROLL
A0000790,C0001222,PAYROLL
A0000791,C0001222,SECONDARY
A0000792,C0001222,USD_RESERVE
A0000793,C0001224,PRIMARY_TRANSACTIONAL
A0016582,C0001224,USD_RESERVE
A0000794,C0001229,PAYROLL
A0000795,C0001229,SAVINGS
A0000796,C0001229,FIXED_TERM
A0000811,C0001245,USD_RESERVE
A0012929,C0001245,PRIMARY_TRANSACTIONAL
A0000814,C0001251,PAYROLL
A0000815,C0001251,FIXED_TERM
A0000816,C0001251,USD_RESERVE
A0000817,C0001256,PRIMARY_TRANSACTIONAL
A0000818,C0001256,SAVINGS
A0012931,C0001256,SAVINGS
A0000821,C0001266,PAYROLL
A0000823,C0001268,FIXED_TERM
A0017895,C0001268,PRIMARY_TRANSACTIONAL
A0000830,C0001284,SAVINGS
A0014093,C0001284,PAYROLL
A0017896,C0001284,SECONDARY
A0000833,C0001300,SAVINGS
A0000836,C0001300,BUSINESS_OPERATING
A0000837,C0001300,SAVINGS
A0019307,C0001300,SECONDARY
A0000838,C0001302,PAYROLL
A0000839,C0001303,PRIMARY_TRANSACTIONAL
A0000840,C0001303,USD_RESERVE
A0000842,C0001307,PAYROLL
A0000843,C0001309,PRIMARY_TRANSACTIONAL
A0000844,C0001312,SAVINGS
A0000845,C0001312,FIXED_TERM
A0000846,C0001312,PAYROLL
A0000847,C0001314,PAYROLL
A0000848,C0001314,PAYROLL
A0000849,C0001314,PAYROLL
A0000850,C0001314,SAVINGS
A0000851,C0001314,PAYROLL
A0000853,C0001314,USD_RESERVE
A0000854,C0001315,USD_RESERVE
A0000855,C0001315,PAYROLL
A0000856,C0001315,PAYROLL
A0000859,C0001317,PRIMARY_TRANSACTIONAL
A0014095,C0001317,USD_RESERVE
A0000860,C0001320,PAYROLL
A0000861,C0001320,SECONDARY
A0000862,C0001320,SAVINGS
A0000864,C0001320,PAYROLL
A0000865,C0001321,PAYROLL
A0000866,C0001321,USD_RESERVE
A0000867,C0001322,PAYROLL
A0000869,C0001322,SECONDARY
A0000870,C0001322,SECONDARY
A0000871,C0001322,PAYROLL
A0000874,C0001329,PRIMARY_TRANSACTIONAL
A0016584,C0001329,USD_RESERVE
A0000875,C0001331,PAYROLL
A0000876,C0001331,PAYROLL
A0000881,C0001334,PAYROLL
A0000882,C0001334,SAVINGS
A0000883,C0001334,PAYROLL
A0000884,C0001335,SECONDARY
A0000885,C0001335,PAYROLL
A0015332,C0001335,SAVINGS
A0000886,C0001337,PAYROLL
A0000887,C0001337,SAVINGS
A0012935,C0001337,SAVINGS
A0019308,C0001337,SAVINGS
A0000888,C0001343,PAYROLL
A0000890,C0001343,PAYROLL
A0017898,C0001343,SECONDARY
A0000891,C0001347,PRIMARY_TRANSACTIONAL
A0012936,C0001347,SAVINGS
A0000892,C0001350,PRIMARY_TRANSACTIONAL
A0000893,C0001350,FIXED_TERM
A0000905,C0001360,SAVINGS
A0000906,C0001360,PAYROLL
A0012937,C0001360,PAYROLL
A0000907,C0001364,PAYROLL
A0000908,C0001364,SAVINGS
A0000909,C0001364,SECONDARY
A0000910,C0001371,PRIMARY_TRANSACTIONAL
A0012938,C0001371,SECONDARY
A0017902,C0001371,USD_RESERVE
A0000911,C0001380,PRIMARY_TRANSACTIONAL
A0000913,C0001385,SAVINGS
A0014098,C0001385,PAYROLL
A0000922,C0001397,PAYROLL
A0000923,C0001399,SAVINGS
A0000925,C0001399,PAYROLL
A0000926,C0001399,USD_RESERVE
A0000927,C0001399,SECONDARY
A0000928,C0001399,SAVINGS
A0000929,C0001399,PAYROLL
A0016586,C0001399,PAYROLL
A0000930,C0001400,PAYROLL
A0000931,C0001400,SAVINGS
A0000932,C0001400,PAYROLL
A0000933,C0001400,FIXED_TERM
A0016587,C0001400,SECONDARY
A0000936,C0001405,SAVINGS
A0000937,C0001405,PAYROLL
