exposure_id,campaign_id,customer_id,exposure_datetime,channel
E000046,M001,C0011671,2021-03-08 15:42:07,EMAIL
E000680,M001,C0016534,2021-03-09 10:11:15,SOCIAL_MEDIA
E000296,M001,C0015033,2021-03-09 16:30:30,EMAIL
E000648,M001,C0016927,2021-03-09 17:03:53,SOCIAL_MEDIA
E000316,M001,C0015578,2021-03-09 18:30:46,WEB
E000092,M001,C0006404,2021-03-10 10:01:41,WEB
E000001,M001,C0005714,2021-03-10 10:13:48,BRANCH
E000006,M001,C0019733,2021-03-10 11:41:53,SOCIAL_MEDIA
E000658,M001,C0012175,2021-03-10 13:49:24,WEB
E000851,M001,C0019791,2021-03-10 20:09:38,EMAIL
E000689,M001,C0006162,2021-03-10 20:30:58,SOCIAL_MEDIA
E000380,M001,C0002402,2021-03-10 20:31:49,WEB
E000405,M001,C0014549,2021-03-11 08:20:31,SOCIAL_MEDIA
E000871,M001,C0018285,2021-03-11 10:45:27,EMAIL
E000653,M001,C0017132,2021-03-11 11:21:31,SOCIAL_MEDIA
E000827,M001,C0010119,2021-03-11 17:36:16,SOCIAL_MEDIA
E000600,M001,C0006977,2021-03-11 18:12:14,WEB
E000739,M001,C0006975,2021-03-11 20:48:54,EMAIL
E000324,M001,C0016933,2021-03-12 09:19:30,WEB
E000596,M001,C0006790,2021-03-12 09:53:36,WEB
E000786,M001,C0005309,2021-03-12 10:58:45,BRANCH
E000351,M001,C0010917,2021-03-12 11:19:21,WEB
E000576,M001,C0001706,2021-03-12 15:57:52,EMAIL
E000495,M001,C0014590,2021-03-12 16:52:24,BRANCH
E000115,M001,C0005600,2021-03-12 20:07:38,SOCIAL_MEDIA
E000204,M001,C0004951,2021-03-12 20:09:29,EMAIL
E000711,M001,C0005639,2021-03-13 07:58:08,SOCIAL_MEDIA
E000456,M001,C0004298,2021-03-13 08:06:55,EMAIL
E000029,M001,C0009207,2021-03-13 14:04:58,EMAIL
E000125,M001,C0016191,2021-03-13 16:04:09,SOCIAL_MEDIA
E000414,M001,C0000023,2021-03-13 16:38:40,SOCIAL_MEDIA
E000061,M001,C0014926,2021-03-13 16:54:37,SOCIAL_MEDIA
E000706,M001,C0017094,2021-03-13 19:03:15,WEB
E000185,M001,C0018953,2021-03-13 22:02:32,EMAIL
E000616,M001,C0016466,2021-03-13 22:15:09,WEB
E000439,M001,C0006323,2021-03-13 22:42:21,EMAIL
E000603,M001,C0014301,2021-03-13 22:55:08,SOCIAL_MEDIA
E000227,M001,C0013343,2021-03-14 08:10:14,EMAIL
E000372,M001,C0000222,2021-03-14 09:44:20,SOCIAL_MEDIA
E000445,M001,C0013862,2021-03-14 13:39:36,BRANCH
E000400,M001,C0014259,2021-03-14 15:42:37,WEB
E000348,M001,C0015374,2021-03-14 17:15:07,EMAIL
E000318,M001,C0007464,2021-03-14 21:12:29,WEB
E000386,M001,C0018690,2021-03-14 22:07:58,SOCIAL_MEDIA
E000053,M001,C0007091,2021-03-15 10:20:31,BRANCH
E000303,M001,C0005015,2021-03-15 11:10:49,EMAIL
E000860,M001,C0001598,2021-03-15 13:47:53,EMAIL
E000762,M001,C0013938,2021-03-15 17:33:31,EMAIL
E000631,M001,C0013514,2021-03-15 20:24:48,SOCIAL_MEDIA
E000727,M001,C0016600,2021-03-15 22:20:09,SOCIAL_MEDIA
E000669,M001,C0017466,2021-03-16 08:41:08,WEB
E000166,M001,C0012043,2021-03-16 12:01:17,BRANCH
E000095,M001,C0001548,2021-03-16 12:58:04,SOCIAL_MEDIA
E000579,M001,C0003384,2021-03-16 13:45:05,BRANCH
E000328,M001,C0006920,2021-03-16 13:47:21,BRANCH
E000526,M001,C0010479,2021-03-16 14:11:31,SOCIAL_MEDIA
E000395,M001,C0005132,2021-03-16 14:39:37,EMAIL
E000513,M001,C0012892,2021-03-16 16:08:30,WEB
E000180,M001,C0009962,2021-03-16 16:26:56,WEB
E000636,M001,C0003365,2021-03-16 17:09:47,WEB
E000509,M001,C0018905,2021-03-16 17:34:46,EMAIL
E000289,M001,C0019816,2021-03-16 19:16:42,EMAIL
E000164,M001,C0005485,2021-03-16 19:26:24,WEB
E000310,M001,C0002025,2021-03-16 20:19:13,WEB
E000553,M001,C0019194,2021-03-17 07:41:21,SOCIAL_MEDIA
E000825,M001,C0002637,2021-03-17 10:30:39,WEB
E000550,M001,C0000289,2021-03-17 13:12:24,BRANCH
E000353,M001,C0001038,2021-03-17 13:47:47,WEB
E000784,M001,C0016045,2021-03-17 14:37:23,EMAIL
E000329,M001,C0013045,2021-03-17 16:44:35,BRANCH
E000463,M001,C0018528,2021-03-17 19:10:22,SOCIAL_MEDIA
E000630,M001,C0003705,2021-03-17 22:50:55,WEB
E000733,M001,C0015688,2021-03-18 07:17:56,SOCIAL_MEDIA
E000794,M001,C0006271,2021-03-18 10:42:12,EMAIL
E000702,M001,C0017476,2021-03-18 10:48:46,BRANCH
E000117,M001,C0009336,2021-03-18 13:25:25,WEB
E000752,M001,C0001897,2021-03-18 15:26:36,WEB
E000515,M001,C0007829,2021-03-18 16:48:01,BRANCH
E000755,M001,C0013713,2021-03-19 10:48:18,BRANCH
E000444,M001,C0011928,2021-03-19 12:48:04,BRANCH
E000200,M001,C0009406,2021-03-19 18:57:55,SOCIAL_MEDIA
E000864,M001,C0008350,2021-03-19 19:53:58,EMAIL
E000368,M001,C0019920,2021-03-19 21:22:09,EMAIL
E000155,M001,C0016289,2021-03-19 21:42:53,EMAIL
E000050,M001,C0005666,2021-03-19 21:44:12,SOCIAL_MEDIA
E000454,M001,C0017906,2021-03-20 09:12:28,EMAIL
E000212,M001,C0011598,2021-03-20 09:38:45,EMAIL
E000442,M001,C0019853,2021-03-20 10:18:31,BRANCH
E000564,M001,C0003788,2021-03-20 11:30:18,BRANCH
E000321,M001,C0005503,2021-03-20 12:27:13,EMAIL
E000815,M001,C0011564,2021-03-20 12:34:10,WEB
E000868,M001,C0018481,2021-03-20 14:50:13,SOCIAL_MEDIA
E000174,M001,C0013466,2021-03-20 19:01:51,SOCIAL_MEDIA
E000688,M001,C0010480,2021-03-20 19:23:59,EMAIL
E000039,M001,C0008299,2021-03-20 21:25:41,WEB
E000323,M001,C0008049,2021-03-20 21:29:44,WEB
E000055,M001,C0018026,2021-03-20 21:43:21,SOCIAL_MEDIA
E000543,M001,C0003799,2021-03-21 08:01:24,SOCIAL_MEDIA
E000279,M001,C0000817,2021-03-21 10:44:54,SOCIAL_MEDIA
E000412,M001,C0007305,2021-03-21 12:09:24,SOCIAL_MEDIA
E000843,M001,C0014992,2021-03-21 13:49:51,BRANCH
E000066,M001,C0006083,2021-03-21 15:57:34,SOCIAL_MEDIA
E000294,M001,C0013484,2021-03-21 21:14:43,WEB
E000013,M001,C0019597,2021-03-22 08:15:30,SOCIAL_MEDIA
E000173,M001,C0004325,2021-03-22 09:19:41,WEB
E000872,M001,C0010245,2021-03-22 11:59:50,BRANCH
E000787,M001,C0005309,2021-03-22 13:36:29,SOCIAL_MEDIA
E000839,M001,C0009704,2021-03-22 14:22:22,EMAIL
E000712,M001,C0005639,2021-03-22 15:51:47,BRANCH
E000828,M001,C0010119,2021-03-22 16:17:31,BRANCH
E000306,M001,C0012958,2021-03-22 21:43:47,EMAIL
E000866,M001,C0002745,2021-03-23 09:41:05,SOCIAL_MEDIA
E000627,M001,C0019687,2021-03-23 10:26:49,EMAIL
E000465,M001,C0011482,2021-03-23 11:12:22,EMAIL
E000287,M001,C0019736,2021-03-23 11:26:39,WEB
E000732,M001,C0015797,2021-03-23 14:26:53,EMAIL
E000768,M001,C0012304,2021-03-23 14:41:25,BRANCH
E000718,M001,C0012375,2021-03-23 17:05:12,WEB
E000340,M001,C0015104,2021-03-24 09:14:26,EMAIL
E000826,M001,C0009913,2021-03-24 09:25:28,SOCIAL_MEDIA
E000589,M001,C0006913,2021-03-24 10:18:34,EMAIL
E000552,M001,C0015524,2021-03-24 10:47:15,SOCIAL_MEDIA
E000071,M001,C0013581,2021-03-24 11:07:26,SOCIAL_MEDIA
E000799,M001,C0000106,2021-03-24 11:22:05,BRANCH
E000349,M001,C0018336,2021-03-24 11:31:17,SOCIAL_MEDIA
E000042,M001,C0000768,2021-03-24 11:36:21,WEB
E000846,M001,C0011810,2021-03-24 12:12:51,SOCIAL_MEDIA
E000023,M001,C0017105,2021-03-24 12:52:23,EMAIL
E000018,M001,C0003423,2021-03-24 13:17:09,BRANCH
E000406,M001,C0014549,2021-03-24 13:44:17,WEB
E000281,M001,C0001052,2021-03-24 13:50:02,WEB
E000676,M001,C0003930,2021-03-24 13:57:51,WEB
E000728,M001,C0016600,2021-03-24 16:21:38,SOCIAL_MEDIA
E000554,M001,C0019194,2021-03-24 16:42:43,BRANCH
E000371,M001,C0015575,2021-03-24 18:32:32,EMAIL
E000818,M001,C0006368,2021-03-24 19:15:34,EMAIL
E000038,M001,C0003711,2021-03-24 20:49:26,EMAIL
E000300,M001,C0002545,2021-03-24 21:37:17,SOCIAL_MEDIA
E000820,M001,C0016618,2021-03-24 22:22:02,EMAIL
E000758,M001,C0001432,2021-03-25 09:42:03,EMAIL
E000448,M001,C0019863,2021-03-25 12:51:43,EMAIL
E000566,M001,C0000105,2021-03-25 14:27:51,WEB
E000822,M001,C0013957,2021-03-25 15:27:26,BRANCH
E000569,M001,C0008046,2021-03-25 18:06:25,WEB
E000002,M001,C0005714,2021-03-25 19:03:18,EMAIL
E000681,M001,C0016534,2021-03-25 20:54:54,WEB
E000364,M001,C0016541,2021-03-25 21:07:53,WEB
E000080,M001,C0009312,2021-03-25 22:03:54,EMAIL
E000534,M001,C0017359,2021-03-26 09:50:36,EMAIL
E000672,M001,C0014169,2021-03-26 10:10:08,EMAIL
E000268,M001,C0008584,2021-03-26 10:22:40,SOCIAL_MEDIA
E000076,M001,C0013121,2021-03-26 12:11:04,BRANCH
E000290,M001,C0009420,2021-03-26 12:45:39,BRANCH
E000315,M001,C0004791,2021-03-26 14:24:49,BRANCH
E000017,M001,C0019236,2021-03-26 15:34:12,BRANCH
E000610,M001,C0015903,2021-03-26 16:39:45,SOCIAL_MEDIA
E000440,M001,C0006323,2021-03-26 17:32:08,WEB
E000116,M001,C0009524,2021-03-26 17:50:23,EMAIL
E000382,M001,C0012966,2021-03-26 19:48:48,EMAIL
E000362,M001,C0005808,2021-03-26 20:00:56,WEB
E000246,M001,C0005353,2021-03-26 20:49:38,EMAIL
E000033,M001,C0002491,2021-03-26 21:16:18,SOCIAL_MEDIA
E000214,M001,C0001998,2021-03-26 22:42:32,WEB
E000565,M001,C0019584,2021-03-27 10:12:09,WEB
E000443,M001,C0019853,2021-03-27 12:03:32,BRANCH
E000666,M001,C0004012,2021-03-27 13:31:02,WEB
E000472,M001,C0004146,2021-03-27 15:37:13,BRANCH
E000457,M001,C0004298,2021-03-27 16:16:00,SOCIAL_MEDIA
E000031,M001,C0019415,2021-03-27 16:38:31,WEB
E000703,M001,C0000709,2021-03-27 17:01:15,EMAIL
E000075,M001,C0008415,2021-03-27 18:19:52,SOCIAL_MEDIA
E000583,M001,C0015206,2021-03-27 19:06:34,SOCIAL_MEDIA
E000258,M001,C0006581,2021-03-27 20:22:17,EMAIL
E000696,M001,C0006745,2021-03-27 20:26:25,EMAIL
E000655,M001,C0006694,2021-03-27 22:11:51,SOCIAL_MEDIA
E000510,M001,C0018905,2021-03-28 08:20:02,EMAIL
E000601,M001,C0006977,2021-03-28 08:28:07,SOCIAL_MEDIA
E000034,M001,C0018548,2021-03-28 08:38:56,EMAIL
E000424,M001,C0002580,2021-03-28 10:35:54,BRANCH
E000415,M001,C0000023,2021-03-28 13:13:51,BRANCH
E000715,M001,C0014556,2021-03-28 13:44:41,EMAIL
E000091,M001,C0008785,2021-03-28 15:31:42,SOCIAL_MEDIA
E000419,M001,C0007455,2021-03-28 16:09:10,SOCIAL_MEDIA
E000461,M001,C0004783,2021-03-28 17:26:58,SOCIAL_MEDIA
E000178,M001,C0014932,2021-03-28 17:45:59,SOCIAL_MEDIA
E000446,M001,C0013862,2021-03-28 18:00:05,WEB
E000344,M001,C0008633,2021-03-28 20:02:28,WEB
E000325,M001,C0005798,2021-03-28 20:55:22,SOCIAL_MEDIA
E000604,M001,C0014301,2021-03-28 21:27:31,WEB
E000861,M001,C0007900,2021-03-29 08:44:39,WEB
E000710,M001,C0005274,2021-03-29 09:04:46,EMAIL
E000195,M001,C0012541,2021-03-29 09:07:07,SOCIAL_MEDIA
E000196,M001,C0005184,2021-03-29 09:19:56,EMAIL
E000430,M001,C0017800,2021-03-29 10:46:56,EMAIL
E000026,M001,C0006001,2021-03-29 11:26:21,EMAIL
E000428,M001,C0019099,2021-03-29 13:19:17,BRANCH
E000480,M001,C0003545,2021-03-29 14:25:29,EMAIL
E000654,M001,C0017132,2021-03-29 14:28:37,SOCIAL_MEDIA
E000435,M001,C0005895,2021-03-29 15:00:25,SOCIAL_MEDIA
E000521,M001,C0018518,2021-03-29 15:02:12,WEB
E000626,M001,C0011215,2021-03-29 15:40:49,BRANCH
E000506,M001,C0003526,2021-03-29 15:57:01,BRANCH
E000319,M001,C0007464,2021-03-29 16:35:48,BRANCH
E000562,M001,C0018455,2021-03-29 16:43:01,EMAIL
E000873,M001,C0010245,2021-03-29 17:27:22,EMAIL
E000836,M001,C0008068,2021-03-29 18:48:59,EMAIL
E000647,M001,C0002631,2021-03-29 20:06:14,WEB
E000352,M001,C0000396,2021-03-29 22:52:22,EMAIL
E000407,M001,C0005254,2021-03-30 12:03:25,BRANCH
E000347,M001,C0004816,2021-03-30 13:07:45,SOCIAL_MEDIA
E000519,M001,C0008022,2021-03-30 13:19:37,WEB
E000334,M001,C0015598,2021-03-30 13:25:17,SOCIAL_MEDIA
E000765,M001,C0012826,2021-03-30 15:36:58,BRANCH
E000557,M001,C0006929,2021-03-30 15:47:42,SOCIAL_MEDIA
E000189,M001,C0004461,2021-03-30 16:52:52,BRANCH
E000642,M001,C0009815,2021-03-30 22:12:04,EMAIL
E000252,M001,C0017542,2021-03-31 07:12:24,EMAIL
E000643,M001,C0019457,2021-03-31 09:09:34,SOCIAL_MEDIA
E000535,M001,C0017359,2021-03-31 10:21:24,BRANCH
E000065,M001,C0014973,2021-03-31 10:43:09,WEB
E000119,M001,C0007730,2021-03-31 10:44:57,SOCIAL_MEDIA
E000690,M001,C0006162,2021-03-31 10:49:42,WEB
E000469,M001,C0014938,2021-03-31 13:15:30,BRANCH
E000104,M001,C0003109,2021-03-31 13:35:39,BRANCH
E000496,M001,C0014590,2021-03-31 13:37:14,SOCIAL_MEDIA
E000272,M001,C0008840,2021-03-31 14:10:37,BRANCH
E000128,M001,C0013704,2021-03-31 14:40:51,EMAIL
E000094,M001,C0015340,2021-03-31 15:02:35,EMAIL
E000500,M001,C0018080,2021-03-31 16:48:11,BRANCH
E000831,M001,C0008664,2021-03-31 17:00:13,WEB
E000695,M001,C0012719,2021-03-31 18:02:45,EMAIL
E000749,M001,C0000887,2021-03-31 18:29:44,WEB
E000577,M001,C0002891,2021-03-31 19:30:38,WEB
E000238,M001,C0005614,2021-03-31 19:44:41,WEB
E000027,M001,C0002550,2021-03-31 20:27:11,EMAIL
E000397,M001,C0013758,2021-03-31 22:16:49,SOCIAL_MEDIA
E000753,M001,C0001897,2021-04-01 08:15:25,EMAIL
E000376,M001,C0011977,2021-04-01 08:34:03,SOCIAL_MEDIA
E000865,M001,C0017875,2021-04-01 09:57:52,EMAIL
E000734,M001,C0015688,2021-04-01 11:30:07,BRANCH
E000404,M001,C0001183,2021-04-01 14:57:38,EMAIL
E000274,M001,C0018603,2021-04-01 15:38:54,EMAIL
E000721,M001,C0007256,2021-04-01 15:40:34,SOCIAL_MEDIA
E000844,M001,C0014992,2021-04-01 15:58:19,WEB
E000205,M001,C0005204,2021-04-01 17:32:30,SOCIAL_MEDIA
E000441,M001,C0006323,2021-04-01 18:54:06,EMAIL
E000823,M001,C0013957,2021-04-01 19:19:49,WEB
E000649,M001,C0016927,2021-04-01 20:02:54,EMAIL
E000241,M001,C0012854,2021-04-01 21:20:25,SOCIAL_MEDIA
E000518,M001,C0003121,2021-04-01 22:03:22,EMAIL
E000269,M001,C0001648,2021-04-01 22:03:51,EMAIL
E000622,M001,C0004233,2021-04-02 07:47:03,SOCIAL_MEDIA
E000096,M001,C0001548,2021-04-02 08:08:21,EMAIL
E000670,M001,C0004382,2021-04-02 08:16:19,SOCIAL_MEDIA
E000354,M001,C0009023,2021-04-02 10:14:20,BRANCH
E000458,M001,C0009449,2021-04-02 10:54:33,SOCIAL_MEDIA
E000742,M001,C0013112,2021-04-02 11:59:10,EMAIL
E000598,M001,C0013499,2021-04-02 12:15:02,BRANCH
E000675,M001,C0006907,2021-04-02 12:49:39,WEB
E000834,M001,C0007832,2021-04-02 14:32:53,BRANCH
E000514,M001,C0012892,2021-04-02 15:47:44,WEB
E000087,M001,C0008737,2021-04-02 16:56:59,EMAIL
E000511,M001,C0016418,2021-04-02 18:02:09,SOCIAL_MEDIA
E000236,M001,C0005042,2021-04-02 19:10:10,EMAIL
E000683,M001,C0010535,2021-04-03 09:45:54,WEB
E000156,M001,C0012615,2021-04-03 09:48:05,SOCIAL_MEDIA
E000537,M001,C0002758,2021-04-03 11:12:23,SOCIAL_MEDIA
E000477,M001,C0002297,2021-04-03 12:07:44,SOCIAL_MEDIA
E000149,M001,C0002937,2021-04-03 14:43:16,BRANCH
E000186,M001,C0015370,2021-04-03 14:59:43,BRANCH
E000363,M001,C0011295,2021-04-03 15:19:28,WEB
E000335,M001,C0013269,2021-04-03 15:23:16,WEB
E000059,M001,C0007393,2021-04-03 17:15:58,EMAIL
E000436,M001,C0004082,2021-04-03 17:43:57,SOCIAL_MEDIA
E000143,M001,C0019408,2021-04-03 18:25:47,EMAIL
E000267,M001,C0009346,2021-04-03 19:25:03,WEB
E000532,M001,C0013072,2021-04-03 20:45:30,SOCIAL_MEDIA
E000662,M001,C0011781,2021-04-03 21:11:05,EMAIL
E000781,M001,C0012602,2021-04-03 21:36:36,EMAIL
E000218,M001,C0012468,2021-04-03 22:18:55,EMAIL
E000109,M001,C0012169,2021-04-03 22:49:08,SOCIAL_MEDIA
E000561,M001,C0002442,2021-04-04 08:07:24,WEB
E000073,M001,C0004916,2021-04-04 08:12:56,WEB
E000503,M001,C0002972,2021-04-04 09:19:36,SOCIAL_MEDIA
E000587,M001,C0019283,2021-04-04 10:19:01,WEB
E000572,M001,C0006279,2021-04-04 10:37:24,EMAIL
E000699,M001,C0019133,2021-04-04 12:48:50,BRANCH
E000307,M001,C0012958,2021-04-04 12:49:59,EMAIL
E000438,M001,C0017191,2021-04-04 15:16:11,EMAIL
E000165,M001,C0005485,2021-04-04 16:29:26,SOCIAL_MEDIA
E000210,M001,C0001342,2021-04-04 17:19:06,SOCIAL_MEDIA
E000242,M001,C0016216,2021-04-04 18:36:32,EMAIL
E000110,M001,C0014747,2021-04-04 22:33:54,WEB
E000451,M001,C0007646,2021-04-04 22:44:06,SOCIAL_MEDIA
E000401,M001,C0012042,2021-04-05 07:25:05,EMAIL
E000213,M001,C0011898,2021-04-05 07:48:24,WEB
E000077,M001,C0013121,2021-04-05 07:59:18,WEB
E000141,M001,C0005880,2021-04-05 09:04:45,WEB
E000126,M001,C0016191,2021-04-05 10:02:14,BRANCH
E000312,M001,C0014320,2021-04-05 12:56:30,WEB
E000197,M001,C0005184,2021-04-05 13:20:12,WEB
E000591,M001,C0004563,2021-04-05 13:56:31,EMAIL
E000154,M001,C0013832,2021-04-05 13:58:47,BRANCH
E000320,M001,C0007464,2021-04-05 15:40:20,SOCIAL_MEDIA
E000544,M001,C0003799,2021-04-05 15:54:19,BRANCH
E000394,M001,C0004389,2021-04-05 16:02:13,BRANCH
E000030,M001,C0009207,2021-04-05 16:22:47,BRANCH
E000005,M001,C0008630,2021-04-05 16:38:08,SOCIAL_MEDIA
E000426,M001,C0019049,2021-04-05 22:20:43,WEB
E000594,M001,C0003427,2021-04-05 22:39:26,SOCIAL_MEDIA
E000650,M001,C0009906,2021-04-06 08:21:20,WEB
E000416,M001,C0017737,2021-04-06 08:24:02,EMAIL
E000090,M001,C0006027,2021-04-06 08:57:27,SOCIAL_MEDIA
E000431,M001,C0017800,2021-04-06 09:32:14,WEB
E000422,M001,C0008815,2021-04-06 11:28:16,BRANCH
E000867,M001,C0002745,2021-04-06 11:34:38,EMAIL
E000766,M001,C0012826,2021-04-06 11:37:41,BRANCH
E000322,M001,C0005503,2021-04-06 12:57:55,EMAIL
E000313,M001,C0006163,2021-04-06 15:20:53,BRANCH
E000051,M001,C0005666,2021-04-06 16:39:49,SOCIAL_MEDIA
E000490,M001,C0019809,2021-04-06 18:04:08,WEB
E000570,M001,C0001996,2021-04-06 19:37:40,EMAIL
E000637,M001,C0015945,2021-04-06 19:53:44,EMAIL
E000819,M001,C0006368,2021-04-06 21:06:41,EMAIL
E000151,M001,C0014996,2021-04-06 21:13:25,SOCIAL_MEDIA
E000215,M001,C0001998,2021-04-06 22:08:00,WEB
E000621,M001,C0016678,2021-04-07 07:07:08,WEB
E000679,M001,C0013547,2021-04-07 08:56:10,WEB
E000859,M001,C0015805,2021-04-07 10:35:50,EMAIL
E000785,M001,C0016045,2021-04-07 11:04:57,EMAIL
E000190,M001,C0004461,2021-04-07 12:23:43,BRANCH
E000311,M001,C0002025,2021-04-07 12:34:10,BRANCH
E000253,M001,C0017542,2021-04-07 12:38:53,WEB
E000425,M001,C0008314,2021-04-07 12:58:32,WEB
E000122,M001,C0003182,2021-04-07 13:08:57,EMAIL
E000792,M001,C0018900,2021-04-07 13:18:30,BRANCH
E000280,M001,C0015138,2021-04-07 13:27:13,SOCIAL_MEDIA
E000341,M001,C0015104,2021-04-07 13:40:22,EMAIL
E000788,M001,C0005309,2021-04-07 15:21:18,SOCIAL_MEDIA
E000740,M001,C0006975,2021-04-07 15:23:33,WEB
E000796,M001,C0008912,2021-04-07 17:57:49,WEB
E000044,M001,C0008830,2021-04-07 18:11:28,EMAIL
E000588,M001,C0001693,2021-04-07 19:54:57,EMAIL
E000612,M001,C0019642,2021-04-07 21:19:35,WEB
E000536,M001,C0015048,2021-04-08 08:11:57,EMAIL
E000398,M001,C0001801,2021-04-08 09:20:11,EMAIL
E000522,M001,C0018518,2021-04-08 09:32:08,WEB
E000635,M001,C0007239,2021-04-08 10:02:37,BRANCH
E000750,M001,C0000887,2021-04-08 10:36:01,BRANCH
E000640,M001,C0019839,2021-04-08 12:10:37,WEB
E000270,M001,C0014101,2021-04-08 14:18:16,BRANCH
