exposure_id,campaign_id,customer_id,exposure_datetime,channel
E_M012_C0000032_02,M012,C0000032,2024-07-21 19:12:13,WEB
E_M012_C0000009_01,M012,C0000009,2024-07-21 19:55:41,EMAIL
E_M012_C0000016_03,M012,C0000016,2024-07-22 19:13:24,MOBILE_APP
E_M012_C0000032_03,M012,C0000032,2024-07-26 18:30:06,WEB
E_M012_C0000046_01,M012,C0000046,2024-07-26 20:38:51,EMAIL
E_M012_C0000009_02,M012,C0000009,2024-07-27 18:41:52,MOBILE_APP
E_M012_C0000022_03,M012,C0000022,2024-07-29 09:27:46,WEB
E_M012_C0000009_03,M012,C0000009,2024-07-31 18:12:41,MOBILE_APP
E_M013_C0000035_01,M013,C0000035,2024-10-16 18:41:02,PHONE
E_M013_C0000025_01,M013,C0000025,2024-10-20 11:49:33,EMAIL
E_M013_C0000030_01,M013,C0000030,2024-10-22 17:03:58,PHONE
E_M013_C0000046_01,M013,C0000046,2024-10-23 15:03:22,BRANCH
E_M013_C0000038_01,M013,C0000038,2024-10-24 12:23:54,BRANCH
E_M013_C0000037_01,M013,C0000037,2024-10-25 22:05:59,EMAIL
E_M013_C0000039_01,M013,C0000039,2024-10-29 12:57:06,SMS
E_M013_C0000028_01,M013,C0000028,2024-11-01 18:31:07,PHONE
E_M013_C0000007_01,M013,C0000007,2024-11-02 08:29:30,SMS
E_M013_C0000032_01,M013,C0000032,2024-11-05 16:50:25,EMAIL
E_M013_C0000030_02,M013,C0000030,2024-11-06 14:53:59,PHONE
E_M013_C0000035_02,M013,C0000035,2024-11-06 17:45:41,EMAIL
E_M013_C0000028_02,M013,C0000028,2024-11-07 10:05:58,EMAIL
E_M013_C0000007_02,M013,C0000007,2024-11-07 10:25:38,SMS
E_M013_C0000037_02,M013,C0000037,2024-11-12 15:07:12,EMAIL
E_M013_C0000021_01,M013,C0000021,2024-11-15 09:45:03,SMS
E_M013_C0000009_01,M013,C0000009,2024-11-16 13:29:00,SMS
E_M013_C0000025_02,M013,C0000025,2024-11-18 14:37:35,EMAIL
E_M013_C0000007_03,M013,C0000007,2024-11-21 14:48:39,SMS
E_M013_C0000030_03,M013,C0000030,2024-11-22 08:12:07,SMS
E_M013_C0000021_02,M013,C0000021,2024-11-23 19:54:24,EMAIL
E_M015_C0000018_01,M015,C0000018,2025-04-30 09:25:24,WEB
E_M015_C0000022_01,M015,C0000022,2025-06-12 20:54:32,WEB
E_M015_C0000001_01,M015,C0000001,2025-07-19 14:12:41,BRANCH
E_M016_C0000019_01,M016,C0000019,2025-09-10 08:10:59,EMAIL
E_M016_C0000025_01,M016,C0000025,2025-09-22 10:48:09,WEB
E_M016_C0000009_01,M016,C0000009,2025-10-26 13:28:22,EMAIL
E_M016_C0000025_02,M016,C0000025,2025-10-30 20:14:14,EMAIL
E_M016_C0000035_01,M016,C0000035,2025-11-06 19:42:25,MOBILE_APP
E_M016_C0000050_01,M016,C0000050,2025-11-08 16:24:30,EMAIL
E_M016_C0000010_01,M016,C0000010,2025-11-09 21:58:25,MOBILE_APP
E_M016_C0000019_02,M016,C0000019,2025-11-11 17:14:14,MOBILE_APP
E_M016_C0000020_01,M016,C0000020,2025-11-13 11:33:26,EMAIL
E_M016_C0000006_01,M016,C0000006,2025-11-14 08:48:06,EMAIL
E_M016_C0000028_01,M016,C0000028,2025-11-16 16:51:21,EMAIL
E_M016_C0000035_02,M016,C0000035,2025-11-18 09:32:48,EMAIL
E_M016_C0000018_01,M016,C0000018,2025-11-18 16:18:16,MOBILE_APP
E_M016_C0000050_02,M016,C0000050,2025-11-22 13:47:46,MOBILE_APP
E_M016_C0000035_03,M016,C0000035,2025-11-25 11:33:59,EMAIL
E_M016_C0000028_02,M016,C0000028,2025-11-28 12:29:57,WEB
E_M016_C0000050_03,M016,C0000050,2025-11-29 08:26:10,MOBILE_APP
E_M016_C0000013_01,M016,C0000013,2025-11-29 21:15:47,MOBILE_APP
E_M016_C0000009_02,M016,C0000009,2025-11-30 17:31:04,EMAIL
E_M016_C0000002_01,M016,C0000002,2025-11-30 19:51:04,MOBILE_APP
E_M016_C0000020_02,M016,C0000020,2025-12-02 16:18:08,MOBILE_APP
E_M016_C0000018_02,M016,C0000018,2025-12-05 17:36:19,WEB
E_M016_C0000034_01,M016,C0000034,2025-12-07 12:26:45,EMAIL
E_M016_C0000020_03,M016,C0000020,2025-12-07 21:46:14,EMAIL
E_M016_C0000028_03,M016,C0000028,2025-12-10 10:27:27,WEB
E_M016_C0000002_02,M016,C0000002,2025-12-12 10:25:35,EMAIL
E_M016_C0000009_03,M016,C0000009,2025-12-12 18:51:10,MOBILE_APP
E_M016_C0000020_04,M016,C0000020,2025-12-13 21:00:38,MOBILE_APP
E_M016_C0000034_02,M016,C0000034,2025-12-14 12:31:10,EMAIL
E_M019_C0000031_01,M019,C0000031,2026-04-06 19:53:19,EMAIL
E_M017_C0000036_01,M017,C0000036,2026-04-25 20:41:21,EMAIL
E_M017_C0000045_01,M017,C0000045,2026-05-23 10:03:20,EMAIL
E_M019_C0000005_01,M019,C0000005,2026-06-05 21:02:30,EMAIL
E_M019_C0000005_02,M019,C0000005,2026-06-24 11:31:18,MOBILE_APP
