world_seed,leader_2021,leader_2026,leadership_changed,btyt_gained,btyt_change_2021_2026,systemic_shock_years,bank_shock_events,mean_hhi,hhi_2021,hhi_2026,largest_annual_gain,largest_annual_loss
20260942,B001,B001,False,True,0.00752344848751843,1,4,0.16491843177154178,0.1610064070174317,0.16830388425094003,0.009586673161507742,-0.01660927296684131
20260943,B001,B001,False,True,0.006660101284516974,0,8,0.1749109235481661,0.16804374454613819,0.1690106085843488,0.02628326608156817,-0.018834716858459333
20260944,B001,B001,False,True,0.0002135669723932615,0,4,0.16783009883868905,0.16050471418866225,0.17562148368854533,0.015985547684761015,-0.012789882423165005
20260945,B001,B001,False,True,0.003796084862241131,0,2,0.15082095598356596,0.15050707781872114,0.15266428490643014,0.00940701543234651,-0.00893871877376029
20260946,B001,B001,False,True,3.116526513171486e-05,1,1,0.15071381371118342,0.15282516731891355,0.14740326947347557,0.006855631011229213,-0.00912542569614734
20260947,B001,B001,False,True,0.021654564661749157,1,9,0.16016722752668133,0.1610305357726927,0.15003668043012364,0.014133981056168421,-0.02688739380215277
20260948,B001,B001,False,False,-0.013176762234755855,3,3,0.16667886090843695,0.17002462253558406,0.16144611820972374,0.017278490492818946,-0.01105400542435292
20260949,B001,B001,False,True,0.006427389177280932,1,4,0.15297216542157377,0.169483811347578,0.1427905001924778,0.010098317001295015,-0.019680382617716763
20260950,B001,B001,False,False,-0.004879013427516628,1,5,0.16946367284756117,0.15908674040407153,0.17758253674035254,0.018276394362508386,-0.010745998779336657
20260951,B001,B001,False,False,-0.015334250834000626,1,3,0.15860188728836436,0.1533388939224464,0.1572108166196848,0.01573330496699954,-0.007002873857882619
20260952,B001,B001,False,True,0.006402789085676042,0,3,0.15629285111518035,0.15402124096225786,0.15482962906104483,0.0058290778861697645,-0.01119044584032991
20260953,B001,B001,False,True,0.009373763958562181,0,4,0.14265328366649602,0.15215808105577708,0.14260395027590514,0.017444364427187803,-0.023863644895684544
20260954,B001,B001,False,False,-0.0007454822895831478,0,6,0.17618242575880746,0.16849825626046722,0.18630771196772586,0.01426459582304701,-0.00735118033882616
20260955,B001,B001,False,False,-0.030860069983787167,0,7,0.16339691119023206,0.15719544016744705,0.16009420703906255,0.012787868861997231,-0.01253725407737366
20260956,B001,B001,False,True,0.0020142182477347823,1,4,0.15513002623975797,0.1543412304514345,0.1548248460058912,0.01682327959467453,-0.010085161919524271
20260957,B001,B001,False,True,0.0012453398401744906,0,1,0.16220474645554817,0.1593991817047613,0.16053418727144328,0.012885496771520843,-0.007945199525488916
20260958,B001,B001,False,False,-0.0106522946296176,1,7,0.16522684041153854,0.17015878210184723,0.15860361537864132,0.013107811542029862,-0.01248031171129585
20260959,B001,B001,False,False,-0.01162974048252894,1,5,0.17001003916412147,0.1598367490417806,0.17856334367369597,0.0167254063885679,-0.016467479395497184
20260960,B001,B001,False,False,-0.006150466687972145,0,7,0.1671499221889027,0.16986404597114788,0.16720380991486553,0.011489394994315671,-0.008714809297108633
20260961,B001,B001,False,True,0.005382290055852661,2,5,0.14775023633639645,0.15628257326319533,0.14117913583739608,0.009333029728770786,-0.02033312472011528
20260962,B001,B001,False,True,0.0011686542114967072,0,3,0.154010911121464,0.15282713434924902,0.155596804995921,0.00809585290694051,-0.016125929011482687
20260963,B001,B001,False,False,-0.0034580231034724435,0,0,0.1497327556197977,0.1541238022982771,0.1507752873518235,0.007370957454469723,-0.011390928323460364
20260964,B001,B001,False,True,0.001226029997219498,1,3,0.160710331982679,0.16315000209346397,0.15808018740524954,0.009161635266791673,-0.01111360293013186
20260965,B001,B001,False,False,-0.010089309686073973,1,7,0.15110458884480957,0.15137127586732796,0.15610536855904977,0.017713932187051917,-0.008560431804457452
20260966,B001,B001,False,True,0.008425784300058838,0,8,0.1661855051066119,0.1629478276318529,0.16427874060472278,0.01072994821989301,-0.013998816109409382
20260967,B001,B001,False,False,-0.005634934973475149,0,8,0.16224368935965638,0.16612664340906524,0.15377310708640263,0.02891476479046573,-0.022391331576068596
20260968,B001,B001,False,True,0.002175114392066871,0,7,0.16060727375808892,0.1674305517284787,0.15603570934630304,0.018634383516737824,-0.01471187434191612
20260969,B001,B001,False,True,0.002780645621934162,1,6,0.163681064620574,0.1628174835575154,0.1654678154161932,0.01707657464271209,-0.014788731360330654
20260970,B001,B001,False,True,0.0017605518083642566,0,3,0.15448547964148607,0.16042826521078132,0.15622726398774398,0.010989064224824041,-0.014911333636581925
20260971,B001,B001,False,True,0.0056301373536909935,2,5,0.16217012769126055,0.16233941076345776,0.15672121637151723,0.011932426666936197,-0.017633518360403222
20260972,B001,B001,False,False,-0.00615387654759799,0,4,0.15770213947130327,0.14914501316792106,0.1656791568421904,0.014551661215550404,-0.01119123092107513
20260973,B001,B001,False,False,-0.002602942050584957,1,8,0.15980844370534678,0.1615573636759375,0.1600538569538413,0.007888347992011178,-0.01241974804348378
20260974,B001,B001,False,True,0.011937241715754353,1,5,0.14840966317005275,0.15128656614046293,0.13918070288479104,0.012463071131233058,-0.024163408916381357
20260975,B001,B001,False,True,0.011507271287509793,0,4,0.14810809527973354,0.15530640494000858,0.14386128443696142,0.007874803268908603,-0.026065709511946145
20260976,B001,B001,False,False,-0.009557105563499216,1,5,0.16507205434544367,0.17210228816558096,0.1568944218667928,0.007196514220158656,-0.01265859740898495
20260977,B001,B001,False,True,0.00652561813767949,0,4,0.15899960622767703,0.15961995499362064,0.15166796364635357,0.006957355642125906,-0.016859256747527473
20260978,B001,B001,False,False,-0.00017994295677305205,0,4,0.15720648274054574,0.15697676575396763,0.15564000635122577,0.010085033116784617,-0.009531808270489092
20260979,B001,B001,False,True,0.011458043020197699,2,5,0.15466559702114144,0.1502886898178286,0.16031509270172797,0.009724475154169437,-0.0067898691432144095
20260980,B001,B001,False,True,0.004097275657223634,0,7,0.16213274559439395,0.15913563314325677,0.16370717206612712,0.01766530579898523,-0.020249476047006998
20260981,B001,B001,False,False,-0.015118705060041177,0,5,0.14945236584632246,0.14327514538970204,0.1589665718406206,0.01476253850181386,-0.023449983584086398
20260982,B001,B001,False,False,-0.01640844421991191,1,6,0.1571382413089946,0.15349640344972543,0.1579582735798476,0.008965376625525823,-0.012091357206737985
20260983,B001,B001,False,False,-0.009054027953894032,0,3,0.15622032375070471,0.161393677331199,0.15699114655275195,0.011345043841795688,-0.015249718185684602
20260984,B001,B001,False,True,0.01892373349178019,3,4,0.161939684871003,0.16712270006639782,0.1599917655780988,0.012380408550502903,-0.012015104539462099
20260985,B001,B001,False,True,0.007007614216763887,1,6,0.15418890312185987,0.15504645202963216,0.15839580672751277,0.01997792724824221,-0.008495444876663122
20260986,B001,B001,False,False,-0.005249884826907671,2,4,0.15366785780912667,0.15331256500806123,0.15630485475889278,0.008620431561850633,-0.013671246327819686
20260987,B001,B001,False,False,-0.019398996422226866,1,8,0.16805210292733522,0.1679802504592814,0.17106644518048433,0.032639853116365164,-0.015856812277484145
20260988,B001,B001,False,False,-0.007564937659700281,0,3,0.17223723923278725,0.1775665213781066,0.16914848561304344,0.020458557857631232,-0.014766563497685903
20260989,B001,B001,False,True,0.013172292838080017,1,6,0.15773616145207972,0.16126294877019592,0.15393248946467897,0.009666635788067646,-0.009575707790660415
20260990,B001,B001,False,False,-0.02137922476195516,0,3,0.148834021765103,0.1457498316592294,0.14856982173566918,0.008030185260436945,-0.009684382186339269
20260991,B001,B001,False,True,0.0013823169946670932,2,5,0.1533750899985358,0.15282044915083837,0.1528866242496012,0.012040735318746443,-0.006543534246884253
20260992,B001,B001,False,False,-0.0037302493136850204,2,4,0.1562783687011662,0.15837300835125442,0.1555102923574076,0.01312323145723987,-0.013362874339467534
20260993,B001,B001,False,True,0.015162118567608178,1,7,0.15699611200294072,0.15208733522898044,0.15843671621370176,0.012392287154722653,-0.0147116361465576
20260994,B001,B001,False,False,-0.0024969396911384,1,5,0.15598492209848708,0.15530590153998217,0.15787966322110292,0.013749850709936284,-0.007853599061154515
20260995,B001,B001,False,True,0.005803644815922264,0,7,0.15896905429582855,0.16104652774037742,0.15398588961883197,0.019770034931879607,-0.018237943199068213
20260996,B001,B001,False,True,0.032559522641878995,0,4,0.15286922840755482,0.15531923220571922,0.14986867600404505,0.013063529718946844,-0.0067818767013321235
20260997,B001,B001,False,True,3.251147256271708e-05,0,2,0.15666727333335442,0.15489605618458313,0.15969274842865044,0.012826196491453667,-0.0067300483250035265
20260998,B001,B001,False,True,0.00844478108438014,1,3,0.1596058455440484,0.15946109835382094,0.15801438214868332,0.010842570207361318,-0.019378469491178663
20260999,B001,B001,False,True,0.017451363164140504,0,8,0.1555403163823049,0.1594942794070635,0.1493698831600528,0.013866240957258899,-0.019214649277716433
20261000,B001,B001,False,False,-0.013233386299444795,0,4,0.16818885433805045,0.16376345661705988,0.16538836244406427,0.011870298007734495,-0.01400314586754392
20261001,B001,B001,False,True,0.0015251233645284315,2,5,0.16225546708977814,0.1595489103275223,0.16382654330647062,0.011300021300071461,-0.013179567618536947
20261002,B001,B001,False,True,0.003443032052044298,0,6,0.16683407250698182,0.16250422636955192,0.17206478324701793,0.01689156767822908,-0.028305484191711902
20261003,B001,B001,False,True,0.020599192168721157,0,2,0.15889394391977238,0.15896552590678437,0.15672567108553534,0.010267400122017628,-0.008857175722415137
20261004,B001,B001,False,False,-0.0159536048754191,0,4,0.15744697159380758,0.1530464514370645,0.16785126854352556,0.009741996660246333,-0.01250995624067
20261005,B001,B001,False,False,-0.00018057431724268977,0,7,0.16108799821803962,0.15815192793954289,0.17197274130274184,0.017274374298206163,-0.014017559984376982
20261006,B001,B007,True,True,0.005356863078411059,0,9,0.1393300703710044,0.1508399419244389,0.13639649358652658,0.01538453132754812,-0.03389069709311299
20261007,B001,B001,False,False,-0.00469124320707489,0,4,0.15949952532600906,0.15989821085375353,0.16306323948253362,0.0113025300374473,-0.010912121085408483
20261008,B001,B001,False,True,0.007465499538435852,1,2,0.16527967913378183,0.16092430641864558,0.1693093136899248,0.012348902711979748,-0.012625222603841163
20261009,B001,B001,False,False,-0.013870723441348702,0,6,0.15963642293894167,0.15704785256194734,0.15967526433429924,0.012602453714995854,-0.012027847570865002
20261010,B001,B001,False,False,-0.011123758977266085,1,6,0.15459642689559502,0.15482814033947997,0.15799304539549303,0.011302959640035193,-0.011186756151215366
20261011,B001,B001,False,True,0.002111916600918619,0,6,0.15315606816052105,0.15129233222280628,0.1552831376223244,0.006692704806387451,-0.01163992287364815
20261012,B001,B001,False,False,-0.0017445355607322646,1,7,0.15307429970543895,0.1577349694189405,0.14961763034197667,0.014728335464864406,-0.012587869481291813
20261013,B001,B001,False,True,0.005859706829328952,2,2,0.15283030303403772,0.14846756772230182,0.15395617932430458,0.013186509482112349,-0.009711797304177344
20261014,B001,B001,False,False,-0.004206693326744837,2,8,0.15494102320090866,0.1555399777550187,0.15561640818219472,0.015743030380651474,-0.01605052097331469
20261015,B001,B001,False,False,-0.006077802443374851,1,4,0.16675217342422036,0.16638485975083145,0.16005819074686675,0.009894059799932187,-0.018418666389362792
20261016,B001,B001,False,True,0.03574415623948618,0,7,0.1554968684401241,0.15982595360002713,0.15338678170044792,0.02005436721340126,-0.008686891161646587
20261017,B001,B001,False,True,0.008142830190111916,1,3,0.15829148160469972,0.16905391095928599,0.15392487061992907,0.010325714238920536,-0.013731458089053572
20261018,B001,B001,False,False,-0.004648870581231444,0,7,0.1656139441451799,0.16129046135293107,0.16849557208606122,0.018537157289528372,-0.015157409142623757
20261019,B001,B001,False,True,0.001355452568381571,1,4,0.1590978565150826,0.16845753816220824,0.14813299933905205,0.013963173706186688,-0.02503533213727266
20261020,B001,B001,False,False,-0.0029130229733400972,2,6,0.15832681754788336,0.15913791222094764,0.1524753036387507,0.021543387522908047,-0.02513182402399025
20261021,B001,B001,False,False,-0.0057735848543968085,0,3,0.159464195070818,0.16322222079783275,0.15273329927077411,0.020715325779115862,-0.02154153315000737
20261022,B001,B001,False,False,-0.002540638958450324,0,10,0.15396870000888518,0.1559699498030996,0.15139561452217082,0.015806966216809104,-0.00998364058988084
20261023,B001,B001,False,False,-0.0033262642703637754,2,7,0.16399726074145127,0.16518064040652441,0.16708705118933315,0.01707670287841323,-0.01738376110459952
20261024,B001,B001,False,True,0.0007524336245791907,0,3,0.16514354294969033,0.1640702690351019,0.16551875511218472,0.01611841150559748,-0.024656606867155595
20261025,B001,B001,False,False,-0.010623432654825404,1,3,0.16307953992811314,0.170759032896298,0.15752759428312044,0.008464169201172711,-0.014081636701857747
20261026,B001,B001,False,True,0.01005951457715127,0,4,0.15844957636086546,0.15745949189359312,0.15549399368791142,0.014180693940626765,-0.010687886856632772
20261027,B001,B001,False,True,0.010027189554451109,1,8,0.19380858746781734,0.1821812214370034,0.2132295649876978,0.024161539688571487,-0.012390601719410213
20261028,B001,B001,False,True,0.01998557821961281,0,5,0.15930479884508478,0.1638752173553825,0.154570957419703,0.007992653771411718,-0.010881753295131386
20261029,B001,B001,False,False,-0.0005120591362160407,0,4,0.1786064351608971,0.16978089478760597,0.18769606524060697,0.02459631072712276,-0.016771499889706068
20261030,B001,B001,False,False,-0.01098936475793151,2,6,0.17236810464442479,0.16648384856760343,0.1798893035699052,0.009934863448975428,-0.009563056016624438
20261031,B001,B001,False,False,-0.005936947451386815,0,3,0.1587971687492661,0.1497590169635801,0.1649739096139743,0.014767499986378108,-0.008075819754313873
20261032,B001,B001,False,False,-0.005848490072127274,0,3,0.15804436088715276,0.1577255385077926,0.15801949391555203,0.011374958778723437,-0.008395256795989625
20261033,B001,B001,False,True,0.004293748279932029,1,5,0.1843890593003454,0.16739693125428803,0.19464005613487934,0.02362191262755131,-0.006667089800928061
20261034,B001,B001,False,False,-0.006688188833878908,1,2,0.1650181543595085,0.1655874432646929,0.16337504573642875,0.008106613237482352,-0.008425897595397108
20261035,B001,B001,False,False,-0.01653392561256807,0,5,0.1734087751558603,0.17628218490444797,0.17593654248677834,0.014515821752999092,-0.014955784236331399
20261036,B001,B001,False,True,0.0005716626229428784,1,6,0.1730935973461423,0.1629644120071085,0.19006737670060597,0.021576081225585186,-0.013893728651283674
20261037,B001,B001,False,False,-0.01888392852659502,1,5,0.17690253155276328,0.15671301762184392,0.19001592795061792,0.026420783874474163,-0.011007718792300836
20261038,B001,B001,False,False,-0.015489198292692616,2,4,0.15366671915388216,0.1500941844174712,0.1569513753794335,0.011912187554926318,-0.011546851498249404
20261039,B001,B001,False,True,0.022833505753155882,0,8,0.17682495920346689,0.15956431923476105,0.1820741999061787,0.03211612564029104,-0.01277887336545093
20261040,B001,B001,False,False,-0.0046648768330552134,2,2,0.15918797782902183,0.1562867120862211,0.15895032013596339,0.010812924499829901,-0.008983978870984843
20261041,B001,B001,False,False,-0.0034265093327510224,0,3,0.16244251076056596,0.16542978457508226,0.1600918852890027,0.012182824907177037,-0.012150529011052194
20261042,B001,B001,False,True,0.0059884032939919035,2,3,0.15547718903386426,0.16262762975918366,0.15636669833533434,0.018479834040437182,-0.012929226585996545
20261043,B001,B001,False,False,-0.007789415274351313,0,9,0.1825605394026145,0.1768275384844994,0.1738202081742224,0.025406593504002928,-0.02300480264883048
20261044,B001,B007,True,True,0.011400556937192857,1,4,0.16672618154748883,0.17969517878917474,0.1465227114124124,0.02005954990398459,-0.06462741391967392
20261045,B001,B001,False,True,0.016891565560528378,1,7,0.15605146037742976,0.15799231749648543,0.15494726465133563,0.014048605929758484,-0.012741431523385083
20261046,B001,B001,False,False,-0.008597182646491494,1,9,0.15429773128580285,0.15871442063919972,0.15084915279009523,0.010276968671319914,-0.020970765275008296
20261047,B001,B001,False,False,-0.0010862479953376025,1,8,0.17166152361088105,0.17810060179970164,0.17375924421275063,0.01617336238352224,-0.035066220799963244
20261048,B001,B001,False,True,0.002196510551082005,1,2,0.16556783436955205,0.16625377091139082,0.16179005285378426,0.010258083977594423,-0.013688148397187794
20261049,B001,B001,False,True,0.005501875888998496,0,2,0.15997083286000321,0.15753901878161217,0.15684460234295758,0.011087412898520055,-0.00934627292074347
20261050,B001,B001,False,True,0.00946689189733612,1,8,0.15268345163907018,0.15760447452449095,0.15422446425560538,0.01745049617773929,-0.024688004515400777
20261051,B001,B001,False,False,-0.017631552923902977,3,3,0.1655054642923582,0.16033492420975726,0.17110637591511588,0.010072429873666022,-0.010235146009509921
20261052,B001,B001,False,True,0.0010954185809758724,0,1,0.16539044175688247,0.1692748310305113,0.16194218961142665,0.01060288812710003,-0.019955285525944944
20261053,B001,B001,False,False,-0.0024627132610596236,1,5,0.17780528052277897,0.17549836173082625,0.17786895887228424,0.018275032249956816,-0.011595373549586951
20261054,B001,B001,False,False,-0.004976486386641027,2,5,0.164451087739136,0.16085852104235376,0.1677410145856976,0.013195720800910304,-0.005790151350366396
20261055,B001,B001,False,True,0.014887308590762309,0,5,0.1669913223295849,0.1723980703638987,0.16515403401387468,0.01025965012605523,-0.0101807237373584
20261056,B001,B001,False,True,0.0014580777598614744,0,1,0.16215256432384925,0.16569027927240304,0.15616068904933836,0.005858004814580514,-0.00867190219810332
20261057,B001,B001,False,False,-2.2421177183179486e-05,0,6,0.15410790851119868,0.1526796925152723,0.1489705606460396,0.009022654084578037,-0.009724887522415293
20261058,B001,B001,False,True,0.02253885253559671,0,3,0.15482714693599797,0.15663678203494322,0.15363170123377867,0.010616849290919682,-0.012640212595808692
20261059,B001,B001,False,False,-0.003839950681222233,2,0,0.1681107194803809,0.17223346742140166,0.1630121777979778,0.009925995816166183,-0.006082795398151292
20261060,B001,B001,False,True,0.014641819243249601,1,5,0.150751846147384,0.1590061208081262,0.1417460410503886,0.01319085785432672,-0.02499639608053056
20261061,B001,B001,False,False,-0.006779523596275282,0,9,0.14506868462257813,0.14625067336911352,0.14643837710652563,0.016394273740166415,-0.015351745758644036
20261062,B001,B001,False,True,0.0036532463107927376,1,3,0.15425036906928527,0.1561148751953053,0.1525734038146344,0.013408444402036285,-0.014846468109488475
20261063,B001,B001,False,False,-0.01161014121844444,1,3,0.1764064511133624,0.1798146155552475,0.1608626935682334,0.009327634832436593,-0.03301728814844568
20261064,B001,B001,False,True,0.0014198374799101188,1,4,0.17725775466801388,0.17886185063713936,0.18167091340387978,0.023673680446259004,-0.02494054822000652
20261065,B001,B001,False,False,-0.01613366890519216,1,2,0.16118327304871372,0.16323384258265553,0.1615256692236739,0.009474694087034385,-0.007077466880791861
20261066,B001,B001,False,True,0.0002134629078496507,1,4,0.16044431302760429,0.15851257253897533,0.1627219635426537,0.01984562587641163,-0.020768748962393113
20261067,B001,B001,False,True,0.0020722538992468606,0,5,0.1494110850932631,0.15778893963118795,0.13745271477644,0.008174930131056107,-0.019586310514279393
20261068,B001,B001,False,False,-0.01983164229823175,1,7,0.16940490715382503,0.1603038392629762,0.18381911569539464,0.019743169393609594,-0.009599304830497465
20261069,B001,B007,True,True,0.02066402421166522,0,7,0.1437294435559809,0.16685570131551158,0.13421070821756803,0.02069292842595377,-0.07066915578778402
20261070,B001,B001,False,True,0.0032069950573365216,1,8,0.1539391597701077,0.1517328030425002,0.1572074979132713,0.012274175535027076,-0.00892182948129825
20261071,B001,B001,False,False,-0.019456318995843602,0,4,0.15934185256943736,0.1546052213871977,0.16323011815042646,0.015671265243837773,-0.00808176915880865
20261072,B001,B001,False,False,-0.006660153252486235,1,6,0.1648501998452607,0.16312245096660824,0.1661956669610459,0.00734804533850885,-0.01017281813200413
20261073,B001,B001,False,False,-0.010523228339837987,0,6,0.16216679754323995,0.15694302822493456,0.1691629108664782,0.02112701321626617,-0.00982015873833511
20261074,B001,B001,False,False,-0.003713419143881451,2,6,0.1476328387174107,0.15167950569452024,0.14468051976061014,0.008930282848576804,-0.01691259992149391
20261075,B001,B001,False,True,0.008962506342346771,0,2,0.15785046155223487,0.16173171368865635,0.15315712057746989,0.009035293277613987,-0.014434921652650257
20261076,B001,B001,False,False,-0.010279747454744276,2,5,0.16525578178275477,0.1604571127508919,0.16911977459397717,0.012594839035211414,-0.008435259438795265
20261077,B001,B001,False,True,0.004558808267414158,1,5,0.16906088887624435,0.16334243571138404,0.17876671067860775,0.01665114986608096,-0.01660621507400413
20261078,B001,B001,False,False,-0.007280184193592186,2,4,0.1581732617509952,0.14824547422237572,0.1662271492950028,0.01764527705234281,-0.007956484098920288
20261079,B001,B001,False,True,0.005625798335575007,0,3,0.1764959965417164,0.18439762030281043,0.16596515456614092,0.013809864173966901,-0.017760464282741917
20261080,B001,B001,False,True,0.007109380201986391,1,3,0.1603576936966139,0.1639637756081746,0.15950789629573606,0.00680780795627034,-0.011957275584001503
20261081,B001,B001,False,True,0.0012142462351305144,1,7,0.1624053216049167,0.1654434518626924,0.15939097314797193,0.010236856095941674,-0.014070263442383157
20261082,B001,B001,False,True,0.0006905878974240998,0,7,0.17158843468106366,0.16503211147829203,0.16665918045861505,0.016244498110603967,-0.020180032344568777
20261083,B001,B001,False,False,-0.01774657195249338,1,7,0.17482973129499582,0.16924788188799744,0.1801177804228066,0.00815554031165551,-0.010926977467099419
20261084,B001,B001,False,True,0.0009459712762975303,1,6,0.18003171781270186,0.15407422773204413,0.19435325058181124,0.043149456277373155,-0.01988829613837223
20261085,B001,B001,False,True,0.01866530274430883,3,6,0.15896994185716873,0.1653970587925594,0.1522774747338524,0.01155959784491778,-0.014622280475225458
20261086,B001,B001,False,True,0.015138438279019666,0,6,0.1552807335448602,0.1605172899838848,0.14928858609255916,0.011712545960434334,-0.01883022580097843
20261087,B001,B001,False,True,0.011376137282662721,2,2,0.15277526675439698,0.15240786056290165,0.15788741950187787,0.014912851347366862,-0.013549457314232377
