loan_id,origination_month_internal,lifecycle_seed,resolution_month_internal,terminal_event_internal,pre2021_inherited_state
L0000124,2025-06,144273211,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000125,2020-08,145273214,2023-08,FACILITY_EXPIRY,INHERITED_CURRENT
L0000126,2017-02,146273217,2018-02,PAID_OFF,COMPRESSED_REVOLVING
L0000127,2017-08,147273220,2018-08,PAID_OFF,COMPRESSED_REVOLVING
L0000128,2022-03,148273223,2024-05,FACILITY_EXPIRY,NOT_APPLICABLE
L0000129,2023-12,149273226,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000130,2023-02,150273229,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000131,2026-02,151273232,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000132,2018-10,152273235,2022-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000133,2018-04,153273238,2023-04,SCHEDULED_MATURITY,INHERITED_EARLY
L0000134,2022-06,154273241,2022-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000135,2013-12,155273244,2017-12,PAID_OFF,COMPRESSED_CURRENT
L0000136,2018-04,156273247,2019-04,PAID_OFF,COMPRESSED_CURRENT
L0000137,2023-09,157273250,2025-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000138,2008-10,158273253,2012-10,PAID_OFF,COMPRESSED_CURRENT
L0000139,2019-02,159273256,2023-02,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000140,2023-01,160273259,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000141,2006-10,161273262,2011-10,PAID_OFF,COMPRESSED_CURRENT
L0000142,2012-10,162273265,2015-10,PAID_OFF,COMPRESSED_CURRENT
L0000143,2021-10,163273268,2026-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000144,2020-06,164273271,2024-06,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000145,2020-05,165273274,2021-03,EARLY_PREPAYMENT,INHERITED_CURRENT
L0000146,2016-01,166273277,2020-01,PAID_OFF,COMPRESSED_RECOVERED
L0000147,2023-03,167273280,2025-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000148,2025-07,168273283,2026-01,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000149,2015-02,169273286,2019-02,PAID_OFF,COMPRESSED_CURRENT
L0000150,2023-08,170273289,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000151,2025-10,171273292,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000152,2024-07,172273295,2026-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000153,1998-08,173273298,2003-08,PAID_OFF,COMPRESSED_CURRENT
L0000154,2019-01,174273301,2021-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000155,2022-11,175273304,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000156,2025-01,176273307,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000157,2026-11,177273310,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000158,2025-10,178273313,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000159,2025-02,179273316,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000160,2026-06,180273319,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000161,2020-11,181273322,2023-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000162,2020-03,182273325,2024-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000163,2020-05,183273328,2023-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000164,2017-10,184273331,2019-10,PAID_OFF,COMPRESSED_CURRENT
L0000165,2016-01,185273334,2017-07,PAID_OFF,COMPRESSED_CURRENT
L0000166,2021-04,186273337,2023-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000167,2024-02,187273340,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000168,2017-08,188273343,2022-08,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000169,2025-08,189273346,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000170,2025-02,190273349,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000171,2023-03,191273352,2026-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000172,2020-03,192273355,2024-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000173,2010-09,193273358,2020-09,DEFAULTED,COMPRESSED_DEFAULTED
L0000174,2010-07,194273361,2015-07,PAID_OFF,COMPRESSED_CURRENT
L0000175,2022-02,195273364,2023-02,EARLY_PREPAYMENT,NOT_APPLICABLE
L0000176,2008-10,196273367,2013-10,PAID_OFF,COMPRESSED_RECOVERED
L0000177,2019-10,197273370,2020-10,PAID_OFF,COMPRESSED_CURRENT
L0000178,2017-10,198273373,2021-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000179,2019-11,199273376,2020-05,DEFAULTED,COMPRESSED_DEFAULTED
L0000180,2018-09,200273379,2021-09,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000181,2018-01,201273382,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0000182,2017-04,202273385,2021-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000183,2019-12,203273388,2021-06,SCHEDULED_MATURITY,INHERITED_EARLY
L0000184,2022-10,204273391,2024-08,RESTRUCTURE,NOT_APPLICABLE
L0000185,2016-12,205273394,2018-12,PAID_OFF,COMPRESSED_CURRENT
L0000186,2022-05,206273397,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000187,2023-04,207273400,2026-05,EARLY_PREPAYMENT,NOT_APPLICABLE
L0000188,2026-11,208273403,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0000189,2023-08,209273406,2025-08,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000190,2017-06,210273409,2022-06,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000191,2020-11,211273412,2021-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000192,2020-02,212273415,2021-08,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000193,2018-08,213273418,2020-08,PAID_OFF,COMPRESSED_CURRENT
L0000194,2005-11,214273421,2009-11,PAID_OFF,COMPRESSED_CURRENT
L0000195,2023-11,215273424,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000196,2024-10,216273427,2026-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000197,2020-06,217273430,2022-06,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000198,2019-05,218273433,2019-11,PAID_OFF,COMPRESSED_CURRENT
L0000199,2019-11,219273436,2021-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000200,2024-12,220273439,2025-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000201,2012-11,221273442,2013-11,PAID_OFF,COMPRESSED_CURRENT
L0000202,2017-08,222273445,2021-08,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000203,2026-07,223273448,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000204,1990-03,224273451,1992-03,PAID_OFF,COMPRESSED_CURRENT
L0000205,2015-11,225273454,2020-11,PAID_OFF,COMPRESSED_CURRENT
L0000206,2024-02,226273457,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000207,2018-06,227273460,2021-10,EARLY_PREPAYMENT,INHERITED_CURRENT
L0000208,2020-09,228273463,2022-12,RESTRUCTURE,INHERITED_CURRENT
L0000209,2023-09,229273466,2025-01,RELATIONSHIP_EXIT_RESOLUTION,NOT_APPLICABLE
L0000210,2019-01,230273469,2019-07,PAID_OFF,COMPRESSED_CURRENT
L0000211,2020-10,231273472,2025-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000212,2020-01,232273475,2022-02,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000213,2024-06,233273478,2026-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000214,2025-12,234273481,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000215,2016-01,235273484,2017-01,PAID_OFF,COMPRESSED_CURRENT
L0000216,2023-05,236273487,2025-09,EARLY_PREPAYMENT,NOT_APPLICABLE
L0000217,2025-12,237273490,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000218,2017-08,238273493,2020-08,PAID_OFF,COMPRESSED_CURRENT
L0000219,2006-07,239273496,2007-07,PAID_OFF,COMPRESSED_CURRENT
L0000220,2017-01,240273499,2020-01,PAID_OFF,COMPRESSED_CURRENT
L0000221,2005-04,241273502,2009-04,PAID_OFF,COMPRESSED_CURRENT
L0000222,2003-08,242273505,2008-08,PAID_OFF,COMPRESSED_CURRENT
L0000223,2021-10,243273508,2022-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000224,2025-10,244273511,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000225,2026-10,245273514,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000226,2024-02,246273517,2025-08,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000227,2020-04,247273520,2022-09,EARLY_PREPAYMENT,INHERITED_CURRENT
L0000228,2020-01,248273523,2022-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000229,2020-02,249273526,2022-02,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000230,2022-05,250273529,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000231,2020-04,251273532,2023-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000232,2022-06,252273535,2022-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000233,2023-01,253273538,2025-01,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000234,2025-11,254273541,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000235,1998-11,255273544,2023-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000236,2008-01,256273547,2011-01,PAID_OFF,COMPRESSED_CURRENT
L0000237,2019-12,257273550,2024-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000238,1998-03,258273553,2003-03,PAID_OFF,COMPRESSED_RECOVERED
L0000239,2012-04,259273556,2014-04,PAID_OFF,COMPRESSED_CURRENT
L0000240,1991-04,260273559,1994-04,PAID_OFF,COMPRESSED_CURRENT
L0000241,1987-11,261273562,2002-11,PAID_OFF,COMPRESSED_CURRENT
L0000242,1988-07,262273565,1998-07,PAID_OFF,COMPRESSED_CURRENT
L0000243,2001-10,263273568,2003-04,PAID_OFF,COMPRESSED_CURRENT
L0000244,2014-01,264273571,2020-01,PAID_OFF,COMPRESSED_CURRENT
L0000245,2009-09,265273574,2013-09,PAID_OFF,COMPRESSED_RECOVERED
L0000246,2021-07,266273577,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000247,2019-11,267273580,2024-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000248,2018-04,268273583,2023-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000249,2026-06,269273586,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000250,2025-05,270273589,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000251,2025-01,271273592,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000252,2018-03,272273595,2024-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000253,2020-12,273273598,2024-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000254,2019-07,274273601,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0000255,2022-08,275273604,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000256,2023-08,276273607,2024-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000257,2000-07,277273610,2001-07,PAID_OFF,COMPRESSED_CURRENT
L0000258,1988-10,278273613,1992-10,PAID_OFF,COMPRESSED_RECOVERED
L0000259,2002-04,279273616,2002-10,PAID_OFF,COMPRESSED_CURRENT
L0000260,2006-01,280273619,2010-01,PAID_OFF,COMPRESSED_RECOVERED
L0000261,2026-06,281273622,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000262,2020-04,282273625,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0000263,2018-05,283273628,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0000264,2022-09,284273631,2025-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000265,2024-11,285273634,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000266,2018-12,286273637,2023-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000267,2020-06,287273640,2024-10,EARLY_PREPAYMENT,INHERITED_CURRENT
L0000268,2021-12,288273643,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000269,2026-01,289273646,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000270,2020-04,290273649,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0000271,2020-03,291273652,2022-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000272,2024-03,292273655,2026-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000273,2020-11,293273658,2026-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000274,1995-12,294273661,1997-12,PAID_OFF,COMPRESSED_CURRENT
L0000275,2021-03,295273664,2023-10,EARLY_PREPAYMENT,NOT_APPLICABLE
L0000276,2024-01,296273667,2026-01,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000277,2025-05,297273670,2025-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000278,2026-11,298273673,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000279,2020-09,299273676,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0000280,2023-09,300273679,2025-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000281,2026-01,301273682,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000282,2026-08,302273685,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000283,2026-05,303273688,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000284,2018-03,304273691,2019-03,PAID_OFF,COMPRESSED_CURRENT
L0000285,2026-08,305273694,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000286,2026-09,306273697,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000287,2021-09,307273700,2022-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000288,2025-06,308273703,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000289,2026-03,309273706,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000290,2026-03,310273709,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000291,2006-01,311273712,2008-01,PAID_OFF,COMPRESSED_CURRENT
L0000292,2013-05,312273715,2019-05,PAID_OFF,COMPRESSED_CURRENT
L0000293,2023-10,313273718,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000294,2026-09,314273721,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000295,2022-11,315273724,2024-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000296,2010-02,316273727,2012-02,PAID_OFF,COMPRESSED_CURRENT
L0000297,2013-09,317273730,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0000298,2022-11,318273733,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000299,2024-07,319273736,2025-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000300,2025-11,320273739,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000301,2018-01,321273742,2022-02,RELATIONSHIP_EXIT_RESOLUTION,INHERITED_CURRENT
L0000302,2012-09,322273745,2017-09,PAID_OFF,COMPRESSED_CURRENT
L0000303,2018-03,323273748,2023-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0000304,2022-02,324273751,2026-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0000305,2026-10,325273754,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000306,2012-02,326273757,2013-08,PAID_OFF,COMPRESSED_CURRENT
L0000307,2018-07,327273760,2020-07,PAID_OFF,COMPRESSED_CURRENT
L0000308,2024-12,328273763,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0000309,2016-06,329273766,,OPEN_CURRENT_AT_CUTOFF,INHERITED_SEVERE
