world_seed,leader_2021_id,leader_2021_name,leader_2021_weight,leader_2026_id,leader_2026_name,leader_2026_weight,leadership_changed
20260930,B001,BROU,0.3064403248365508,B001,BROU,0.29309159647258776,False
20260931,B001,BROU,0.2919298592509696,B001,BROU,0.33125677687064115,False
20260932,B001,BROU,0.30183429529775785,B001,BROU,0.2562015870022394,False
20260933,B001,BROU,0.2916478499841949,B001,BROU,0.2640244225441561,False
20260934,B001,BROU,0.3074155478623695,B001,BROU,0.3233849762475439,False
20260935,B001,BROU,0.30864134148464767,B001,BROU,0.3853037640201192,False
20260936,B001,BROU,0.32302515854201475,B001,BROU,0.34603129356905227,False
20260937,B001,BROU,0.2910314433544845,B001,BROU,0.27850442339162396,False
20260938,B001,BROU,0.31187077843586775,B001,BROU,0.3189213435808748,False
20260939,B001,BROU,0.3046743179289172,B001,BROU,0.2974422655646494,False
20260940,B001,BROU,0.28240646414622245,B001,BROU,0.30679990357799874,False
20260941,B001,BROU,0.31419011069794806,B001,BROU,0.3272855217832536,False
20260942,B001,BROU,0.30476238773071324,B001,BROU,0.32059096660856673,False
20260943,B001,BROU,0.30569253427859217,B001,BROU,0.3196174691731028,False
20260944,B001,BROU,0.29139864604309135,B001,BROU,0.3271372570020987,False
20260945,B001,BROU,0.2883559798887755,B001,BROU,0.28726282248906193,False
20260946,B001,BROU,0.28944750440484257,B001,BROU,0.27854469602570847,False
20260947,B001,BROU,0.3019200977004652,B001,BROU,0.2869079484441202,False
20260948,B001,BROU,0.29930864197320917,B001,BROU,0.27674415571004735,False
20260949,B001,BROU,0.3273315513710935,B001,BROU,0.2665956785625456,False
20260950,B001,BROU,0.3037761521783437,B001,BROU,0.33545406513324744,False
20260951,B001,BROU,0.27702883401950756,B001,BROU,0.2889090526114233,False
20260952,B001,BROU,0.3015917795380239,B001,BROU,0.2970755695607876,False
20260953,B001,BROU,0.2867620306147044,B001,BROU,0.2657202257195606,False
20260954,B001,BROU,0.32265631815002876,B001,BROU,0.3526829243666249,False
20260955,B001,BROU,0.29876149374155375,B001,BROU,0.3016331197454631,False
20260956,B001,BROU,0.2865731802707951,B001,BROU,0.271780949553575,False
20260957,B001,BROU,0.29132894502889917,B001,BROU,0.29539531914167494,False
20260958,B001,BROU,0.3143248255753113,B001,BROU,0.29816400079864885,False
20260959,B001,BROU,0.30669568002231434,B001,BROU,0.3375676407038631,False
20260960,B001,BROU,0.3179411779887259,B001,BROU,0.2996568530776292,False
20260961,B001,BROU,0.28479593800005426,B001,BROU,0.23476661553260644,False
20260962,B001,BROU,0.2877561689729759,B001,BROU,0.2884458555332402,False
20260963,B001,BROU,0.28859190584923156,B001,BROU,0.2789864074972916,False
20260964,B001,BROU,0.30480748501419286,B001,BROU,0.2929719557423875,False
20260965,B001,BROU,0.2851292057757114,B001,BROU,0.2957319590328771,False
20260966,B001,BROU,0.3037407473116567,B001,BROU,0.3085597829810679,False
20260967,B001,BROU,0.3127278894423582,B001,BROU,0.2461433264982172,False
20260968,B001,BROU,0.3245787370554394,B001,BROU,0.29908788807320513,False
20260969,B001,BROU,0.3151985116845517,B001,BROU,0.30056681350680675,False
20260970,B001,BROU,0.2958717786101532,B001,BROU,0.29666776508303067,False
20260971,B001,BROU,0.29499466871792707,B001,BROU,0.2891388205234359,False
20260972,B001,BROU,0.2791553939374161,B001,BROU,0.3074861764399251,False
20260973,B001,BROU,0.27750728706259825,B001,BROU,0.2896664427496232,False
20260974,B001,BROU,0.2751667624516984,B001,BROU,0.23669085218736044,False
20260975,B001,BROU,0.2961212520355895,B001,BROU,0.2581473990155165,False
20260976,B001,BROU,0.31846296880928043,B001,BROU,0.2939257680244505,False
20260977,B001,BROU,0.2835553475836069,B001,BROU,0.2808784726906731,False
20260978,B001,BROU,0.3039454566953679,B001,BROU,0.30552224941017986,False
20260979,B001,BROU,0.28803831276698655,B001,BROU,0.3070722702007656,False
20260980,B001,BROU,0.29696434585743847,B001,BROU,0.31499935940762996,False
20260981,B001,BROU,0.2717503487760604,B001,BROU,0.3105420152961507,False
20260982,B001,BROU,0.2915752351523534,B001,BROU,0.301344985102508,False
20260983,B001,BROU,0.30784878643613867,B001,BROU,0.3028408825943772,False
20260984,B001,BROU,0.30334794291745404,B001,BROU,0.2974131593911274,False
20260985,B001,BROU,0.2861435956002225,B001,BROU,0.29881270515598535,False
20260986,B001,BROU,0.27590539292498045,B001,BROU,0.283451572310856,False
20260987,B001,BROU,0.2927353372065507,B001,BROU,0.26808405955657044,False
20260988,B001,BROU,0.34387539918472027,B001,BROU,0.3294810422349328,False
20260989,B001,BROU,0.3010164028719382,B001,BROU,0.29060885565296557,False
20260990,B001,BROU,0.26482122048552076,B001,BROU,0.25993023349062605,False
20260991,B001,BROU,0.28600383721201966,B001,BROU,0.291398054394674,False
20260992,B001,BROU,0.30119534653756125,B001,BROU,0.29266333161457764,False
20260993,B001,BROU,0.2845457378581941,B001,BROU,0.29246361845682334,False
20260994,B001,BROU,0.29502704579757677,B001,BROU,0.30375007477894883,False
20260995,B001,BROU,0.3081874897102358,B001,BROU,0.30007357158776016,False
20260996,B001,BROU,0.2827755620145777,B001,BROU,0.27525137206128436,False
20260997,B001,BROU,0.2915703114495293,B001,BROU,0.2999039361133332,False
20260998,B001,BROU,0.2884991216764103,B001,BROU,0.2936669963738711,False
20260999,B001,BROU,0.3074480226650972,B001,BROU,0.2815982904025492,False
20261000,B001,BROU,0.3055677894058818,B001,BROU,0.31314849838190995,False
20261001,B001,BROU,0.3069911923681039,B001,BROU,0.31487197309441883,False
20261002,B001,BROU,0.3217401934145426,B001,BROU,0.3466902815532989,False
20261003,B001,BROU,0.29175664032375254,B001,BROU,0.2961421080714714,False
20261004,B001,BROU,0.2884736739659296,B001,BROU,0.31260999920321764,False
20261005,B001,BROU,0.2965530747547051,B001,BROU,0.33039956915338065,False
20261006,B001,BROU,0.2775564398062407,B007,Santander Uruguay,0.20932230207956143,True
20261007,B001,BROU,0.29548447175423603,B001,BROU,0.2967683259238889,False
20261008,B001,BROU,0.296529907953905,B001,BROU,0.3199194928022328,False
20261009,B001,BROU,0.2904407939553061,B001,BROU,0.29370560579431515,False
20261010,B001,BROU,0.29778026063296775,B001,BROU,0.2969656941107622,False
20261011,B001,BROU,0.27796765028479475,B001,BROU,0.2949609737915737,False
20261012,B001,BROU,0.30950761690032935,B001,BROU,0.27507839929583955,False
20261013,B001,BROU,0.2796015939021194,B001,BROU,0.29511700621416515,False
20261014,B001,BROU,0.2969577854139209,B001,BROU,0.28266088779578247,False
20261015,B001,BROU,0.31385234219075997,B001,BROU,0.28985311695975624,False
20261016,B001,BROU,0.2876131494020282,B001,BROU,0.2774587085844819,False
20261017,B001,BROU,0.3044276530188386,B001,BROU,0.26877121263214343,False
20261018,B001,BROU,0.30003742899128694,B001,BROU,0.32244891017925625,False
20261019,B001,BROU,0.330694080157049,B001,BROU,0.27670626922612973,False
20261020,B001,BROU,0.30212168168374787,B001,BROU,0.24794144262747528,False
20261021,B001,BROU,0.31056360321844406,B001,BROU,0.2864920973594702,False
20261022,B001,BROU,0.29876907659578655,B001,BROU,0.273516271244587,False
20261023,B001,BROU,0.31225056729769557,B001,BROU,0.31661787882268144,False
20261024,B001,BROU,0.3000924751098681,B001,BROU,0.30817988577987326,False
20261025,B001,BROU,0.3157167669615045,B001,BROU,0.2795899801806926,False
20261026,B001,BROU,0.2819285066144146,B001,BROU,0.28536893901054955,False
20261027,B001,BROU,0.34482847406774,B001,BROU,0.40000928296965965,False
20261028,B001,BROU,0.2932260106808396,B001,BROU,0.2864665869388735,False
20261029,B001,BROU,0.31499198090410635,B001,BROU,0.36301591375568076,False
20261030,B001,BROU,0.3081584305660557,B001,BROU,0.34038459192408993,False
20261031,B001,BROU,0.28862798730884076,B001,BROU,0.3199278316132283,False
20261032,B001,BROU,0.30005519702813055,B001,BROU,0.3001892949796539,False
20261033,B001,BROU,0.3085893911621317,B001,BROU,0.3692388619027823,False
20261034,B001,BROU,0.2991544097853708,B001,BROU,0.298423126160057,False
20261035,B001,BROU,0.32725124768526603,B001,BROU,0.33593559825521657,False
20261036,B001,BROU,0.3144969511826826,B001,BROU,0.3673923770351857,False
20261037,B001,BROU,0.29788340492475157,B001,BROU,0.36480439838776557,False
20261038,B001,BROU,0.2815389306235564,B001,BROU,0.2857684816651998,False
20261039,B001,BROU,0.29788138837244427,B001,BROU,0.35388752106460525,False
20261040,B001,BROU,0.2997590774506091,B001,BROU,0.30857829647095164,False
20261041,B001,BROU,0.2895047777135336,B001,BROU,0.27811784577796017,False
20261042,B001,BROU,0.30741064533945284,B001,BROU,0.2892659140803584,False
20261043,B001,BROU,0.3319501538426732,B001,BROU,0.31897479589991745,False
20261044,B001,BROU,0.30790587701863814,B007,Santander Uruguay,0.20850191130783008,True
20261045,B001,BROU,0.2936094489370874,B001,BROU,0.29129851787828653,False
20261046,B001,BROU,0.3067290292692462,B001,BROU,0.28323376315508336,False
20261047,B001,BROU,0.3375473251436563,B001,BROU,0.32507993331860574,False
20261048,B001,BROU,0.3072234578033961,B001,BROU,0.3033578128199712,False
20261049,B001,BROU,0.2980135364236835,B001,BROU,0.30031389164881567,False
20261050,B001,BROU,0.29926227530136246,B001,BROU,0.2839447701527006,False
20261051,B001,BROU,0.30490392422517115,B001,BROU,0.3224032261226865,False
20261052,B001,BROU,0.31094371509354596,B001,BROU,0.2954374325365489,False
20261053,B001,BROU,0.3341357075301292,B001,BROU,0.3233505818147459,False
20261054,B001,BROU,0.30653701935673494,B001,BROU,0.3125028682759374,False
20261055,B001,BROU,0.30881917984093554,B001,BROU,0.3165082164232329,False
20261056,B001,BROU,0.3037125591650705,B001,BROU,0.2845412807543137,False
20261057,B001,BROU,0.2797468117305264,B001,BROU,0.2821848314212228,False
20261058,B001,BROU,0.29478504594957033,B001,BROU,0.2954070230136863,False
20261059,B001,BROU,0.3144215203664974,B001,BROU,0.29451400886235507,False
20261060,B001,BROU,0.29216562088753417,B001,BROU,0.2487880149200857,False
20261061,B001,BROU,0.28215650090340005,B001,BROU,0.27716220706954364,False
20261062,B001,BROU,0.285797845667779,B001,BROU,0.277460336526271,False
20261063,B001,BROU,0.3426575382571747,B001,BROU,0.30941270309731,False
20261064,B001,BROU,0.29493094312300583,B001,BROU,0.32518202550969527,False
20261065,B001,BROU,0.3119938150839559,B001,BROU,0.30309358940074566,False
20261066,B001,BROU,0.3016841958060143,B001,BROU,0.30747717919816264,False
20261067,B001,BROU,0.2916313100473688,B001,BROU,0.2387893132406993,False
20261068,B001,BROU,0.29749948910287566,B001,BROU,0.34900088630263926,False
20261069,B001,BROU,0.30107313623214055,B007,Santander Uruguay,0.19808202308018605,True
20261070,B001,BROU,0.29845532034783256,B001,BROU,0.30248181269679675,False
20261071,B001,BROU,0.3054810356881583,B001,BROU,0.31471333344273866,False
20261072,B001,BROU,0.30178869858090973,B001,BROU,0.31402918603257546,False
20261073,B001,BROU,0.2985217630655132,B001,BROU,0.2994627822191054,False
20261074,B001,BROU,0.28045399503508023,B001,BROU,0.25667323222125626,False
20261075,B001,BROU,0.30587209088598616,B001,BROU,0.282700946536313,False
20261076,B001,BROU,0.3149184483976978,B001,BROU,0.3285937045416342,False
20261077,B001,BROU,0.3128418120493456,B001,BROU,0.3428296878319085,False
20261078,B001,BROU,0.27346398923607623,B001,BROU,0.31300878962871664,False
20261079,B001,BROU,0.34132134027502925,B001,BROU,0.3041762713284292,False
20261080,B001,BROU,0.30061633184063064,B001,BROU,0.2892993254169213,False
20261081,B001,BROU,0.3120499696793446,B001,BROU,0.29513565871753134,False
20261082,B001,BROU,0.30111268937985425,B001,BROU,0.3116235373814804,False
20261083,B001,BROU,0.3226377268504184,B001,BROU,0.33925431306222537,False
20261084,B001,BROU,0.29666471449912446,B001,BROU,0.3747703899405059,False
20261085,B001,BROU,0.3038876803745172,B001,BROU,0.2624866035340661,False
20261086,B001,BROU,0.3081205989000224,B001,BROU,0.2764207393469472,False
20261087,B001,BROU,0.2852965657844172,B001,BROU,0.31119637025291536,False
20261088,B001,BROU,0.3103535701558491,B001,BROU,0.298804021144193,False
20261089,B001,BROU,0.3277366374579593,B001,BROU,0.3449933500101033,False
20261090,B001,BROU,0.29641706877859914,B001,BROU,0.2752567781006409,False
20261091,B001,BROU,0.2925701394365734,B001,BROU,0.2888877554430974,False
20261092,B001,BROU,0.28611532200830575,B001,BROU,0.25394733755862464,False
20261093,B001,BROU,0.2910097293243439,B001,BROU,0.2911082948981575,False
20261094,B001,BROU,0.30471453704218276,B001,BROU,0.29038940001523733,False
20261095,B001,BROU,0.29725819316376534,B001,BROU,0.3144129900213591,False
20261096,B001,BROU,0.30422244853082714,B001,BROU,0.29719981520679223,False
20261097,B001,BROU,0.334718351382822,B001,BROU,0.32928627002416366,False
20261098,B001,BROU,0.304096466776013,B001,BROU,0.31046705820763865,False
20261099,B001,BROU,0.2789312716441971,B001,BROU,0.24709924923430965,False
20261100,B001,BROU,0.30136791205339253,B001,BROU,0.30481284640443174,False
20261101,B001,BROU,0.314325336034939,B001,BROU,0.3137767567917447,False
20261102,B001,BROU,0.29795068127877533,B001,BROU,0.3322353762716915,False
20261103,B001,BROU,0.28954572037005094,B001,BROU,0.2631297195803293,False
20261104,B001,BROU,0.313113261123948,B001,BROU,0.29676828258574506,False
20261105,B001,BROU,0.3313061431177225,B001,BROU,0.34518448384303085,False
20261106,B001,BROU,0.30312601379856474,B001,BROU,0.27551825574801014,False
20261107,B001,BROU,0.3008098740772982,B001,BROU,0.3148297397828626,False
20261108,B001,BROU,0.286035292717723,B001,BROU,0.24877002108870755,False
20261109,B001,BROU,0.33010237908824325,B001,BROU,0.3273949220468888,False
20261110,B001,BROU,0.2837498212521081,B001,BROU,0.3111544291233624,False
20261111,B001,BROU,0.3176642299312387,B001,BROU,0.35572385661408906,False
20261112,B001,BROU,0.3328278482272598,B001,BROU,0.3088305167859788,False
20261113,B001,BROU,0.31174601213517716,B001,BROU,0.29080484164161113,False
20261114,B001,BROU,0.3035843233517006,B001,BROU,0.31993353551248027,False
20261115,B001,BROU,0.3226517008536578,B001,BROU,0.3177469836084134,False
20261116,B001,BROU,0.3013918974731228,B001,BROU,0.3849282472945348,False
20261117,B001,BROU,0.30885249695366546,B001,BROU,0.34387237581647145,False
20261118,B001,BROU,0.28396511524595697,B001,BROU,0.2841214496638846,False
20261119,B001,BROU,0.30373733886165144,B001,BROU,0.30653163536241484,False
20261120,B001,BROU,0.3014899476767221,B001,BROU,0.2827253961687422,False
20261121,B001,BROU,0.3002988223866549,B001,BROU,0.2794893631241049,False
20261122,B001,BROU,0.34768924645388394,B001,BROU,0.327826034083126,False
20261123,B001,BROU,0.30998732119193295,B001,BROU,0.34132620243679146,False
20261124,B001,BROU,0.3066110553049325,B001,BROU,0.26679265351091364,False
20261125,B001,BROU,0.29047665563245284,B001,BROU,0.32021681060338886,False
20261126,B001,BROU,0.2844999849957748,B001,BROU,0.3157973170504958,False
20261127,B001,BROU,0.2920675218919517,B001,BROU,0.33586828802584817,False
20261128,B001,BROU,0.3110246912456774,B001,BROU,0.31391615807457357,False
20261129,B001,BROU,0.33455811776718936,B001,BROU,0.3228880463354578,False
20261130,B001,BROU,0.290975315191097,B001,BROU,0.3057299665511712,False
20261131,B001,BROU,0.28586346182253924,B001,BROU,0.2790172108927087,False
20261132,B001,BROU,0.2898138286718049,B001,BROU,0.2666575463903615,False
20261133,B001,BROU,0.323637140199888,B001,BROU,0.32038286222017226,False
20261134,B001,BROU,0.30155753148077563,B001,BROU,0.2982403309938897,False
20261135,B001,BROU,0.29766120433434473,B001,BROU,0.361099726181521,False
20261136,B001,BROU,0.29580514762122884,B001,BROU,0.30207418064600045,False
20261137,B001,BROU,0.3031479811626861,B001,BROU,0.3123623413059768,False
20261138,B001,BROU,0.3090917748460297,B001,BROU,0.31568978423989535,False
20261139,B001,BROU,0.2857774415804186,B001,BROU,0.2762924879563454,False
20261140,B001,BROU,0.27196040572175784,B001,BROU,0.27305365135112264,False
20261141,B001,BROU,0.31001497798060873,B001,BROU,0.21196745688381005,False
20261142,B001,BROU,0.28603703992844354,B001,BROU,0.284543798893257,False
20261143,B001,BROU,0.3109634594122005,B001,BROU,0.33986570895095414,False
20261144,B001,BROU,0.3060720778569337,B001,BROU,0.2919040992671916,False
20261145,B001,BROU,0.3178278754004611,B001,BROU,0.3036996974517701,False
20261146,B001,BROU,0.32125575778298704,B001,BROU,0.28201584646992345,False
20261147,B001,BROU,0.3011921690179231,B001,BROU,0.3545781120661389,False
20261148,B001,BROU,0.30513347542009217,B001,BROU,0.2816485894753468,False
20261149,B001,BROU,0.2933444043886759,B001,BROU,0.32037816309959094,False
20261150,B001,BROU,0.31513322773311025,B001,BROU,0.3026538896504197,False
20261151,B001,BROU,0.3021570224575155,B001,BROU,0.2954217730293107,False
20261152,B001,BROU,0.31943803401592785,B001,BROU,0.32796794010018,False
20261153,B001,BROU,0.2978630842693016,B001,BROU,0.3182254966509435,False
20261154,B001,BROU,0.28733814113470235,B001,BROU,0.2735167239100944,False
20261155,B001,BROU,0.3216427341573883,B001,BROU,0.38968082304825863,False
20261156,B001,BROU,0.30446431411307634,B001,BROU,0.34526505444053357,False
20261157,B001,BROU,0.3158267510024953,B001,BROU,0.3025709435823022,False
20261158,B001,BROU,0.3142726997790442,B001,BROU,0.35097857170453856,False
20261159,B001,BROU,0.30781863600959547,B001,BROU,0.29909906205007186,False
20261160,B001,BROU,0.31153808250472437,B001,BROU,0.3158913903599478,False
20261161,B001,BROU,0.3313862688658112,B001,BROU,0.3037112347856576,False
20261162,B001,BROU,0.3267264237743502,B001,BROU,0.30615440481967937,False
20261163,B001,BROU,0.304339454119399,B001,BROU,0.3440228271196533,False
20261164,B001,BROU,0.29959380217698833,B001,BROU,0.3453133028941754,False
20261165,B001,BROU,0.3067063265355181,B001,BROU,0.33418305087559563,False
20261166,B001,BROU,0.29813686300589826,B001,BROU,0.30580047591820436,False
20261167,B001,BROU,0.3024042558242629,B001,BROU,0.33060864641447385,False
20261168,B001,BROU,0.3097222089333256,B001,BROU,0.28844396858041416,False
20261169,B001,BROU,0.29342717859974243,B001,BROU,0.2810406121771634,False
20261170,B001,BROU,0.3152531965116626,B001,BROU,0.32431539858424574,False
20261171,B001,BROU,0.31316289455033774,B001,BROU,0.298202823273861,False
20261172,B001,BROU,0.30366016920600136,B001,BROU,0.2985896277274674,False
20261173,B001,BROU,0.34420504204792746,B001,BROU,0.3415238486806699,False
20261174,B001,BROU,0.3014919518881064,B001,BROU,0.28850257679754926,False
20261175,B001,BROU,0.30143311258330685,B001,BROU,0.2890414615823269,False
20261176,B001,BROU,0.3035072325654631,B001,BROU,0.3262456827596708,False
20261177,B001,BROU,0.3037669259411055,B001,BROU,0.3111829753045497,False
20261178,B001,BROU,0.3106017568231371,B001,BROU,0.30704173003161433,False
20261179,B001,BROU,0.28662499645063905,B001,BROU,0.2791912288894013,False
20261180,B001,BROU,0.2836373650040328,B001,BROU,0.2773236207354164,False
20261181,B001,BROU,0.30054419666022325,B001,BROU,0.31170071104258423,False
20261182,B001,BROU,0.3035516341530251,B001,BROU,0.31098273713691604,False
20261183,B001,BROU,0.3042329835502617,B001,BROU,0.2805289294007598,False
20261184,B001,BROU,0.30856892144619297,B001,BROU,0.33474061976924724,False
20261185,B001,BROU,0.29516551861908547,B001,BROU,0.24787924373584425,False
20261186,B001,BROU,0.3065185174853635,B001,BROU,0.26750932249985976,False
20261187,B001,BROU,0.2842127915436533,B001,BROU,0.2730851548781177,False
20261188,B001,BROU,0.3119121313346932,B001,BROU,0.22022306117973434,False
20261189,B001,BROU,0.29394617572728515,B001,BROU,0.2931038093648521,False
20261190,B001,BROU,0.27289068026705304,B001,BROU,0.28494477405044666,False
20261191,B001,BROU,0.3146503633034794,B001,BROU,0.3119733068334947,False
20261192,B001,BROU,0.30211915029836023,B001,BROU,0.2967582519438752,False
20261193,B001,BROU,0.29432362366214704,B001,BROU,0.308201117787924,False
20261194,B001,BROU,0.28823072113550763,B001,BROU,0.31898108830671673,False
20261195,B001,BROU,0.2716906389532087,B001,BROU,0.281866961689531,False
20261196,B001,BROU,0.2700139214509389,B001,BROU,0.2969274819176599,False
20261197,B001,BROU,0.2866242035923826,B001,BROU,0.2938069996924256,False
20261198,B001,BROU,0.29450817341774627,B001,BROU,0.32995203246479726,False
20261199,B001,BROU,0.3293598720025968,B001,BROU,0.34238490983644065,False
20261200,B001,BROU,0.2748087745356864,B001,BROU,0.28935218578353233,False
20261201,B001,BROU,0.2709088399414853,B001,BROU,0.3004688909245476,False
20261202,B001,BROU,0.289704841045173,B001,BROU,0.2793366882554706,False
20261203,B001,BROU,0.3145891849327008,B001,BROU,0.3078908304723253,False
20261204,B001,BROU,0.28982316647743855,B001,BROU,0.27375936912979526,False
20261205,B001,BROU,0.3044823642143267,B001,BROU,0.28971076642579496,False
20261206,B001,BROU,0.32663067388091527,B001,BROU,0.30491359654745087,False
20261207,B001,BROU,0.29086251469175056,B001,BROU,0.2814729413862923,False
20261208,B001,BROU,0.2875124533265082,B001,BROU,0.3013801942375751,False
20261209,B001,BROU,0.27550216770465913,B001,BROU,0.3066150930378734,False
20261210,B001,BROU,0.30364838579196296,B001,BROU,0.3426039955872966,False
20261211,B001,BROU,0.3062640499536087,B001,BROU,0.30244117232560475,False
20261212,B001,BROU,0.28452734500536436,B001,BROU,0.3048929351342832,False
20261213,B001,BROU,0.28023259673978296,B001,BROU,0.23537413798055085,False
20261214,B001,BROU,0.30179864004416035,B001,BROU,0.22124688364153344,False
20261215,B001,BROU,0.3035240597626211,B001,BROU,0.3002985445979786,False
20261216,B001,BROU,0.33894445435670884,B001,BROU,0.3477021121852482,False
20261217,B001,BROU,0.3147809255836398,B001,BROU,0.34483031986393653,False
20261218,B001,BROU,0.3004835493344322,B001,BROU,0.29733223354252264,False
20261219,B001,BROU,0.3319534905393195,B001,BROU,0.31444955845592637,False
20261220,B001,BROU,0.31452015548073,B001,BROU,0.2875668210467067,False
20261221,B001,BROU,0.3201521035463656,B001,BROU,0.32056148285667874,False
20261222,B001,BROU,0.3148831386307758,B001,BROU,0.3468181592276321,False
20261223,B001,BROU,0.30017409972266157,B001,BROU,0.32688216745581,False
20261224,B001,BROU,0.2913035778806695,B001,BROU,0.2824153381471398,False
20261225,B001,BROU,0.2922419559866911,B001,BROU,0.2802712167921975,False
20261226,B001,BROU,0.3122397641631795,B001,BROU,0.30833123250659883,False
20261227,B001,BROU,0.3212165624723674,B001,BROU,0.304575726641915,False
20261228,B001,BROU,0.31144855847154096,B001,BROU,0.32594620949886194,False
20261229,B001,BROU,0.3298573293981836,B001,BROU,0.2926991693423336,False
20261230,B001,BROU,0.32481155001535184,B001,BROU,0.30595678657278463,False
20261231,B001,BROU,0.3273521634746137,B001,BROU,0.32233182294113255,False
20261232,B001,BROU,0.3016488554282548,B001,BROU,0.3024727908243061,False
20261233,B001,BROU,0.3225719424580786,B001,BROU,0.3149330433526773,False
20261234,B001,BROU,0.3256828321223212,B001,BROU,0.3558068015081686,False
20261235,B001,BROU,0.30027001606148823,B001,BROU,0.2862764081803253,False
20261236,B001,BROU,0.2936088969947532,B001,BROU,0.30391700479281253,False
20261237,B001,BROU,0.28258051615954444,B001,BROU,0.2862583970892305,False
20261238,B001,BROU,0.3092494890834411,B001,BROU,0.31565689075601383,False
20261239,B001,BROU,0.29766768194420407,B001,BROU,0.2583114665014339,False
20261240,B001,BROU,0.30751204352266753,B001,BROU,0.33003078958913795,False
20261241,B001,BROU,0.3031371947693932,B001,BROU,0.30641361068496353,False
20261242,B001,BROU,0.30513586298997825,B001,BROU,0.3315623501131007,False
20261243,B001,BROU,0.31493554468189927,B001,BROU,0.3164327247712191,False
20261244,B001,BROU,0.31430381948657415,B001,BROU,0.3028808530015983,False
20261245,B001,BROU,0.3042571686879075,B001,BROU,0.32464637207077784,False
20261246,B001,BROU,0.2981259974945196,B001,BROU,0.28113329311840135,False
20261247,B001,BROU,0.31755182355607253,B001,BROU,0.3455201103905677,False
20261248,B001,BROU,0.29704724074181604,B001,BROU,0.28070360820998497,False
20261249,B001,BROU,0.29191902191275476,B001,BROU,0.2918509428517502,False
20261250,B001,BROU,0.3089793802456303,B001,BROU,0.33491686507492957,False
20261251,B001,BROU,0.3055872070503587,B001,BROU,0.29804621048120084,False
20261252,B001,BROU,0.31098465758913474,B001,BROU,0.3259325453698352,False
20261253,B001,BROU,0.3037875610432478,B001,BROU,0.24555421806417554,False
20261254,B001,BROU,0.30688618536401086,B001,BROU,0.31578160859640675,False
20261255,B001,BROU,0.29778940544792826,B001,BROU,0.2932378559373294,False
20261256,B001,BROU,0.2947769904173503,B001,BROU,0.28709100370314516,False
20261257,B001,BROU,0.2960221005323129,B001,BROU,0.3292058276557983,False
20261258,B001,BROU,0.2996012471251463,B001,BROU,0.2663449057343767,False
20261259,B001,BROU,0.3190783183102836,B001,BROU,0.2673521503596575,False
20261260,B001,BROU,0.3278736945563958,B001,BROU,0.3336211096484932,False
20261261,B001,BROU,0.30249574732218226,B001,BROU,0.3220455846838047,False
20261262,B001,BROU,0.30283613016624444,B001,BROU,0.31189535704143784,False
20261263,B001,BROU,0.29421542779378,B001,BROU,0.2686825298570759,False
20261264,B001,BROU,0.2945240686895069,B001,BROU,0.27539664920216844,False
20261265,B001,BROU,0.3147337035447269,B001,BROU,0.31737645742823617,False
