internal_transfer_id,transaction_datetime,currency,amount,sender_account_id,receiver_account_id,sender_transaction_id,receiver_transaction_id
IT0000000038,2021-01-04 16:10:16,USD,45.64,A0003887,A0000104,T0000000427,T0000000426
IT0000000039,2021-01-04 16:20:43,UYU,7034.82,A0009538,A0009623,T0000000428,T0000000429
IT0000000040,2021-01-04 17:30:25,UYU,9828.81,A0003145,A0000525,T0000000439,T0000000438
IT0000000041,2021-01-04 17:41:13,UYU,10102.84,A0005983,A0009941,T0000000441,T0000000442
IT0000000042,2021-01-04 20:35:50,UYU,8192.55,A0009032,A0007027,T0000000456,T0000000455
IT0000000043,2021-01-04 23:07:58,UYU,20358.43,A0003179,A0001267,T0000000463,T0000000462
IT0000000044,2021-01-05 09:37:43,UYU,11956.85,A0009920,A0010999,T0000000487,T0000000488
IT0000000045,2021-01-05 12:11:13,UYU,14095.61,A0007294,A0001874,T0000000502,T0000000501
IT0000000046,2021-01-05 12:23:18,UYU,13782.23,A0008148,A0007700,T0000000507,T0000000506
IT0000000047,2021-01-05 12:32:41,UYU,5878.33,A0011352,A0008475,T0000000509,T0000000508
IT0000000048,2021-01-05 12:35:34,UYU,4869.58,A0000556,A0008733,T0000000510,T0000000511
IT0000000049,2021-01-05 15:17:26,UYU,4942.14,A0000370,A0003972,T0000000530,T0000000531
IT0000000050,2021-01-05 17:59:45,UYU,10657.35,A0008585,A0007932,T0000000547,T0000000546
IT0000000051,2021-01-05 18:33:34,UYU,6303.64,A0009538,A0004045,T0000000553,T0000000552
IT0000000052,2021-01-06 09:08:21,UYU,22832.63,A0009941,A0008999,T0000000576,T0000000575
IT0000000053,2021-01-06 11:30:39,UYU,2391.08,A0010546,A0004042,T0000000587,T0000000586
IT0000000054,2021-01-06 12:30:34,UYU,4939.68,A0003518,A0010875,T0000000599,T0000000600
IT0000000055,2021-01-06 13:43:43,UYU,4604.69,A0009941,A0001368,T0000000616,T0000000615
IT0000000056,2021-01-06 15:39:35,UYU,36258.4,A0005721,A0008999,T0000000623,T0000000624
IT0000000057,2021-01-06 17:11:36,UYU,7776.46,A0006236,A0011731,T0000000639,T0000000640
IT0000000058,2021-01-07 09:09:45,UYU,3528.73,A0003099,A0000891,T0000000676,T0000000675
IT0000000059,2021-01-07 10:15:22,UYU,320.75,A0003520,A0000855,T0000000683,T0000000682
IT0000000060,2021-01-07 13:39:19,UYU,3869.47,A0005139,A0002771,T0000000700,T0000000699
IT0000000061,2021-01-07 14:23:42,UYU,8251.58,A0002073,A0001188,T0000000704,T0000000703
IT0000000062,2021-01-07 14:28:12,UYU,6643.43,A0012778,A0001534,T0000000707,T0000000706
IT0000000063,2021-01-07 15:25:39,UYU,10728.96,A0010068,A0002593,T0000000714,T0000000713
IT0000000064,2021-01-07 16:50:04,UYU,2901.0,A0004527,A0005853,T0000000726,T0000000727
IT0000000065,2021-01-07 17:13:15,UYU,50896.51,A0003752,A0007027,T0000000730,T0000000731
IT0000000066,2021-01-07 19:04:37,UYU,3648.05,A0000356,A0011389,T0000000734,T0000000735
IT0000000067,2021-01-08 07:03:48,USD,34.92,A0004666,A0009785,T0000000760,T0000000761
IT0000000068,2021-01-08 10:47:20,UYU,1199.04,A0000418,A0008755,T0000000779,T0000000780
IT0000000069,2021-01-08 11:53:45,UYU,39579.17,A0006272,A0005037,T0000000792,T0000000791
IT0000000070,2021-01-08 12:31:09,UYU,17440.61,A0003972,A0007802,T0000000804,T0000000805
IT0000000071,2021-01-08 13:31:36,UYU,13157.67,A0002663,A0009623,T0000000812,T0000000813
IT0000000072,2021-01-08 14:04:43,UYU,454.0,A0000558,A0008733,T0000000814,T0000000815
IT0000000073,2021-01-08 14:31:42,UYU,14941.59,A0003054,A0010544,T0000000817,T0000000818
IT0000000074,2021-01-08 14:32:27,UYU,2670.47,A0002766,A0003100,T0000000819,T0000000820
IT0000000075,2021-01-08 14:35:09,USD,302.79,A0012483,A0005437,T0000000822,T0000000821
IT0000000076,2021-01-08 15:10:29,USD,58.36,A0011351,A0010519,T0000000831,T0000000830
IT0000000077,2021-01-08 15:21:12,UYU,22100.92,A0002593,A0007700,T0000000832,T0000000833
IT0000000078,2021-01-08 15:26:49,UYU,8049.69,A0001188,A0001397,T0000000834,T0000000835
IT0000000079,2021-01-08 16:21:52,UYU,967.79,A0002593,A0010337,T0000000846,T0000000847
IT0000000080,2021-01-08 19:52:50,UYU,7397.62,A0003139,A0007290,T0000000862,T0000000863
IT0000000081,2021-01-09 12:29:03,UYU,16190.41,A0001275,A0009623,T0000000891,T0000000892
IT0000000082,2021-01-09 19:41:15,UYU,23865.4,A0001275,A0005176,T0000000933,T0000000934
IT0000000083,2021-01-10 11:32:53,UYU,1634.31,A0002593,A0002347,T0000000962,T0000000961
IT0000000084,2021-01-10 14:58:04,UYU,12430.45,A0003886,A0009537,T0000000975,T0000000976
IT0000000085,2021-01-10 15:18:33,UYU,878.01,A0002662,A0004528,T0000000979,T0000000980
IT0000000086,2021-01-10 19:51:02,USD,142.06,A0010593,A0002234,T0000000998,T0000000997
IT0000000087,2021-01-11 06:58:36,UYU,7736.03,A0007871,A0005036,T0000001017,T0000001016
IT0000000088,2021-01-11 07:30:57,UYU,5277.01,A0004529,A0003134,T0000001021,T0000001020
IT0000000089,2021-01-11 08:52:34,USD,225.33,A0012483,A0002342,T0000001028,T0000001027
IT0000000090,2021-01-11 10:38:02,UYU,7125.78,A0007932,A0008442,T0000001037,T0000001038
IT0000000091,2021-01-11 11:32:11,UYU,3550.04,A0001875,A0007932,T0000001041,T0000001042
IT0000000092,2021-01-11 12:13:54,UYU,1432.2,A0008859,A0003511,T0000001050,T0000001049
IT0000000093,2021-01-11 12:37:05,UYU,8299.85,A0009941,A0001267,T0000001053,T0000001052
IT0000000094,2021-01-11 14:05:14,UYU,3214.81,A0000523,A0007802,T0000001059,T0000001060
IT0000000095,2021-01-11 14:11:17,USD,280.64,A0005631,A0009073,T0000001061,T0000001062
IT0000000096,2021-01-11 16:25:56,UYU,9976.25,A0011731,A0005981,T0000001080,T0000001079
IT0000000097,2021-01-11 18:14:53,UYU,7380.85,A0009596,A0005721,T0000001094,T0000001093
IT0000000098,2021-01-12 06:38:30,USD,127.5,A0013680,A0012109,T0000001122,T0000001121
IT0000000099,2021-01-12 07:27:34,UYU,2174.05,A0006455,A0008650,T0000001125,T0000001126
IT0000000100,2021-01-12 09:42:45,UYU,5683.57,A0011808,A0003612,T0000001136,T0000001135
IT0000000101,2021-01-12 12:38:35,UYU,794.4,A0010004,A0000420,T0000001160,T0000001159
IT0000000102,2021-01-12 13:09:57,UYU,4894.97,A0003134,A0007702,T0000001164,T0000001165
IT0000000103,2021-01-12 14:52:33,UYU,7513.42,A0000309,A0000677,T0000001175,T0000001176
IT0000000104,2021-01-12 16:09:08,UYU,5822.85,A0002593,A0006726,T0000001188,T0000001189
IT0000000105,2021-01-12 19:39:15,UYU,154.89,A0006063,A0000420,T0000001206,T0000001205
IT0000000106,2021-01-12 19:48:23,UYU,18618.92,A0000523,A0011352,T0000001208,T0000001209
IT0000000107,2021-01-12 19:54:22,UYU,5982.56,A0010337,A0010999,T0000001211,T0000001212
IT0000000108,2021-01-12 20:12:47,UYU,3207.45,A0003054,A0007175,T0000001214,T0000001215
IT0000000109,2021-01-12 21:50:11,UYU,15918.03,A0009830,A0003681,T0000001220,T0000001219
IT0000000110,2021-01-12 23:32:18,UYU,50153.69,A0010720,A0003680,T0000001223,T0000001222
IT0000000111,2021-01-12 23:36:07,UYU,22624.6,A0003519,A0013723,T0000001224,T0000001225
IT0000000112,2021-01-12 23:44:47,UYU,1809.29,A0004434,A0003054,T0000001227,T0000001226
IT0000000113,2021-01-13 09:34:04,UYU,25046.97,A0000525,A0003681,T0000001243,T0000001244
IT0000000114,2021-01-13 11:25:51,UYU,10759.78,A0010516,A0000786,T0000001257,T0000001256
IT0000000115,2021-01-13 11:57:50,UYU,6654.77,A0008585,A0012778,T0000001261,T0000001262
IT0000000116,2021-01-13 13:51:37,UYU,18535.32,A0003754,A0003134,T0000001278,T0000001277
IT0000000117,2021-01-13 13:56:22,UYU,1170.19,A0001461,A0003101,T0000001279,T0000001280
IT0000000118,2021-01-13 14:28:06,UYU,34007.54,A0012531,A0010547,T0000001284,T0000001283
IT0000000119,2021-01-13 14:48:49,USD,405.91,A0009718,A0005632,T0000001286,T0000001285
IT0000000120,2021-01-13 17:59:02,USD,74.06,A0005631,A0008597,T0000001310,T0000001311
IT0000000121,2021-01-13 18:12:36,UYU,8420.51,A0001413,A0007700,T0000001313,T0000001314
IT0000000122,2021-01-13 19:28:52,UYU,1832.99,A0009586,A0000303,T0000001321,T0000001320
IT0000000123,2021-01-13 21:00:33,UYU,9331.46,A0005201,A0012743,T0000001325,T0000001326
IT0000000124,2021-01-13 23:28:19,UYU,15022.42,A0001461,A0010875,T0000001332,T0000001333
IT0000000125,2021-01-14 07:25:14,UYU,2678.36,A0006272,A0005702,T0000001347,T0000001346
IT0000000126,2021-01-14 08:54:34,UYU,2649.17,A0000525,A0012537,T0000001351,T0000001352
IT0000000127,2021-01-14 10:11:27,UYU,3992.73,A0003054,A0009594,T0000001361,T0000001362
IT0000000128,2021-01-14 10:22:53,UYU,6476.41,A0007802,A0000309,T0000001365,T0000001364
IT0000000129,2021-01-14 11:37:59,UYU,7091.96,A0007693,A0002663,T0000001370,T0000001369
IT0000000130,2021-01-14 11:53:00,UYU,9120.11,A0012537,A0000356,T0000001372,T0000001371
IT0000000131,2021-01-14 12:03:41,UYU,2263.16,A0003519,A0003054,T0000001375,T0000001374
IT0000000132,2021-01-14 13:52:08,USD,1029.02,A0010891,A0004666,T0000001389,T0000001388
IT0000000133,2021-01-14 14:24:50,UYU,4543.32,A0004434,A0002595,T0000001394,T0000001393
IT0000000134,2021-01-14 15:22:02,UYU,4173.63,A0010004,A0005468,T0000001404,T0000001403
IT0000000135,2021-01-14 15:30:17,USD,616.03,A0008597,A0013680,T0000001407,T0000001408
IT0000000136,2021-01-14 16:20:10,UYU,3065.1,A0000357,A0005200,T0000001412,T0000001413
IT0000000137,2021-01-14 18:43:00,UYU,647.92,A0003897,A0009594,T0000001419,T0000001420
IT0000000138,2021-01-14 20:30:35,UYU,11106.64,A0007693,A0010337,T0000001423,T0000001424
IT0000000139,2021-01-14 21:32:41,UYU,5997.94,A0000418,A0012111,T0000001428,T0000001429
IT0000000140,2021-01-14 21:51:01,USD,15.35,A0011122,A0007701,T0000001431,T0000001430
IT0000000141,2021-01-15 08:53:39,UYU,24015.61,A0010889,A0006455,T0000001448,T0000001447
IT0000000142,2021-01-15 10:07:57,UYU,5192.82,A0011465,A0001368,T0000001461,T0000001460
IT0000000143,2021-01-15 10:23:28,UYU,6929.57,A0008148,A0010337,T0000001465,T0000001466
IT0000000144,2021-01-15 10:50:44,UYU,2282.63,A0000786,A0002343,T0000001477,T0000001478
IT0000000145,2021-01-15 11:06:20,USD,216.67,A0011351,A0010891,T0000001482,T0000001481
IT0000000146,2021-01-15 12:01:15,UYU,14255.19,A0002053,A0009540,T0000001491,T0000001492
IT0000000147,2021-01-15 12:09:20,UYU,2972.01,A0000357,A0003752,T0000001495,T0000001496
IT0000000148,2021-01-15 12:30:11,UYU,10312.71,A0010157,A0007700,T0000001499,T0000001498
IT0000000149,2021-01-15 12:40:21,UYU,8875.9,A0010286,A0003886,T0000001501,T0000001500
IT0000000150,2021-01-15 13:07:41,UYU,3981.37,A0010862,A0004525,T0000001509,T0000001508
IT0000000151,2021-01-15 14:52:36,UYU,4264.81,A0006272,A0007802,T0000001525,T0000001526
IT0000000152,2021-01-15 14:55:59,UYU,15193.78,A0001741,A0007294,T0000001527,T0000001528
IT0000000153,2021-01-15 16:05:24,UYU,11936.15,A0010543,A0001461,T0000001544,T0000001543
IT0000000154,2021-01-15 16:34:06,UYU,2904.88,A0008653,A0012744,T0000001550,T0000001551
IT0000000155,2021-01-15 19:59:21,UYU,561.29,A0006808,A0004529,T0000001570,T0000001569
IT0000000156,2021-01-16 09:04:55,UYU,2011.36,A0006272,A0001990,T0000001589,T0000001588
IT0000000157,2021-01-16 09:05:33,UYU,4402.3,A0000659,A0011731,T0000001591,T0000001592
IT0000000158,2021-01-16 09:15:39,UYU,8160.28,A0003611,A0011731,T0000001593,T0000001594
IT0000000159,2021-01-16 09:16:05,USD,138.5,A0007699,A0013680,T0000001595,T0000001596
IT0000000160,2021-01-16 12:10:54,UYU,44272.4,A0007027,A0008999,T0000001607,T0000001608
IT0000000161,2021-01-16 13:05:31,UYU,3442.58,A0008755,A0010546,T0000001615,T0000001616
IT0000000162,2021-01-16 18:01:48,UYU,6856.69,A0005468,A0010889,T0000001632,T0000001633
IT0000000163,2021-01-16 19:48:39,UYU,5680.41,A0000458,A0002345,T0000001638,T0000001639
IT0000000164,2021-01-16 20:48:31,UYU,5466.84,A0009941,A0010123,T0000001642,T0000001643
IT0000000165,2021-01-16 22:50:47,UYU,2529.2,A0012778,A0012111,T0000001649,T0000001648
IT0000000166,2021-01-17 10:33:56,UYU,13432.32,A0000420,A0000557,T0000001664,T0000001665
IT0000000167,2021-01-17 14:55:16,UYU,12310.02,A0009540,A0001275,T0000001684,T0000001683
IT0000000168,2021-01-17 19:31:39,USD,150.5,A0012109,A0001726,T0000001693,T0000001692
IT0000000169,2021-01-17 23:22:50,UYU,3929.45,A0007700,A0012744,T0000001703,T0000001704
IT0000000170,2021-01-17 23:24:45,UYU,2775.69,A0010544,A0012743,T0000001705,T0000001706
IT0000000171,2021-01-18 10:50:38,UYU,795.65,A0003612,A0003518,T0000001727,T0000001726
IT0000000172,2021-01-18 11:29:16,UYU,15123.76,A0007871,A0009938,T0000001733,T0000001734
IT0000000173,2021-01-18 12:08:41,UYU,1266.73,A0009331,A0005468,T0000001740,T0000001739
IT0000000174,2021-01-18 12:52:08,UYU,2583.95,A0008475,A0008998,T0000001742,T0000001743
IT0000000175,2021-01-18 13:10:50,USD,278.78,A0006274,A0011351,T0000001745,T0000001746
IT0000000176,2021-01-18 19:09:03,UYU,3350.88,A0008652,A0009586,T0000001777,T0000001778
IT0000000177,2021-01-19 08:25:02,USD,274.19,A0001420,A0002157,T0000001806,T0000001807
IT0000000178,2021-01-19 09:04:23,UYU,1952.9,A0005139,A0005942,T0000001811,T0000001812
IT0000000179,2021-01-19 11:23:47,UYU,3261.94,A0010068,A0003404,T0000001825,T0000001824
IT0000000180,2021-01-19 11:33:21,UYU,10731.78,A0010720,A0000558,T0000001828,T0000001827
IT0000000181,2021-01-19 11:51:21,UYU,3145.54,A0005186,A0009587,T0000001830,T0000001831
IT0000000182,2021-01-19 12:49:53,USD,286.67,A0009073,A0007028,T0000001840,T0000001839
IT0000000183,2021-01-19 13:22:11,UYU,4004.67,A0003099,A0012537,T0000001843,T0000001844
IT0000000184,2021-01-19 13:32:10,UYU,693.78,A0003179,A0010862,T0000001848,T0000001849
IT0000000185,2021-01-19 15:26:53,UYU,3384.45,A0008755,A0002593,T0000001867,T0000001866
IT0000000186,2021-01-19 16:22:27,UYU,36581.11,A0009540,A0004434,T0000001874,T0000001873
IT0000000187,2021-01-19 17:37:22,UYU,7647.34,A0005702,A0002053,T0000001882,T0000001881
IT0000000188,2021-01-19 19:55:32,UYU,28041.83,A0010718,A0002920,T0000001896,T0000001895
IT0000000189,2021-01-19 20:14:39,UYU,4846.54,A0003886,A0004323,T0000001897,T0000001898
IT0000000190,2021-01-19 20:45:01,UYU,1502.33,A0000371,A0008148,T0000001903,T0000001904
IT0000000191,2021-01-19 21:11:45,UYU,6527.32,A0010004,A0003754,T0000001906,T0000001905
IT0000000192,2021-01-19 22:34:56,USD,480.19,A0002234,A0012494,T0000001908,T0000001909
IT0000000193,2021-01-20 05:06:43,UYU,7387.09,A0002955,A0010302,T0000001916,T0000001917
IT0000000194,2021-01-20 08:10:12,UYU,6462.11,A0000491,A0005176,T0000001922,T0000001923
IT0000000195,2021-01-20 10:12:05,UYU,3676.73,A0007700,A0013723,T0000001932,T0000001933
IT0000000196,2021-01-20 11:23:51,UYU,12464.39,A0012778,A0000864,T0000001937,T0000001936
IT0000000197,2021-01-20 12:28:01,UYU,7930.45,A0012531,A0002955,T0000001947,T0000001946
IT0000000198,2021-01-20 13:04:40,UYU,17351.47,A0005702,A0003681,T0000001951,T0000001950
IT0000000199,2021-01-20 14:37:52,UYU,1086.55,A0004528,A0010594,T0000001966,T0000001967
IT0000000200,2021-01-20 15:39:01,UYU,42822.54,A0006808,A0013723,T0000001975,T0000001976
IT0000000201,2021-01-20 16:31:15,USD,14.1,A0012483,A0008597,T0000001986,T0000001985
IT0000000202,2021-01-20 19:35:48,UYU,6522.89,A0007902,A0000556,T0000001995,T0000001994
IT0000000203,2021-01-20 21:51:04,UYU,1684.25,A0008653,A0007700,T0000002003,T0000002002
IT0000000204,2021-01-21 13:42:02,UYU,32344.78,A0008148,A0008644,T0000002049,T0000002050
IT0000000205,2021-01-21 14:44:11,UYU,16941.78,A0000336,A0001328,T0000002057,T0000002058
IT0000000206,2021-01-21 15:02:40,UYU,6297.01,A0002814,A0005933,T0000002064,T0000002065
IT0000000207,2021-01-21 19:02:41,UYU,15144.01,A0002347,A0010720,T0000002091,T0000002092
IT0000000208,2021-01-21 19:58:14,UYU,4185.78,A0008148,A0012742,T0000002096,T0000002097
IT0000000209,2021-01-22 09:59:31,UYU,9665.83,A0001267,A0010720,T0000002129,T0000002130
IT0000000210,2021-01-22 11:12:29,UYU,10510.39,A0000677,A0006063,T0000002138,T0000002139
IT0000000211,2021-01-22 12:19:21,USD,965.48,A0005632,A0008596,T0000002148,T0000002149
IT0000000212,2021-01-22 13:25:34,UYU,8485.66,A0005176,A0000558,T0000002160,T0000002159
IT0000000213,2021-01-22 14:12:36,UYU,2326.1,A0004527,A0002814,T0000002168,T0000002167
IT0000000214,2021-01-22 14:26:22,UYU,5662.17,A0010972,A0010718,T0000002171,T0000002170
IT0000000215,2021-01-22 17:31:07,UYU,4197.99,A0010302,A0002663,T0000002194,T0000002193
IT0000000216,2021-01-22 19:26:32,UYU,16276.01,A0009594,A0005287,T0000002203,T0000002202
IT0000000217,2021-01-22 22:38:03,UYU,6495.46,A0003404,A0012778,T0000002214,T0000002215
IT0000000218,2021-01-23 05:20:15,UYU,7340.02,A0001267,A0000860,T0000002224,T0000002223
IT0000000219,2021-01-23 09:40:21,UYU,2013.77,A0001368,A0000856,T0000002240,T0000002239
IT0000000220,2021-01-23 17:22:40,UYU,15516.44,A0000523,A0003518,T0000002278,T0000002279
IT0000000221,2021-01-23 18:14:00,UYU,8440.34,A0000891,A0000677,T0000002282,T0000002281
IT0000000222,2021-01-23 20:03:42,UYU,2849.45,A0010547,A0008585,T0000002288,T0000002287
IT0000000223,2021-01-24 05:32:59,UYU,7049.2,A0000525,A0002663,T0000002302,T0000002303
IT0000000224,2021-01-24 11:43:11,UYU,8437.89,A0009537,A0011731,T0000002320,T0000002321
IT0000000225,2021-01-24 16:33:15,UYU,4848.81,A0010068,A0005467,T0000002351,T0000002350
IT0000000226,2021-01-24 19:58:48,USD,289.81,A0001726,A0006274,T0000002364,T0000002365
IT0000000227,2021-01-24 21:38:24,UYU,50053.24,A0010720,A0003099,T0000002373,T0000002372
IT0000000228,2021-01-24 22:26:42,USD,95.22,A0008098,A0000493,T0000002378,T0000002377
IT0000000229,2021-01-25 05:34:27,UYU,1067.41,A0009537,A0003508,T0000002387,T0000002386
IT0000000230,2021-01-25 11:46:42,UYU,6379.63,A0012474,A0003054,T0000002411,T0000002410
IT0000000231,2021-01-25 12:17:25,USD,333.25,A0011122,A0002157,T0000002415,T0000002414
IT0000000232,2021-01-25 14:09:48,UYU,10938.78,A0005941,A0001328,T0000002425,T0000002424
IT0000000233,2021-01-25 15:25:47,UYU,1858.83,A0000356,A0001874,T0000002436,T0000002437
IT0000000234,2021-01-25 20:35:53,UYU,6502.96,A0003099,A0007703,T0000002461,T0000002462
IT0000000235,2021-01-25 20:37:10,UYU,4617.47,A0007173,A0007693,T0000002463,T0000002464
IT0000000236,2021-01-25 23:47:41,UYU,9318.96,A0001531,A0001397,T0000002477,T0000002476
IT0000000237,2021-01-26 05:17:58,UYU,2973.79,A0005200,A0011352,T0000002481,T0000002482
IT0000000238,2021-01-26 08:06:46,USD,35.33,A0002157,A0001460,T0000002488,T0000002487
IT0000000239,2021-01-26 09:51:23,UYU,16610.54,A0008998,A0000558,T0000002496,T0000002495
IT0000000240,2021-01-26 10:47:13,UYU,6621.91,A0005702,A0005503,T0000002501,T0000002500
IT0000000241,2021-01-26 11:13:49,USD,374.52,A0007698,A0002157,T0000002504,T0000002503
IT0000000242,2021-01-26 12:16:40,UYU,3557.51,A0009537,A0002324,T0000002508,T0000002507
IT0000000243,2021-01-26 12:21:56,UYU,4395.29,A0006726,A0009331,T0000002509,T0000002510
IT0000000244,2021-01-26 15:11:29,UYU,10138.88,A0009596,A0003734,T0000002526,T0000002525
IT0000000245,2021-01-26 15:33:50,UYU,6115.39,A0001188,A0000356,T0000002530,T0000002529
IT0000000246,2021-01-26 16:11:09,UYU,13347.28,A0010517,A0003054,T0000002535,T0000002534
IT0000000247,2021-01-26 17:10:35,USD,476.21,A0011122,A0002157,T0000002542,T0000002541
IT0000000248,2021-01-26 20:55:40,UYU,6288.99,A0012111,A0009830,T0000002551,T0000002550
IT0000000249,2021-01-27 11:27:33,UYU,13497.54,A0010972,A0005036,T0000002582,T0000002581
IT0000000250,2021-01-27 11:57:20,UYU,2244.81,A0000557,A0007291,T0000002586,T0000002587
IT0000000251,2021-01-27 12:00:12,UYU,2115.53,A0002593,A0001267,T0000002589,T0000002588
IT0000000252,2021-01-27 12:56:06,UYU,9109.5,A0008998,A0005200,T0000002596,T0000002595
IT0000000253,2021-01-27 15:08:41,USD,190.42,A0006004,A0007701,T0000002611,T0000002612
IT0000000254,2021-01-27 21:30:34,UYU,8148.51,A0003518,A0008734,T0000002637,T0000002638
IT0000000255,2021-01-27 23:51:39,UYU,2573.07,A0007293,A0006808,T0000002644,T0000002643
IT0000000256,2021-01-28 09:19:25,UYU,5892.09,A0008644,A0007693,T0000002653,T0000002652
IT0000000257,2021-01-28 11:31:43,USD,256.03,A0000493,A0000126,T0000002672,T0000002671
IT0000000258,2021-01-28 12:19:33,UYU,20502.14,A0000861,A0011808,T0000002676,T0000002677
IT0000000259,2021-01-28 12:26:57,UYU,71818.92,A0007902,A0008149,T0000002678,T0000002679
IT0000000260,2021-01-28 12:51:49,UYU,1965.03,A0002594,A0009623,T0000002683,T0000002684
IT0000000261,2021-01-28 13:18:42,UYU,2567.99,A0004323,A0007072,T0000002686,T0000002687
IT0000000262,2021-01-28 14:48:52,USD,256.42,A0001742,A0010891,T0000002696,T0000002697
IT0000000263,2021-01-28 15:02:15,UYU,3534.3,A0000556,A0002955,T0000002702,T0000002703
IT0000000264,2021-01-28 15:03:37,USD,125.49,A0002157,A0000406,T0000002706,T0000002705
IT0000000265,2021-01-28 15:35:21,UYU,8917.78,A0000303,A0009941,T0000002708,T0000002709
IT0000000266,2021-01-28 16:11:45,UYU,6416.65,A0012778,A0001368,T0000002715,T0000002714
IT0000000267,2021-01-28 17:22:43,UYU,13951.19,A0005665,A0008753,T0000002722,T0000002723
IT0000000268,2021-01-28 20:06:49,UYU,42948.98,A0005037,A0005187,T0000002735,T0000002736
IT0000000269,2021-01-29 09:40:59,UYU,20392.3,A0007700,A0005439,T0000002760,T0000002759
IT0000000270,2021-01-29 09:55:44,UYU,26309.09,A0002662,A0006808,T0000002763,T0000002764
IT0000000271,2021-01-29 10:15:45,UYU,6911.69,A0010123,A0013723,T0000002767,T0000002768
IT0000000272,2021-01-29 10:23:37,UYU,1635.53,A0001535,A0008475,T0000002773,T0000002774
IT0000000273,2021-01-29 11:41:11,UYU,14454.84,A0007700,A0004045,T0000002785,T0000002784
