account_id,customer_id,account_role
A0012826,C0004398,PRIMARY_TRANSACTIONAL
A0003010,C0004705,PAYROLL
A0003065,C0004808,PRIMARY_TRANSACTIONAL
A0003106,C0004871,PAYROLL
A0017902,C0004871,SECONDARY
A0003347,C0005223,PAYROLL
A0003387,C0005291,FIXED_TERM
A0003388,C0005291,PAYROLL
A0003389,C0005291,SECONDARY
A0012880,C0005291,USD_RESERVE
A0003555,C0005551,USD_RESERVE
A0012894,C0005551,PRIMARY_TRANSACTIONAL
A0003713,C0005782,BUSINESS_OPERATING
A0003714,C0005782,USD_RESERVE
A0003781,C0005906,SAVINGS
A0003782,C0005906,PAYROLL
A0012909,C0005906,FIXED_TERM
A0016661,C0005906,SAVINGS
A0003888,C0006078,PRIMARY_TRANSACTIONAL
A0015352,C0006078,SECONDARY
A0004156,C0006579,SECONDARY
A0004157,C0006579,SAVINGS
A0014088,C0006579,PAYROLL
A0004186,C0006624,PRIMARY_TRANSACTIONAL
A0005086,C0008118,USD_RESERVE
A0005087,C0008118,PAYROLL
A0019651,C0008118,FIXED_TERM
A0005177,C0008201,SAVINGS
A0005178,C0008201,SAVINGS
A0005179,C0008201,PAYROLL
A0005180,C0008201,FIXED_TERM
A0005284,C0008390,PRIMARY_TRANSACTIONAL
A0005285,C0008390,SAVINGS
A0005367,C0008515,PRIMARY_TRANSACTIONAL
A0019685,C0008515,SAVINGS
A0005770,C0009145,PRIMARY_TRANSACTIONAL
A0013089,C0009145,USD_RESERVE
A0016876,C0009145,SAVINGS
A0005790,C0009179,PAYROLL
A0014274,C0009179,SAVINGS
A0018203,C0009179,PAYROLL
A0005820,C0009226,PRIMARY_TRANSACTIONAL
A0018206,C0009226,USD_RESERVE
A0005950,C0009429,PRIMARY_TRANSACTIONAL
A0006611,C0010513,PRIMARY_TRANSACTIONAL
A0006612,C0010519,USD_RESERVE
A0015655,C0010519,SAVINGS
A0015656,C0010519,PAYROLL
A0006780,C0010764,PAYROLL
A0006925,C0010974,USD_RESERVE
A0006926,C0010974,SAVINGS
A0006927,C0010974,SAVINGS
A0006928,C0010974,PAYROLL
A0014400,C0010974,USD_RESERVE
A0014401,C0010974,PAYROLL
A0017004,C0010974,PAYROLL
A0007072,C0011197,PRIMARY_TRANSACTIONAL
A0014411,C0011197,SAVINGS
A0007189,C0011348,SAVINGS
A0007190,C0011348,SAVINGS
A0007191,C0011348,PAYROLL
A0007205,C0011365,PAYROLL
A0007206,C0011365,USD_RESERVE
A0007360,C0011554,PRIMARY_TRANSACTIONAL
A0015723,C0011554,USD_RESERVE
A0007633,C0012009,PAYROLL
A0007634,C0012009,SAVINGS
A0013244,C0012009,USD_RESERVE
A0019973,C0012009,PAYROLL
A0007739,C0012148,USD_RESERVE
A0007740,C0012148,PAYROLL
A0007742,C0012148,USD_RESERVE
A0007743,C0012148,SAVINGS
A0007744,C0012150,SECONDARY
A0007745,C0012150,PAYROLL
A0018433,C0012150,USD_RESERVE
A0019990,C0012150,SAVINGS
A0019991,C0012150,SECONDARY
A0007763,C0012171,PRIMARY_TRANSACTIONAL
A0007767,C0012171,SAVINGS
A0007769,C0012171,SECONDARY
A0007884,C0012385,SECONDARY
A0007885,C0012385,PAYROLL
A0007912,C0012435,SAVINGS
A0007914,C0012435,USD_RESERVE
A0017110,C0012435,PAYROLL
A0008004,C0012604,SAVINGS
A0008005,C0012604,SAVINGS
A0013269,C0012604,PRIMARY_TRANSACTIONAL
A0008249,C0013015,USD_RESERVE
A0013297,C0013015,PAYROLL
A0008281,C0013090,PAYROLL
A0008325,C0013201,PAYROLL
A0008326,C0013201,SECONDARY
A0008327,C0013201,SAVINGS
A0008330,C0013201,SAVINGS
A0008331,C0013201,PAYROLL
A0008332,C0013201,PAYROLL
A0008370,C0013254,USD_RESERVE
A0008371,C0013254,USD_RESERVE
A0008372,C0013254,PRIMARY_TRANSACTIONAL
A0008554,C0013563,PRIMARY_TRANSACTIONAL
A0008634,C0013689,PRIMARY_TRANSACTIONAL
A0020105,C0013689,SAVINGS
A0008665,C0013751,SAVINGS
A0008666,C0013751,PRIMARY_TRANSACTIONAL
A0008892,C0014096,PAYROLL
A0013348,C0014096,USD_RESERVE
A0009024,C0014331,FIXED_TERM
A0009051,C0014371,FIXED_TERM
A0009443,C0014953,PRIMARY_TRANSACTIONAL
A0009609,C0015256,PAYROLL
A0009610,C0015256,SECONDARY
A0009795,C0015490,PAYROLL
A0009797,C0015490,PAYROLL
A0015989,C0015490,SAVINGS
A0018660,C0015490,SECONDARY
A0009949,C0015733,SAVINGS
A0017308,C0015733,PRIMARY_TRANSACTIONAL
A0018681,C0015733,SAVINGS
A0009985,C0015769,PRIMARY_TRANSACTIONAL
A0020270,C0015769,USD_RESERVE
A0010228,C0016196,PRIMARY_TRANSACTIONAL
A0010259,C0016234,PAYROLL
A0010278,C0016250,PAYROLL
A0010279,C0016250,USD_RESERVE
A0013469,C0016250,PAYROLL
A0010381,C0016390,PAYROLL
A0010791,C0017108,FIXED_TERM
A0010792,C0017108,SAVINGS
A0013512,C0017108,PAYROLL
A0014771,C0017108,SECONDARY
A0011094,C0017546,PAYROLL
A0011095,C0017546,SECONDARY
A0011255,C0017814,USD_RESERVE
A0011256,C0017814,PRIMARY_TRANSACTIONAL
A0011257,C0017814,FIXED_TERM
A0011354,C0017969,SAVINGS
A0017446,C0017969,PAYROLL
A0020438,C0017969,SAVINGS
A0011464,C0018143,PRIMARY_TRANSACTIONAL
A0011465,C0018143,SAVINGS
A0011466,C0018143,USD_RESERVE
A0016160,C0018143,SAVINGS
A0011549,C0018318,USD_RESERVE
A0011552,C0018318,USD_RESERVE
A0014853,C0018318,SAVINGS
A0016173,C0018318,SAVINGS
A0020472,C0018318,PRIMARY_TRANSACTIONAL
A0011558,C0018341,USD_RESERVE
A0011561,C0018341,PAYROLL
A0011718,C0018616,PRIMARY_TRANSACTIONAL
A0011807,C0018772,SAVINGS
A0011808,C0018772,PAYROLL
A0011809,C0018772,SECONDARY
A0011868,C0018852,PRIMARY_TRANSACTIONAL
A0017491,C0018852,SAVINGS
A0011886,C0018893,SAVINGS
A0011887,C0018893,USD_RESERVE
A0011888,C0018893,PRIMARY_TRANSACTIONAL
A0011889,C0018895,PRIMARY_TRANSACTIONAL
A0011890,C0018895,SAVINGS
A0012107,C0019279,BUSINESS_OPERATING
A0012109,C0019279,SECONDARY
A0012171,C0019370,PAYROLL
A0012172,C0019370,SECONDARY
A0012173,C0019370,SAVINGS
A0012358,C0019681,USD_RESERVE
A0012359,C0019681,PRIMARY_TRANSACTIONAL
A0012361,C0019681,SAVINGS
A0012394,C0019721,SAVINGS
A0012395,C0019721,USD_RESERVE
A0016254,C0019721,PAYROLL
A0017542,C0019721,PAYROLL
A0012519,C0019904,SECONDARY
A0012520,C0019904,PAYROLL
A0012521,C0019904,USD_RESERVE
A0012522,C0019904,USD_RESERVE
A0012627,C0000670,PRIMARY_TRANSACTIONAL
A0012639,C0000958,PRIMARY_TRANSACTIONAL
A0012656,C0001174,PAYROLL
A0019110,C0001174,USD_RESERVE
A0012676,C0001669,PRIMARY_TRANSACTIONAL
A0013777,C0001669,SAVINGS
A0016381,C0001669,SAVINGS
A0012718,C0002656,PRIMARY_TRANSACTIONAL
A0019210,C0002656,USD_RESERVE
A0012786,C0003469,PRIMARY_TRANSACTIONAL
A0012897,C0005593,PRIMARY_TRANSACTIONAL
A0012929,C0006255,PAYROLL
A0012930,C0006255,PAYROLL
A0013338,C0013962,PAYROLL
A0013360,C0014306,PRIMARY_TRANSACTIONAL
A0014599,C0014306,SAVINGS
A0013509,C0017005,SAVINGS
A0018775,C0017005,PRIMARY_TRANSACTIONAL
A0013517,C0017208,PRIMARY_TRANSACTIONAL
A0016101,C0017208,SAVINGS
A0013529,C0017569,SAVINGS
A0016127,C0017569,PAYROLL
A0013701,C0000461,PAYROLL
A0016308,C0000461,FIXED_TERM
A0013731,C0000878,PRIMARY_TRANSACTIONAL
A0013791,C0001886,USD_RESERVE
A0015093,C0001886,PAYROLL
A0016395,C0001886,SECONDARY
A0013799,C0002058,USD_RESERVE
A0016410,C0002058,PRIMARY_TRANSACTIONAL
A0013822,C0002551,PRIMARY_TRANSACTIONAL
A0016445,C0002551,SAVINGS
A0017734,C0002551,USD_RESERVE
A0013864,C0003218,PRIMARY_TRANSACTIONAL
A0013869,C0003269,PAYROLL
A0013870,C0003269,SECONDARY
A0013889,C0003546,PRIMARY_TRANSACTIONAL
A0013949,C0004463,PAYROLL
A0013971,C0004827,PRIMARY_TRANSACTIONAL
A0014003,C0005214,USD_RESERVE
A0015288,C0005214,SAVINGS
A0017921,C0005214,PRIMARY_TRANSACTIONAL
A0014020,C0005455,PAYROLL
A0016632,C0005455,SECONDARY
A0014045,C0005942,FIXED_TERM
A0017970,C0005942,BUSINESS_OPERATING
A0014138,C0007348,PRIMARY_TRANSACTIONAL
A0014165,C0007713,PRIMARY_TRANSACTIONAL
A0014166,C0007713,FIXED_TERM
A0014300,C0009662,PAYROLL
A0015601,C0009662,SAVINGS
A0014358,C0010422,SAVINGS
A0016966,C0010422,PRIMARY_TRANSACTIONAL
A0014441,C0011666,USD_RESERVE
A0015734,C0011666,PAYROLL
A0014473,C0012113,SECONDARY
A0015770,C0012113,PRIMARY_TRANSACTIONAL
A0014492,C0012555,PAYROLL
A0014535,C0013276,PAYROLL
A0014583,C0014009,PAYROLL
A0014604,C0014332,PRIMARY_TRANSACTIONAL
A0014794,C0017375,PRIMARY_TRANSACTIONAL
A0020401,C0017375,SECONDARY
A0014802,C0017501,PRIMARY_TRANSACTIONAL
A0014896,C0018940,PRIMARY_TRANSACTIONAL
A0016200,C0018940,SAVINGS
A0014954,C0019841,PRIMARY_TRANSACTIONAL
A0015069,C0001584,PRIMARY_TRANSACTIONAL
A0015110,C0002237,PRIMARY_TRANSACTIONAL
A0015130,C0002612,PRIMARY_TRANSACTIONAL
A0015540,C0008831,PRIMARY_TRANSACTIONAL
A0015605,C0009686,PRIMARY_TRANSACTIONAL
A0015708,C0011341,PAYROLL
A0018371,C0011341,USD_RESERVE
A0019924,C0011341,PAYROLL
A0015996,C0015578,PRIMARY_TRANSACTIONAL
A0016006,C0015656,FIXED_TERM
A0017302,C0015656,PRIMARY_TRANSACTIONAL
A0016233,C0019377,FIXED_TERM
A0016504,C0003454,FIXED_TERM
A0016588,C0004721,PRIMARY_TRANSACTIONAL
A0017893,C0004721,SECONDARY
A0016656,C0005862,FIXED_TERM
A0016692,C0006245,PAYROLL
A0016699,C0006377,PAYROLL
A0016902,C0009486,PRIMARY_TRANSACTIONAL
A0017361,C0016472,SAVINGS
A0018737,C0016472,PAYROLL
A0017434,C0017783,PRIMARY_TRANSACTIONAL
A0017483,C0018650,PRIMARY_TRANSACTIONAL
A0017622,C0000809,PRIMARY_TRANSACTIONAL
A0017623,C0000814,PRIMARY_TRANSACTIONAL
A0017630,C0000889,PRIMARY_TRANSACTIONAL
A0017881,C0004538,PAYROLL
A0017894,C0004759,PRIMARY_TRANSACTIONAL
A0017898,C0004836,PRIMARY_TRANSACTIONAL
A0018048,C0007130,FIXED_TERM
A0018120,C0008151,FIXED_TERM
A0018164,C0008666,PRIMARY_TRANSACTIONAL
A0018189,C0009056,PRIMARY_TRANSACTIONAL
A0018190,C0009056,USD_RESERVE
A0019733,C0009056,USD_RESERVE
A0018211,C0009256,PAYROLL
A0019757,C0009256,SECONDARY
A0018346,C0010993,FIXED_TERM
A0019898,C0010993,PRIMARY_TRANSACTIONAL
A0018474,C0012668,PRIMARY_TRANSACTIONAL
A0018504,C0013145,PRIMARY_TRANSACTIONAL
A0018594,C0014616,PRIMARY_TRANSACTIONAL
A0020176,C0014616,FIXED_TERM
A0018626,C0014989,PAYROLL
A0018751,C0016736,PAYROLL
A0020352,C0016736,FIXED_TERM
A0018845,C0018018,USD_RESERVE
A0020446,C0018018,PRIMARY_TRANSACTIONAL
A0018938,C0019086,BUSINESS_OPERATING
A0019017,C0000018,PAYROLL
A0019023,C0000130,FIXED_TERM
A0019038,C0000308,PAYROLL
A0019112,C0001199,FIXED_TERM
A0019184,C0002260,FIXED_TERM
A0019235,C0002944,PAYROLL
A0019239,C0002976,PRIMARY_TRANSACTIONAL
A0019254,C0003160,BUSINESS_OPERATING
A0019350,C0004429,PRIMARY_TRANSACTIONAL
A0019370,C0004677,PRIMARY_TRANSACTIONAL
A0019510,C0006351,FIXED_TERM
A0019615,C0007688,PAYROLL
A0019677,C0008437,BUSINESS_OPERATING
A0019694,C0008607,PRIMARY_TRANSACTIONAL
A0019743,C0009138,PAYROLL
A0019802,C0009810,FIXED_TERM
A0019863,C0010536,PRIMARY_TRANSACTIONAL
A0019884,C0010785,FIXED_TERM
A0019890,C0010874,BUSINESS_OPERATING
A0020003,C0012257,PRIMARY_TRANSACTIONAL
A0020092,C0013431,BUSINESS_OPERATING
A0020259,C0015678,PRIMARY_TRANSACTIONAL
A0020371,C0017002,PRIMARY_TRANSACTIONAL
A0020610,C0001248,PRIMARY_TRANSACTIONAL
A0020715,C0012105,BUSINESS_OPERATING
A0020724,C0012965,PRIMARY_TRANSACTIONAL
A0020763,C0016388,PRIMARY_TRANSACTIONAL
