customer_id,agent_type,region,sector,resilience_score,vulnerability_score,resilience_band
C0000029,HOUSEHOLD,CENTER,HOUSEHOLD,0.27907237,0.72092763,VERY_LOW
C0000030,HOUSEHOLD,CENTER,HOUSEHOLD,0.69518269,0.30481731,HIGH
C0000031,HOUSEHOLD,CENTER,HOUSEHOLD,0.48882517,0.51117483,MEDIUM
C0000032,HOUSEHOLD,CENTER,HOUSEHOLD,0.39863221,0.60136779,LOW
C0000033,HOUSEHOLD,CENTER,HOUSEHOLD,0.77575066,0.22424934,VERY_HIGH
C0000034,HOUSEHOLD,CENTER,HOUSEHOLD,0.89805281,0.10194719,VERY_HIGH
C0000035,HOUSEHOLD,CENTER,HOUSEHOLD,0.41580905,0.58419095,LOW
C0000036,HOUSEHOLD,CENTER,HOUSEHOLD,0.57111345,0.42888655,MEDIUM
C0000037,HOUSEHOLD,CENTER,HOUSEHOLD,0.50293863,0.49706137,MEDIUM
C0000038,HOUSEHOLD,CENTER,HOUSEHOLD,0.57849621,0.42150379,MEDIUM
C0000039,BUSINESS,CENTER,SME_GENERAL,0.15623052,0.84376948,VERY_LOW
C0000040,HOUSEHOLD,CENTER,HOUSEHOLD,0.33668022,0.66331978,LOW
C0000041,HOUSEHOLD,CENTER,HOUSEHOLD,0.40719945,0.59280055,LOW
C0000042,HOUSEHOLD,CENTER,HOUSEHOLD,0.78473179,0.21526821,VERY_HIGH
C0000043,HOUSEHOLD,CENTER,HOUSEHOLD,0.38326255,0.61673745,LOW
C0000044,HOUSEHOLD,CENTER,HOUSEHOLD,0.45646401,0.54353599,MEDIUM
C0000045,HOUSEHOLD,CENTER,HOUSEHOLD,0.53936405,0.46063595,MEDIUM
C0000046,HOUSEHOLD,CENTER,HOUSEHOLD,0.4026766,0.5973234,LOW
C0000047,HOUSEHOLD,CENTER,HOUSEHOLD,0.54321532,0.45678468,MEDIUM
C0000048,HOUSEHOLD,CENTER,HOUSEHOLD,0.41196231,0.58803769,LOW
C0000049,HOUSEHOLD,CENTER,HOUSEHOLD,0.45155713,0.54844287,MEDIUM
C0000050,HOUSEHOLD,CENTER,HOUSEHOLD,0.29736328,0.70263672,VERY_LOW
C0000051,HOUSEHOLD,CENTER,HOUSEHOLD,0.12106929,0.87893071,VERY_LOW
C0000052,HOUSEHOLD,CENTER,HOUSEHOLD,0.37829732,0.62170268,LOW
C0000053,BUSINESS,CENTER,SME_GENERAL,0.36411433,0.63588567,LOW
C0000054,HOUSEHOLD,CENTER,HOUSEHOLD,0.57807485,0.42192515,MEDIUM
C0000055,HOUSEHOLD,CENTER,HOUSEHOLD,0.54638803,0.45361197,MEDIUM
C0000056,HOUSEHOLD,CENTER,HOUSEHOLD,0.67119317,0.32880683,HIGH
C0000057,HOUSEHOLD,CENTER,HOUSEHOLD,0.39274808,0.60725192,LOW
C0000058,BUSINESS,CENTER,SME_GENERAL,0.4394573,0.5605427,LOW
C0000059,HOUSEHOLD,CENTER,HOUSEHOLD,0.67624912,0.32375088,HIGH
C0000060,HOUSEHOLD,CENTER,HOUSEHOLD,0.33343772,0.66656228,LOW
C0000061,HOUSEHOLD,CENTER,HOUSEHOLD,0.43015588,0.56984412,LOW
C0000062,HOUSEHOLD,CENTER,HOUSEHOLD,0.35809039,0.64190961,LOW
C0000063,HOUSEHOLD,CENTER,HOUSEHOLD,0.73887345,0.26112655,HIGH
C0000064,HOUSEHOLD,CENTER,HOUSEHOLD,0.67732173,0.32267827,HIGH
C0000065,HOUSEHOLD,CENTER,HOUSEHOLD,0.69335284,0.30664716,HIGH
C0000066,HOUSEHOLD,CENTER,HOUSEHOLD,0.53003879,0.46996121,MEDIUM
C0000067,HOUSEHOLD,CENTER,HOUSEHOLD,0.42647145,0.57352855,LOW
C0000068,BUSINESS,CENTER,SME_GENERAL,0.27201652,0.72798348,VERY_LOW
C0000069,HOUSEHOLD,CENTER,HOUSEHOLD,0.64914037,0.35085963,HIGH
C0000070,HOUSEHOLD,CENTER,HOUSEHOLD,0.47184233,0.52815767,MEDIUM
C0000071,HOUSEHOLD,CENTER,HOUSEHOLD,0.47783287,0.52216713,MEDIUM
C0000072,HOUSEHOLD,CENTER,HOUSEHOLD,0.49794624,0.50205376,MEDIUM
C0000073,HOUSEHOLD,CENTER,HOUSEHOLD,0.20167224,0.79832776,VERY_LOW
C0000074,BUSINESS,CENTER,SME_GENERAL,0.34090885,0.65909115,LOW
C0000075,HOUSEHOLD,CENTER,HOUSEHOLD,0.58313258,0.41686742,MEDIUM
C0000076,HOUSEHOLD,CENTER,HOUSEHOLD,0.60229283,0.39770717,HIGH
C0000077,HOUSEHOLD,CENTER,HOUSEHOLD,0.81997197,0.18002803,VERY_HIGH
C0000078,BUSINESS,CENTER,SME_GENERAL,0.34423845,0.65576155,LOW
C0000079,HOUSEHOLD,CENTER,HOUSEHOLD,0.57167455,0.42832545,MEDIUM
C0000080,HOUSEHOLD,CENTER,HOUSEHOLD,0.4808891,0.5191109,MEDIUM
C0000081,HOUSEHOLD,CENTER,HOUSEHOLD,0.60323213,0.39676787,HIGH
C0000082,HOUSEHOLD,CENTER,HOUSEHOLD,0.21263635,0.78736365,VERY_LOW
C0000083,HOUSEHOLD,CENTER,HOUSEHOLD,0.51972926,0.48027074,MEDIUM
C0000084,HOUSEHOLD,CENTER,HOUSEHOLD,0.69359219,0.30640781,HIGH
C0000085,HOUSEHOLD,CENTER,HOUSEHOLD,0.40084708,0.59915292,LOW
C0000086,HOUSEHOLD,CENTER,HOUSEHOLD,0.45072517,0.54927483,MEDIUM
C0000087,HOUSEHOLD,CENTER,HOUSEHOLD,0.69393492,0.30606508,HIGH
C0000088,HOUSEHOLD,CENTER,HOUSEHOLD,0.36983175,0.63016825,LOW
C0000089,HOUSEHOLD,CENTER,HOUSEHOLD,0.72581132,0.27418868,HIGH
C0000090,HOUSEHOLD,CENTER,HOUSEHOLD,0.62977701,0.37022299,HIGH
C0000091,HOUSEHOLD,CENTER,HOUSEHOLD,0.45672051,0.54327949,MEDIUM
C0000092,HOUSEHOLD,CENTER,HOUSEHOLD,0.4805795,0.5194205,MEDIUM
C0000093,HOUSEHOLD,CENTER,HOUSEHOLD,0.29367675,0.70632325,VERY_LOW
C0000094,HOUSEHOLD,CENTER,HOUSEHOLD,0.6883703,0.3116297,HIGH
C0000095,HOUSEHOLD,CENTER,HOUSEHOLD,0.35695568,0.64304432,LOW
C0000096,HOUSEHOLD,CENTER,HOUSEHOLD,0.58349032,0.41650968,MEDIUM
C0000097,HOUSEHOLD,CENTER,HOUSEHOLD,0.38835408,0.61164592,LOW
C0000098,HOUSEHOLD,CENTER,HOUSEHOLD,0.66933842,0.33066158,HIGH
C0000099,HOUSEHOLD,CENTER,HOUSEHOLD,0.44867272,0.55132728,LOW
C0000100,HOUSEHOLD,CENTER,HOUSEHOLD,0.50986132,0.49013868,MEDIUM
C0000101,HOUSEHOLD,CENTER,HOUSEHOLD,0.6417469,0.3582531,HIGH
C0000102,HOUSEHOLD,CENTER,HOUSEHOLD,0.78360493,0.21639507,VERY_HIGH
C0000103,HOUSEHOLD,CENTER,HOUSEHOLD,0.34731829,0.65268171,LOW
C0000104,HOUSEHOLD,CENTER,HOUSEHOLD,0.64802491,0.35197509,HIGH
C0000105,HOUSEHOLD,CENTER,HOUSEHOLD,0.56019936,0.43980064,MEDIUM
C0000106,HOUSEHOLD,CENTER,HOUSEHOLD,0.5132897,0.4867103,MEDIUM
C0000107,HOUSEHOLD,CENTER,HOUSEHOLD,0.25482826,0.74517174,VERY_LOW
C0000108,HOUSEHOLD,CENTER,HOUSEHOLD,0.42949797,0.57050203,LOW
C0000109,HOUSEHOLD,CENTER,HOUSEHOLD,0.63237401,0.36762599,HIGH
C0000110,HOUSEHOLD,CENTER,HOUSEHOLD,0.50362324,0.49637676,MEDIUM
C0000111,HOUSEHOLD,CENTER,HOUSEHOLD,0.53846643,0.46153357,MEDIUM
C0000112,HOUSEHOLD,CENTER,HOUSEHOLD,0.700957,0.299043,HIGH
C0000113,HOUSEHOLD,CENTER,HOUSEHOLD,0.70069484,0.29930516,HIGH
C0000114,HOUSEHOLD,CENTER,HOUSEHOLD,0.57293182,0.42706818,MEDIUM
C0000115,HOUSEHOLD,CENTER,HOUSEHOLD,0.27930156,0.72069844,VERY_LOW
C0000116,HOUSEHOLD,CENTER,HOUSEHOLD,0.52226039,0.47773961,MEDIUM
C0000117,HOUSEHOLD,CENTER,HOUSEHOLD,0.31744017,0.68255983,LOW
C0000118,BUSINESS,CENTER,SME_GENERAL,0.39845622,0.60154378,LOW
C0000119,HOUSEHOLD,CENTER,HOUSEHOLD,0.47364169,0.52635831,MEDIUM
C0000120,HOUSEHOLD,CENTER,HOUSEHOLD,0.29062099,0.70937901,VERY_LOW
C0000121,HOUSEHOLD,CENTER,HOUSEHOLD,0.63677721,0.36322279,HIGH
C0000122,HOUSEHOLD,CENTER,HOUSEHOLD,0.40816356,0.59183644,LOW
C0000123,HOUSEHOLD,CENTER,HOUSEHOLD,0.39433358,0.60566642,LOW
C0000124,HOUSEHOLD,CENTER,HOUSEHOLD,0.48584686,0.51415314,MEDIUM
C0000125,HOUSEHOLD,CENTER,HOUSEHOLD,0.38213917,0.61786083,LOW
C0000126,HOUSEHOLD,CENTER,HOUSEHOLD,0.49803677,0.50196323,MEDIUM
C0000127,HOUSEHOLD,CENTER,HOUSEHOLD,0.65593878,0.34406122,HIGH
C0000128,HOUSEHOLD,CENTER,HOUSEHOLD,0.5581021,0.4418979,MEDIUM
C0000129,HOUSEHOLD,CENTER,HOUSEHOLD,0.44486319,0.55513681,LOW
C0000130,HOUSEHOLD,CENTER,HOUSEHOLD,0.73060333,0.26939667,HIGH
C0000131,HOUSEHOLD,CENTER,HOUSEHOLD,0.85446546,0.14553454,VERY_HIGH
C0000132,HOUSEHOLD,CENTER,HOUSEHOLD,0.57881935,0.42118065,MEDIUM
C0000133,BUSINESS,CENTER,SME_GENERAL,0.36712234,0.63287766,LOW
C0000134,HOUSEHOLD,CENTER,HOUSEHOLD,0.54379563,0.45620437,MEDIUM
C0000135,HOUSEHOLD,CENTER,HOUSEHOLD,0.64554146,0.35445854,HIGH
C0000136,HOUSEHOLD,CENTER,HOUSEHOLD,0.4138762,0.5861238,LOW
C0000137,HOUSEHOLD,CENTER,HOUSEHOLD,0.19064594,0.80935406,VERY_LOW
C0000138,HOUSEHOLD,CENTER,HOUSEHOLD,0.36122121,0.63877879,LOW
C0000139,HOUSEHOLD,CENTER,HOUSEHOLD,0.65626462,0.34373538,HIGH
C0000140,HOUSEHOLD,CENTER,HOUSEHOLD,0.56560686,0.43439314,MEDIUM
C0000141,HOUSEHOLD,CENTER,HOUSEHOLD,0.70086122,0.29913878,HIGH
C0000142,HOUSEHOLD,CENTER,HOUSEHOLD,0.23369007,0.76630993,VERY_LOW
C0000143,HOUSEHOLD,CENTER,HOUSEHOLD,0.60995934,0.39004066,HIGH
C0000144,HOUSEHOLD,CENTER,HOUSEHOLD,0.63336903,0.36663097,HIGH
C0000145,HOUSEHOLD,CENTER,HOUSEHOLD,0.55846777,0.44153223,MEDIUM
C0000146,HOUSEHOLD,CENTER,HOUSEHOLD,0.3020323,0.6979677,LOW
C0000147,HOUSEHOLD,CENTER,HOUSEHOLD,0.44629698,0.55370302,LOW
C0000148,HOUSEHOLD,CENTER,HOUSEHOLD,0.51216457,0.48783543,MEDIUM
C0000149,HOUSEHOLD,CENTER,HOUSEHOLD,0.39752142,0.60247858,LOW
C0000150,HOUSEHOLD,CENTER,HOUSEHOLD,0.38221843,0.61778157,LOW
C0000151,HOUSEHOLD,CENTER,HOUSEHOLD,0.62873231,0.37126769,HIGH
C0000152,HOUSEHOLD,CENTER,HOUSEHOLD,0.55365629,0.44634371,MEDIUM
C0000153,HOUSEHOLD,CENTER,HOUSEHOLD,0.40698994,0.59301006,LOW
C0000154,HOUSEHOLD,CENTER,HOUSEHOLD,0.49553907,0.50446093,MEDIUM
C0000155,HOUSEHOLD,CENTER,HOUSEHOLD,0.50529858,0.49470142,MEDIUM
C0000156,HOUSEHOLD,CENTER,HOUSEHOLD,0.61220318,0.38779682,HIGH
C0000157,BUSINESS,CENTER,SME_GENERAL,0.30572869,0.69427131,LOW
C0000158,HOUSEHOLD,CENTER,HOUSEHOLD,0.5109875,0.4890125,MEDIUM
C0000159,HOUSEHOLD,CENTER,HOUSEHOLD,0.597359,0.402641,MEDIUM
C0000160,HOUSEHOLD,CENTER,HOUSEHOLD,0.79857553,0.20142447,VERY_HIGH
C0000161,HOUSEHOLD,CENTER,HOUSEHOLD,0.75236304,0.24763696,VERY_HIGH
C0000162,HOUSEHOLD,CENTER,HOUSEHOLD,0.74259464,0.25740536,HIGH
C0000163,HOUSEHOLD,CENTER,HOUSEHOLD,0.36846022,0.63153978,LOW
C0000164,HOUSEHOLD,CENTER,HOUSEHOLD,0.28478529,0.71521471,VERY_LOW
C0000165,HOUSEHOLD,CENTER,HOUSEHOLD,0.72944325,0.27055675,HIGH
C0000166,HOUSEHOLD,CENTER,HOUSEHOLD,0.69200915,0.30799085,HIGH
C0000167,HOUSEHOLD,CENTER,HOUSEHOLD,0.35756804,0.64243196,LOW
C0000168,HOUSEHOLD,CENTER,HOUSEHOLD,0.64801308,0.35198692,HIGH
C0000169,HOUSEHOLD,CENTER,HOUSEHOLD,0.27522685,0.72477315,VERY_LOW
C0000170,HOUSEHOLD,CENTER,HOUSEHOLD,0.70921945,0.29078055,HIGH
C0000171,HOUSEHOLD,CENTER,HOUSEHOLD,0.56357723,0.43642277,MEDIUM
C0000172,HOUSEHOLD,CENTER,HOUSEHOLD,0.48542302,0.51457698,MEDIUM
C0000173,HOUSEHOLD,CENTER,HOUSEHOLD,0.52511675,0.47488325,MEDIUM
C0000174,HOUSEHOLD,CENTER,HOUSEHOLD,0.539073,0.460927,MEDIUM
C0000175,HOUSEHOLD,CENTER,HOUSEHOLD,0.72114679,0.27885321,HIGH
C0000176,HOUSEHOLD,CENTER,HOUSEHOLD,0.35518904,0.64481096,LOW
C0000177,BUSINESS,CENTER,SME_GENERAL,0.19695007,0.80304993,VERY_LOW
C0000178,HOUSEHOLD,CENTER,HOUSEHOLD,0.5022661,0.4977339,MEDIUM
C0000179,HOUSEHOLD,CENTER,HOUSEHOLD,0.17483018,0.82516982,VERY_LOW
C0000180,HOUSEHOLD,CENTER,HOUSEHOLD,0.42839721,0.57160279,LOW
C0000181,HOUSEHOLD,CENTER,HOUSEHOLD,0.60297689,0.39702311,HIGH
C0000182,HOUSEHOLD,CENTER,HOUSEHOLD,0.48063254,0.51936746,MEDIUM
C0000183,BUSINESS,CENTER,SME_GENERAL,0.60007589,0.39992411,HIGH
C0000184,HOUSEHOLD,CENTER,HOUSEHOLD,0.57412221,0.42587779,MEDIUM
C0000185,HOUSEHOLD,CENTER,HOUSEHOLD,0.63452856,0.36547144,HIGH
C0000186,BUSINESS,CENTER,SME_GENERAL,0.39564203,0.60435797,LOW
C0000187,HOUSEHOLD,CENTER,HOUSEHOLD,0.5370247,0.4629753,MEDIUM
C0000188,HOUSEHOLD,CENTER,HOUSEHOLD,0.59692872,0.40307128,MEDIUM
C0000189,HOUSEHOLD,CENTER,HOUSEHOLD,0.41606979,0.58393021,LOW
C0000190,HOUSEHOLD,CENTER,HOUSEHOLD,0.61983376,0.38016624,HIGH
C0000191,HOUSEHOLD,CENTER,HOUSEHOLD,0.48929063,0.51070937,MEDIUM
C0000192,HOUSEHOLD,CENTER,HOUSEHOLD,0.4184505,0.5815495,LOW
C0000193,HOUSEHOLD,CENTER,HOUSEHOLD,0.65947744,0.34052256,HIGH
C0000194,HOUSEHOLD,CENTER,HOUSEHOLD,0.45025915,0.54974085,MEDIUM
C0000195,HOUSEHOLD,CENTER,HOUSEHOLD,0.80827474,0.19172526,VERY_HIGH
C0000196,HOUSEHOLD,CENTER,HOUSEHOLD,0.59179949,0.40820051,MEDIUM
C0000197,HOUSEHOLD,CENTER,HOUSEHOLD,0.50465604,0.49534396,MEDIUM
C0000198,HOUSEHOLD,CENTER,HOUSEHOLD,0.51341425,0.48658575,MEDIUM
C0000199,HOUSEHOLD,CENTER,HOUSEHOLD,0.43206513,0.56793487,LOW
C0000200,HOUSEHOLD,CENTER,HOUSEHOLD,0.55874066,0.44125934,MEDIUM
C0000201,HOUSEHOLD,CENTER,HOUSEHOLD,0.31343553,0.68656447,LOW
C0000202,BUSINESS,CENTER,SME_GENERAL,0.3498699,0.6501301,LOW
C0000203,HOUSEHOLD,CENTER,HOUSEHOLD,0.37003284,0.62996716,LOW
C0000204,HOUSEHOLD,CENTER,HOUSEHOLD,0.47686146,0.52313854,MEDIUM
C0000205,HOUSEHOLD,CENTER,HOUSEHOLD,0.67060794,0.32939206,HIGH
C0000206,HOUSEHOLD,CENTER,HOUSEHOLD,0.54434113,0.45565887,MEDIUM
C0000207,HOUSEHOLD,CENTER,HOUSEHOLD,0.36181988,0.63818012,LOW
C0000208,HOUSEHOLD,CENTER,HOUSEHOLD,0.51403351,0.48596649,MEDIUM
C0000209,HOUSEHOLD,CENTER,HOUSEHOLD,0.51717341,0.48282659,MEDIUM
C0000210,HOUSEHOLD,CENTER,HOUSEHOLD,0.53335328,0.46664672,MEDIUM
C0000211,HOUSEHOLD,CENTER,HOUSEHOLD,0.42744754,0.57255246,LOW
C0000212,HOUSEHOLD,CENTER,HOUSEHOLD,0.51232253,0.48767747,MEDIUM
C0000213,HOUSEHOLD,CENTER,HOUSEHOLD,0.51519999,0.48480001,MEDIUM
C0000214,HOUSEHOLD,CENTER,HOUSEHOLD,0.45422929,0.54577071,MEDIUM
C0000215,HOUSEHOLD,CENTER,HOUSEHOLD,0.68500804,0.31499196,HIGH
C0000216,HOUSEHOLD,CENTER,HOUSEHOLD,0.57011827,0.42988173,MEDIUM
C0000217,HOUSEHOLD,CENTER,HOUSEHOLD,0.53728649,0.46271351,MEDIUM
C0000218,HOUSEHOLD,CENTER,HOUSEHOLD,0.42051772,0.57948228,LOW
C0000219,HOUSEHOLD,CENTER,HOUSEHOLD,0.67801506,0.32198494,HIGH
C0000220,BUSINESS,CENTER,SME_GENERAL,0.17745006,0.82254994,VERY_LOW
C0000221,HOUSEHOLD,CENTER,HOUSEHOLD,0.47530684,0.52469316,MEDIUM
C0000222,HOUSEHOLD,CENTER,HOUSEHOLD,0.55680851,0.44319149,MEDIUM
C0000223,HOUSEHOLD,CENTER,HOUSEHOLD,0.30756041,0.69243959,LOW
C0000224,HOUSEHOLD,CENTER,HOUSEHOLD,0.45977831,0.54022169,MEDIUM
C0000225,HOUSEHOLD,CENTER,HOUSEHOLD,0.59067153,0.40932847,MEDIUM
C0000226,HOUSEHOLD,CENTER,HOUSEHOLD,0.18640582,0.81359418,VERY_LOW
C0000227,HOUSEHOLD,CENTER,HOUSEHOLD,0.39784564,0.60215436,LOW
C0000228,HOUSEHOLD,CENTER,HOUSEHOLD,0.39371711,0.60628289,LOW
C0000229,HOUSEHOLD,CENTER,HOUSEHOLD,0.48617736,0.51382264,MEDIUM
C0000230,HOUSEHOLD,CENTER,HOUSEHOLD,0.52120765,0.47879235,MEDIUM
C0000231,HOUSEHOLD,CENTER,HOUSEHOLD,0.43043088,0.56956912,LOW
C0000232,HOUSEHOLD,CENTER,HOUSEHOLD,0.59190122,0.40809878,MEDIUM
C0000233,HOUSEHOLD,CENTER,HOUSEHOLD,0.73978892,0.26021108,HIGH
C0000234,BUSINESS,CENTER,SME_GENERAL,0.4407216,0.5592784,LOW
C0000235,HOUSEHOLD,CENTER,HOUSEHOLD,0.52939673,0.47060327,MEDIUM
C0000236,HOUSEHOLD,CENTER,HOUSEHOLD,0.44392692,0.55607308,LOW
C0000237,HOUSEHOLD,CENTER,HOUSEHOLD,0.47715445,0.52284555,MEDIUM
C0000238,HOUSEHOLD,CENTER,HOUSEHOLD,0.6280784,0.3719216,HIGH
C0000239,HOUSEHOLD,CENTER,HOUSEHOLD,0.36173892,0.63826108,LOW
C0000240,HOUSEHOLD,CENTER,HOUSEHOLD,0.51657602,0.48342398,MEDIUM
C0000241,HOUSEHOLD,CENTER,HOUSEHOLD,0.71804801,0.28195199,HIGH
C0000242,HOUSEHOLD,CENTER,HOUSEHOLD,0.42977983,0.57022017,LOW
C0000243,HOUSEHOLD,CENTER,HOUSEHOLD,0.53173892,0.46826108,MEDIUM
C0000244,HOUSEHOLD,CENTER,HOUSEHOLD,0.43682097,0.56317903,LOW
C0000245,HOUSEHOLD,CENTER,HOUSEHOLD,0.42842797,0.57157203,LOW
C0000246,HOUSEHOLD,CENTER,HOUSEHOLD,0.4147278,0.5852722,LOW
C0000247,HOUSEHOLD,CENTER,HOUSEHOLD,0.41595422,0.58404578,LOW
C0000248,HOUSEHOLD,CENTER,HOUSEHOLD,0.33458729,0.66541271,LOW
C0000249,BUSINESS,CENTER,SME_GENERAL,0.42785513,0.57214487,LOW
C0000250,HOUSEHOLD,CENTER,HOUSEHOLD,0.66696468,0.33303532,HIGH
C0000251,HOUSEHOLD,CENTER,HOUSEHOLD,0.22596939,0.77403061,VERY_LOW
C0000252,HOUSEHOLD,CENTER,HOUSEHOLD,0.29205834,0.70794166,VERY_LOW
C0000253,HOUSEHOLD,CENTER,HOUSEHOLD,0.5398929,0.4601071,MEDIUM
C0000254,HOUSEHOLD,CENTER,HOUSEHOLD,0.8070383,0.1929617,VERY_HIGH
C0000255,HOUSEHOLD,CENTER,HOUSEHOLD,0.39495932,0.60504068,LOW
C0000256,HOUSEHOLD,CENTER,HOUSEHOLD,0.49640995,0.50359005,MEDIUM
C0000257,HOUSEHOLD,CENTER,HOUSEHOLD,0.49614734,0.50385266,MEDIUM
C0000258,HOUSEHOLD,CENTER,HOUSEHOLD,0.55866852,0.44133148,MEDIUM
C0000259,HOUSEHOLD,CENTER,HOUSEHOLD,0.67782589,0.32217411,HIGH
C0000260,HOUSEHOLD,CENTER,HOUSEHOLD,0.23618474,0.76381526,VERY_LOW
C0000261,HOUSEHOLD,CENTER,HOUSEHOLD,0.56903791,0.43096209,MEDIUM
C0000262,HOUSEHOLD,CENTER,HOUSEHOLD,0.5119843,0.4880157,MEDIUM
C0000263,HOUSEHOLD,CENTER,HOUSEHOLD,0.48668482,0.51331518,MEDIUM
C0000264,BUSINESS,CENTER,SME_GENERAL,0.35745727,0.64254273,LOW
C0000265,HOUSEHOLD,CENTER,HOUSEHOLD,0.29585312,0.70414688,VERY_LOW
C0000266,HOUSEHOLD,CENTER,HOUSEHOLD,0.72081913,0.27918087,HIGH
C0000267,HOUSEHOLD,CENTER,HOUSEHOLD,0.44161528,0.55838472,LOW
C0000268,HOUSEHOLD,CENTER,HOUSEHOLD,0.53421058,0.46578942,MEDIUM
C0000269,HOUSEHOLD,CENTER,HOUSEHOLD,0.44141304,0.55858696,LOW
C0000270,HOUSEHOLD,CENTER,HOUSEHOLD,0.54647986,0.45352014,MEDIUM
C0000271,HOUSEHOLD,CENTER,HOUSEHOLD,0.64501462,0.35498538,HIGH
C0000272,HOUSEHOLD,CENTER,HOUSEHOLD,0.49232845,0.50767155,MEDIUM
C0000273,HOUSEHOLD,CENTER,HOUSEHOLD,0.44300237,0.55699763,LOW
C0000274,HOUSEHOLD,CENTER,HOUSEHOLD,0.32347576,0.67652424,LOW
C0000275,HOUSEHOLD,CENTER,HOUSEHOLD,0.33210907,0.66789093,LOW
C0000276,HOUSEHOLD,CENTER,HOUSEHOLD,0.40897166,0.59102834,LOW
C0000277,HOUSEHOLD,CENTER,HOUSEHOLD,0.35658088,0.64341912,LOW
C0000278,BUSINESS,CENTER,SME_GENERAL,0.29593574,0.70406426,VERY_LOW
C0000279,HOUSEHOLD,CENTER,HOUSEHOLD,0.30952969,0.69047031,LOW
C0000280,HOUSEHOLD,CENTER,HOUSEHOLD,0.28320849,0.71679151,VERY_LOW
C0000281,HOUSEHOLD,CENTER,HOUSEHOLD,0.36676534,0.63323466,LOW
C0000282,HOUSEHOLD,CENTER,HOUSEHOLD,0.50007849,0.49992151,MEDIUM
C0000283,HOUSEHOLD,CENTER,HOUSEHOLD,0.47670227,0.52329773,MEDIUM
C0000284,HOUSEHOLD,CENTER,HOUSEHOLD,0.53544161,0.46455839,MEDIUM
C0000285,HOUSEHOLD,CENTER,HOUSEHOLD,0.40126998,0.59873002,LOW
C0000286,HOUSEHOLD,CENTER,HOUSEHOLD,0.49330011,0.50669989,MEDIUM
C0000287,HOUSEHOLD,CENTER,HOUSEHOLD,0.4208877,0.5791123,LOW
C0000288,HOUSEHOLD,CENTER,HOUSEHOLD,0.29147662,0.70852338,VERY_LOW
C0000289,HOUSEHOLD,CENTER,HOUSEHOLD,0.62134788,0.37865212,HIGH
C0000290,HOUSEHOLD,CENTER,HOUSEHOLD,0.79741181,0.20258819,VERY_HIGH
C0000291,HOUSEHOLD,CENTER,HOUSEHOLD,0.61424487,0.38575513,HIGH
C0000292,HOUSEHOLD,CENTER,HOUSEHOLD,0.63113014,0.36886986,HIGH
