account_id,customer_id,account_role
A0001531,C0002331,SAVINGS
A0001532,C0002331,SAVINGS
A0001533,C0002331,SAVINGS
A0001534,C0002331,PAYROLL
A0001535,C0002331,SECONDARY
A0019381,C0002331,USD_RESERVE
A0001725,C0002609,PAYROLL
A0001726,C0002622,PRIMARY_TRANSACTIONAL
A0014166,C0002622,USD_RESERVE
A0001741,C0002653,PRIMARY_TRANSACTIONAL
A0001742,C0002653,USD_RESERVE
A0001806,C0002724,PRIMARY_TRANSACTIONAL
A0001873,C0002844,SAVINGS
A0001874,C0002844,SECONDARY
A0001875,C0002844,PAYROLL
A0001876,C0002844,SAVINGS
A0001877,C0002844,FIXED_TERM
A0001878,C0002844,SECONDARY
A0001990,C0003008,PAYROLL
A0013012,C0003008,USD_RESERVE
A0002053,C0003111,PRIMARY_TRANSACTIONAL
A0002072,C0003139,USD_RESERVE
A0002073,C0003139,SECONDARY
A0015441,C0003139,PAYROLL
A0018030,C0003139,FIXED_TERM
A0002157,C0003244,BUSINESS_OPERATING
A0002158,C0003244,FIXED_TERM
A0002159,C0003245,PAYROLL
A0002160,C0003245,SAVINGS
A0016691,C0003245,FIXED_TERM
A0002173,C0003264,SAVINGS
A0018039,C0003264,PRIMARY_TRANSACTIONAL
A0018040,C0003264,USD_RESERVE
A0002234,C0003347,PRIMARY_TRANSACTIONAL
A0002320,C0003460,FIXED_TERM
A0002324,C0003480,PRIMARY_TRANSACTIONAL
A0002325,C0003480,SAVINGS
A0002341,C0003512,FIXED_TERM
A0002342,C0003512,USD_RESERVE
A0002343,C0003512,SAVINGS
A0002344,C0003512,SECONDARY
A0002345,C0003512,PAYROLL
A0002347,C0003516,PAYROLL
A0002369,C0003555,PAYROLL
A0002548,C0003781,FIXED_TERM
A0016734,C0003781,PAYROLL
A0002593,C0003866,PAYROLL
A0002594,C0003866,SAVINGS
A0002595,C0003866,SAVINGS
A0002596,C0003866,SAVINGS
A0019500,C0003866,SECONDARY
A0002662,C0003955,SAVINGS
A0002663,C0003955,PAYROLL
A0013064,C0003955,FIXED_TERM
A0013065,C0003955,SAVINGS
A0002766,C0004089,PAYROLL
A0013070,C0004089,FIXED_TERM
A0002770,C0004108,SECONDARY
A0002771,C0004108,SAVINGS
A0015497,C0004108,PAYROLL
A0002814,C0004185,PRIMARY_TRANSACTIONAL
A0002920,C0004350,PRIMARY_TRANSACTIONAL
A0018109,C0004350,FIXED_TERM
A0002955,C0004432,PAYROLL
A0002956,C0004432,FIXED_TERM
A0002957,C0004432,SAVINGS
A0003052,C0004552,FIXED_TERM
A0003054,C0004552,PRIMARY_TRANSACTIONAL
A0019557,C0004552,SAVINGS
A0003099,C0004640,PRIMARY_TRANSACTIONAL
A0014319,C0004640,SAVINGS
A0003100,C0004641,PRIMARY_TRANSACTIONAL
A0003101,C0004641,SECONDARY
A0013098,C0004641,SAVINGS
A0003134,C0004702,PRIMARY_TRANSACTIONAL
A0003135,C0004702,SAVINGS
A0003138,C0004711,USD_RESERVE
A0003139,C0004711,PRIMARY_TRANSACTIONAL
A0003145,C0004714,PAYROLL
A0013100,C0004714,FIXED_TERM
A0003170,C0004773,FIXED_TERM
A0013102,C0004773,PRIMARY_TRANSACTIONAL
A0003179,C0004796,PAYROLL
A0014334,C0004796,SAVINGS
A0014335,C0004796,SAVINGS
A0018141,C0004796,SECONDARY
A0003404,C0005125,PRIMARY_TRANSACTIONAL
A0003507,C0005317,USD_RESERVE
A0003508,C0005317,SECONDARY
A0003509,C0005317,SAVINGS
A0003511,C0005317,PAYROLL
A0003518,C0005327,SECONDARY
A0003519,C0005327,PAYROLL
A0013128,C0005327,SAVINGS
A0003520,C0005333,PRIMARY_TRANSACTIONAL
A0003611,C0005441,SAVINGS
A0003612,C0005441,PAYROLL
A0003680,C0005575,PAYROLL
A0003681,C0005575,SECONDARY
A0003734,C0005658,PRIMARY_TRANSACTIONAL
A0013146,C0005658,SAVINGS
A0003751,C0005686,USD_RESERVE
A0003752,C0005686,PAYROLL
A0003753,C0005686,USD_RESERVE
A0003754,C0005686,SECONDARY
A0013149,C0005686,SAVINGS
A0019657,C0005686,SAVINGS
A0003831,C0005814,PRIMARY_TRANSACTIONAL
A0003886,C0005933,PRIMARY_TRANSACTIONAL
A0003887,C0005933,USD_RESERVE
A0018220,C0005933,SAVINGS
A0003897,C0005941,PAYROLL
A0003898,C0005941,SAVINGS
A0003972,C0006068,SECONDARY
A0003973,C0006068,PRIMARY_TRANSACTIONAL
A0004042,C0006190,PRIMARY_TRANSACTIONAL
A0004043,C0006190,USD_RESERVE
A0004044,C0006190,SECONDARY
A0004045,C0006190,SAVINGS
A0016888,C0006190,SAVINGS
A0004322,C0006627,FIXED_TERM
A0004323,C0006627,PRIMARY_TRANSACTIONAL
A0019734,C0006627,FIXED_TERM
A0004434,C0006767,PRIMARY_TRANSACTIONAL
A0004439,C0006775,FIXED_TERM
A0004525,C0006903,PAYROLL
A0016941,C0006903,PAYROLL
A0004527,C0006909,PRIMARY_TRANSACTIONAL
A0004528,C0006909,SAVINGS
A0004529,C0006909,SECONDARY
A0004530,C0006909,USD_RESERVE
A0014453,C0006909,USD_RESERVE
A0004666,C0007122,USD_RESERVE
A0004667,C0007122,SAVINGS
A0016955,C0007122,PAYROLL
A0005034,C0007680,PAYROLL
A0005036,C0007680,PAYROLL
A0005037,C0007680,SAVINGS
A0014491,C0007680,FIXED_TERM
A0005139,C0007868,PRIMARY_TRANSACTIONAL
A0014502,C0007868,SAVINGS
A0018357,C0007868,FIXED_TERM
A0005176,C0007951,PRIMARY_TRANSACTIONAL
A0005186,C0007964,PAYROLL
A0005187,C0007964,SAVINGS
A0005200,C0007990,PAYROLL
A0005201,C0007990,PAYROLL
A0017009,C0007990,USD_RESERVE
A0019853,C0007990,SECONDARY
A0005287,C0008123,SAVINGS
A0013291,C0008123,FIXED_TERM
A0014518,C0008123,PRIMARY_TRANSACTIONAL
A0005321,C0008143,PAYROLL
A0005322,C0008143,SECONDARY
A0005323,C0008143,PAYROLL
A0014520,C0008143,PAYROLL
A0015744,C0008143,USD_RESERVE
A0005423,C0008360,PRIMARY_TRANSACTIONAL
A0005437,C0008381,USD_RESERVE
A0005439,C0008381,PAYROLL
A0005463,C0008424,SAVINGS
A0005464,C0008424,USD_RESERVE
A0005465,C0008424,SAVINGS
A0005466,C0008424,SAVINGS
A0005467,C0008424,SAVINGS
A0005468,C0008424,PRIMARY_TRANSACTIONAL
A0005469,C0008424,USD_RESERVE
A0013306,C0008424,SAVINGS
A0005503,C0008466,PRIMARY_TRANSACTIONAL
A0005554,C0008551,PRIMARY_TRANSACTIONAL
A0005555,C0008551,SAVINGS
A0005631,C0008680,BUSINESS_OPERATING
A0005632,C0008680,USD_RESERVE
A0005665,C0008723,PAYROLL
A0005702,C0008756,PRIMARY_TRANSACTIONAL
A0005720,C0008804,PAYROLL
A0005721,C0008804,PAYROLL
A0005722,C0008804,USD_RESERVE
A0005723,C0008804,SAVINGS
A0005853,C0009076,PRIMARY_TRANSACTIONAL
A0005933,C0009204,PRIMARY_TRANSACTIONAL
A0013354,C0009204,FIXED_TERM
A0005941,C0009228,PAYROLL
A0005942,C0009228,SECONDARY
A0005981,C0009275,SAVINGS
A0005982,C0009275,USD_RESERVE
A0005983,C0009275,SAVINGS
A0017108,C0009275,SAVINGS
A0017109,C0009275,PRIMARY_TRANSACTIONAL
A0006004,C0009331,USD_RESERVE
A0019974,C0009331,PRIMARY_TRANSACTIONAL
A0006063,C0009441,PRIMARY_TRANSACTIONAL
A0018459,C0009441,USD_RESERVE
A0006236,C0009674,PRIMARY_TRANSACTIONAL
A0006265,C0009752,FIXED_TERM
A0014608,C0009752,PAYROLL
A0006272,C0009765,BUSINESS_OPERATING
A0006273,C0009765,SECONDARY
A0006274,C0009765,USD_RESERVE
A0006453,C0010082,USD_RESERVE
A0006455,C0010082,PRIMARY_TRANSACTIONAL
A0018504,C0010082,SAVINGS
A0006518,C0010206,SAVINGS
A0013423,C0010206,PAYROLL
A0006577,C0010307,USD_RESERVE
A0017186,C0010307,PRIMARY_TRANSACTIONAL
A0018520,C0010307,FIXED_TERM
A0006644,C0010371,SAVINGS
A0014672,C0010371,USD_RESERVE
A0014673,C0010371,PAYROLL
A0006726,C0010478,PRIMARY_TRANSACTIONAL
A0006804,C0010658,PRIMARY_TRANSACTIONAL
A0006805,C0010658,FIXED_TERM
A0006808,C0010664,PAYROLL
A0006809,C0010664,SAVINGS
A0006810,C0010664,SECONDARY
A0006811,C0010664,SAVINGS
A0007027,C0010968,PRIMARY_TRANSACTIONAL
A0007028,C0010968,USD_RESERVE
A0007029,C0010968,FIXED_TERM
A0007072,C0011033,PRIMARY_TRANSACTIONAL
A0007173,C0011182,PAYROLL
A0007174,C0011182,SECONDARY
A0007175,C0011182,SAVINGS
A0007205,C0011248,PRIMARY_TRANSACTIONAL
A0007207,C0011248,SAVINGS
A0015946,C0011248,SAVINGS
A0007290,C0011333,SECONDARY
A0007291,C0011333,PAYROLL
A0007293,C0011336,SECONDARY
A0007294,C0011336,PAYROLL
A0014733,C0011336,USD_RESERVE
A0007372,C0011453,PAYROLL
A0007693,C0011926,PRIMARY_TRANSACTIONAL
A0007694,C0011926,USD_RESERVE
A0007698,C0011933,USD_RESERVE
A0007699,C0011933,USD_RESERVE
A0007700,C0011933,PRIMARY_TRANSACTIONAL
A0007701,C0011933,USD_RESERVE
A0007702,C0011933,SAVINGS
A0007703,C0011933,SAVINGS
A0016006,C0011933,USD_RESERVE
A0007802,C0012081,PRIMARY_TRANSACTIONAL
A0007834,C0012125,PRIMARY_TRANSACTIONAL
A0007871,C0012185,PRIMARY_TRANSACTIONAL
A0007899,C0012252,USD_RESERVE
A0007902,C0012252,PRIMARY_TRANSACTIONAL
A0013567,C0012252,FIXED_TERM
A0007932,C0012277,PAYROLL
A0014806,C0012277,SAVINGS
A0008098,C0012563,PRIMARY_TRANSACTIONAL
A0008148,C0012682,PAYROLL
A0008149,C0012682,SAVINGS
A0017360,C0012682,USD_RESERVE
A0008425,C0013068,PAYROLL
A0008442,C0013107,PAYROLL
A0013611,C0013107,FIXED_TERM
A0017385,C0013107,SAVINGS
A0008475,C0013162,PRIMARY_TRANSACTIONAL
A0008585,C0013347,PRIMARY_TRANSACTIONAL
A0008596,C0013361,USD_RESERVE
A0008597,C0013361,PRIMARY_TRANSACTIONAL
A0008644,C0013436,PRIMARY_TRANSACTIONAL
A0008649,C0013444,SAVINGS
A0008650,C0013444,SAVINGS
A0008651,C0013444,PAYROLL
A0008652,C0013444,SAVINGS
A0008653,C0013448,PRIMARY_TRANSACTIONAL
A0013629,C0013448,SAVINGS
A0018749,C0013448,USD_RESERVE
A0008733,C0013571,PAYROLL
A0008734,C0013571,SAVINGS
A0008753,C0013608,PAYROLL
A0008755,C0013608,PAYROLL
A0018761,C0013608,USD_RESERVE
A0008800,C0013685,USD_RESERVE
A0013634,C0013685,USD_RESERVE
A0014886,C0013685,FIXED_TERM
A0017417,C0013685,PRIMARY_TRANSACTIONAL
A0018767,C0013685,FIXED_TERM
A0008859,C0013800,PAYROLL
A0014897,C0013800,USD_RESERVE
A0008998,C0014012,PAYROLL
A0008999,C0014012,SAVINGS
A0009008,C0014027,PRIMARY_TRANSACTIONAL
A0009030,C0014058,SAVINGS
A0009031,C0014058,SAVINGS
A0009032,C0014058,PAYROLL
A0009053,C0014093,PRIMARY_TRANSACTIONAL
A0009073,C0014150,PRIMARY_TRANSACTIONAL
A0017448,C0014150,FIXED_TERM
A0009123,C0014223,SAVINGS
A0020363,C0014223,PAYROLL
A0009331,C0014512,PRIMARY_TRANSACTIONAL
A0009468,C0014718,FIXED_TERM
A0016192,C0014718,PRIMARY_TRANSACTIONAL
A0009537,C0014788,PAYROLL
A0009538,C0014788,SAVINGS
A0009540,C0014788,PAYROLL
A0009586,C0014866,PAYROLL
A0009587,C0014866,SAVINGS
A0016198,C0014866,SAVINGS
A0016199,C0014866,PAYROLL
A0009593,C0014876,SAVINGS
A0009594,C0014876,PAYROLL
A0009596,C0014881,PRIMARY_TRANSACTIONAL
A0009622,C0014903,SAVINGS
A0009623,C0014903,PRIMARY_TRANSACTIONAL
A0009718,C0015068,BUSINESS_OPERATING
A0009719,C0015068,SAVINGS
A0018873,C0015068,FIXED_TERM
A0009784,C0015195,SAVINGS
A0009785,C0015195,USD_RESERVE
A0017505,C0015195,PAYROLL
A0009786,C0015199,PRIMARY_TRANSACTIONAL
A0009829,C0015259,USD_RESERVE
A0009830,C0015259,PAYROLL
A0009920,C0015435,PAYROLL
A0015012,C0015435,USD_RESERVE
A0009938,C0015465,PAYROLL
A0009939,C0015465,FIXED_TERM
A0009941,C0015470,PAYROLL
A0009942,C0015470,FIXED_TERM
A0009943,C0015470,USD_RESERVE
A0016231,C0015470,PAYROLL
A0010004,C0015521,PRIMARY_TRANSACTIONAL
A0010068,C0015629,PRIMARY_TRANSACTIONAL
A0016241,C0015629,FIXED_TERM
A0010123,C0015733,PRIMARY_TRANSACTIONAL
A0010157,C0015775,PAYROLL
A0017541,C0015775,PAYROLL
A0020490,C0015775,USD_RESERVE
A0010244,C0015968,PAYROLL
A0015043,C0015968,FIXED_TERM
A0010286,C0016050,PAYROLL
A0010302,C0016072,PAYROLL
A0010337,C0016122,PAYROLL
A0010490,C0016369,SECONDARY
A0018969,C0016369,PRIMARY_TRANSACTIONAL
A0010516,C0016413,SAVINGS
A0010517,C0016413,PAYROLL
A0010518,C0016413,USD_RESERVE
A0010519,C0016413,USD_RESERVE
A0015069,C0016413,SECONDARY
A0010543,C0016456,SAVINGS
A0010544,C0016456,PAYROLL
A0010546,C0016456,SAVINGS
A0010547,C0016456,PAYROLL
A0010593,C0016561,USD_RESERVE
A0010594,C0016561,PRIMARY_TRANSACTIONAL
A0010718,C0016746,SECONDARY
A0010720,C0016746,PAYROLL
A0016312,C0016746,SECONDARY
A0010862,C0016957,PAYROLL
A0020592,C0016957,PAYROLL
A0010875,C0016990,PRIMARY_TRANSACTIONAL
A0020595,C0016990,SAVINGS
A0010888,C0017019,FIXED_TERM
A0010889,C0017019,BUSINESS_OPERATING
A0010890,C0017019,SAVINGS
A0010891,C0017019,SECONDARY
A0010932,C0017096,PRIMARY_TRANSACTIONAL
A0010972,C0017173,SECONDARY
A0015114,C0017173,USD_RESERVE
A0016333,C0017173,PAYROLL
A0010999,C0017200,PAYROLL
A0013842,C0017200,FIXED_TERM
A0011122,C0017393,PRIMARY_TRANSACTIONAL
A0015127,C0017393,FIXED_TERM
A0011191,C0017517,SAVINGS
A0020625,C0017517,BUSINESS_OPERATING
A0011351,C0017772,USD_RESERVE
A0011352,C0017772,PRIMARY_TRANSACTIONAL
A0015146,C0017772,SAVINGS
A0011389,C0017824,PRIMARY_TRANSACTIONAL
A0011403,C0017858,PRIMARY_TRANSACTIONAL
A0011405,C0017871,SAVINGS
A0015157,C0017871,PAYROLL
A0011465,C0017994,PRIMARY_TRANSACTIONAL
A0011731,C0018415,PRIMARY_TRANSACTIONAL
A0011808,C0018496,PAYROLL
A0019101,C0018496,SAVINGS
A0012109,C0018964,USD_RESERVE
A0012110,C0018964,FIXED_TERM
A0012111,C0018964,SAVINGS
A0013939,C0018964,PRIMARY_TRANSACTIONAL
A0013940,C0018964,SECONDARY
A0012474,C0019441,PRIMARY_TRANSACTIONAL
A0012483,C0019462,PRIMARY_TRANSACTIONAL
A0012494,C0019496,PRIMARY_TRANSACTIONAL
A0012531,C0019545,PAYROLL
A0020777,C0019545,SECONDARY
A0012537,C0019554,PRIMARY_TRANSACTIONAL
A0015248,C0019554,FIXED_TERM
A0012565,C0019609,PRIMARY_TRANSACTIONAL
A0012742,C0019864,SECONDARY
A0012743,C0019864,SAVINGS
A0012744,C0019864,PRIMARY_TRANSACTIONAL
A0012778,C0019904,PRIMARY_TRANSACTIONAL
A0012863,C0000390,PAYROLL
A0012905,C0000958,PAYROLL
A0017878,C0000958,SECONDARY
A0012933,C0001293,PRIMARY_TRANSACTIONAL
A0012955,C0001675,PAYROLL
A0015350,C0001675,SAVINGS
A0019326,C0001675,SECONDARY
A0013018,C0003118,PAYROLL
A0014212,C0003118,SAVINGS
A0016686,C0003118,SECONDARY
A0013048,C0003697,BUSINESS_OPERATING
A0014257,C0003697,SECONDARY
A0013109,C0004890,PRIMARY_TRANSACTIONAL
A0013138,C0005450,SAVINGS
A0018183,C0005450,PRIMARY_TRANSACTIONAL
A0018184,C0005450,SAVINGS
A0013176,C0006176,SAVINGS
A0013177,C0006176,SAVINGS
A0016887,C0006176,PRIMARY_TRANSACTIONAL
A0013204,C0006703,PRIMARY_TRANSACTIONAL
A0016929,C0006703,SAVINGS
A0013317,C0008537,PAYROLL
A0013318,C0008537,FIXED_TERM
A0013332,C0008758,PRIMARY_TRANSACTIONAL
A0013336,C0008862,BUSINESS_OPERATING
A0014557,C0008862,FIXED_TERM
A0017075,C0008862,SECONDARY
A0019925,C0008862,FIXED_TERM
A0013340,C0008955,FIXED_TERM
A0013427,C0010272,PRIMARY_TRANSACTIONAL
A0013551,C0012053,SAVINGS
A0014793,C0012053,PAYROLL
A0014794,C0012053,FIXED_TERM
A0013568,C0012280,PRIMARY_TRANSACTIONAL
A0013569,C0012280,USD_RESERVE
A0013573,C0012370,FIXED_TERM
A0013622,C0013308,SECONDARY
A0014860,C0013308,PAYROLL
A0013625,C0013348,PRIMARY_TRANSACTIONAL
A0013680,C0014572,PRIMARY_TRANSACTIONAL
A0013720,C0015320,USD_RESERVE
A0016225,C0015320,PRIMARY_TRANSACTIONAL
A0013723,C0015352,PAYROLL
A0020455,C0015352,PAYROLL
A0013756,C0015833,FIXED_TERM
A0013757,C0015833,FIXED_TERM
A0013813,C0016807,PRIMARY_TRANSACTIONAL
A0015102,C0016807,SAVINGS
A0013818,C0016900,FIXED_TERM
A0013895,C0018152,PAYROLL
A0013896,C0018152,FIXED_TERM
A0020674,C0018152,SECONDARY
A0013904,C0018279,PRIMARY_TRANSACTIONAL
A0014018,C0000253,PRIMARY_TRANSACTIONAL
A0014045,C0000685,SAVINGS
A0016543,C0000685,PAYROLL
A0014061,C0000878,PRIMARY_TRANSACTIONAL
A0016557,C0000878,SAVINGS
A0014119,C0001699,PRIMARY_TRANSACTIONAL
A0014128,C0001892,PAYROLL
A0014140,C0002000,FIXED_TERM
A0014148,C0002226,PRIMARY_TRANSACTIONAL
A0014153,C0002285,PRIMARY_TRANSACTIONAL
A0014179,C0002762,PAYROLL
A0014200,C0002998,PRIMARY_TRANSACTIONAL
A0014217,C0003196,PRIMARY_TRANSACTIONAL
A0014218,C0003196,FIXED_TERM
A0018034,C0003196,SAVINGS
A0014260,C0003708,SAVINGS
A0018070,C0003708,PAYROLL
A0014283,C0004153,FIXED_TERM
A0014290,C0004269,PRIMARY_TRANSACTIONAL
A0014320,C0004653,PRIMARY_TRANSACTIONAL
A0015529,C0004653,SAVINGS
A0014352,C0005022,PAYROLL
A0014373,C0005389,PRIMARY_TRANSACTIONAL
A0014391,C0005630,PRIMARY_TRANSACTIONAL
A0014429,C0006360,PRIMARY_TRANSACTIONAL
A0014460,C0007043,PAYROLL
A0014471,C0007259,PAYROLL
A0014551,C0008798,SECONDARY
A0015787,C0008798,USD_RESERVE
A0018411,C0008798,PAYROLL
A0018412,C0008798,SAVINGS
A0014564,C0008987,USD_RESERVE
A0019932,C0008987,PRIMARY_TRANSACTIONAL
A0014594,C0009454,PRIMARY_TRANSACTIONAL
A0018461,C0009454,SAVINGS
A0014616,C0009884,PAYROLL
A0014681,C0010513,USD_RESERVE
A0014682,C0010513,PRIMARY_TRANSACTIONAL
A0015891,C0010513,FIXED_TERM
A0014765,C0011718,PAYROLL
A0014870,C0013413,PAYROLL
A0014934,C0014337,PAYROLL
A0014952,C0014549,PRIMARY_TRANSACTIONAL
A0014971,C0014926,PRIMARY_TRANSACTIONAL
A0016202,C0014926,SECONDARY
A0014988,C0015091,PAYROLL
A0017496,C0015091,SECONDARY
A0015030,C0015770,PAYROLL
A0015067,C0016382,USD_RESERVE
A0016289,C0016382,PRIMARY_TRANSACTIONAL
A0015079,C0016504,USD_RESERVE
A0020553,C0016504,PRIMARY_TRANSACTIONAL
A0015081,C0016537,PRIMARY_TRANSACTIONAL
A0016304,C0016537,USD_RESERVE
A0015106,C0016916,PRIMARY_TRANSACTIONAL
A0015173,C0018129,PRIMARY_TRANSACTIONAL
A0015202,C0018803,PAYROLL
A0015244,C0019467,USD_RESERVE
A0016469,C0019467,PAYROLL
A0017794,C0019467,USD_RESERVE
A0015269,C0000178,PAYROLL
A0015270,C0000178,USD_RESERVE
A0015293,C0000497,PRIMARY_TRANSACTIONAL
A0015310,C0000755,PAYROLL
A0019261,C0000755,FIXED_TERM
A0015311,C0000759,USD_RESERVE
A0016549,C0000759,PAYROLL
A0015327,C0001177,PAYROLL
A0015407,C0002574,PRIMARY_TRANSACTIONAL
A0019405,C0002574,USD_RESERVE
A0015415,C0002716,PAYROLL
A0015471,C0003640,PAYROLL
A0015472,C0003687,FIXED_TERM
A0016728,C0003687,PRIMARY_TRANSACTIONAL
A0015506,C0004273,PRIMARY_TRANSACTIONAL
A0016762,C0004273,USD_RESERVE
A0015559,C0005247,FIXED_TERM
A0015575,C0005470,PAYROLL
A0015604,C0006119,PRIMARY_TRANSACTIONAL
A0015669,C0006953,PRIMARY_TRANSACTIONAL
A0016943,C0006953,USD_RESERVE
A0015737,C0008043,PAYROLL
A0017018,C0008043,PAYROLL
A0015742,C0008087,BUSINESS_OPERATING
A0018373,C0008087,FIXED_TERM
A0015807,C0009213,PRIMARY_TRANSACTIONAL
A0017101,C0009213,FIXED_TERM
A0015832,C0009598,PRIMARY_TRANSACTIONAL
A0015872,C0010119,PRIMARY_TRANSACTIONAL
A0015876,C0010225,PAYROLL
A0015877,C0010225,SAVINGS
A0015883,C0010343,PRIMARY_TRANSACTIONAL
A0015912,C0010733,USD_RESERVE
A0017221,C0010733,PRIMARY_TRANSACTIONAL
A0015929,C0010986,PRIMARY_TRANSACTIONAL
A0015948,C0011256,BUSINESS_OPERATING
A0017257,C0011256,SECONDARY
A0017258,C0011256,SECONDARY
A0015993,C0011814,PAYROLL
A0016008,C0011946,PRIMARY_TRANSACTIONAL
A0016049,C0012566,PRIMARY_TRANSACTIONAL
A0016061,C0012743,PRIMARY_TRANSACTIONAL
A0016134,C0013824,PRIMARY_TRANSACTIONAL
A0016170,C0014391,PAYROLL
A0016194,C0014727,PRIMARY_TRANSACTIONAL
A0016197,C0014865,PAYROLL
A0016204,C0014961,FIXED_TERM
A0016205,C0014961,PRIMARY_TRANSACTIONAL
A0016247,C0015726,FIXED_TERM
A0016267,C0016029,USD_RESERVE
A0018938,C0016029,PRIMARY_TRANSACTIONAL
A0016287,C0016346,PAYROLL
A0016364,C0017737,PRIMARY_TRANSACTIONAL
A0016367,C0017760,PAYROLL
A0016376,C0017868,PRIMARY_TRANSACTIONAL
A0016400,C0018276,PRIMARY_TRANSACTIONAL
A0016422,C0018665,PRIMARY_TRANSACTIONAL
A0016463,C0019385,PRIMARY_TRANSACTIONAL
A0016477,C0019573,PRIMARY_TRANSACTIONAL
A0016537,C0000563,SECONDARY
A0017853,C0000563,PRIMARY_TRANSACTIONAL
A0016551,C0000822,PRIMARY_TRANSACTIONAL
A0016553,C0000836,PAYROLL
A0016757,C0004252,PRIMARY_TRANSACTIONAL
A0016788,C0004623,PRIMARY_TRANSACTIONAL
A0016907,C0006446,BUSINESS_OPERATING
A0016926,C0006672,PRIMARY_TRANSACTIONAL
A0018273,C0006672,FIXED_TERM
A0016960,C0007217,PRIMARY_TRANSACTIONAL
A0017004,C0007960,PAYROLL
A0017025,C0008149,PAYROLL
A0017072,C0008790,PRIMARY_TRANSACTIONAL
A0017093,C0009084,PRIMARY_TRANSACTIONAL
A0017135,C0009505,PRIMARY_TRANSACTIONAL
A0017171,C0010059,USD_RESERVE
A0020047,C0010059,PRIMARY_TRANSACTIONAL
A0017196,C0010406,PAYROLL
A0018530,C0010406,SAVINGS
A0017212,C0010611,USD_RESERVE
A0018550,C0010611,PAYROLL
A0017216,C0010661,SAVINGS
A0017217,C0010661,FIXED_TERM
A0018554,C0010661,PRIMARY_TRANSACTIONAL
A0017230,C0010859,PRIMARY_TRANSACTIONAL
A0017275,C0011510,PAYROLL
A0017416,C0013680,SAVINGS
A0018766,C0013680,PAYROLL
A0017419,C0013709,PRIMARY_TRANSACTIONAL
A0017439,C0014020,USD_RESERVE
A0020340,C0014020,PAYROLL
A0020341,C0014020,PAYROLL
A0017474,C0014548,PAYROLL
A0018829,C0014548,PAYROLL
A0017481,C0014839,BUSINESS_OPERATING
A0017484,C0014929,FIXED_TERM
A0018860,C0014929,PRIMARY_TRANSACTIONAL
A0020405,C0014929,SAVINGS
A0017751,C0018794,USD_RESERVE
