loan_id,customer_id,product_id,branch_id,origination_year,currency,original_amount,term_months,rate_type,initial_interest_rate,loan_status,closing_year
L0000101,C0000115,P012,003,2007,UYU,98000.0,60,FIXED,23.14,PAID_OFF,2012.0
L0000102,C0000115,P013,022,2013,USD,15000.0,48,MIXED,10.83,PAID_OFF,2017.0
L0000103,C0000115,P012,024,2016,USD,2000.0,6,FIXED,13.94,PAID_OFF,2017.0
L0000104,C0000115,P013,007,2024,USD,13000.0,36,FIXED,13.0,PAID_OFF,2024.0
L0000105,C0000120,P012,021,2011,UYU,1740000.0,24,FIXED,21.57,PAID_OFF,2013.0
L0000106,C0000120,P012,003,2019,UYU,130000.0,18,FIXED,21.18,WRITTEN_OFF,2024.0
L0000107,C0000120,P014,035,2022,UYU,3480000.0,300,VARIABLE,17.8,WRITTEN_OFF,2024.0
L0000108,C0000122,P012,011,2021,UYU,130000.0,48,FIXED,21.0,PAID_OFF,2025.0
L0000109,C0000122,P014,032,2021,USD,28000.0,60,VARIABLE,8.45,PAID_OFF,2026.0
L0000110,C0000122,P014,009,2022,UYU,6410000.0,240,VARIABLE,16.81,ACTIVE,
L0000111,C0000122,P013,027,2023,USD,13000.0,24,VARIABLE,13.11,PAID_OFF,2024.0
L0000112,C0000123,P012,007,2015,UYU,230000.0,12,FIXED,22.6,PAID_OFF,2016.0
L0000113,C0000123,P012,013,2017,UYU,48000.0,6,FIXED,22.41,PAID_OFF,2018.0
L0000114,C0000123,P012,029,2018,UYU,305000.0,18,FIXED,23.23,DEFAULTED,2026.0
L0000115,C0000123,P013,006,2025,USD,14000.0,36,VARIABLE,13.76,ACTIVE,
L0000116,C0000125,P014,019,2013,USD,61000.0,60,FIXED,11.11,PAID_OFF,2018.0
L0000117,C0000125,P014,001,2015,UYU,3830000.0,240,VARIABLE,17.9,PAID_OFF,2017.0
L0000118,C0000131,P013,026,2020,USD,48000.0,24,FIXED,10.05,PAID_OFF,2022.0
L0000119,C0000133,P015,021,2015,UYU,445000.0,24,FIXED,19.5,PAID_OFF,2017.0
L0000120,C0000133,P016,031,2022,UYU,14450000.0,24,VARIABLE,17.03,PAID_OFF,2024.0
L0000121,C0000134,P012,028,2021,UYU,370000.0,60,MIXED,18.49,PAID_OFF,2025.0
L0000122,C0000135,P013,005,2023,USD,36000.0,24,MIXED,13.91,PAID_OFF,2025.0
L0000123,C0000135,P012,033,2024,UYU,195000.0,6,VARIABLE,20.67,PAID_OFF,2024.0
L0000124,C0000137,P014,004,1999,UYU,3890000.0,240,MIXED,32.69,DEFAULTED,2026.0
L0000125,C0000137,P012,002,2000,UYU,235000.0,18,FIXED,35.58,PAID_OFF,2002.0
L0000126,C0000137,P014,001,2001,UYU,7120000.0,120,MIXED,32.99,DEFAULTED,
L0000127,C0000137,P013,001,2003,USD,31000.0,36,FIXED,16.78,PAID_OFF,2004.0
L0000128,C0000137,P014,009,2005,USD,180000.0,300,VARIABLE,12.35,PAID_OFF,2026.0
L0000129,C0000137,P012,025,2018,UYU,240000.0,24,FIXED,22.93,PAID_OFF,2020.0
L0000130,C0000137,P014,035,2019,UYU,6300000.0,300,VARIABLE,15.8,ACTIVE,
L0000131,C0000137,P012,005,2026,UYU,390000.0,18,FIXED,19.7,ACTIVE,
L0000132,C0000141,P012,030,2024,UYU,185000.0,36,VARIABLE,18.09,PAID_OFF,2026.0
L0000133,C0000142,P014,015,2016,UYU,2130000.0,120,MIXED,19.32,PAID_OFF,2024.0
L0000134,C0000142,P013,012,2019,UYU,1170000.0,48,FIXED,19.2,DEFAULTED,
L0000135,C0000142,P013,001,2020,UYU,2560000.0,48,FIXED,19.2,PAID_OFF,2024.0
L0000136,C0000142,P014,027,2024,UYU,6110000.0,60,VARIABLE,17.02,DEFAULTED,2026.0
L0000137,C0000142,P012,017,2026,UYU,165000.0,6,FIXED,20.94,PAID_OFF,2026.0
L0000138,C0000146,P012,010,2000,UYU,340000.0,48,MIXED,36.99,PAID_OFF,2004.0
L0000139,C0000146,P012,004,2001,UYU,315000.0,18,FIXED,41.65,PAID_OFF,2003.0
L0000140,C0000151,P012,016,2025,UYU,560000.0,36,VARIABLE,18.71,ACTIVE,
L0000141,C0000151,P014,030,2025,UYU,3430000.0,120,FIXED,16.85,ACTIVE,
L0000142,C0000151,P013,035,2026,UYU,1460000.0,36,FIXED,15.89,ACTIVE,
L0000143,C0000153,P012,023,2013,UYU,370000.0,18,FIXED,21.21,DEFAULTED,2026.0
L0000144,C0000155,P012,008,2002,UYU,410000.0,12,FIXED,50.07,PAID_OFF,2003.0
L0000145,C0000155,P013,002,2006,USD,39000.0,48,VARIABLE,12.7,DEFAULTED,
L0000146,C0000158,P013,018,2026,UYU,1370000.0,36,VARIABLE,16.9,ACTIVE,
L0000147,C0000160,P012,028,2015,USD,13000.0,24,FIXED,16.61,PAID_OFF,2017.0
L0000148,C0000160,P012,036,2024,UYU,480000.0,60,FIXED,20.88,ACTIVE,
L0000149,C0000161,P013,027,2017,UYU,2810000.0,60,VARIABLE,18.24,PAID_OFF,2022.0
L0000150,C0000161,P012,027,2019,UYU,530000.0,48,FIXED,19.7,PAID_OFF,2023.0
L0000151,C0000163,P012,028,2016,UYU,260000.0,48,FIXED,26.62,PAID_OFF,2020.0
L0000152,C0000163,P012,013,2018,USD,12000.0,60,FIXED,17.55,PAID_OFF,2023.0
L0000153,C0000163,P012,033,2024,UYU,590000.0,6,FIXED,21.67,RESTRUCTURED,2026.0
L0000154,C0000168,P014,029,2024,UYU,4310000.0,60,MIXED,13.99,PAID_OFF,2025.0
L0000155,C0000174,P012,015,2016,UYU,580000.0,48,FIXED,23.05,PAID_OFF,2020.0
L0000156,C0000174,P014,001,2017,UYU,6190000.0,60,MIXED,16.36,PAID_OFF,2022.0
L0000157,C0000174,P014,013,2018,USD,150000.0,120,VARIABLE,9.87,PAID_OFF,2026.0
L0000158,C0000176,P012,035,2022,USD,7000.0,12,FIXED,14.89,PAID_OFF,2023.0
L0000159,C0000178,P012,020,2024,UYU,210000.0,36,FIXED,23.46,PAID_OFF,2026.0
L0000160,C0000179,P013,015,2013,UYU,2310000.0,48,MIXED,16.95,PAID_OFF,2017.0
L0000161,C0000179,P012,005,2014,UYU,145000.0,18,FIXED,21.58,PAID_OFF,2015.0
L0000162,C0000179,P014,013,2016,UYU,4470000.0,300,VARIABLE,16.58,PAID_OFF,2022.0
L0000163,C0000179,P012,024,2022,UYU,135000.0,12,FIXED,22.38,PAID_OFF,2023.0
L0000164,C0000179,P014,008,2023,UYU,5300000.0,60,MIXED,19.9,DEFAULTED,
L0000165,C0000179,P012,032,2024,UYU,130000.0,18,MIXED,19.64,PAID_OFF,2026.0
L0000166,C0000179,P012,017,2025,UYU,305000.0,48,FIXED,19.16,DEFAULTED,2026.0
L0000167,C0000182,P013,017,2026,UYU,2320000.0,36,FIXED,17.95,ACTIVE,
L0000168,C0000192,P014,037,2021,UYU,1730000.0,300,MIXED,14.9,ACTIVE,
L0000169,C0000192,P012,008,2023,UYU,295000.0,60,VARIABLE,23.2,ACTIVE,
L0000170,C0000192,P014,006,2026,UYU,10300000.0,240,VARIABLE,15.06,DEFAULTED,2026.0
L0000171,C0000194,P012,037,2022,UYU,240000.0,24,FIXED,24.34,PAID_OFF,2024.0
L0000172,C0000196,P014,015,2019,USD,78000.0,180,VARIABLE,9.04,ACTIVE,
L0000173,C0000196,P014,010,2023,USD,165000.0,120,VARIABLE,10.95,ACTIVE,
L0000174,C0000198,P012,036,2024,UYU,36000.0,24,VARIABLE,23.28,PAID_OFF,2026.0
L0000175,C0000201,P013,023,2024,UYU,1390000.0,72,FIXED,21.18,DEFAULTED,
L0000176,C0000207,P013,011,2003,USD,18000.0,24,FIXED,15.69,PAID_OFF,2005.0
L0000177,C0000207,P013,020,2008,USD,9000.0,24,MIXED,11.93,PAID_OFF,2010.0
L0000178,C0000207,P012,007,2009,UYU,1650000.0,48,FIXED,24.18,PAID_OFF,2013.0
L0000179,C0000207,P012,007,2018,UYU,280000.0,12,FIXED,22.12,PAID_OFF,2019.0
L0000180,C0000207,P014,011,2021,USD,315000.0,300,MIXED,9.27,DEFAULTED,2026.0
L0000181,C0000207,P012,004,2025,UYU,155000.0,12,FIXED,22.44,PAID_OFF,2026.0
L0000182,C0000211,P014,005,2026,USD,120000.0,120,FIXED,11.1,ACTIVE,
L0000183,C0000213,P013,025,2015,UYU,1520000.0,60,FIXED,20.77,PAID_OFF,2018.0
L0000184,C0000217,P012,037,2023,UYU,2540000.0,24,FIXED,23.86,PAID_OFF,2025.0
L0000185,C0000217,P014,032,2026,UYU,4880000.0,180,VARIABLE,15.09,ACTIVE,
L0000186,C0000218,P013,023,2026,UYU,1040000.0,60,MIXED,16.5,DEFAULTED,
L0000187,C0000220,P016,022,2018,USD,240000.0,12,FIXED,11.7,PAID_OFF,2019.0
L0000188,C0000220,P018,022,2019,USD,290000.0,36,MIXED,10.36,PAID_OFF,2021.0
L0000189,C0000220,P016,022,2020,UYU,14700000.0,36,MIXED,16.97,PAID_OFF,2021.0
L0000190,C0000220,P017,005,2021,UYU,16450000.0,36,MIXED,13.6,PAID_OFF,2023.0
L0000191,C0000220,P017,022,2022,UYU,69500000.0,84,VARIABLE,16.17,ACTIVE,
L0000192,C0000220,P018,021,2024,UYU,3360000.0,60,FIXED,18.06,ACTIVE,
L0000193,C0000220,P015,022,2025,UYU,1560000.0,84,VARIABLE,15.91,ACTIVE,
L0000194,C0000222,P012,012,2023,UYU,155000.0,18,VARIABLE,22.42,PAID_OFF,2025.0
L0000195,C0000222,P012,012,2026,UYU,305000.0,48,FIXED,23.66,ACTIVE,
L0000196,C0000223,P012,016,2016,UYU,87000.0,12,FIXED,25.78,RESTRUCTURED,
L0000197,C0000223,P012,031,2018,UYU,355000.0,36,FIXED,21.24,PAID_OFF,2021.0
L0000198,C0000223,P012,028,2019,UYU,115000.0,18,MIXED,21.72,PAID_OFF,2021.0
L0000199,C0000223,P014,020,2023,UYU,12750000.0,240,MIXED,17.2,DEFAULTED,
L0000200,C0000223,P013,005,2024,UYU,790000.0,60,VARIABLE,16.11,ACTIVE,
L0000201,C0000224,P013,022,2021,UYU,260000.0,48,FIXED,15.6,PAID_OFF,2025.0
L0000202,C0000224,P012,028,2022,UYU,135000.0,60,FIXED,21.37,PAID_OFF,2026.0
L0000203,C0000226,P013,008,2008,UYU,310000.0,72,VARIABLE,23.32,RESTRUCTURED,2026.0
L0000204,C0000226,P012,020,2017,UYU,67000.0,60,FIXED,24.0,RESTRUCTURED,2026.0
L0000205,C0000226,P012,007,2018,UYU,97000.0,36,FIXED,21.45,PAID_OFF,2021.0
L0000206,C0000226,P012,034,2020,UYU,1000000.0,48,FIXED,22.13,PAID_OFF,2024.0
L0000207,C0000226,P014,019,2025,UYU,5020000.0,300,FIXED,18.3,DEFAULTED,
L0000208,C0000227,P012,002,1998,UYU,210000.0,60,FIXED,40.18,PAID_OFF,2003.0
L0000209,C0000227,P012,015,2000,UYU,105000.0,6,FIXED,36.8,DEFAULTED,2026.0
L0000210,C0000227,P012,010,2001,UYU,130000.0,6,FIXED,40.17,PAID_OFF,2002.0
L0000211,C0000227,P012,007,2005,UYU,265000.0,24,FIXED,28.74,PAID_OFF,2007.0
L0000212,C0000227,P012,025,2011,UYU,155000.0,48,VARIABLE,22.78,PAID_OFF,2015.0
L0000213,C0000229,P012,004,2016,UYU,255000.0,18,FIXED,24.61,PAID_OFF,2018.0
L0000214,C0000229,P012,007,2018,UYU,84000.0,18,VARIABLE,21.0,PAID_OFF,2020.0
L0000215,C0000229,P012,006,2020,UYU,255000.0,18,FIXED,17.92,PAID_OFF,2022.0
L0000216,C0000229,P012,006,2023,UYU,840000.0,12,VARIABLE,21.17,PAID_OFF,2024.0
L0000217,C0000231,P012,022,2016,UYU,155000.0,60,VARIABLE,25.38,PAID_OFF,2021.0
L0000218,C0000231,P012,023,2022,USD,8000.0,18,FIXED,16.12,PAID_OFF,2022.0
L0000219,C0000235,P012,001,2025,USD,14000.0,36,FIXED,16.23,PAID_OFF,2026.0
L0000220,C0000235,P013,030,2025,UYU,840000.0,24,FIXED,17.68,PAID_OFF,2026.0
L0000221,C0000236,P014,023,2012,UYU,2940000.0,240,VARIABLE,16.03,PAID_OFF,2017.0
L0000222,C0000236,P012,013,2016,UYU,395000.0,18,FIXED,22.37,DEFAULTED,
L0000223,C0000236,P014,016,2018,UYU,2970000.0,120,FIXED,17.43,PAID_OFF,2022.0
L0000224,C0000239,P013,009,2026,UYU,985000.0,36,VARIABLE,18.55,DEFAULTED,
L0000225,C0000240,P012,020,2010,UYU,230000.0,60,FIXED,19.46,PAID_OFF,2015.0
L0000226,C0000243,P012,002,2017,UYU,1790000.0,48,FIXED,21.8,PAID_OFF,2020.0
L0000227,C0000243,P012,025,2021,UYU,1020000.0,48,FIXED,19.59,PAID_OFF,2025.0
L0000228,C0000243,P014,034,2022,UYU,7790000.0,60,FIXED,13.81,PAID_OFF,2025.0
L0000229,C0000243,P013,027,2025,UYU,3340000.0,60,VARIABLE,15.89,PAID_OFF,2025.0
L0000230,C0000244,P012,009,2024,UYU,82000.0,60,MIXED,22.3,ACTIVE,
L0000231,C0000244,P014,005,2025,UYU,11450000.0,240,VARIABLE,15.83,ACTIVE,
L0000232,C0000245,P014,020,2023,UYU,4860000.0,60,FIXED,17.3,ACTIVE,
L0000233,C0000246,P014,020,2022,UYU,1270000.0,120,FIXED,16.29,ACTIVE,
L0000234,C0000246,P013,012,2023,USD,24000.0,24,VARIABLE,13.12,PAID_OFF,2024.0
L0000235,C0000246,P013,026,2026,UYU,675000.0,36,FIXED,17.16,ACTIVE,
L0000236,C0000247,P012,014,2016,UYU,375000.0,18,FIXED,24.83,PAID_OFF,2018.0
L0000237,C0000247,P013,024,2020,USD,28000.0,36,FIXED,12.09,PAID_OFF,2023.0
L0000238,C0000247,P013,006,2022,UYU,1130000.0,48,VARIABLE,15.84,PAID_OFF,2024.0
L0000239,C0000247,P012,005,2024,UYU,380000.0,6,FIXED,20.69,PAID_OFF,2025.0
L0000240,C0000247,P012,034,2025,UYU,255000.0,6,FIXED,19.43,PAID_OFF,2026.0
L0000241,C0000247,P014,007,2026,UYU,4830000.0,120,MIXED,13.75,ACTIVE,
L0000242,C0000248,P012,017,2016,UYU,150000.0,24,VARIABLE,24.02,PAID_OFF,2018.0
L0000243,C0000248,P012,026,2019,UYU,210000.0,12,FIXED,20.19,RESTRUCTURED,2026.0
L0000244,C0000248,P014,018,2023,UYU,5990000.0,240,VARIABLE,17.6,ACTIVE,
L0000245,C0000251,P012,007,2021,UYU,195000.0,48,MIXED,19.69,PAID_OFF,2025.0
L0000246,C0000251,P014,031,2026,UYU,7460000.0,60,FIXED,14.62,DEFAULTED,2026.0
L0000247,C0000252,P013,021,2026,USD,19000.0,36,VARIABLE,11.33,ACTIVE,
L0000248,C0000253,P012,026,2022,UYU,190000.0,18,FIXED,22.66,PAID_OFF,2024.0
L0000249,C0000257,P013,013,2009,USD,41000.0,60,VARIABLE,11.35,PAID_OFF,2014.0
L0000250,C0000257,P012,024,2022,UYU,830000.0,12,FIXED,22.11,PAID_OFF,2022.0
L0000251,C0000259,P012,013,2002,UYU,355000.0,6,FIXED,53.67,PAID_OFF,2003.0
L0000252,C0000259,P014,007,2010,UYU,5490000.0,120,FIXED,17.01,PAID_OFF,2020.0
L0000253,C0000259,P013,024,2013,UYU,2000000.0,48,FIXED,16.89,PAID_OFF,2017.0
L0000254,C0000259,P012,019,2019,UYU,255000.0,6,VARIABLE,20.29,PAID_OFF,2020.0
L0000255,C0000259,P013,010,2025,USD,49000.0,60,VARIABLE,12.1,ACTIVE,
L0000256,C0000260,P013,007,2017,UYU,490000.0,36,VARIABLE,19.6,RESTRUCTURED,
L0000257,C0000260,P012,013,2019,UYU,87000.0,24,FIXED,23.91,PAID_OFF,2021.0
L0000258,C0000260,P013,013,2022,UYU,340000.0,72,VARIABLE,19.02,ACTIVE,
L0000259,C0000260,P012,030,2025,UYU,61000.0,6,VARIABLE,20.8,PAID_OFF,2025.0
L0000260,C0000269,P012,021,2020,UYU,115000.0,48,VARIABLE,18.76,RESTRUCTURED,2026.0
L0000261,C0000269,P014,027,2025,UYU,7930000.0,180,MIXED,14.14,WRITTEN_OFF,2026.0
L0000262,C0000269,P014,028,2026,UYU,7650000.0,120,VARIABLE,14.55,DEFAULTED,2026.0
L0000263,C0000271,P012,013,2019,UYU,255000.0,24,FIXED,20.91,PAID_OFF,2021.0
L0000264,C0000271,P013,004,2021,USD,31000.0,48,FIXED,10.93,PAID_OFF,2023.0
L0000265,C0000271,P014,024,2022,UYU,8260000.0,240,VARIABLE,17.87,ACTIVE,
L0000266,C0000272,P013,019,2019,USD,14000.0,24,FIXED,11.77,PAID_OFF,2021.0
L0000267,C0000272,P012,010,2021,UYU,530000.0,24,FIXED,18.08,PAID_OFF,2023.0
L0000268,C0000272,P012,020,2023,UYU,830000.0,24,VARIABLE,20.7,PAID_OFF,2025.0
L0000269,C0000274,P014,011,2014,UYU,4300000.0,180,FIXED,16.34,ACTIVE,
L0000270,C0000274,P012,030,2021,UYU,165000.0,60,FIXED,17.99,PAID_OFF,2026.0
L0000271,C0000275,P013,014,2022,UYU,1020000.0,24,FIXED,19.15,WRITTEN_OFF,2023.0
L0000272,C0000275,P012,034,2023,UYU,420000.0,24,FIXED,23.42,RESTRUCTURED,
